"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","RAC06","MA01"
"g005370_1_000001","g005370_1","btr","HTH-type transcriptional activator Btr",60,13,109,1.01,1,2,0,1,0,1,110,"HTH-type transcriptional activator Btr(74):HTH-type transcriptional activator RhaS(18):HTH-type transcriptional activator RhaR(17):hypothetical protein(1)","btr(74):rhaS(18):rhaR(17):NA(1)",153,1008,892.77,3311,1,"RAC06_02190","MA01_00230"
"g004686_000002","g004686",NA,"hypothetical protein",70,17,109,1.01,1,2,0,1,0,1,110,"hypothetical protein(110)","NA(110)",300,414,306.98,3312,1,"RAC06_01535","MA01_00883"
"g003645_000002","g003645","glgX","Glycogen operon protein GlgX ",70,20,109,1.03,1,2,0,3,0,3,112,"Glycogen operon protein GlgX (104):Glycogen debranching enzyme(8)","glgX(112)",174,3054,1980.4,3314,1,"RAC06_03412","MA01_03447"
"g004917","g004917",NA,"hypothetical protein",50,16,108,1.02,1,2,1,2,1,2,110,"hypothetical protein(111)","NA(111)",306,393,316.89,3318,1,"(RAC06_04302:RAC06_04446)","MA01_02393;MA01_02538"
"g007519_000003","g007519","ydcV","Inner membrane ABC transporter permease protein YdcV",80,9,108,1,1,1,0,0,0,0,108,"Inner membrane ABC transporter permease protein YdcV(108)","ydcV(108)",375,816,801.78,3319,1,"RAC06_03854","MA01_03002"
"g002721_000001","g002721","xerC","hypothetical protein",60,25,108,1.11,1,3,3,11,3,12,120,"hypothetical protein(65):Tyrosine recombinase XerC(58)","NA(65):xerC(58)",135,621,301.12,3326,1,"RAC06_02253",NA
"g005383","g005383",NA,"Solute-binding protein",50,14,107,1,1,1,1,0,1,0,107,"Solute-binding protein(107):hypothetical protein(1)","NA(108)",192,1059,966.56,3339,1,"RAC06_02214","MA01_00206"
"g005098","g005098",NA,"hypothetical protein",50,15,107,1,1,1,0,0,0,0,107,"hypothetical protein(107)","NA(107)",522,615,524.33,3339,2,"RAC06_02215","MA01_00205"
"g008028_000002","g008028","dctM","C4-dicarboxylate TRAP transporter large permease protein DctM",70,8,107,1,1,1,0,0,0,0,107,"C4-dicarboxylate TRAP transporter large permease protein DctM(107)","dctM(107)",1281,1281,1281,3339,3,"RAC06_02216","MA01_00204"
"g004927_000002","g004927",NA,"hypothetical protein",70,15,107,1,1,1,0,0,0,0,107,"hypothetical protein(107)","NA(107)",246,306,302.47,3350,1,"RAC06_02466","MA01_04412"
"g004307_000001","g004307","por","Polyol:NADP oxidoreductase",60,18,106,1,1,1,2,0,2,0,106,"Polyol:NADP oxidoreductase(79):Mannitol 2-dehydrogenase(26):Mannitol-1-phosphate 5-dehydrogenase(2):Altronate oxidoreductase(1)","por(79):mtlK(26):mtlD(2):uxaB(1)",537,1431,1373.86,3364,1,"RAC06_02798","MA01_04066"
"g003339_1_000001","g003339_1","fic","hypothetical protein",60,16,105,1.21,1,2,3,22,3,22,127,"hypothetical protein(67):putative protein(62):Adenosine monophosphate-protein transferase SoFic(1)","NA(129):fic(1)",147,1182,575.45,3374,1,"RAC06_04476","MA01_04528"
"g001635_1_000004","g001635_1",NA,"Insertion element IS6110 uncharacterized 12.0 kDa protein",80,31,105,1.48,1,4,1,44,1,50,155,"Insertion element IS6110 uncharacterized 12.0 kDa protein(82):IS3 family transposase IS868(34):IS3 family transposase ISRtr2(32):hypothetical protein(8)","NA(156)",135,915,328.62,3377,1,"RAC06_04689",NA
"g003713_000001","g003713","bioY","hypothetical protein",60,21,104,1,1,1,0,0,0,0,104,"hypothetical protein(76):Biotin transporter BioY(26):Biotin transporter BioY2(2)","NA(76):bioY(26):bioY2(2)",579,591,588.81,3385,1,"RAC06_01623","MA01_00793"
"g004403_000001","g004403",NA,"hypothetical protein",60,18,104,1.01,1,2,1,1,1,1,105,"hypothetical protein(106)","NA(106)",123,846,670.64,3387,1,"RAC06_01427","MA01_00990"
"g001123_000001","g001123",NA,"hypothetical protein",60,41,104,1,1,1,0,0,0,0,104,"hypothetical protein(104)","NA(104)",348,894,838.33,3388,1,NA,"MA01_04752"
"g006388_000002","g006388","ydcU","Inner membrane ABC transporter permease protein YdcU",70,10,104,1,1,1,0,0,0,0,104,"Inner membrane ABC transporter permease protein YdcU(104)","ydcU(104)",927,975,964.44,3390,1,"RAC06_03855","MA01_03001"
"g000927_2","g000927_2",NA,"hypothetical protein",50,16,104,1,1,1,0,0,0,0,104,"hypothetical protein(104)","NA(104)",891,1095,943.04,3392,1,"RAC06_02174","MA01_00246"
"g008031_000002","g008031","spuE","hypothetical protein",70,8,104,1,1,1,0,0,0,0,104,"hypothetical protein(101):Spermidine-binding periplasmic protein SpuE(3)","NA(101):spuE(3)",1158,1212,1160.88,3394,1,"RAC06_03857","MA01_02999"
"g000109_2_000002","g000109_2","msbA","Putative multidrug export ATP-binding/permease protein",60,11,103,1,1,1,0,0,0,0,103,"Putative multidrug export ATP-binding/permease protein(77):Lipid A export ATP-binding/permease protein MsbA(14):Multidrug resistance ABC transporter ATP-binding and permease protein(12)","NA(77):msbA(14):lmrA(12)",1710,1905,1804.43,3402,1,"RAC06_04014","MA01_02843"
"g004932","g004932","ydaD","General stress protein 39",50,16,103,1,1,1,0,0,0,0,103,"General stress protein 39(54):3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 1(46):3-oxoacyl-[acyl-carrier-protein] reductase FabG(2):Glucose 1-dehydrogenase 1(1)","ydaD(54):NA(46):fabG(2):gdhI(1)",756,795,790.46,3405,1,"RAC06_01334","MA01_01085"
"g000109_3_000017","g000109_3","btuD","Vitamin B12 import ATP-binding protein BtuD",70,8,102,1.03,1,2,0,3,0,3,105,"Vitamin B12 import ATP-binding protein BtuD(105)","btuD(105)",1848,1869,1855.4,3427,1,"RAC06_04339","MA01_02501"
"g002356_000002","g002356","rsgA","Putative ribosome biogenesis GTPase RsgA",70,29,102,1,1,1,0,0,0,0,102,"Putative ribosome biogenesis GTPase RsgA(101):Small ribosomal subunit biogenesis GTPase RsgA(1)","rsgA(102)",633,1284,1070,3429,1,"RAC06_02528","MA01_04350"
"g005085_1_000002","g005085_1","iolS","Aldo-keto reductase IolS",70,13,102,1,1,1,0,0,0,0,102,"Aldo-keto reductase IolS(95):Aldo-keto reductase YhdN(7)","iolS(95):yhdN(7)",987,993,987.41,3433,1,"RAC06_01112","MA01_01305"
"g010934","g010934","otnI","2-oxo-tetronate isomerase",50,6,99,1,1,1,0,0,0,0,99,"2-oxo-tetronate isomerase(99)","otnI(99)",741,807,774.88,3465,1,"RAC06_02807","MA01_04057"
"g001297_1_000001","g001297_1",NA,"hypothetical protein",60,32,99,1.06,1,2,0,6,0,6,105,"hypothetical protein(105)","NA(105)",225,273,233.26,3468,1,"RAC06_02169","MA01_00251"
"g002586_000001","g002586",NA,"hypothetical protein",60,28,99,1.03,1,3,0,2,0,3,102,"hypothetical protein(102)","NA(102)",855,927,862.38,3474,1,"RAC06_03962","MA01_02893"
"g003045_1_000001","g003045_1","nhhA","High-molecular weight cobalt-containing nitrile hydratase subunit alpha",60,20,98,1.02,1,2,0,2,0,2,100,"High-molecular weight cobalt-containing nitrile hydratase subunit alpha(95):Low-molecular weight cobalt-containing nitrile hydratase subunit alpha(5)","nhhA(95):NA(5)",552,690,633.15,3489,1,"RAC06_00266","MA01_02119"
"g011895","g011895","ltnD","L-threonate dehydrogenase",50,5,98,1,1,1,0,0,0,0,98,"L-threonate dehydrogenase(98)","ltnD(98)",915,924,922.07,3493,1,"RAC06_02806","MA01_04058"
"g002918_000001","g002918",NA,"hypothetical protein",60,26,98,1,1,1,0,0,0,0,98,"hypothetical protein(98)","NA(98)",273,339,327.77,3494,1,"RAC06_04432","MA01_02407"
"g002234","g002234","dsbD","hypothetical protein",50,24,97,1.02,1,2,0,2,0,2,99,"hypothetical protein(97):Thiol:disulfide interchange protein DsbD(2)","NA(97):dsbD(2)",270,1830,616.18,3508,1,"RAC06_03506","MA01_03349"
"g000414_3","g000414_3","cheW","Chemotaxis protein CheW",50,37,97,1.62,1,3,1,54,1,60,157,"Chemotaxis protein CheW(154):hypothetical protein(4)","cheW(154):NA(4)",201,687,472.56,3510,1,"RAC06_03685","MA01_03170"
"g005656","g005656","sutR","hypothetical protein",50,13,97,1,1,1,0,0,0,0,97,"hypothetical protein(89):HTH-type transcriptional regulator SutR(8)","NA(89):sutR(8)",546,645,572.2,3513,1,"RAC06_01636","MA01_00780"
"g003007_1_000001","g003007_1","ackA","Acetate kinase",60,15,97,1.01,1,2,0,1,0,1,98,"Acetate kinase(94):putative propionate kinase(4)","ackA(94):pduW(4)",1176,1185,1184.3,3516,1,"RAC06_03831","MA01_03025"
"g004446_000002","g004446",NA,"hypothetical protein",70,18,97,1.02,1,2,0,2,0,2,99,"hypothetical protein(99)","NA(99)",276,279,276.09,3518,1,"RAC06_01984","MA01_00433"
"g004254_000002","g004254","suhB","Inositol-1-monophosphatase",70,14,96,1,1,1,0,0,0,0,96,"Inositol-1-monophosphatase(96)","suhB(96)",807,813,809.38,3524,1,"RAC06_02026","MA01_00393"
"g001588","g001588",NA,"hypothetical protein",50,36,96,1,1,1,0,0,0,0,96,"hypothetical protein(96)","NA(96)",837,849,837.38,3524,2,"RAC06_02027","MA01_00392"
"g004107_000001","g004107","cysA","Sulfate/thiosulfate import ATP-binding protein CysA",60,19,96,1,1,1,0,0,0,0,96,"Sulfate/thiosulfate import ATP-binding protein CysA(91):Vitamin B12 import ATP-binding protein BtuD(5)","cysA(91):btuD(5)",987,1083,1035.38,3524,3,"RAC06_02028","MA01_00391"
"g002289_000001","g002289",NA,"hypothetical protein",60,30,96,1.03,1,2,0,3,0,3,99,"hypothetical protein(99)","NA(99)",198,285,203.97,3545,1,"RAC06_01355","MA01_01064"
"g003305","g003305","yoeB","Toxin YoeB",50,22,95,1.21,1,2,7,20,7,20,115,"Toxin YoeB(122)","yoeB(122)",255,294,272.58,3560,1,"RAC06_00896","MA01_01521"
"g004909_1_000001","g004909_1","ygfF","putative oxidoreductase YgfF",60,13,94,1,1,1,0,0,0,0,94,"putative oxidoreductase YgfF(94)","ygfF(94)",750,756,755.55,3579,1,"RAC06_03122","MA01_03741"
"g002979_1_000001","g002979_1","cckA","Blue-light-activated protein",60,9,94,1.01,1,2,0,1,0,1,95,"Blue-light-activated protein(83):Sensor kinase CckA(11):hypothetical protein(1)","NA(84):cckA(11)",300,372,368.27,3584,1,"RAC06_01986","MA01_00431"
"g005951_000001","g005951","yknY","putative ABC transporter ATP-binding protein YknY",60,12,94,1,1,1,0,0,0,0,94,"putative ABC transporter ATP-binding protein YknY(92):putative ABC transporter ATP-binding protein(2)","yknY(92):NA(2)",684,711,707.36,3585,1,"RAC06_04464","MA01_04516"
"g001305_1_000001","g001305_1","dinJ","hypothetical protein",60,36,94,1.17,1,3,0,15,0,16,110,"hypothetical protein(68):Antitoxin DinJ(42)","NA(68):dinJ(42)",276,912,304.72,3586,1,"RAC06_01418",NA
"g006127","g006127",NA,"hypothetical protein",50,12,94,1,1,1,0,0,0,0,94,"hypothetical protein(94)","NA(94)",213,405,388.28,3588,1,"RAC06_03850","MA01_03006"
"g006828_000001","g006828",NA,"hypothetical protein",60,10,93,1,1,1,0,0,0,0,93,"hypothetical protein(93)","NA(93)",603,639,611.13,3590,1,"RAC06_02249","MA01_00171"
"g006810","g006810","mdtA","Multidrug resistance protein MdtA",50,10,93,1,1,1,0,0,0,0,93,"Multidrug resistance protein MdtA(81):Macrolide export protein MacA(7):Efflux pump periplasmic linker BepF(5)","mdtA(81):macA(7):bepF(5)",1149,1158,1157.16,3590,2,"RAC06_02248","MA01_00172"
"g007856_000002","g007856","ttgB","Toluene efflux pump membrane transporter TtgB",70,8,93,1,1,1,0,0,0,0,93,"Toluene efflux pump membrane transporter TtgB(81):Multidrug resistance protein MdtC(7):Multidrug resistance protein MdtB(5)","ttgB(81):mdtC(7):mdtB(5)",3072,3159,3153.52,3590,3,"RAC06_02247","MA01_00173"
"g004601_1_000001","g004601_1","lrpC","HTH-type transcriptional regulator LrpC",60,9,92,1,1,1,0,0,0,0,92,"HTH-type transcriptional regulator LrpC(92)","lrpC(92)",438,465,463.04,3608,1,"RAC06_02464","MA01_04414"
"g005743","g005743",NA,"hypothetical protein",50,13,92,1,1,1,0,0,0,0,92,"hypothetical protein(92)","NA(92)",900,924,914.25,3608,2,"RAC06_02465","MA01_04413"
"g006683","g006683",NA,"hypothetical protein",50,10,92,1,1,1,0,0,0,0,92,"hypothetical protein(92)","NA(92)",1113,2793,2756.48,3616,1,"RAC06_00878",NA
"g006470","g006470","lrp","Leucine-responsive regulatory protein",50,11,92,1,1,1,0,0,0,0,92,"Leucine-responsive regulatory protein(92)","lrp(92)",474,516,476.15,3621,1,"RAC06_01345","MA01_01074"
"g005915_1_000003","g005915_1","rhaR","HTH-type transcriptional activator RhaR",70,11,91,1.01,1,2,0,1,0,1,92,"HTH-type transcriptional activator RhaR(90):HTH-type transcriptional activator RhaS(2)","rhaR(90):rhaS(2)",477,1086,1012.08,3628,1,"RAC06_04462","MA01_04514"
"g004245","g004245",NA,"hypothetical protein",50,19,91,1,1,1,0,0,0,0,91,"hypothetical protein(91)","NA(91)",288,405,396.73,3630,1,"RAC06_02670","MA01_04194"
"g005653_000001","g005653","azoR","FMN-dependent NADH-azoreductase",60,12,89,1,1,1,0,0,0,0,89,"FMN-dependent NADH-azoreductase(89)","azoR(89)",591,603,591.74,3683,1,"RAC06_02510","MA01_04368"
"g007157","g007157","ompR","Transcriptional regulatory protein OmpR",50,10,89,1,1,1,0,0,0,0,89,"Transcriptional regulatory protein OmpR(89)","ompR(89)",720,735,725.8,3694,1,"RAC06_03524","MA01_03330"
"g004468_2","g004468_2","dhaK-2","PTS-dependent dihydroxyacetone kinase 2%2C dihydroxyacetone-binding subunit DhaK",50,9,89,1,1,1,0,0,0,0,89,"PTS-dependent dihydroxyacetone kinase 2%2C dihydroxyacetone-binding subunit DhaK(89)","dhaK-2(89)",996,1020,1016.12,3696,1,"RAC06_04600","MA01_04653"
"g003462_2_000007","g003462_2","lsrF","3-hydroxy-5-phosphonooxypentane-2%2C4-dione thiolase",80,6,88,1.01,1,2,0,1,0,1,89,"3-hydroxy-5-phosphonooxypentane-2%2C4-dione thiolase(89)","lsrF(89)",825,825,825,3705,1,"RAC06_03338","MA01_03523"
"g006808_000002","g006808","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",70,10,88,1.01,1,2,1,1,1,1,89,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(89):hypothetical protein(1)","iolG(89):NA(1)",159,1161,1144.1,3705,2,"RAC06_03339","MA01_03522"
"g006100_000001","g006100",NA,"hypothetical protein",60,12,88,1.01,1,2,0,1,0,1,89,"hypothetical protein(89)","NA(89)",669,672,671.83,3705,3,"RAC06_03340","MA01_03521"
"g007565","g007565",NA,"hypothetical protein",50,9,88,1,1,1,0,0,0,0,88,"hypothetical protein(88)","NA(88)",357,543,400.67,3729,1,NA,"MA01_00750"
"g005478_000001","g005478",NA,"hypothetical protein",60,13,88,1,1,1,1,0,1,0,88,"hypothetical protein(89)","NA(89)",321,750,719.36,3734,1,"RAC06_03834","MA01_03022"
"g007376","g007376",NA,"Lectin-like protein BA14k",50,9,87,1,1,1,0,0,0,0,87,"Lectin-like protein BA14k(87)","NA(87)",459,525,491.17,3741,1,"RAC06_01725","MA01_00691"
"g008483_000001","g008483",NA,"hypothetical protein",60,8,87,1,1,1,0,0,0,0,87,"hypothetical protein(87)","NA(87)",333,336,335.97,3744,1,"RAC06_04161","MA01_02679"
"g005911","g005911","kbl","2-amino-3-ketobutyrate coenzyme A ligase",50,12,87,1,1,1,0,0,0,0,87,"2-amino-3-ketobutyrate coenzyme A ligase(87)","kbl(87)",1188,1203,1188.72,3749,1,"RAC06_02556","MA01_04322"
"g006694_000001","g006694","lacZ","Beta-galactosidase",60,10,87,1,1,1,0,0,0,0,87,"Beta-galactosidase(87)","lacZ(87)",2244,2244,2244,3751,1,"RAC06_03352","MA01_03509"
"g000109_4","g000109_4","btuD","Vitamin B12 import ATP-binding protein BtuD",50,11,87,1,1,1,0,0,0,0,87,"Vitamin B12 import ATP-binding protein BtuD(77):Putative multidrug export ATP-binding/permease protein(4):putative ABC transporter ATP-binding protein(2):Protein glycosylation K(2):hypothetical protein(1):ATM1-type heavy metal exporter(1)","btuD(77):NA(7):pglK(2):atm1(1)",492,1893,1804.9,3760,1,"RAC06_04568","MA01_04621"
"g006458","g006458",NA,"hypothetical protein",50,11,87,1,1,1,0,0,0,0,87,"hypothetical protein(87)","NA(87)",504,516,509.97,3764,1,"RAC06_01213","MA01_01206"
"g007383_000001","g007383",NA,"hypothetical protein",60,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",552,639,632.97,3766,1,"RAC06_00536","MA01_01847"
"g012566_000003","g012566",NA,"hypothetical protein",80,5,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",303,303,303,3766,2,"RAC06_00532","MA01_01851"
"g007392_000003","g007392",NA,"hypothetical protein",80,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",570,600,579.63,3766,3,"RAC06_00531","MA01_01852"
"g010403_000003","g010403",NA,"hypothetical protein",80,6,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",1095,1107,1106.55,3766,4,"RAC06_00530","MA01_01853"
"g010153_000004","g010153","acsE","5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase",90,5,86,1,1,1,0,0,0,0,86,"5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase(86)","acsE(86)",963,975,966.24,3766,5,"RAC06_00529","MA01_01854"
"g006685_000002","g006685","nqrF","Na(+)-translocating NADH-quinone reductase subunit F",70,9,86,1,1,1,1,0,1,0,86,"Na(+)-translocating NADH-quinone reductase subunit F(86):hypothetical protein(1)","nqrF(86):NA(1)",894,2103,2022.21,3766,6,"RAC06_00528","MA01_01855"
"g005135_1_000005","g005135_1","nthB","Nitrile hydratase subunit beta",80,13,86,1.01,1,2,0,1,0,1,87,"Nitrile hydratase subunit beta(86):hypothetical protein(1)","nthB(86):NA(1)",147,666,654.17,3768,1,"RAC06_00267","MA01_02118"
"g006642_000001","g006642",NA,"hypothetical protein",60,11,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",264,375,369.59,3768,2,"RAC06_00268","MA01_02117"
"g006853_1_000005","g006853_1",NA,"hypothetical protein",80,8,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",930,945,930.38,3769,1,"RAC06_00424","MA01_01961"
"g007298_000001","g007298",NA,"hypothetical protein",60,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",1245,1275,1249.01,3769,2,"RAC06_00425","MA01_01960"
"g009216_000003","g009216","lrp","Leucine-responsive regulatory protein",80,7,86,1,1,1,0,0,0,0,86,"Leucine-responsive regulatory protein(86)","lrp(86)",444,462,460.74,3772,1,"RAC06_00907","MA01_01510"
"g010396_000003","g010396","ald","Alanine dehydrogenase",80,6,86,1,1,1,0,0,0,0,86,"Alanine dehydrogenase(86)","ald(86)",876,1119,1116.17,3772,2,"RAC06_00906","MA01_01511"
"g010667_000004","g010667","metH","Methionine synthase",90,6,86,1,1,1,0,0,0,0,86,"Methionine synthase(80):Glutamate mutase sigma subunit(6)","metH(80):glmS(6)",702,759,752.37,3773,1,"RAC06_00539","MA01_01844"
"g007235_1_000007","g007235_1","mtgB","Glycine betaine methyltransferase",90,7,86,1,1,1,0,0,0,0,86,"Glycine betaine methyltransferase(86)","mtgB(86)",1566,1614,1581.45,3773,2,"RAC06_00540","MA01_01843"
"g006664_000003","g006664","abo","4-methylaminobutanoate oxidase (formaldehyde-forming)",80,10,86,1,1,1,0,0,0,0,86,"4-methylaminobutanoate oxidase (formaldehyde-forming)(86)","abo(86)",2427,2427,2427,3774,1,"RAC06_04125","MA01_02715"
"g007558_000001","g007558",NA,"hypothetical protein",60,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",549,555,554.83,3774,2,"RAC06_04121","MA01_02717"
"g006219_000001","g006219","abo","4-methylaminobutanoate oxidase (formaldehyde-forming)",60,11,86,1,1,1,0,0,0,0,86,"4-methylaminobutanoate oxidase (formaldehyde-forming)(86)","abo(86)",2442,2448,2447.79,3775,1,"RAC06_00019","MA01_02367"
"g007510","g007510",NA,"hypothetical protein",50,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",489,537,533.83,3777,1,"RAC06_02862","MA01_04001"
"g006686_000002","g006686",NA,"hypothetical protein",70,10,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",1989,2004,2003.48,3779,1,"RAC06_02822","MA01_04042"
"g005966","g005966","yliI","Aldose sugar dehydrogenase YliI",50,11,86,1,1,1,2,0,2,0,86,"Aldose sugar dehydrogenase YliI(88)","yliI(88)",504,1206,1122.89,3780,1,"RAC06_04390","MA01_02450"
"g006926_1_000001","g006926_1","cutS","Carbon monoxide dehydrogenase small chain",60,7,86,1,1,1,0,0,0,0,86,"Carbon monoxide dehydrogenase small chain(86)","cutS(84):coxS(2)",489,498,489.1,3781,1,"RAC06_03156","MA01_03707"
"g005139_1_000001","g005139_1",NA,"hypothetical protein",60,8,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",453,462,453.38,3782,1,"RAC06_02642","MA01_04222"
"g007117","g007117",NA,"hypothetical protein",50,10,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",396,429,424.99,3783,1,"RAC06_00342","MA01_02043"
"g008435","g008435",NA,"hypothetical protein",50,8,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",903,915,903.94,3787,1,"RAC06_01346","MA01_01073"
"g007619_000002","g007619",NA,"hypothetical protein",70,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",840,882,877.64,3788,1,"RAC06_00720","MA01_01695"
"g006866_000002","g006866","aphA","Acetylpolyamine amidohydrolase",70,10,86,1,1,1,0,0,0,0,86,"Acetylpolyamine amidohydrolase(86)","aphA(86)",1026,1029,1026.1,3790,1,"RAC06_02551","MA01_04327"
"g008137_000003","g008137","yitJ","Bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase",80,8,86,1,1,1,0,0,0,0,86,"Bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase(86)","yitJ(86)",1014,1020,1014.31,3791,1,"RAC06_00662","MA01_01754"
"g007409_000002","g007409",NA,"hypothetical protein",70,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",894,957,953.44,3795,1,"RAC06_03128","MA01_03735"
"g007742","g007742",NA,"hypothetical protein",50,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",351,444,420.28,3796,1,"RAC06_00621","MA01_01794"
"g007231_000003","g007231","mtgB","Glycine betaine methyltransferase",80,9,86,1,1,1,0,0,0,0,86,"Glycine betaine methyltransferase(86)","mtgB(86)",1584,1587,1586.93,3798,1,"RAC06_04200","MA01_02640"
"g007389","g007389",NA,"hypothetical protein",50,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",597,600,599.86,3800,1,"RAC06_02393","MA01_00053"
"g007194_000001","g007194",NA,"hypothetical protein",60,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",2304,2316,2304.49,3802,1,"RAC06_03923","MA01_02932"
"g007468","g007468","rhtC","Threonine efflux protein",50,9,86,1,1,1,0,0,0,0,86,"Threonine efflux protein(86)","rhtC(86)",642,645,644.86,3804,1,"RAC06_02068","MA01_00351"
"g006356_000002","g006356","alkB","Alpha-ketoglutarate-dependent dioxygenase AlkB",70,10,86,1,1,1,0,0,0,0,86,"Alpha-ketoglutarate-dependent dioxygenase AlkB(86)","alkB(86)",606,630,609.7,3805,1,"RAC06_02833","MA01_04031"
"g007761","g007761",NA,"hypothetical protein",50,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",738,759,751.71,3807,1,"RAC06_00287","MA01_02098"
"g007503","g007503",NA,"hypothetical protein",50,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",471,501,499.22,3809,1,"RAC06_03699","MA01_03156"
"g003930_1_000001","g003930_1","hxpA","Hexitol phosphatase A",60,10,86,1,1,1,0,0,0,0,86,"Hexitol phosphatase A(84):Phosphoglycolate phosphatase(2)","hxpA(84):gph(2)",663,678,677.48,3810,1,"RAC06_02460","MA01_04418"
"g007332_000002","g007332",NA,"hypothetical protein",70,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",1305,1311,1310.76,3811,1,"RAC06_03183","MA01_03679"
"g005616","g005616",NA,"hypothetical protein",50,13,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",1368,1380,1373.97,3812,1,"RAC06_01526","MA01_00892"
"g006622_000001","g006622",NA,"hypothetical protein",60,11,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",837,840,837.14,3815,1,"RAC06_03819","MA01_03037"
"g006457_000001","g006457",NA,"NAD(P)H-dependent FMN reductase",60,11,86,1,1,1,0,0,0,0,86,"NAD(P)H-dependent FMN reductase(86)","NA(86)",462,561,559.43,3816,1,"RAC06_02333","MA01_00123"
"g007075","g007075",NA,"hypothetical protein",50,10,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",351,444,422.09,3817,1,"RAC06_00480","MA01_01904"
"g007114","g007114",NA,"hypothetical protein",50,10,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",429,432,429.14,3818,1,"RAC06_02326","MA01_00130"
"g007517_000002","g007517",NA,"hypothetical protein",70,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",414,489,486.45,3819,1,"RAC06_00327","MA01_02058"
"g007883_000003","g007883","dmg","Dimethylglycine oxidase",80,8,86,1,1,1,0,0,0,0,86,"Dimethylglycine oxidase(86)","dmg(86)",2562,2562,2562,3820,1,"RAC06_04291","MA01_02549"
"g007762","g007762","coxM","Carbon monoxide dehydrogenase medium chain",50,9,86,1,1,1,0,0,0,0,86,"Carbon monoxide dehydrogenase medium chain(86)","coxM(76):cutM(10)",795,834,795.7,3821,1,"RAC06_03158","MA01_03705"
"g003117_2","g003117_2",NA,"hypothetical protein",50,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",792,888,808.12,3822,1,"RAC06_00415","MA01_01970"
"g007665","g007665",NA,"hypothetical protein",50,9,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",708,717,711.38,3823,1,"RAC06_02382","MA01_00064"
"g007183","g007183",NA,"hypothetical protein",50,10,86,1,1,1,0,0,0,0,86,"hypothetical protein(86)","NA(86)",792,792,792,3824,1,"RAC06_02706","MA01_04158"
"g002386_2","g002386_2",NA,"hypothetical protein",50,10,86,1,1,1,0,0,0,0,86,"hypothetical protein(82):Cytochrome c2(4)","NA(86)",387,387,387,3828,1,"RAC06_03636","MA01_03219"
"g010209_000003","g010209","rbsB","Ribose import binding protein RbsB",80,6,85,1,1,1,0,0,0,0,85,"Ribose import binding protein RbsB(85)","rbsB(85)",987,990,989.89,3832,1,"RAC06_03028","MA01_03835"
