"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","AF310","CFBP5473","CFBP5477"
"g005152_000002","g005152",NA,"hypothetical protein",70,15,257,1,1,2,1,1,1,1,258,"hypothetical protein(259)","NA(259)",174,354,182.83,1304,1,"AF310_04421","CFBP5473_00536","CFBP5477_01771"
"g001469_1_000005","g001469_1",NA,"hypothetical protein",70,14,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",189,195,192.32,1305,1,"AF310_04210","CFBP5473_00509","CFBP5477_01744"
"g000397_1_000001","g000397_1","yieH","6-phosphogluconate phosphatase",60,36,257,1,1,2,0,1,0,1,258,"6-phosphogluconate phosphatase(160):Phosphoglycolate phosphatase(98)","yieH(160):gph(98)",555,750,710.09,1306,1,"AF310_03745","CFBP5473_03915","CFBP5477_04078"
"g000439_000001","g000439","btuD","Vitamin B12 import ATP-binding protein BtuD",60,57,257,1,1,1,0,0,0,0,257,"Vitamin B12 import ATP-binding protein BtuD(257)","btuD(257)",1074,1083,1076.02,1307,1,"AF310_04205","CFBP5473_00504","CFBP5477_01738"
"g002543","g002543",NA,"hypothetical protein",50,26,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",600,645,613,1308,1,"AF310_01437","CFBP5473_00983","CFBP5477_02459"
"g002509_1_000001","g002509_1",NA,"hypothetical protein",60,26,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",1221,1317,1246.12,1309,1,"AF310_01264","CFBP5473_03566","CFBP5477_03719"
"g003600","g003600","rspR","hypothetical protein",50,22,257,1,1,1,0,0,0,0,257,"hypothetical protein(148):HTH-type transcriptional repressor RspR(108):HTH-type transcriptional regulator McbR(1)","NA(148):rspR(108):mcbR(1)",699,741,704.11,1311,1,"AF310_01277","CFBP5473_03553","CFBP5477_03706"
"g000721_1_000004","g000721_1",NA,"hypothetical protein",70,27,257,1.12,1,3,0,30,0,32,289,"hypothetical protein(289)","NA(289)",147,1014,264.37,1312,1,"AF310_02838","CFBP5473_00653","CFBP5477_02118"
"g000859","g000859",NA,"hypothetical protein",50,45,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",657,828,766.42,1313,1,"AF310_04860","CFBP5473_00820","CFBP5477_02283"
"g001775_000001","g001775","melR","Melibiose operon regulatory protein",60,34,256,1,1,1,0,0,0,0,256,"Melibiose operon regulatory protein(256)","melR(256)",888,945,907.23,1314,1,"AF310_01266","CFBP5473_03564","CFBP5477_03717"
"g003191_000002","g003191","lacE","Lactose-binding protein",70,24,256,1,1,1,0,0,0,0,256,"Lactose-binding protein(256)","lacE(256)",1272,1275,1273.2,1314,2,"AF310_01267","CFBP5473_03563","CFBP5477_03716"
"g005172_000003","g005172","lacF","Lactose transport system permease protein LacF",80,15,256,1,1,1,0,0,0,0,256,"Lactose transport system permease protein LacF(256)","lacF(256)",408,861,859.23,1314,3,"AF310_01268","CFBP5473_03562","CFBP5477_03715"
"g003622_000003","g003622","araQ","L-arabinose transport system permease protein AraQ",80,22,256,1,1,1,0,0,0,0,256,"L-arabinose transport system permease protein AraQ(181):Lactose transport system permease protein LacG(75)","araQ(181):lacG(75)",444,837,835.46,1314,4,"AF310_01269","CFBP5473_03561","CFBP5477_03714"
"g002272_000002","g002272","lutR","HTH-type transcriptional regulator LutR",70,28,256,1,1,1,1,0,1,0,256,"HTH-type transcriptional regulator LutR(196):Pyruvate dehydrogenase complex repressor(34):Putative L-lactate dehydrogenase operon regulatory protein(15):Transcriptional regulator NanR(7):HTH-type transcriptional regulator Mce2R(4):hypothetical protein(1)","lutR(196):pdhR(34):lldR(15):nanR(7):mce2R(4):NA(1)",354,954,711.48,1315,1,"AF310_01967","CFBP5473_03784","CFBP5477_03960"
"g003343_000003","g003343","ansP1","L-asparagine permease 1",80,21,256,1,1,1,0,0,0,0,256,"L-asparagine permease 1(236):L-asparagine permease 2(20)","ansP1(236):ansP2(20)",1452,1479,1459.73,1315,2,"AF310_01969","CFBP5473_03782","CFBP5477_03958"
"g002797_000001","g002797",NA,"hypothetical protein",60,27,256,1,1,1,0,0,0,0,256,"hypothetical protein(256)","NA(256)",381,393,384.22,1316,1,"AF310_02897","CFBP5473_02280","CFBP5477_00643"
"g001072_000002","g001072",NA,"hypothetical protein",70,42,256,1,1,1,0,0,0,0,256,"hypothetical protein(256)","NA(256)",663,774,748.84,1316,2,"AF310_02896","CFBP5473_02279","CFBP5477_00642"
"g000635_000001","g000635","ansA","putative L-asparaginase",60,51,256,1,1,2,0,1,0,1,257,"putative L-asparaginase(257)","ansA(257)",936,996,952.94,1317,1,"AF310_01970","CFBP5473_03781","CFBP5477_03957"
"g000405_1_000001","g000405_1","araB","Ribulokinase",60,43,256,1,1,2,1,1,1,1,257,"Ribulokinase(258)","araB(258)",270,1584,1571.85,1318,1,"AF310_03746","CFBP5473_03916","CFBP5477_04079"
"g001230_1_000001","g001230_1","rcnR","Transcriptional repressor RcnR",60,25,256,1,1,1,0,0,0,0,256,"Transcriptional repressor RcnR(256)","rcnR(256)",273,273,273,1319,1,"AF310_02857","CFBP5473_02241","CFBP5477_00604"
"g001685_000001","g001685",NA,"hypothetical protein",60,34,256,1,1,2,1,1,1,1,257,"hypothetical protein(258)","NA(258)",171,885,709.33,1320,1,"AF310_01682","CFBP5473_00024","CFBP5477_01262"
"g001517","g001517",NA,"hypothetical protein",50,36,256,1,1,1,0,0,0,0,256,"hypothetical protein(256)","NA(256)",1146,1617,1496.18,1321,1,"AF310_02811","CFBP5473_00626","CFBP5477_02088"
"g000032_1_000001","g000032_1",NA,"hypothetical protein",60,124,256,1.56,1,4,16,109,16,144,400,"hypothetical protein(416)","NA(416)",123,651,618.75,1322,1,"(AF310_02036:AF310_04589)","(CFBP5473_04420:CFBP5473_04695)","CFBP5477_00429"
"g000578_1_000007","g000578_1",NA,"hypothetical protein",70,34,256,1,1,1,0,0,0,0,256,"hypothetical protein(256)","NA(256)",390,474,396.57,1323,1,"AF310_02692","CFBP5473_02104","CFBP5477_01934"
"g000068_3_000001","g000068_3","oppD","Oligopeptide transport ATP-binding protein OppD",60,39,256,1.7,1,4,0,155,0,180,436,"Oligopeptide transport ATP-binding protein OppD(435):Dipeptide transport ATP-binding protein DppD(1)","oppD(435):dppD(1)",432,885,838.74,1324,1,"AF310_02113;AF310_04708","CFBP5473_02913;CFBP5473_04497","CFBP5477_00199"
"g001088","g001088","flgE","Flagellar hook protein FlgE",50,41,256,1.02,1,2,0,4,0,4,260,"Flagellar hook protein FlgE(256):hypothetical protein(4)","flgE(256):NA(4)",1266,2067,1288.37,1325,1,"AF310_00886","CFBP5473_02613","CFBP5477_00961"
"g002249","g002249","slyA","Transcriptional regulator SlyA",50,30,256,1,1,1,0,0,0,0,256,"Transcriptional regulator SlyA(242):hypothetical protein(14)","slyA(242):NA(14)",330,588,468.49,1326,1,"AF310_00767","CFBP5473_00412","CFBP5477_01650"
"g000600","g000600","mobA","Molybdenum cofactor guanylyltransferase",50,52,256,1,1,1,0,0,0,0,256,"Molybdenum cofactor guanylyltransferase(256)","mobA(256)",597,657,639.36,1327,1,"AF310_00497","CFBP5473_01387","CFBP5477_02881"
"g000479_1_000005","g000479_1","uxuA","Mannonate dehydratase",70,43,256,1.03,1,2,0,8,0,8,264,"Mannonate dehydratase(264)","uxuA(264)",1197,1236,1205.24,1328,1,"AF310_01943","CFBP5473_03808","CFBP5477_03985"
"g004773_000003","g004773","puuR","HTH-type transcriptional regulator PuuR",80,16,256,1,1,1,0,0,0,0,256,"HTH-type transcriptional regulator PuuR(255):hypothetical protein(1)","puuR(255):NA(1)",519,606,549.11,1330,1,"AF310_01912","CFBP5473_03839","CFBP5477_04016"
"g000237","g000237",NA,"hypothetical protein",50,69,255,1,1,1,0,0,0,0,255,"hypothetical protein(255)","NA(255)",504,579,542.52,1331,1,"AF310_03123","CFBP5473_01961","CFBP5477_03518"
"g000896","g000896",NA,"hypothetical protein",50,44,255,1,1,1,0,0,0,0,255,"hypothetical protein(255)","NA(255)",498,522,510.91,1331,2,"AF310_03124","CFBP5473_01962","CFBP5477_03519"
"g000795","g000795","yfkJ","Low molecular weight protein-tyrosine-phosphatase YfkJ",50,46,255,1,1,1,0,0,0,0,255,"Low molecular weight protein-tyrosine-phosphatase YfkJ(255)","yfkJ(255)",384,507,478.75,1332,1,"AF310_00755","CFBP5473_00400","CFBP5477_01638"
"g000459_1_000001","g000459_1","ghrA","Glyoxylate/hydroxypyruvate reductase A",60,52,255,1.1,1,2,0,25,0,25,280,"Glyoxylate/hydroxypyruvate reductase A(279):hypothetical protein(1)","ghrA(279):NA(1)",300,945,939.33,1333,1,"AF310_01301","CFBP5473_03529","CFBP5477_03682"
"g000343_1_000001","g000343_1","glxR","2-hydroxy-3-oxopropionate reductase",60,47,255,1,1,2,0,1,0,1,256,"2-hydroxy-3-oxopropionate reductase(256)","glxR(255):garR(1)",219,918,892.3,1334,1,"AF310_00697","CFBP5473_00342","CFBP5477_01580"
"g000048_2_000011","g000048_2","cspA","Cold shock protein CspA",80,13,255,1.06,1,2,0,15,0,15,270,"Cold shock protein CspA(270)","cspA(270)",204,210,209.8,1335,1,"AF310_01765","CFBP5473_00107","CFBP5477_01345"
"g000004_5_000059","g000004_5","malK","Maltose/maltodextrin import ATP-binding protein MalK",70,38,255,1,1,1,0,0,0,0,255,"Maltose/maltodextrin import ATP-binding protein MalK(255)","malK(255)",849,1089,1085.95,1336,1,"AF310_01270","CFBP5473_03560","CFBP5477_03713"
"g003223_000001","g003223","yehZ","Glycine betaine-binding protein YehZ",60,24,255,1,1,2,0,1,0,1,256,"Glycine betaine-binding protein YehZ(256)","yehZ(256)",909,951,911.19,1338,1,"AF310_01823","CFBP5473_00165","CFBP5477_01403"
"g000080_1_000003","g000080_1","ihfA","Integration host factor subunit alpha",70,85,255,1.73,1,6,3,126,3,186,441,"Integration host factor subunit alpha(233):DNA-binding protein HU(68):DNA-binding protein HU-alpha(51):DNA-binding protein HU 1(46):DNA-binding protein HU-beta(33):hypothetical protein(13)","ihfA(233):hupA(97):hup(68):hupB(33):NA(13)",153,345,273.74,1339,1,"AF310_04598","CFBP5473_04686","CFBP5477_00418"
"g000959","g000959",NA,"hypothetical protein",50,44,254,1.09,1,2,0,22,0,22,276,"hypothetical protein(276)","NA(276)",504,732,724.52,1340,1,"AF310_02894","CFBP5473_02277","CFBP5477_00640"
"g002176_000001","g002176","slyA","hypothetical protein",60,31,254,1,1,1,0,0,0,0,254,"hypothetical protein(253):Transcriptional regulator SlyA(1)","NA(253):slyA(1)",234,450,431.6,1340,2,"AF310_02895","CFBP5473_02278","CFBP5477_00641"
"g000444","g000444","acsA","Acetyl-coenzyme A synthetase",50,54,254,1.11,1,3,1,25,1,27,281,"Acetyl-coenzyme A synthetase(282)","acsA(181):acs(101)",582,1956,1947.61,1341,1,"AF310_00973","CFBP5473_02526","CFBP5477_00902"
"g000137_3_000001","g000137_3","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",60,23,254,1.72,1,4,1,157,1,182,436,"putative D%2CD-dipeptide transport system permease protein DdpC(436):hypothetical protein(1)","ddpC(436):NA(1)",378,945,902.57,1342,1,"AF310_02114;AF310_04707","CFBP5473_02912;CFBP5473_04498","CFBP5477_00200"
"g002780_000001","g002780",NA,"hypothetical protein",60,26,254,1,1,1,0,0,0,0,254,"hypothetical protein(254)","NA(254)",261,348,264.31,1345,1,"AF310_04737","CFBP5473_01899","CFBP5477_03460"
"g002618","g002618",NA,"hypothetical protein",50,28,254,1,1,1,0,0,0,0,254,"hypothetical protein(254)","NA(254)",228,339,241.15,1346,1,"AF310_00684","CFBP5473_00329","CFBP5477_01567"
"g000905","g000905","livH","High-affinity branched-chain amino acid transport system permease protein LivH",50,42,254,1,1,1,0,0,0,0,254,"High-affinity branched-chain amino acid transport system permease protein LivH(254)","livH(254)",624,900,895.95,1347,1,"AF310_03122","CFBP5473_01960","CFBP5477_03517"
"g000326_000001","g000326","ligD","Multifunctional non-homologous end joining protein LigD",60,61,254,1.02,1,2,3,4,3,4,258,"Multifunctional non-homologous end joining protein LigD(261)","ligD(261)",777,2589,1946.03,1348,1,"AF310_03768","CFBP5473_03938","CFBP5477_04102"
"g000912","g000912",NA,"hypothetical protein",50,44,254,1,1,1,3,0,3,0,254,"hypothetical protein(257)","NA(257)",213,2022,1911.34,1349,1,"AF310_00166","CFBP5473_01719","CFBP5477_03246"
"g000250_3","g000250_3","dppB","Dipeptide transport system permease protein DppB",50,26,254,1.62,1,4,28,152,28,157,411,"Dipeptide transport system permease protein DppB(308):putative D%2CD-dipeptide transport system permease protein DdpB(129):hypothetical protein(2)","dppB(308):ddpB(129):NA(2)",177,1275,1034.76,1350,1,"AF310_02115;AF310_04706","CFBP5473_02911;CFBP5473_04499","CFBP5477_00201"
"g000090_1_000001","g000090_1",NA,"hypothetical protein",60,65,254,1,1,1,0,0,0,0,254,"hypothetical protein(254)","NA(254)",816,1047,844.25,1351,1,"AF310_04070","CFBP5473_00777","CFBP5477_02239"
"g001084_1_000001","g001084_1","vatD","Streptogramin A acetyltransferase",60,40,254,1.01,1,2,0,3,0,3,257,"Streptogramin A acetyltransferase(99):Virginiamycin A acetyltransferase(82):2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase(74):Serine acetyltransferase(2)","vatD(99):vat(82):dapH(74):cysE(2)",507,810,618.97,1352,1,"AF310_01839","CFBP5473_00181","CFBP5477_01419"
"g004541_000003","g004541","ugpB","sn-glycerol-3-phosphate-binding periplasmic protein UgpB",80,17,253,1,1,1,0,0,0,0,253,"sn-glycerol-3-phosphate-binding periplasmic protein UgpB(253)","ugpB(253)",1302,1323,1306.87,1353,1,"AF310_01226","CFBP5473_03604","CFBP5477_03756"
"g006026_000003","g006026","ugpA","sn-glycerol-3-phosphate transport system permease protein UgpA",80,11,253,1,1,1,0,0,0,0,253,"sn-glycerol-3-phosphate transport system permease protein UgpA(252):hypothetical protein(1)","ugpA(252):NA(1)",882,885,882.01,1353,2,"AF310_01225","CFBP5473_03605","CFBP5477_03757"
"g005171_000003","g005171","araQ","L-arabinose transport system permease protein AraQ",80,15,253,1,1,1,0,0,0,0,253,"L-arabinose transport system permease protein AraQ(168):Lactose transport system permease protein LacG(85)","araQ(168):lacG(85)",804,849,848.82,1353,3,"AF310_01224","CFBP5473_03606","CFBP5477_03758"
"g000004_6_000240","g000004_6","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",80,25,253,1,1,2,0,1,0,1,254,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(253):Vitamin B12 import ATP-binding protein BtuD(1)","ugpC(253):btuD(1)",417,1101,1048.84,1353,4,"AF310_01223","CFBP5473_03607","CFBP5477_03759"
"g003360_1_000005","g003360_1","rutA","Pyrimidine monooxygenase RutA",80,16,253,1,1,2,2,1,2,1,254,"Pyrimidine monooxygenase RutA(257)","rutA(257)",225,1116,1080.42,1354,1,"AF310_01930","CFBP5473_03821","CFBP5477_03998"
"g004117_000003","g004117","rutB","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB",80,14,253,1,1,2,1,1,1,1,254,"Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB(255)","rutB(255)",336,747,737.48,1354,2,"AF310_01931","CFBP5473_03820","CFBP5477_03997"
"g004951_000003","g004951","rutC","Putative aminoacrylate peracid reductase RutC",80,16,253,1,1,2,0,1,0,1,254,"Putative aminoacrylate peracid reductase RutC(254)","rutC(254)",387,390,388.03,1354,3,"AF310_01932","CFBP5473_03819","CFBP5477_03996"
"g000738","g000738","yehY","Glycine betaine uptake system permease protein YehY",50,48,253,1,1,1,0,0,0,0,253,"Glycine betaine uptake system permease protein YehY(253)","yehY(253)",630,1251,1168.74,1355,1,"AF310_01824","CFBP5473_00166","CFBP5477_01404"
"g002389","g002389","yehX","Glycine betaine uptake system ATP-binding protein YehX",50,28,253,1,1,1,0,0,0,0,253,"Glycine betaine uptake system ATP-binding protein YehX(253)","yehX(253)",936,948,941.87,1355,2,"AF310_01825","CFBP5473_00167","CFBP5477_01405"
"g001501","g001501","yehW","Glycine betaine uptake system permease protein YehW",50,36,253,1,1,1,0,0,0,0,253,"Glycine betaine uptake system permease protein YehW(253)","yehW(253)",738,756,744.27,1355,3,"AF310_01826","CFBP5473_00168","CFBP5477_01406"
"g001186_1_000004","g001186_1","btuF","hypothetical protein",70,34,253,1.01,1,2,0,2,0,2,255,"hypothetical protein(138):Vitamin B12-binding protein(117)","NA(138):btuF(117)",972,1089,1031.64,1356,1,"AF310_01973","CFBP5473_03778","CFBP5477_03954"
"g001886_1_000004","g001886_1","yfhA","putative siderophore transport system permease protein YfhA",70,23,253,1.01,1,2,0,2,0,2,255,"putative siderophore transport system permease protein YfhA(226):Hemin transport system permease protein HmuU(29)","yfhA(226):hmuU(29)",768,1029,1027.06,1356,2,"AF310_01974","CFBP5473_03777","CFBP5477_03953"
"g001363_1_000001","g001363_1","fecE","Fe(3+) dicitrate transport ATP-binding protein FecE",60,33,253,1.01,1,2,0,2,0,2,255,"Fe(3+) dicitrate transport ATP-binding protein FecE(242):Ferric enterobactin transport ATP-binding protein FepC(7):Iron(3+)-hydroxamate import ATP-binding protein FhuC(6)","fecE(242):fepC(7):fhuC(6)",765,834,808.8,1356,3,"AF310_01975","CFBP5473_03776","CFBP5477_03952"
"g000410","g000410","menH","2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase",50,58,253,1.01,1,3,1,1,1,2,255,"2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase(189):Putative aminoacrylate hydrolase RutD(36):Lipase 3(20):2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase(10):hypothetical protein(1)","menH(189):rutD(36):lip3(20):mhpC(10):NA(1)",783,1086,1022.48,1357,1,"AF310_03008","CFBP5473_00893","CFBP5477_02355"
"g000493_1_000006","g000493_1","argP","putative HTH-type transcriptional regulator",70,26,253,1,1,1,1,0,1,0,253,"putative HTH-type transcriptional regulator(253):HTH-type transcriptional regulator ArgP(1)","NA(253):argP(1)",285,981,901.75,1358,1,"AF310_02882","CFBP5473_02265","CFBP5477_00628"
"g005297","g005297","dnaJ","Chaperone protein DnaJ",50,14,253,1.01,1,2,0,2,0,2,255,"Chaperone protein DnaJ(254):hypothetical protein(1)","dnaJ(254):NA(1)",366,639,612.54,1359,1,"AF310_03454","CFBP5473_01201","CFBP5477_02686"
"g001855","g001855","rutA","Pyrimidine monooxygenase RutA",50,32,253,1.36,1,3,0,72,0,91,344,"Pyrimidine monooxygenase RutA(325):hypothetical protein(19)","rutA(325):NA(19)",189,1227,1137.76,1360,1,"AF310_03196","CFBP5473_03305","CFBP5477_04773"
"g000862_000001","g000862",NA,"hypothetical protein",60,46,253,1,1,1,0,0,0,0,253,"hypothetical protein(253)","NA(253)",273,291,274.51,1362,1,"AF310_02916","CFBP5473_02300","CFBP5477_00661"
"g000371","g000371",NA,"hypothetical protein",50,60,253,1,1,1,0,0,0,0,253,"hypothetical protein(253)","NA(253)",336,504,421.91,1363,1,NA,NA,"CFBP5477_02769"
"g001447_1_000001","g001447_1",NA,"Inorganic triphosphatase",60,25,253,1,1,1,1,0,1,0,253,"Inorganic triphosphatase(252):hypothetical protein(2)","NA(254)",186,585,495.69,1365,1,"AF310_02746","CFBP5473_00561","CFBP5477_02000"
"g000016_1_000051","g000016_1","gsiA","Glutathione import ATP-binding protein GsiA",80,21,253,1,1,1,1,0,1,0,253,"Glutathione import ATP-binding protein GsiA(254)","gsiA(254)",648,1911,1828.67,1367,1,"AF310_04567","CFBP5473_02990","CFBP5477_04426"
"g000363_2_000006","g000363_2",NA,"hypothetical protein",70,22,252,1,1,2,0,1,0,1,253,"hypothetical protein(253)","NA(253)",540,1281,1003.9,1368,1,"AF310_02482","CFBP5473_03120","CFBP5477_04557"
"g000937_2_000013","g000937_2","ousW","Glycine betaine/choline transport system permease protein OusW",80,17,252,1,1,2,0,1,0,1,253,"Glycine betaine/choline transport system permease protein OusW(253)","ousW(253)",888,888,888,1368,2,"AF310_02483","CFBP5473_03119","CFBP5477_04556"
"g000103_2_000001","g000103_2","btuD","Vitamin B12 import ATP-binding protein BtuD",60,24,252,1.01,1,3,0,1,0,2,254,"Vitamin B12 import ATP-binding protein BtuD(227):Glycine betaine/proline betaine transport system ATP-binding protein ProV(20):Glycine betaine transport ATP-binding protein OpuAA(6):Glycine betaine/carnitine transport ATP-binding protein GbuA(1)","btuD(227):proV(20):opuAA(6):gbuA(1)",831,1092,1065.18,1368,3,"AF310_02484","CFBP5473_03118","CFBP5477_04555"
"g000321_1_000002","g000321_1","rutD","Putative aminoacrylate hydrolase RutD",70,62,252,1,1,1,0,0,0,0,252,"Putative aminoacrylate hydrolase RutD(252)","rutD(252)",777,867,790.9,1369,1,"AF310_01933","CFBP5473_03818","CFBP5477_03995"
"g001271_1_000001","g001271_1","gcvA","Glycine cleavage system transcriptional activator",60,27,252,1,1,1,0,0,0,0,252,"Glycine cleavage system transcriptional activator(237):HTH-type transcriptional regulator PerR(15)","gcvA(237):perR(15)",903,921,908.68,1372,1,"AF310_01980","CFBP5473_03771","CFBP5477_03947"
"g000858","g000858",NA,"hypothetical protein",50,44,252,1,1,1,0,0,0,0,252,"hypothetical protein(252)","NA(252)",228,300,267.77,1373,1,"AF310_03001","CFBP5473_00900","CFBP5477_02375"
"g000998_1_000002","g000998_1","eamB","Cysteine/O-acetylserine efflux protein",70,42,252,1.01,1,2,5,2,5,2,254,"Cysteine/O-acetylserine efflux protein(241):hypothetical protein(18)","eamB(241):NA(18)",264,594,579.54,1374,1,"AF310_03429","CFBP5473_01176","CFBP5477_02663"
"g002177_1_000001","g002177_1",NA,"hypothetical protein",60,30,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",822,828,823.33,1376,1,"AF310_02234","CFBP5473_03472","CFBP5477_03626"
"g000743_1_000001","g000743_1",NA,"hypothetical protein",60,46,251,1.01,1,2,2,2,2,2,253,"hypothetical protein(255)","NA(255)",243,1176,1158.72,1376,2,"AF310_02236","CFBP5473_03470","CFBP5477_03624"
"g001821_1_000001","g001821_1","nicS","HTH-type transcriptional repressor NicS",60,28,251,1,1,1,0,0,0,0,251,"HTH-type transcriptional repressor NicS(251)","nicS(251)",315,747,702.93,1376,3,"AF310_02238","CFBP5473_03468","CFBP5477_03622"
"g003727_1_000004","g003727_1",NA,"putative protein",80,18,251,1,1,2,1,1,1,1,252,"putative protein(253)","NA(253)",351,1089,1023.7,1377,1,"AF310_03236","CFBP5473_03344",NA
"g002637_000002","g002637",NA,"hypothetical protein",70,27,251,1,1,2,1,1,1,1,252,"hypothetical protein(253)","NA(253)",822,2256,2220.78,1377,2,"AF310_03235","CFBP5473_03343",NA
"g003087_000003","g003087","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",80,25,251,1,1,1,2,0,2,0,251,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(251):3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))(2)","fabG(251):NA(2)",204,765,729.51,1378,1,"AF310_02172","CFBP5473_04556","CFBP5477_00296"
"g000698","g000698","cobV","Adenosylcobinamide-GDP ribazoletransferase",50,50,251,1,1,1,0,0,0,0,251,"Adenosylcobinamide-GDP ribazoletransferase(251)","cobV(251)",765,786,784.64,1379,1,"AF310_03277","CFBP5473_01302","CFBP5477_02794"
"g002050_2_000003","g002050_2","gtaB","UTP--glucose-1-phosphate uridylyltransferase",70,11,251,1,1,1,0,0,0,0,251,"UTP--glucose-1-phosphate uridylyltransferase(251)","gtaB(251)",717,906,905.25,1380,1,"AF310_01303","CFBP5473_03527","CFBP5477_03680"
"g002681_1_000002","g002681_1","xdh","D-xylose dehydrogenase",70,24,251,1.32,1,2,0,80,0,80,331,"D-xylose dehydrogenase(330):hypothetical protein(1)","xdh(330):NA(1)",198,1158,1140.45,1381,1,"AF310_02237","CFBP5473_03469","CFBP5477_03623"
"g000052_1_000001","g000052_1","ampR","HTH-type transcriptional activator AmpR",60,28,251,1.06,1,2,3,14,3,14,265,"HTH-type transcriptional activator AmpR(265):Glycine cleavage system transcriptional activator(3)","ampR(265):gcvA(3)",189,933,834.07,1382,1,"AF310_02704","CFBP5473_02116","CFBP5477_01946"
"g002294_000001","g002294",NA,"hypothetical protein",60,30,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",132,267,223.59,1383,1,"AF310_00251","CFBP5473_01634","CFBP5477_03161"
"g001047_000002","g001047",NA,"hypothetical protein",70,42,251,1,1,2,1,1,1,1,252,"hypothetical protein(253)","NA(253)",240,1191,941.86,1384,1,"AF310_00460","CFBP5473_01424","CFBP5477_02917"
"g001889","g001889",NA,"hypothetical protein",50,32,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",1011,1089,1037.69,1385,1,"AF310_01001","CFBP5473_02498","CFBP5477_00874"
"g001687_000001","g001687","dapA","4-hydroxy-tetrahydrodipicolinate synthase",60,30,250,1,1,1,0,0,0,0,250,"4-hydroxy-tetrahydrodipicolinate synthase(249):hypothetical protein(1)","dapA(249):NA(1)",234,888,882.41,1386,1,"AF310_03592","CFBP5473_04151","CFBP5477_04360"
"g004540_000003","g004540","eltP","Erythritol/L-threitol-binding protein",80,17,250,1,1,1,1,0,1,0,250,"Erythritol/L-threitol-binding protein(249):hypothetical protein(2)","eltP(249):NA(2)",390,1332,1324.46,1386,2,"AF310_03594","CFBP5473_04153","CFBP5477_04362"
"g004127_000003","g004127","ycjO","hypothetical protein",80,11,250,1,1,1,0,0,0,0,250,"hypothetical protein(247):Inner membrane ABC transporter permease protein YcjO(3)","NA(247):ycjO(3)",684,939,937.88,1386,3,"AF310_03595","CFBP5473_04154","CFBP5477_04363"
"g008531_000004","g008531","sugB","Trehalose transport system permease protein SugB",90,8,250,1,1,1,0,0,0,0,250,"Trehalose transport system permease protein SugB(250)","sugB(250)",816,837,831.61,1386,4,"AF310_03596","CFBP5473_04155","CFBP5477_04364"
"g000226_000001","g000226","yihV","Sulfofructose kinase",60,67,250,1,1,1,0,0,0,0,250,"Sulfofructose kinase(250)","yihV(250)",924,1002,957.98,1386,5,"AF310_03598","CFBP5473_04157","CFBP5477_04366"
"g003518_000002","g003518",NA,"hypothetical protein",70,22,250,1.06,1,2,0,15,0,15,265,"hypothetical protein(265)","NA(265)",1224,1260,1259.77,1387,1,"AF310_03230","CFBP5473_03338",NA
"g005049_1_000003","g005049_1","ycjO","Inner membrane ABC transporter permease protein YcjO",80,12,250,1,1,1,0,0,0,0,250,"Inner membrane ABC transporter permease protein YcjO(230):Trehalose transport system permease protein SugA(19):sn-glycerol-3-phosphate transport system permease protein UgpA(1)","ycjO(230):sugA(19):ugpA(1)",924,945,938.09,1387,2,"AF310_03229","CFBP5473_03337",NA
"g005210_1_000003","g005210_1","sugB","Trehalose transport system permease protein SugB",80,11,250,1,1,1,0,0,0,0,250,"Trehalose transport system permease protein SugB(250)","sugB(250)",831,834,831.01,1387,3,"AF310_03228","CFBP5473_03336",NA
"g001988","g001988","celY","hypothetical protein",50,31,250,1,1,1,0,0,0,0,250,"hypothetical protein(158):Minor endoglucanase Y(82):putative endoglucanase(6):Endoglucanase(4)","NA(162):celY(82):cmcAX(6)",855,1134,1051.72,1388,1,"AF310_03753","CFBP5473_03923","CFBP5477_04086"
