"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","S33a","CC001","FDAARGOS_525","CFBP5494"
"g000993_000002","g000993",NA,"hypothetical protein",70,38,226,1,1,1,1,0,1,0,226,"hypothetical protein(228)","NA(228)",237,1317,873.96,1642,1,"S33a_04649","CC001_00257","FDAARGOS_525_01673","CFBP5494_00869"
"g002306_000001","g002306","lldR","Putative L-lactate dehydrogenase operon regulatory protein",60,22,225,1,1,1,1,0,1,0,225,"Putative L-lactate dehydrogenase operon regulatory protein(223):HTH-type transcriptional regulator LutR(2):hypothetical protein(1)","lldR(223):lutR(2):NA(1)",348,720,686.96,1643,1,"S33a_03884","CC001_02420","FDAARGOS_525_00919","CFBP5494_00270"
"g003000_000002","g003000","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,25,225,1,1,1,0,0,0,0,225,"Galactose/methyl galactoside import ATP-binding protein MglA(225)","mglA(225)",1557,1575,1568.04,1643,2,"S33a_03883","CC001_02419","FDAARGOS_525_00918","CFBP5494_00269"
"g006021_000003","g006021","rbsC","Ribose import permease protein RbsC",80,11,225,1,1,1,0,0,0,0,225,"Ribose import permease protein RbsC(225)","rbsC(225)",873,1050,1028.15,1643,3,"S33a_03882","CC001_02418","FDAARGOS_525_00917","CFBP5494_00268"
"g006374_000003","g006374","alsB","D-allose-binding periplasmic protein",80,11,225,1,1,1,0,0,0,0,225,"D-allose-binding periplasmic protein(175):Ribose import binding protein RbsB(50)","alsB(175):rbsB(50)",942,942,942,1643,4,"S33a_03881","CC001_02417","FDAARGOS_525_00916","CFBP5494_00267"
"g001634_000001","g001634","pld1","Pyridoxal 4-dehydrogenase",60,35,225,1,1,1,0,0,0,0,225,"Pyridoxal 4-dehydrogenase(225)","pld1(225)",960,1137,1014.36,1643,5,"S33a_03880","CC001_02416","FDAARGOS_525_00915","CFBP5494_00266"
"g000243_000001","g000243",NA,"hypothetical protein",60,69,225,1,1,1,0,0,0,0,225,"hypothetical protein(225)","NA(225)",813,846,820.93,1643,6,"S33a_03879","CC001_02415","FDAARGOS_525_00914","CFBP5494_00265"
"g000095_1_000001","g000095_1","tmung","hypothetical protein",60,59,225,1.01,1,2,1,3,1,3,228,"hypothetical protein(228):Type-4 uracil-DNA glycosylase(1)","NA(228):tmung(1)",375,1491,1428.18,1645,1,"S33a_03257","CC001_01792","FDAARGOS_525_00218","CFBP5494_02615"
"g004517_000003","g004517",NA,"hypothetical protein",80,17,225,1,1,1,0,0,0,0,225,"hypothetical protein(225)","NA(225)",1044,1272,1235.8,1645,2,"S33a_03258","CC001_01793","FDAARGOS_525_00219","CFBP5494_02616"
"g001423_1_000001","g001423_1","gcvA","Glycine cleavage system transcriptional activator",60,24,225,1,1,1,0,0,0,0,225,"Glycine cleavage system transcriptional activator(225)","gcvA(225)",429,978,918.33,1646,1,"S33a_01996","CC001_03022","FDAARGOS_525_04830","CFBP5494_04569"
"g000055_1_000006","g000055_1","lasI","hypothetical protein",70,74,225,1.44,1,3,4,87,4,100,325,"hypothetical protein(277):Acyl-homoserine-lactone synthase(52)","NA(277):lasI(52)",231,672,624.89,1647,1,"S33a_00176","CC001_05267","FDAARGOS_525_05938",NA
"g002524_000002","g002524","wbpA","UDP-N-acetyl-D-glucosamine 6-dehydrogenase",70,28,225,1,1,2,2,1,2,1,226,"UDP-N-acetyl-D-glucosamine 6-dehydrogenase(228)","wbpA(228)",282,1401,1333.5,1648,1,"S33a_03649","CC001_02186","FDAARGOS_525_00684","CFBP5494_00033"
"g000832_000001","g000832","ptlI","Pentalenene oxygenase",60,44,225,1,1,1,1,0,1,0,225,"Pentalenene oxygenase(220):hypothetical protein(4):Putative cytochrome P450 132(2)","ptlI(220):NA(6)",321,1395,1375.77,1649,1,"S33a_02645","CC001_01142","FDAARGOS_525_02584","CFBP5494_01869"
"g000159_1_000003","g000159_1","dkgB","2%2C5-diketo-D-gluconic acid reductase B",70,39,225,1.01,1,2,0,2,0,2,227,"2%2C5-diketo-D-gluconic acid reductase B(227)","dkgB(227)",828,834,832.93,1650,1,"S33a_03541","CC001_02078","FDAARGOS_525_00540","CFBP5494_02901"
"g005234_000004","g005234","abo","4-methylaminobutanoate oxidase (formaldehyde-forming)",90,10,225,1,1,1,2,0,2,0,225,"4-methylaminobutanoate oxidase (formaldehyde-forming)(225):Aminomethyltransferase(1):Dimethylglycine oxidase(1)","abo(225):dmg(1):gcvT(1)",396,2634,2486.22,1651,1,"S33a_02701","CC001_01239","FDAARGOS_525_02640","CFBP5494_01928"
"g002664_000003","g002664","ntaA","Nitrilotriacetate monooxygenase component A",80,24,225,1,1,2,2,1,2,1,226,"Nitrilotriacetate monooxygenase component A(226):hypothetical protein(2)","ntaA(226):NA(2)",384,1365,1321.39,1652,1,"S33a_02234","CC001_02788","FDAARGOS_525_05071","CFBP5494_04806"
"g001204_1_000001","g001204_1",NA,"hypothetical protein",60,23,225,1,1,2,0,1,0,1,226,"hypothetical protein(226)","NA(226)",402,450,418.08,1654,1,"S33a_01106","CC001_03864","FDAARGOS_525_03733","CFBP5494_03715"
"g000280_000001","g000280",NA,"hypothetical protein",60,65,225,1.01,1,2,86,3,86,3,228,"hypothetical protein(314)","NA(314)",177,819,389.57,1655,1,"S33a_02545","CC001_01040","FDAARGOS_525_02480","CFBP5494_01767"
"g000831_000001","g000831","oxyE","6-methylpretetramide 4-monooxygenase",60,45,224,1.01,1,2,0,2,0,2,226,"6-methylpretetramide 4-monooxygenase(226)","oxyE(226)",1227,1266,1255.7,1657,1,"S33a_03676","CC001_02213","FDAARGOS_525_00711;FDAARGOS_525_04625","CFBP5494_00061"
"g003649_000001","g003649",NA,"putative signaling protein",60,20,224,1,1,1,2,0,2,0,224,"putative signaling protein(129):hypothetical protein(97)","NA(226)",297,2145,1926.7,1658,1,"S33a_01824","CC001_03192","FDAARGOS_525_04657","CFBP5494_04336"
"g002948_1_000003","g002948_1",NA,"hypothetical protein",80,25,224,1.05,1,3,0,11,0,12,236,"hypothetical protein(236)","NA(236)",294,465,300.11,1659,1,"S33a_00849","CC001_04037","FDAARGOS_525_03569","CFBP5494_03503"
"g000450_1_000001","g000450_1",NA,"hypothetical protein",60,48,223,1.98,1,4,0,163,0,219,442,"hypothetical protein(442)","NA(442)",141,1557,1489.39,1660,1,"S33a_01420;S33a_04129","CC001_02544;CC001_03575;CC001_04788","FDAARGOS_525_01043","CFBP5494_00392;CFBP5494_04002;CFBP5494_05724"
"g002989_000001","g002989","mppA","Periplasmic murein peptide-binding protein",60,25,223,1,1,1,2,0,2,0,223,"Periplasmic murein peptide-binding protein(136):Periplasmic oligopeptide-binding protein(89)","mppA(136):oppA(89)",516,1758,1582.19,1662,1,"S33a_01259","CC001_03710","FDAARGOS_525_03927","CFBP5494_03867"
"g003567_000003","g003567","rhtC","Threonine efflux protein",80,21,223,1,1,1,0,0,0,0,223,"Threonine efflux protein(219):Arginine exporter protein ArgO(4)","rhtC(219):argO(4)",612,654,642.91,1663,1,"S33a_03699","CC001_02235","FDAARGOS_525_00734","CFBP5494_00084"
"g001525","g001525",NA,"hypothetical protein",50,36,223,1,1,1,0,0,0,0,223,"hypothetical protein(223)","NA(223)",1359,1506,1369.59,1664,1,"S33a_01556","CC001_03459","FDAARGOS_525_04183","CFBP5494_04070"
"g001796_1_000003","g001796_1","yhbO","Protein/nucleic acid deglycase 2",70,33,223,1,1,1,1,0,1,0,223,"Protein/nucleic acid deglycase 2(222):hypothetical protein(2)","yhbO(222):NA(2)",201,561,557.81,1665,1,"S33a_01060","CC001_03910","FDAARGOS_525_03676","CFBP5494_03614"
"g001243_000001","g001243","ydhC","Inner membrane transport protein YdhC",60,39,223,1,1,1,1,0,1,0,223,"Inner membrane transport protein YdhC(217):Bicyclomycin resistance protein(5):hypothetical protein(1):Multidrug resistance protein MdtL(1)","ydhC(217):bcr(5):mdtL(1):NA(1)",588,1254,1191.58,1666,1,"S33a_03733","CC001_02269","FDAARGOS_525_00768","CFBP5494_00118"
"g000248_000001","g000248","anmK","Anhydro-N-acetylmuramic acid kinase",60,63,223,1,1,2,1,1,1,1,224,"Anhydro-N-acetylmuramic acid kinase(224):hypothetical protein(1)","anmK(224):NA(1)",162,1701,1230.67,1667,1,"S33a_02954","CC001_01427","FDAARGOS_525_02833","CFBP5494_02308"
"g005387_000001","g005387","ycjO","Inner membrane ABC transporter permease protein YcjO",60,14,222,1,1,1,0,0,0,0,222,"Inner membrane ABC transporter permease protein YcjO(219):sn-glycerol-3-phosphate transport system permease protein UgpA(3)","ycjO(219):ugpA(3)",819,963,902.89,1668,1,"S33a_01583","CC001_03432","FDAARGOS_525_04210","CFBP5494_04097"
"g004238_000001","g004238","ycjP","Inner membrane ABC transporter permease protein YcjP",60,19,222,1,1,1,0,0,0,0,222,"Inner membrane ABC transporter permease protein YcjP(216):Trehalose transport system permease protein SugB(6)","ycjP(216):sugB(6)",828,831,828.08,1668,2,"S33a_01582","CC001_03433","FDAARGOS_525_04209","CFBP5494_04096"
"g001862_000001","g001862",NA,"hypothetical protein",60,32,222,1,1,1,1,0,1,0,222,"hypothetical protein(223)","NA(223)",333,1338,1240.08,1669,1,"S33a_04976","CC001_00592","FDAARGOS_525_02014","CFBP5494_01245"
"g000565","g000565",NA,"hypothetical protein",50,46,222,1,1,1,220,0,220,0,222,"hypothetical protein(442)","NA(442)",318,957,453.19,1669,2,"(S33a_04974:S33a_04975)","(CC001_00590:CC001_00591)","(FDAARGOS_525_02012:FDAARGOS_525_02013)","(CFBP5494_01243:CFBP5494_01244)"
"g002056_000001","g002056",NA,"hypothetical protein",60,31,222,1,1,1,0,0,0,0,222,"hypothetical protein(222)","NA(222)",138,405,229.04,1670,1,"S33a_02428","CC001_00924","FDAARGOS_525_02367","CFBP5494_01647"
"g000043","g000043",NA,"hypothetical protein",50,118,222,2.01,1,3,22,219,22,225,447,"hypothetical protein(469)","NA(469)",207,3858,1885.54,1671,1,"S33a_04987;S33a_04988","CC001_00604;CC001_00605","FDAARGOS_525_02025;FDAARGOS_525_02047;FDAARGOS_525_02048","CFBP5494_01257;CFBP5494_01258"
"g000234_2_000001","g000234_2",NA,"putative acyl-CoA thioester hydrolase",60,22,222,1,1,2,0,1,0,1,223,"putative acyl-CoA thioester hydrolase(222):hypothetical protein(1)","NA(223)",381,432,391.41,1672,1,"S33a_01294","CC001_03693","FDAARGOS_525_03952","CFBP5494_03886"
"g000736","g000736",NA,"hypothetical protein",50,45,222,1,1,1,1,0,1,0,222,"hypothetical protein(223)","NA(223)",429,1989,1927.87,1673,1,"S33a_04446","CC001_00112","FDAARGOS_525_01528","CFBP5494_00724"
"g005994_000002","g005994",NA,"hypothetical protein",70,9,222,1,1,1,0,0,0,0,222,"hypothetical protein(222)","NA(222)",573,591,582.55,1675,1,"S33a_01113","CC001_03857","FDAARGOS_525_03740","CFBP5494_03722"
"g000107","g000107",NA,"hypothetical protein",50,81,222,1,1,1,0,0,0,0,222,"hypothetical protein(222)","NA(222)",750,1014,840.55,1676,1,"S33a_04934","CC001_00549","FDAARGOS_525_01973","CFBP5494_01204"
"g000453_1_000003","g000453_1",NA,"hypothetical protein",70,54,222,1,1,1,4,0,4,0,222,"hypothetical protein(226)","NA(226)",402,1683,1289.99,1677,1,"S33a_04969","CC001_00585","FDAARGOS_525_02007","CFBP5494_01238"
"g003245_000003","g003245",NA,"hypothetical protein",80,23,221,1.01,1,2,0,3,0,3,224,"hypothetical protein(224)","NA(224)",237,489,333.98,1678,1,"S33a_02698;S33a_04005","CC001_01236","FDAARGOS_525_02637;FDAARGOS_525_04596","CFBP5494_01925"
"g000964_000001","g000964",NA,"hypothetical protein",60,44,221,1.01,1,2,1,3,1,3,224,"hypothetical protein(225)","NA(225)",174,360,356.93,1678,2,"S33a_02697;S33a_04004","CC001_01235","FDAARGOS_525_02636;FDAARGOS_525_04597","CFBP5494_01924"
"g002020_2_000004","g002020_2","clpP","ATP-dependent Clp protease proteolytic subunit",80,19,221,1.01,1,2,0,3,0,3,224,"ATP-dependent Clp protease proteolytic subunit(224)","clpP(224)",609,627,615.13,1678,3,"S33a_02696;S33a_04003","CC001_01234","FDAARGOS_525_02635;FDAARGOS_525_04598","CFBP5494_01923"
"g000766_000001","g000766",NA,"hypothetical protein",60,48,221,1,1,1,0,0,0,0,221,"hypothetical protein(221)","NA(221)",309,435,370.71,1680,1,"S33a_04982","CC001_00598","FDAARGOS_525_02020","CFBP5494_01251"
"g000323_000001","g000323","traM","Transcriptional repressor TraM",60,63,221,1.39,1,3,0,74,0,87,308,"Transcriptional repressor TraM(308)","traM(308)",216,366,308.3,1681,1,"S33a_00151","CC001_05169","FDAARGOS_525_05852","CFBP5494_04939;CFBP5494_05393"
"g003877","g003877","cycB","Cyclodextrin-binding protein",50,19,221,1,1,1,0,0,0,0,221,"Cyclodextrin-binding protein(200):hypothetical protein(14):sn-glycerol-3-phosphate-binding periplasmic protein UgpB(7)","cycB(200):NA(14):ugpB(7)",1206,1236,1232.48,1682,1,"S33a_01584","CC001_03431","FDAARGOS_525_04211","CFBP5494_04098"
"g001747_000001","g001747",NA,"hypothetical protein",60,33,221,1,1,1,1,0,1,0,221,"hypothetical protein(222)","NA(222)",372,1326,1169.12,1683,1,"S33a_04973","CC001_00589","FDAARGOS_525_02011","CFBP5494_01242"
"g000417_000001","g000417",NA,"hypothetical protein",60,58,221,1,1,1,0,0,0,0,221,"hypothetical protein(221)","NA(221)",345,726,636.96,1684,1,"S33a_04985","CC001_00601","FDAARGOS_525_02022","CFBP5494_01254"
"g004630_000003","g004630",NA,"hypothetical protein",80,17,220,1,1,1,0,0,0,0,220,"hypothetical protein(220)","NA(220)",159,357,166.28,1685,1,"S33a_04418","CC001_00090","FDAARGOS_525_01420","CFBP5494_00702"
"g002137","g002137","rutF","Flavin-dependent monooxygenase%2C reductase subunit HsaB",50,31,220,1,1,1,0,0,0,0,220,"Flavin-dependent monooxygenase%2C reductase subunit HsaB(97):FMN reductase (NADH) RutF(97):4-nitrophenol 4-monooxygenase/4-nitrocatechol 2-monooxygenase%2C reductase component(10):p-hydroxyphenylacetate 3-hydroxylase%2C reductase component(9):FMN reductase (NADH) NtaB(7)","rutF(97):hsaB(97):npcB(10):C1-hpah(9):ntaB(7)",522,660,545.43,1686,1,"S33a_01890","CC001_03126","FDAARGOS_525_04724","CFBP5494_04460"
"g000084_1_000001","g000084_1",NA,"hypothetical protein",60,70,220,1.26,1,4,0,50,0,57,277,"hypothetical protein(277)","NA(277)",123,357,170.14,1687,1,"S33a_00139;S33a_00224","CC001_04995;CC001_05157","FDAARGOS_525_05309;FDAARGOS_525_05476;FDAARGOS_525_05862","CFBP5494_05284;CFBP5494_05403"
"g001055","g001055","lutR","HTH-type transcriptional regulator LutR",50,40,220,1.51,1,3,4,111,4,112,332,"HTH-type transcriptional regulator LutR(227):Transcriptional regulator NanR(53):Putative L-lactate dehydrogenase operon regulatory protein(44):Fatty acid metabolism regulator protein(6):putative HTH-type transcriptional regulator YurK(4):hypothetical protein(2)","lutR(227):nanR(53):lldR(44):fadR(6):yurK(4):NA(2)",249,897,746.54,1688,1,"S33a_02181","CC001_02839","FDAARGOS_525_05017;FDAARGOS_525_05776","CFBP5494_04755"
"g001101","g001101","guaB","Inosine-5'-monophosphate dehydrogenase",50,41,220,1,1,1,4,0,4,0,220,"Inosine-5'-monophosphate dehydrogenase(169):hypothetical protein(55)","guaB(169):NA(55)",426,1200,1134.64,1689,1,"S33a_02566","CC001_01062","FDAARGOS_525_02502","CFBP5494_01790"
"g000081_000001","g000081","traR","Transcriptional activator protein TraR",60,84,220,2.3,1,6,18,175,18,286,506,"Transcriptional activator protein TraR(388):hypothetical protein(136)","traR(388):NA(136)",129,705,593.46,1690,1,"S33a_00152","CC001_05172;CC001_05221","FDAARGOS_525_05851","CFBP5494_04940;CFBP5494_05392"
"g002536_000001","g002536",NA,"hypothetical protein",60,28,220,1,1,1,1,0,1,0,220,"hypothetical protein(219):putative protein(2)","NA(221)",351,1155,1137.62,1691,1,"S33a_00823","CC001_04063","FDAARGOS_525_03542","CFBP5494_03475"
"g003375_1_000007","g003375_1","glnP","Glutamine transport system permease protein GlnP",80,17,219,1,1,2,0,1,0,1,220,"Glutamine transport system permease protein GlnP(219):hypothetical protein(1)","glnP(219):NA(1)",420,669,667.45,1692,1,"S33a_02110","CC001_02909","FDAARGOS_525_04947","CFBP5494_04684"
"g001808_1_000008","g001808_1","artQ","Arginine transport system permease protein ArtQ",80,24,219,1,1,2,1,1,1,1,220,"Arginine transport system permease protein ArtQ(220):hypothetical protein(1)","artQ(220):NA(1)",243,651,647.58,1692,2,"S33a_02109","CC001_02910","FDAARGOS_525_04946","CFBP5494_04683"
"g001306_1_000007","g001306_1","glnH","ABC transporter glutamine-binding protein GlnH",80,25,219,1.01,1,2,1,3,2,3,222,"ABC transporter glutamine-binding protein GlnH(182):Membrane-bound lytic murein transglycosylase F(35):hypothetical protein(7)","glnH(182):mltF(35):NA(7)",249,855,824.73,1692,3,"S33a_02108","CC001_02911","FDAARGOS_525_04945","CFBP5494_04682"
"g001698_1_000001","g001698_1","kduD","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase",60,30,219,1,1,2,0,1,0,1,220,"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase(220)","kduD(220)",744,774,745.94,1693,1,"S33a_02184","CC001_02836","FDAARGOS_525_05020","CFBP5494_04758"
"g003452","g003452","kduI","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase",50,23,219,1.01,1,2,0,3,0,3,222,"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase(151):4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1(71)","kduI(151):kduI1(71)",822,882,825.95,1693,2,"S33a_02183","CC001_02837","FDAARGOS_525_05019","CFBP5494_04757"
"g000833","g000833","hemN","Oxygen-independent coproporphyrinogen III oxidase",50,41,219,1,1,1,0,0,0,0,219,"Oxygen-independent coproporphyrinogen III oxidase(219)","hemN(219)",1347,1353,1350.62,1694,1,"S33a_02672","CC001_01169","FDAARGOS_525_02611","CFBP5494_01896"
"g003421_000002","g003421","nicS","HTH-type transcriptional repressor NicS",70,23,219,1,1,1,0,0,0,0,219,"HTH-type transcriptional repressor NicS(212):hypothetical protein(7)","nicS(212):NA(7)",687,741,701.75,1696,1,"S33a_02104","CC001_02915","FDAARGOS_525_04941","CFBP5494_04678"
"g002173","g002173",NA,"hypothetical protein",50,31,219,1,1,2,0,1,0,1,220,"hypothetical protein(220)","NA(220)",144,288,220.16,1697,1,"S33a_01059","CC001_03911","FDAARGOS_525_03675","CFBP5494_03613"
"g002017_000001","g002017","yhdN","Aldo-keto reductase YhdN",60,32,218,1,1,1,0,0,0,0,218,"Aldo-keto reductase YhdN(218)","yhdN(218)",981,999,996.21,1698,1,"S33a_01309","CC001_03678","FDAARGOS_525_03967","CFBP5494_03901"
"g001405","g001405","glpD","Aerobic glycerol-3-phosphate dehydrogenase",50,37,218,1,1,1,0,0,0,0,218,"Aerobic glycerol-3-phosphate dehydrogenase(218)","glpD(218)",1701,1749,1732.22,1698,2,"S33a_01308","CC001_03679","FDAARGOS_525_03966","CFBP5494_03900"
"g003462_1_000003","g003462_1","lsrF","3-hydroxy-5-phosphonooxypentane-2%2C4-dione thiolase",70,14,218,1,1,1,1,0,1,0,218,"3-hydroxy-5-phosphonooxypentane-2%2C4-dione thiolase(217):2-amino-3%2C7-dideoxy-D-threo-hept-6-ulosonate synthase(2)","lsrF(217):aroA'(2)",144,849,842.97,1698,3,"S33a_01307","CC001_03680","FDAARGOS_525_03965","CFBP5494_03899"
"g002216","g002216","lyx","L-xylulose/3-keto-L-gulonate kinase",50,26,218,1,1,1,0,0,0,0,218,"L-xylulose/3-keto-L-gulonate kinase(218)","lyx(218)",1500,1530,1511.5,1698,4,"S33a_01306","CC001_03681","FDAARGOS_525_03964","CFBP5494_03898"
"g005683","g005683",NA,"hypothetical protein",50,13,218,1,1,1,0,0,0,0,218,"hypothetical protein(218)","NA(218)",1014,1032,1020.63,1699,1,"S33a_01313","CC001_03674","FDAARGOS_525_03971","CFBP5494_03905"
"g003697","g003697","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",50,20,218,1,1,1,2,0,2,0,218,"Galactose/methyl galactoside import ATP-binding protein MglA(210):Ribose import ATP-binding protein RbsA(9):Xylose import ATP-binding protein XylG(1)","mglA(210):rbsA(9):xylG(1)",423,1545,1514.58,1699,2,"S33a_01312","CC001_03675","FDAARGOS_525_03970","CFBP5494_03904"
"g006307_000001","g006307","rbsC","Ribose import permease protein RbsC",60,10,218,1,1,1,0,0,0,0,218,"Ribose import permease protein RbsC(217):hypothetical protein(1)","rbsC(217):NA(1)",927,1029,1011.18,1699,3,"S33a_01311","CC001_03676","FDAARGOS_525_03969","CFBP5494_03903"
"g001495_000002","g001495",NA,"hypothetical protein",70,37,218,1,1,1,0,0,0,0,218,"hypothetical protein(218)","NA(218)",408,456,408.91,1700,1,"S33a_04981","CC001_00597","FDAARGOS_525_02019","CFBP5494_01250"
"g000494","g000494",NA,"hypothetical protein",50,51,218,1,1,1,0,0,0,0,218,"hypothetical protein(218)","NA(218)",327,681,540.36,1701,1,"S33a_02730","CC001_01267",NA,"CFBP5494_02028"
"g000033_1_000001","g000033_1",NA,"hypothetical protein",60,83,218,1.59,1,5,0,86,0,129,347,"hypothetical protein(347)","NA(347)",252,540,516.66,1702,1,"S33a_00148","CC001_05166","FDAARGOS_525_05855","CFBP5494_05396"
"g000418_000001","g000418",NA,"hypothetical protein",60,58,218,1.23,1,3,0,38,0,51,269,"hypothetical protein(269)","NA(269)",135,240,238.99,1703,1,NA,NA,"FDAARGOS_525_01525;FDAARGOS_525_03822",NA
"g001913_000001","g001913","rhtB","Homoserine/homoserine lactone efflux protein",60,31,218,1,1,1,1,0,1,0,218,"Homoserine/homoserine lactone efflux protein(209):hypothetical protein(10)","rhtB(209):NA(10)",249,825,635.07,1704,1,"S33a_01858","CC001_03158","FDAARGOS_525_04691","CFBP5494_04370"
"g006122_000001","g006122",NA,"hypothetical protein",60,12,218,1.03,1,2,0,6,0,6,224,"hypothetical protein(224)","NA(224)",168,225,168.88,1705,1,"S33a_02630","CC001_01127",NA,"CFBP5494_01854"
"g002292_1_000009","g002292_1",NA,"hypothetical protein",90,8,217,1.19,1,2,3,41,3,41,258,"hypothetical protein(261)","NA(261)",153,906,867.21,1707,1,"S33a_01234","CC001_03736","FDAARGOS_525_03901","CFBP5494_03844"
"g002566_1_000006","g002566_1","thyA","Thymidylate synthase",80,25,217,1,1,1,0,0,0,0,217,"Thymidylate synthase(217)","thyA(217)",303,840,790.67,1708,1,"S33a_03136","CC001_01610","FDAARGOS_525_00055","CFBP5494_02495"
"g002992_1_000005","g002992_1","fixN","Cytochrome c oxidase subunit 1 %2C bacteroid",80,22,216,1,1,1,0,0,0,0,216,"Cytochrome c oxidase subunit 1 %2C bacteroid(216)","fixN(216)",1599,1674,1632.9,1709,1,"S33a_02620","CC001_01117","FDAARGOS_525_02560","CFBP5494_01844"
"g004025_1_000005","g004025_1",NA,"hypothetical protein",80,17,216,1,1,1,0,0,0,0,216,"hypothetical protein(216)","NA(216)",732,777,738.04,1709,2,"S33a_02619","CC001_01116","FDAARGOS_525_02559","CFBP5494_01843"
"g004882_000002","g004882",NA,"hypothetical protein",70,16,216,1,1,1,0,0,0,0,216,"hypothetical protein(216)","NA(216)",153,162,155.08,1709,3,"S33a_02618","CC001_01115","FDAARGOS_525_02558","CFBP5494_01842"
"g002768_000002","g002768","ccoP","Cbb3-type cytochrome c oxidase subunit CcoP",70,27,216,1,1,1,0,0,0,0,216,"Cbb3-type cytochrome c oxidase subunit CcoP(216)","ccoP(216)",864,867,864.04,1709,4,"S33a_02617","CC001_01114","FDAARGOS_525_02557","CFBP5494_01841"
"g002349_000002","g002349",NA,"hypothetical protein",70,27,216,1,1,1,1,0,1,0,216,"hypothetical protein(218)","NA(218)",360,1587,1569.01,1709,5,"S33a_02547","CC001_01042","FDAARGOS_525_02482","CFBP5494_01769"
"g001453","g001453",NA,"hypothetical protein",50,37,216,1,1,1,0,0,0,0,216,"hypothetical protein(216)","NA(216)",489,501,499.43,1709,6,"S33a_02548","CC001_01043","FDAARGOS_525_02483","CFBP5494_01770"
"g001377","g001377",NA,"hypothetical protein",50,37,216,1,1,2,19,1,19,1,217,"hypothetical protein(236)","NA(236)",318,744,365.21,1710,1,"S33a_00637","CC001_04252","FDAARGOS_525_03350","CFBP5494_03287"
"g002656_000002","g002656","rfnT","Riboflavin transporter RfnT",70,25,216,1,1,1,1,0,1,0,216,"Riboflavin transporter RfnT(217)","rfnT(217)",327,1236,1218.68,1711,1,"S33a_05191","CC001_00806","FDAARGOS_525_02250","CFBP5494_01528"
"g003483_1_000003","g003483_1","fixK","Nitrogen fixation regulation protein FixK",70,22,216,1,1,1,0,0,0,0,216,"Nitrogen fixation regulation protein FixK(210):hypothetical protein(6)","fixK(210):NA(6)",726,816,729.9,1712,1,"S33a_02673","CC001_01170","FDAARGOS_525_02612","CFBP5494_01897"
"g000700_000001","g000700","copA","Copper-exporting P-type ATPase",60,49,216,1,1,1,0,0,0,0,216,"Copper-exporting P-type ATPase(180):putative copper-importing P-type ATPase A(32):putative copper-transporting ATPase PacS(4)","copA(212):pacS(4)",492,2364,2269,1713,1,"S33a_02549","CC001_01044","FDAARGOS_525_02484","CFBP5494_01771"
"g000200_2","g000200_2","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",50,28,216,1.09,1,2,0,20,0,20,236,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(141):hypothetical protein(95)","iolG(141):NA(95)",282,1203,1163.97,1714,1,"S33a_01940","CC001_03077","FDAARGOS_525_04774","CFBP5494_04510"
"g000685_2_000001","g000685_2","iolE","Inosose dehydratase",60,14,215,1.09,1,2,0,19,0,19,234,"Inosose dehydratase(233):hypothetical protein(1)","iolE(233):NA(1)",336,1065,1051.67,1715,1,"S33a_01939","CC001_03078","FDAARGOS_525_04773","CFBP5494_04509"
"g002392","g002392","pgrR","HTH-type transcriptional regulator PgrR",50,28,215,1,1,2,2,1,2,1,216,"HTH-type transcriptional regulator PgrR(216):hypothetical protein(2)","pgrR(216):NA(2)",285,1005,913.22,1716,1,NA,"CC001_04746",NA,NA
"g003142_000001","g003142","uspF","Universal stress protein F",60,25,215,1,1,1,0,0,0,0,215,"Universal stress protein F(215)","uspF(215)",411,411,411,1717,1,"S33a_04920","CC001_00535","FDAARGOS_525_01959","CFBP5494_01190"
"g000356_000001","g000356","cysG","Siroheme synthase",60,59,215,1,1,1,0,0,0,0,215,"Siroheme synthase(215)","cysG(215)",1116,1638,1476.18,1718,1,"S33a_01331","CC001_03656","FDAARGOS_525_04037","CFBP5494_03923"
"g002423","g002423",NA,"hypothetical protein",50,19,215,1,1,1,0,0,0,0,215,"hypothetical protein(215)","NA(215)",246,297,271.31,1719,1,NA,"CC001_03201","FDAARGOS_525_04648","CFBP5494_04327"
"g001919_1_000001","g001919_1","ubiE","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE",60,32,214,1,1,1,4,0,4,0,214,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE(214):hypothetical protein(4)","ubiE(214):NA(4)",261,882,812.88,1720,1,"S33a_04392","CC001_00065","FDAARGOS_525_01395","CFBP5494_00678"
