"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","TR3","Eu2_1NK","Eu3_2RS","A19_93","AS1A61","Eu3_2NK"
"g002114_000001","g002114","yfiY","hypothetical protein",60,31,145,1,1,1,0,0,0,0,145,"hypothetical protein(123):putative siderophore-binding lipoprotein YfiY(13):Iron(3+)-hydroxamate-binding protein FhuD(9)","NA(123):yfiY(13):fhuD(9)",900,969,959.15,2677,1,"TR3_01026","Eu2_1NK_04076","Eu3_2RS_04094","A19_93_03673","AS1A61_03522","Eu3_2NK_03552"
"g001650","g001650","rhaS","HTH-type transcriptional activator RhaS",50,35,145,1.04,1,2,0,6,0,6,151,"HTH-type transcriptional activator RhaS(79):HTH-type transcriptional regulator CdhR(69):HTH-type transcriptional activator RhaR(3)","rhaS(79):cdhR(69):rhaR(3)",276,1074,1030.67,2678,1,"TR3_01911","Eu2_1NK_00197","Eu3_2RS_03566","A19_93_02942","AS1A61_02642","Eu3_2NK_03431"
"g005270_000003","g005270","pitA","Low-affinity inorganic phosphate transporter 1",80,11,145,1,1,1,2,0,2,0,145,"Low-affinity inorganic phosphate transporter 1(145):hypothetical protein(2)","pitA(145):NA(2)",300,1611,1585.35,2680,1,"TR3_01037","Eu2_1NK_04087","Eu3_2RS_04105","A19_93_03684","AS1A61_03533","Eu3_2NK_03563"
"g003239","g003239","fosB","hypothetical protein",50,24,145,1,1,1,0,0,0,0,145,"hypothetical protein(125):Metallothiol transferase FosB(20)","NA(125):fosB(20)",354,507,475.86,2690,1,"TR3_04262","Eu2_1NK_03931","Eu3_2RS_00494","A19_93_00494","AS1A61_00387","Eu3_2NK_02388"
"g005504_000002","g005504",NA,"hypothetical protein",70,13,144,1.01,1,2,0,2,0,2,146,"hypothetical protein(146)","NA(146)",276,354,353.38,2692,1,"TR3_01216","Eu2_1NK_00528","Eu3_2RS_01124","A19_93_01031","AS1A61_00989","Eu3_2NK_00718"
"g005937_000003","g005937",NA,"hypothetical protein",80,12,144,1.18,1,3,0,23,0,26,170,"hypothetical protein(170)","NA(170)",168,1251,702.19,2693,1,"TR3_01339",NA,NA,NA,NA,NA
"g004229_1_000001","g004229_1",NA,"hypothetical protein",60,18,144,1.03,1,2,0,5,0,5,149,"hypothetical protein(149)","NA(149)",210,222,218.96,2699,1,"TR3_01271","Eu2_1NK_01157","Eu3_2RS_01767","A19_93_01391","AS1A61_01445","Eu3_2NK_01556"
"g007540_000002","g007540","xylF","hypothetical protein",70,9,143,1.03,1,2,0,4,0,4,147,"hypothetical protein(127):D-xylose-binding periplasmic protein(20)","NA(127):xylF(20)",1044,1086,1069,2705,1,"TR3_03490","Eu2_1NK_01578","Eu3_2RS_02075;Eu3_2RS_03076","A19_93_01756;A19_93_02055","AS1A61_01500;AS1A61_01729","Eu3_2NK_02038;Eu3_2NK_02920"
"g005718_1_000007","g005718_1","frcA","Fructose import ATP-binding protein FrcA",80,11,143,1.03,1,2,0,4,0,4,147,"Fructose import ATP-binding protein FrcA(147)","frcA(147)",819,834,823.94,2705,2,"TR3_03491","Eu2_1NK_01579","Eu3_2RS_02074;Eu3_2RS_03077","A19_93_01755;A19_93_02056","AS1A61_01501;AS1A61_01730","Eu3_2NK_02037;Eu3_2NK_02921"
"g005304_000001","g005304","xylH","Xylose transport system permease protein XylH",60,14,143,1.03,1,2,0,4,0,4,147,"Xylose transport system permease protein XylH(147)","xylH(147)",1245,1281,1255.69,2705,3,"TR3_03492","Eu2_1NK_01580","Eu3_2RS_02073;Eu3_2RS_03078","A19_93_01754;A19_93_02057","AS1A61_01502;AS1A61_01731","Eu3_2NK_02036;Eu3_2NK_02922"
"g004780","g004780","fldP","Flavodoxin FldP",50,16,143,1,1,1,0,0,0,0,143,"Flavodoxin FldP(143)","fldP(143)",552,585,566.29,2708,1,NA,NA,"Eu3_2RS_03050","A19_93_02034","AS1A61_01838","Eu3_2NK_02900"
"g000170_2_000001","g000170_2","ibpA","Small heat shock protein IbpA",60,47,143,1.24,1,2,0,35,0,35,178,"Small heat shock protein IbpA(178)","ibpA(178)",465,765,487.43,2714,1,"TR3_00876",NA,"Eu3_2RS_01543","A19_93_01228","AS1A61_01226","Eu3_2NK_01342"
"g000012_1_000001","g000012_1",NA,"IS6 family transposase ISBj7",60,125,143,2.9,1,13,32,102,36,272,415,"IS6 family transposase ISBj7(214):hypothetical protein(120):IS6 family transposase ISRsp9(107):IS6 family transposase ISRssp3(6):IS6 family transposase ISRH1(4)","NA(451)",162,933,561.33,2718,1,NA,NA,"Eu3_2RS_01462","A19_93_01147","AS1A61_01145","Eu3_2NK_01423"
"g003226","g003226",NA,"hypothetical protein",50,24,143,1,1,1,0,0,0,0,143,"hypothetical protein(143)","NA(143)",621,636,629.54,2721,1,"TR3_00529","Eu2_1NK_04311","Eu3_2RS_02414","A19_93_03911","AS1A61_03760","Eu3_2NK_03790"
"g001420_2_000011","g001420_2","eltP","hypothetical protein",80,7,142,1,1,1,0,0,0,0,142,"hypothetical protein(82):Erythritol/L-threitol-binding protein(60)","NA(82):eltP(60)",945,1317,1311.42,2728,1,NA,"Eu2_1NK_04984","Eu3_2RS_04525","A19_93_04393","AS1A61_04329","Eu3_2NK_04331"
"g002270_000001","g002270","yjmD","D-arabitol-phosphate dehydrogenase",60,30,142,1,1,1,0,0,0,0,142,"D-arabitol-phosphate dehydrogenase(107):putative zinc-type alcohol dehydrogenase-like protein YjmD(32):L-threonine 3-dehydrogenase(3)","NA(107):yjmD(32):tdh(3)",1008,1014,1011.08,2728,2,NA,"Eu2_1NK_04986","Eu3_2RS_04527","A19_93_04391","AS1A61_04331","Eu3_2NK_04329"
"g000358_1_000001","g000358_1",NA,"hypothetical protein",60,45,142,1.35,1,3,6,48,6,49,191,"hypothetical protein(197)","NA(197)",159,1359,968.41,2734,1,NA,NA,"Eu3_2RS_03106","A19_93_02985","AS1A61_02612","Eu3_2NK_03019"
"g004141","g004141","cheB","Chemotaxis response regulator protein-glutamate methylesterase",50,19,142,1,1,1,0,0,0,0,142,"Chemotaxis response regulator protein-glutamate methylesterase(130):hypothetical protein(12)","cheB(130):NA(12)",963,1047,1038.63,2737,1,"TR3_03984","Eu2_1NK_02071","Eu3_2RS_02861","A19_93_03396","AS1A61_02214","Eu3_2NK_00395"
"g007829_000002","g007829","virA","Wide host range VirA protein",70,7,142,1.01,1,2,1,1,1,1,143,"Wide host range VirA protein(143):hypothetical protein(1)","virA(143):NA(1)",342,2505,2428.92,2740,1,"TR3_01335","Eu2_1NK_01090","Eu3_2RS_01700","A19_93_01324","AS1A61_01378","Eu3_2NK_01489"
"g008825_000003","g008825",NA,"Cytochrome P450-pinF2%2C plant-inducible",80,7,141,1.01,1,2,0,1,0,1,142,"Cytochrome P450-pinF2%2C plant-inducible(142)","NA(142)",1176,1176,1176,2747,1,"TR3_01344","Eu2_1NK_01079","Eu3_2RS_01689","A19_93_01480","AS1A61_01370","Eu3_2NK_01478"
"g000198","g000198","shlB","Hemolysin transporter protein ShlB",50,69,141,1.48,1,3,5,65,5,68,209,"Hemolysin transporter protein ShlB(88):hypothetical protein(79):Prophage integrase IntS(32):Prophage integrase IntA(15)","shlB(88):NA(79):intS(32):intA(15)",138,1920,1191.8,2749,1,NA,"Eu2_1NK_03198",NA,NA,NA,NA
"g002422_000001","g002422","ribN","hypothetical protein",60,29,141,1,1,1,3,0,3,0,141,"hypothetical protein(85):Riboflavin transporter(59)","NA(85):ribN(59)",222,921,887.02,2751,1,"TR3_00193","Eu2_1NK_01413",NA,NA,NA,NA
"g004655_000001","g004655","laaA","L-amino acid amidase",60,16,141,1,1,1,0,0,0,0,141,"L-amino acid amidase(141)","laaA(141)",816,915,898.36,2754,1,"TR3_01446","Eu2_1NK_04921","Eu3_2RS_04858","A19_93_04802","AS1A61_04942","Eu3_2NK_04744"
"g007569_000002","g007569","qseB","Transcriptional regulatory protein QseB",70,9,140,1,1,1,0,0,0,0,140,"Transcriptional regulatory protein QseB(138):Regulator of RpoS(2)","qseB(138):rssB(2)",645,873,668.7,2757,1,NA,"Eu2_1NK_04732",NA,NA,NA,NA
"g004304","g004304","qseC","Sensor protein QseC",50,18,140,1,1,1,0,0,0,0,140,"Sensor protein QseC(86):Swarming motility regulation sensor protein RssA(51):Adaptive-response sensory-kinase SasA(3)","qseC(86):rssA(51):sasA(3)",1368,1383,1380.58,2757,2,NA,"Eu2_1NK_04733",NA,NA,NA,NA
"g009501_000002","g009501",NA,"hypothetical protein",70,7,140,1.01,1,2,0,1,0,1,141,"hypothetical protein(141)","NA(141)",435,438,435.66,2760,1,"TR3_01341","Eu2_1NK_01082","Eu3_2RS_01692","A19_93_01483","AS1A61_01373","Eu3_2NK_01481"
"g001365_000001","g001365",NA,"hypothetical protein",60,37,140,1.01,1,2,0,2,0,2,142,"hypothetical protein(142)","NA(142)",177,525,464.66,2762,1,"TR3_00310","Eu2_1NK_04163","Eu3_2RS_04181","A19_93_03760","AS1A61_03609","Eu3_2NK_03639"
"g004436_000001","g004436",NA,"hypothetical protein",60,18,140,1,1,1,0,0,0,0,140,"hypothetical protein(140)","NA(140)",225,231,230.89,2764,1,NA,NA,"Eu3_2RS_02184","A19_93_01863",NA,NA
"g000650","g000650",NA,"hypothetical protein",50,51,140,1.01,1,2,0,1,0,1,141,"hypothetical protein(141)","NA(141)",168,717,696.21,2766,1,"TR3_04565","Eu2_1NK_02465","Eu3_2RS_00731","A19_93_00730","AS1A61_00150","Eu3_2NK_02625"
"g004569","g004569",NA,"hypothetical protein",50,17,140,1,1,1,0,0,0,0,140,"hypothetical protein(140)","NA(140)",894,942,913.84,2768,1,NA,"Eu2_1NK_02148","Eu3_2RS_02938","A19_93_03474","AS1A61_02137","Eu3_2NK_00472"
"g002098_1_000001","g002098_1",NA,"hypothetical protein",60,26,140,1.06,1,2,1,8,1,8,148,"hypothetical protein(149)","NA(149)",522,1353,1281.77,2771,1,"TR3_01945","Eu2_1NK_00163","Eu3_2RS_03531","A19_93_02907","AS1A61_02677","Eu3_2NK_03396"
"g004726","g004726","fruK","Fructose import ATP-binding protein FruK",50,16,139,1,1,1,0,0,0,0,139,"Fructose import ATP-binding protein FruK(99):Ribose import ATP-binding protein RbsA(30):Xylose import ATP-binding protein XylG(5):Galactose/methyl galactoside import ATP-binding protein MglA(5)","fruK(99):rbsA(30):mglA(5):xylG(5)",1497,1560,1497.78,2773,1,"TR3_00990","Eu2_1NK_04040","Eu3_2RS_04059","A19_93_03638","AS1A61_03487","Eu3_2NK_03517"
"g006975_000002","g006975","lsrD","Autoinducer 2 import system permease protein LsrD",70,10,139,1,1,1,0,0,0,0,139,"Autoinducer 2 import system permease protein LsrD(131):hypothetical protein(7):D-allose transport system permease protein AlsC(1)","lsrD(131):NA(7):alsC(1)",1056,1071,1064.76,2773,2,"TR3_00989","Eu2_1NK_04039","Eu3_2RS_04058","A19_93_03637","AS1A61_03486","Eu3_2NK_03516"
"g006981_000001","g006981",NA,"hypothetical protein",60,10,139,1,1,1,0,0,0,0,139,"hypothetical protein(139)","NA(139)",1092,1116,1095.39,2773,3,"TR3_00988","Eu2_1NK_04038","Eu3_2RS_04057","A19_93_03636","AS1A61_03485","Eu3_2NK_03515"
"g002499_000001","g002499","btuD","putative ABC transporter ATP-binding protein",60,25,139,1.12,1,2,1,16,1,16,155,"putative ABC transporter ATP-binding protein(154):Vitamin B12 import ATP-binding protein BtuD(1):Macrolide export ATP-binding/permease protein MacB(1)","NA(154):btuD(1):macB(1)",339,864,656.37,2778,1,"TR3_00182","Eu2_1NK_01401",NA,NA,NA,NA
"g004315","g004315","puuE","4-aminobutyrate aminotransferase PuuE",50,18,139,1,1,1,0,0,0,0,139,"4-aminobutyrate aminotransferase PuuE(138):5-aminovalerate aminotransferase DavT(1)","puuE(138):davT(1)",1203,1299,1275.22,2781,1,NA,"Eu2_1NK_05059","Eu3_2RS_04626","A19_93_04292","AS1A61_04430","Eu3_2NK_04230"
"g000807","g000807",NA,"hypothetical protein",50,47,139,1.12,1,2,3,16,3,16,155,"hypothetical protein(158)","NA(158)",507,1086,1046.37,2782,1,"TR3_00184","Eu2_1NK_01403",NA,NA,NA,NA
"g000817","g000817",NA,"hypothetical protein",50,44,139,1.12,1,2,11,16,12,16,155,"hypothetical protein(171)","NA(171)",153,2415,2155.54,2787,1,"TR3_00183","Eu2_1NK_01402",NA,NA,NA,NA
"g004401_000001","g004401","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",60,18,139,1,1,1,0,0,0,0,139,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(107):Dihydroanticapsin 7-dehydrogenase(30):Oxidoreductase UcpA(1):3-oxoacyl-[acyl-carrier-protein] reductase(1)","fabG(108):bacC(30):ucpA(1)",768,768,768,2788,1,NA,NA,"Eu3_2RS_04612","A19_93_04306","AS1A61_04416","Eu3_2NK_04244"
"g000396_2_000005","g000396_2","gnl","Gluconolactonase",70,17,139,1,1,1,0,0,0,0,139,"Gluconolactonase(139)","gnl(139)",891,921,891.47,2789,1,"TR3_00987","Eu2_1NK_04037","Eu3_2RS_04056","A19_93_03635","AS1A61_03484","Eu3_2NK_03514"
"g002417_000001","g002417","rhtB","Homoserine/homoserine lactone efflux protein",60,28,138,1.25,1,3,0,32,0,35,173,"Homoserine/homoserine lactone efflux protein(173)","rhtB(173)",474,624,615.42,2792,1,"TR3_04300","Eu2_1NK_01200;Eu2_1NK_03894","Eu3_2RS_00456;Eu3_2RS_01642","A19_93_00456;A19_93_01434","AS1A61_00425;AS1A61_01324","Eu3_2NK_01432;Eu3_2NK_02350"
"g001581_000001","g001581",NA,"hypothetical protein",60,36,138,1,1,1,0,0,0,0,138,"hypothetical protein(138)","NA(138)",171,468,382.46,2793,1,"TR3_01072",NA,"Eu3_2RS_00979","A19_93_00886","AS1A61_01134","Eu3_2NK_00573"
"g006165_000003","g006165",NA,"hypothetical protein",80,12,138,1,1,1,0,0,0,0,138,"hypothetical protein(138)","NA(138)",333,333,333,2797,1,"TR3_00995","Eu2_1NK_04045","Eu3_2RS_04064","A19_93_03643","AS1A61_03492","Eu3_2NK_03522"
"g002007","g002007","pip","Proline iminopeptidase",50,31,138,1,1,1,1,0,1,0,138,"Proline iminopeptidase(139)","pip(139)",264,987,939.91,2798,1,NA,"Eu2_1NK_00178","Eu3_2RS_03546","A19_93_02922","AS1A61_02662","Eu3_2NK_03411"
"g006155","g006155",NA,"hypothetical protein",50,12,138,1,1,1,0,0,0,0,138,"hypothetical protein(138)","NA(138)",312,363,321.8,2803,1,"TR3_01651","Eu2_1NK_01489","Eu3_2RS_04914","A19_93_04858","AS1A61_01777","Eu3_2NK_04800"
"g005636","g005636","btuD","Vitamin B12 import ATP-binding protein BtuD",50,13,137,1,1,1,0,0,0,0,137,"Vitamin B12 import ATP-binding protein BtuD(135):Sulfate/thiosulfate import ATP-binding protein CysA(2)","btuD(135):cysA(2)",1074,1341,1097.1,2807,1,NA,"Eu2_1NK_05114",NA,NA,NA,NA
"g006142_000003","g006142","potB","Spermidine/putrescine transport system permease protein PotB",80,12,137,1,1,1,0,0,0,0,137,"Spermidine/putrescine transport system permease protein PotB(137)","potB(137)",891,909,902.23,2807,2,NA,"Eu2_1NK_05113",NA,NA,NA,NA
"g007058_000003","g007058",NA,"hypothetical protein",80,10,137,1,1,1,0,0,0,0,137,"hypothetical protein(137)","NA(137)",846,846,846,2807,3,NA,"Eu2_1NK_05112",NA,NA,NA,NA
"g003295_000001","g003295","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",60,20,137,1,1,1,0,0,0,0,137,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(136):Diacetyl reductase [(S)-acetoin forming](1)","fabG(136):budC(1)",735,750,746.08,2807,4,NA,"Eu2_1NK_05111",NA,NA,NA,NA
"g010953_000004","g010953",NA,"hypothetical protein",90,6,137,1,1,1,0,0,0,0,137,"hypothetical protein(137)","NA(137)",327,327,327,2808,1,NA,"Eu2_1NK_03935","Eu3_2RS_00498","A19_93_00498","AS1A61_00383","Eu3_2NK_02392"
"g004831_000001","g004831",NA,"hypothetical protein",60,16,137,1,1,1,0,0,0,0,137,"hypothetical protein(137)","NA(137)",561,573,570.99,2808,2,NA,"Eu2_1NK_03934","Eu3_2RS_00497","A19_93_00497","AS1A61_00384","Eu3_2NK_02391"
"g004415","g004415",NA,"hypothetical protein",50,18,137,1,1,1,0,0,0,0,137,"hypothetical protein(137)","NA(137)",705,708,707.98,2808,3,NA,"Eu2_1NK_03933","Eu3_2RS_00496","A19_93_00496","AS1A61_00385","Eu3_2NK_02390"
"g003251_000001","g003251","odh","Opine dehydrogenase",60,23,137,1.11,1,3,1,14,1,15,152,"Opine dehydrogenase(144):hypothetical protein(9)","odh(144):NA(9)",381,1119,1065.65,2810,1,"TR3_01289","Eu2_1NK_01133","Eu3_2RS_01743;Eu3_2RS_02131","A19_93_01367;A19_93_01810","AS1A61_01421","Eu3_2NK_01532"
"g003347","g003347",NA,"hypothetical protein",50,23,137,1,1,1,0,0,0,0,137,"hypothetical protein(137)","NA(137)",975,1284,1203.26,2811,1,"TR3_04990","Eu2_1NK_02823","Eu3_2RS_05244","A19_93_05182","AS1A61_05209","Eu3_2NK_05126"
"g003903_1_000012","g003903_1",NA,"hypothetical protein",95,4,137,1.04,1,2,0,6,0,6,143,"hypothetical protein(143)","NA(143)",222,585,577.87,2812,1,"TR3_01256","Eu2_1NK_01173","Eu3_2RS_01783","A19_93_01407","AS1A61_01461","Eu3_2NK_01572"
"g006551_000003","g006551",NA,"hypothetical protein",80,11,137,1,1,1,0,0,0,0,137,"hypothetical protein(137)","NA(137)",873,882,877.95,2813,1,NA,"Eu2_1NK_04738",NA,NA,NA,NA
"g006788_000002","g006788",NA,"hypothetical protein",70,10,137,1,1,1,0,0,0,0,137,"hypothetical protein(137)","NA(137)",1146,1236,1234.05,2817,1,NA,"Eu2_1NK_05108",NA,NA,NA,NA
"g005671_1_000002","g005671_1",NA,"hypothetical protein",70,5,136,1.05,1,2,5,7,5,7,143,"hypothetical protein(148)","NA(148)",309,999,938.13,2829,1,"TR3_01255","Eu2_1NK_01174","Eu3_2RS_01784","A19_93_01408","AS1A61_01462","Eu3_2NK_01573"
"g005536_1_000016","g005536_1",NA,"hypothetical protein",95,7,136,1.04,1,2,0,6,0,6,142,"hypothetical protein(142)","NA(142)",717,717,717,2849,1,"TR3_01257","Eu2_1NK_01172","Eu3_2RS_01782","A19_93_01406","AS1A61_01460","Eu3_2NK_01571"
"g001438_2","g001438_2","dppC","Dipeptide transport system permease protein DppC",50,14,136,1.36,1,2,0,49,0,49,185,"Dipeptide transport system permease protein DppC(175):putative D%2CD-dipeptide transport system permease protein DdpC(6):Glutathione transport system permease protein GsiD(3):Oligopeptide transport system permease protein OppC(1)","dppC(175):ddpC(6):gsiD(3):oppC(1)",405,942,888.21,2857,1,"TR3_01427",NA,"Eu3_2RS_04660","A19_93_04605","AS1A61_04745","Eu3_2NK_04546"
"g003516_000002","g003516",NA,"hypothetical protein",70,22,135,1,1,1,0,0,0,0,135,"hypothetical protein(135)","NA(135)",375,1230,1223.67,2883,1,"TR3_00515","Eu2_1NK_04325","Eu3_2RS_02428","A19_93_03925","AS1A61_03774","Eu3_2NK_03804"
"g002811_000003","g002811","ycjP","hypothetical protein",80,26,135,1,1,1,0,0,0,0,135,"hypothetical protein(126):Inner membrane ABC transporter permease protein YcjP(8):Vitamin B12 import ATP-binding protein BtuD(1)","NA(126):ycjP(8):btuD(1)",843,864,863.82,2883,2,"TR3_00512","Eu2_1NK_04328","Eu3_2RS_02431","A19_93_03928","AS1A61_03777","Eu3_2NK_03807"
"g000154_1_000005","g000154_1",NA,"IS66 family transposase ISUnCu14",70,55,135,1.22,1,4,8,24,8,30,165,"IS66 family transposase ISUnCu14(150):hypothetical protein(23)","NA(173)",165,1614,1268.06,2885,1,"TR3_00013","Eu2_1NK_01508","Eu3_2RS_03981","A19_93_02995","AS1A61_02618","Eu3_2NK_03452"
"g002577","g002577","cysC","hypothetical protein",50,28,135,1,1,1,0,0,0,0,135,"hypothetical protein(109):Adenylyl-sulfate kinase(26)","NA(109):cysC(26)",288,552,504.58,2889,1,"TR3_02628","Eu2_1NK_03433","Eu3_2RS_00001","A19_93_00001","AS1A61_00879","Eu3_2NK_03848"
"g002377","g002377","dat","Diaminobutyrate--2-oxoglutarate aminotransferase",50,29,135,1.1,1,2,0,14,0,14,149,"Diaminobutyrate--2-oxoglutarate aminotransferase(87):2%2C2-dialkylglycine decarboxylase(44):5-aminovalerate aminotransferase DavT(6):Isoleucine 2-epimerase(6):hypothetical protein(4):4-aminobutyrate aminotransferase GabT(2)","dat(87):dgdA(44):NA(10):davT(6):gabT(2)",294,1350,1310.92,2893,1,"TR3_01032","Eu2_1NK_04082","Eu3_2RS_04100;Eu3_2RS_04665","A19_93_03679;A19_93_04610","AS1A61_03528;AS1A61_04750","Eu3_2NK_03558;Eu3_2NK_04551"
"g003459_000003","g003459","ydcU","hypothetical protein",80,23,134,1,1,1,0,0,0,0,134,"hypothetical protein(130):Inner membrane ABC transporter permease protein YdcU(4)","NA(130):ydcU(4)",852,858,855.99,2905,1,"TR3_00513","Eu2_1NK_04327","Eu3_2RS_02430","A19_93_03927","AS1A61_03776","Eu3_2NK_03806"
"g006460_1_000006","g006460_1",NA,"hypothetical protein",90,9,134,1.04,1,2,0,6,0,6,140,"hypothetical protein(140)","NA(140)",402,501,412.37,2908,1,"TR3_01254","Eu2_1NK_01175","Eu3_2RS_01785","A19_93_01409","AS1A61_01463","Eu3_2NK_01574"
"g004162_000002","g004162","rhtB","Homoserine/homoserine lactone efflux protein",70,19,134,1.01,1,2,2,1,2,1,135,"Homoserine/homoserine lactone efflux protein(58):Leucine efflux protein(55):hypothetical protein(24)","rhtB(58):leuE(55):NA(24)",255,678,623.43,2910,1,NA,NA,"Eu3_2RS_05371","A19_93_05309","AS1A61_05082","Eu3_2NK_05253"
"g009966","g009966",NA,"hypothetical protein",50,6,134,1,1,1,0,0,0,0,134,"hypothetical protein(134)","NA(134)",1335,1350,1348.21,2912,1,"TR3_00540","Eu2_1NK_04300","Eu3_2RS_02403","A19_93_03900","AS1A61_03749","Eu3_2NK_03779"
"g000906_000001","g000906",NA,"hypothetical protein",60,45,134,1.03,1,2,0,4,0,4,138,"hypothetical protein(138)","NA(138)",201,435,369.7,2917,1,"TR3_03257","Eu2_1NK_03325","Eu3_2RS_03261","A19_93_02637","AS1A61_02947","Eu3_2NK_03126"
"g004062_000002","g004062","ubiG","Ubiquinone biosynthesis O-methyltransferase",70,19,134,1,1,1,0,0,0,0,134,"Ubiquinone biosynthesis O-methyltransferase(122):Cyclopropane-fatty-acyl-phospholipid synthase(12)","ubiG(122):cfa(12)",1194,1341,1311.99,2919,1,NA,"Eu2_1NK_04742",NA,NA,NA,NA
"g005885_1_000001","g005885_1","apc3","Acetophenone carboxylase gamma subunit",60,10,133,1.04,1,2,1,5,1,5,138,"Acetophenone carboxylase gamma subunit(138):Acetophenone carboxylase alpha subunit(1)","apc3(138):apc1(1)",288,2118,2016.24,2924,1,"TR3_01284","Eu2_1NK_01143","Eu3_2RS_01753","A19_93_01377","AS1A61_01431","Eu3_2NK_01542"
"g006658_000002","g006658","pheC","Cyclohexadienyl dehydratase",70,11,133,1,1,1,0,0,0,0,133,"Cyclohexadienyl dehydratase(133)","pheC(133)",771,783,774.79,2930,1,"TR3_03368","Eu2_1NK_03235","Eu3_2RS_03165","A19_93_02484","AS1A61_03043","Eu3_2NK_03031"
"g002498_1_000006","g002498_1","ptsJ","hypothetical protein",80,13,133,1,1,1,0,0,0,0,133,"hypothetical protein(130):Vitamin B6 salvage pathway transcriptional repressor PtsJ(3)","NA(130):ptsJ(3)",1404,1569,1405.24,2931,1,NA,NA,"Eu3_2RS_04686","A19_93_04631","AS1A61_04771","Eu3_2NK_04572"
"g007971","g007971","tylN","O-mycaminosyltylonolide 6-deoxyallosyltransferase",50,8,132,1,1,1,0,0,0,0,132,"O-mycaminosyltylonolide 6-deoxyallosyltransferase(132)","tylN(132)",1260,1311,1296.18,2943,1,"TR3_01914","Eu2_1NK_00194","Eu3_2RS_03563","A19_93_02939","AS1A61_02645","Eu3_2NK_03428"
"g007844","g007844","dhbF","Dimodular nonribosomal peptide synthase",50,7,132,1,1,1,0,0,0,0,132,"Dimodular nonribosomal peptide synthase(132)","dhbF(132)",3981,4005,3989.86,2943,2,"TR3_01062","Eu2_1NK_04112","Eu3_2RS_04130","A19_93_03709","AS1A61_03558","Eu3_2NK_03588"
"g000241","g000241","vapC","Antitoxin VapB11",50,67,132,1.61,1,2,0,81,0,81,213,"Antitoxin VapB11(92):Ribonuclease VapC11(46):hypothetical protein(45):Ribonuclease VapC15(29):tRNA(fMet)-specific endonuclease VapC(1)","NA(212):vapC(1)",189,399,289.13,2945,1,"TR3_01972;TR3_01973","Eu2_1NK_00376;Eu2_1NK_00377","Eu3_2RS_02314;Eu3_2RS_02315","A19_93_01993;A19_93_01994","AS1A61_01612;AS1A61_01613","Eu3_2NK_02165;Eu3_2NK_02166"
"g000061_3","g000061_3","acrB","Multidrug efflux pump subunit AcrB",50,40,132,1.22,1,3,2,28,2,29,161,"Multidrug efflux pump subunit AcrB(74):Multidrug resistance protein MexB(36):Toluene efflux pump membrane transporter TtgB(34):Multidrug/solvent efflux pump membrane transporter MepB(15):Efflux pump membrane transporter BepE(1):hypothetical protein(1):Multidrug resistance protein MdtB(1):Multidrug resistance protein MdtF(1)","acrB(74):mexB(36):ttgB(34):mepB(15):bepE(1):NA(1):mdtF(1):mdtB(1)",147,3177,3021.81,2953,1,"TR3_00853",NA,NA,NA,NA,NA
"g004294_1_000002","g004294_1","czcO","hypothetical protein",70,17,132,1.02,1,2,0,3,0,3,135,"hypothetical protein(113):putative oxidoreductase CzcO(22)","NA(113):czcO(22)",1119,1296,1248.27,2957,1,"TR3_00767","Eu2_1NK_01008",NA,NA,NA,NA
"g005283_1_000012","g005283_1",NA,"hypothetical protein",80,5,132,1,1,1,0,0,0,0,132,"hypothetical protein(132)","NA(132)",324,1320,1120.34,2960,1,"TR3_01298","Eu2_1NK_01125","Eu3_2RS_01735","A19_93_01359","AS1A61_01413","Eu3_2NK_01524"
"g002174","g002174",NA,"hypothetical protein",50,31,131,1.03,1,2,0,4,0,4,135,"hypothetical protein(135)","NA(135)",225,270,256.84,2973,1,"TR3_02655",NA,"Eu3_2RS_05164","A19_93_05105","AS1A61_04505","Eu3_2NK_05048"
"g005692_000001","g005692","degA","HTH-type transcriptional regulator DegA",60,13,131,1,1,1,0,0,0,0,131,"HTH-type transcriptional regulator DegA(103):HTH-type transcriptional regulator AscG(16):Ribose operon repressor(6):HTH-type transcriptional repressor CytR(6)","degA(103):ascG(16):cytR(6):rbsR(6)",987,990,987.14,2975,1,NA,"Eu2_1NK_05257",NA,NA,NA,NA
"g004659","g004659",NA,"hypothetical protein",50,17,131,1,1,1,0,0,0,0,131,"hypothetical protein(131)","NA(131)",429,720,715.28,2977,1,"TR3_00552","Eu2_1NK_04288","Eu3_2RS_04309","A19_93_03888","AS1A61_03737","Eu3_2NK_03767"
"g003405","g003405",NA,"hypothetical protein",50,22,131,1,1,1,2,0,2,0,131,"hypothetical protein(133)","NA(133)",183,1002,937.89,2979,1,"TR3_00554","Eu2_1NK_04286","Eu3_2RS_04307","A19_93_03886","AS1A61_03735","Eu3_2NK_03765"
