"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","AGR1_1","CFBP5506","Hayward0363","CFBP5507","YIC5082","NCPPB2657","GBBC3283"
"g004679","g004679",NA,"hypothetical protein",50,12,191,1,1,1,0,0,0,0,191,"hypothetical protein(191)","NA(191)",450,450,450,1846,1,"AGR1_1_03053","CFBP5506_00031","Hayward0363_04285","CFBP5507_04713",NA,"NCPPB2657_02650",NA
"g003505_000001","g003505",NA,"hypothetical protein",60,22,191,1,1,1,0,0,0,0,191,"hypothetical protein(191)","NA(191)",1446,1587,1514.34,1846,2,"AGR1_1_03052","CFBP5506_00030","Hayward0363_04286","CFBP5507_04714",NA,"NCPPB2657_02649",NA
"g005925_000002","g005925",NA,"hypothetical protein",70,11,191,1,1,1,0,0,0,0,191,"hypothetical protein(191)","NA(191)",834,1227,1219.99,1846,3,"AGR1_1_03051","CFBP5506_00029","Hayward0363_04287","CFBP5507_04715",NA,"NCPPB2657_02648",NA
"g000389_1_000001","g000389_1","rfbA","Glucose-1-phosphate thymidylyltransferase 1",60,44,191,1.07,1,2,1,14,1,14,205,"Glucose-1-phosphate thymidylyltransferase 1(171):Glucose-1-phosphate thymidylyltransferase(32):Glucose-1-phosphate thymidylyltransferase 2(3)","rfbA(171):rmlA(32):rffH(3)",312,936,851.53,1848,1,NA,"CFBP5506_02749","Hayward0363_02856","CFBP5507_03445","YIC5082_00431","NCPPB2657_04858","GBBC3283_02772"
"g003046_000001","g003046","sigW","ECF RNA polymerase sigma factor SigW",60,25,191,1,1,1,0,0,0,0,191,"ECF RNA polymerase sigma factor SigW(113):ECF RNA polymerase sigma factor SigE(78)","sigW(113):sigE(78)",486,630,572.53,1849,1,"AGR1_1_03055","CFBP5506_00033","Hayward0363_04283","CFBP5507_04711",NA,"NCPPB2657_02652",NA
"g000210","g000210",NA,"hypothetical protein",50,64,191,1,1,1,0,0,0,0,191,"hypothetical protein(191)","NA(191)",171,903,876.72,1850,1,"AGR1_1_00560","CFBP5506_03357","Hayward0363_00491","CFBP5507_02768","YIC5082_01300","NCPPB2657_03556","GBBC3283_00300"
"g002421","g002421",NA,"hypothetical protein",50,29,190,1,1,1,0,0,0,0,190,"hypothetical protein(190)","NA(190)",300,576,479.67,1851,1,"AGR1_1_00578","CFBP5506_03339","Hayward0363_00509","CFBP5507_02750","YIC5082_01318","NCPPB2657_03538","GBBC3283_00282"
"g003297","g003297",NA,"hypothetical protein",50,24,190,1,1,1,0,0,0,0,190,"hypothetical protein(190)","NA(190)",423,435,426.13,1851,2,"AGR1_1_00577","CFBP5506_03340","Hayward0363_00508","CFBP5507_02751","YIC5082_01317","NCPPB2657_03539","GBBC3283_00283"
"g002958_000002","g002958","suhB","hypothetical protein",70,24,190,1.69,1,4,1,117,1,131,321,"hypothetical protein(283):Inositol-1-monophosphatase(37):Fructose-1%2C6-bisphosphatase/inositol-1-monophosphatase(2)","NA(283):suhB(39)",324,828,761.69,1852,1,NA,NA,NA,"CFBP5507_00543;CFBP5507_00582",NA,NA,NA
"g000662","g000662","rbbA","Ribosome-associated ATPase",50,49,190,1.15,1,5,3,22,5,28,218,"Ribosome-associated ATPase(223):hypothetical protein(3)","rbbA(223):NA(3)",135,2790,2626.01,1853,1,"AGR1_1_04157","CFBP5506_02829","Hayward0363_02776","CFBP5507_03359","YIC5082_01191","NCPPB2657_04944","GBBC3283_04098"
"g003167_1_000003","g003167_1","srlR","Glucitol operon repressor",70,22,190,1.25,1,3,0,36,0,47,237,"Glucitol operon repressor(235):Vitamin B12 import ATP-binding protein BtuD(1):hypothetical protein(1)","srlR(235):NA(1):btuD(1)",342,1419,773.06,1854,1,NA,NA,NA,"CFBP5507_00536",NA,NA,NA
"g001255","g001255","ald","3-succinoylsemialdehyde-pyridine dehydrogenase",50,39,190,1.66,1,5,18,94,18,126,316,"3-succinoylsemialdehyde-pyridine dehydrogenase(331):hypothetical protein(3)","ald(331):NA(3)",195,1470,1385.01,1855,1,NA,NA,NA,"CFBP5507_05447","YIC5082_02748","NCPPB2657_04348","GBBC3283_03066"
"g000573_000002","g000573",NA,"hypothetical protein",70,52,189,1.07,1,2,13,14,13,14,203,"hypothetical protein(216)","NA(216)",153,1122,977.76,1856,1,"AGR1_1_05042",NA,NA,NA,NA,NA,"GBBC3283_04447"
"g000899_1_000001","g000899_1","rffG","dTDP-glucose 4%2C6-dehydratase 2",60,38,189,1.05,1,2,0,10,0,10,199,"dTDP-glucose 4%2C6-dehydratase 2(193):dTDP-glucose 4%2C6-dehydratase(6)","rffG(193):rfbB(6)",519,1068,1054.73,1857,1,NA,"CFBP5506_02751","Hayward0363_02854","CFBP5507_03443","YIC5082_00429","NCPPB2657_04860","GBBC3283_02770"
"g003626_000001","g003626","ugpQ","Glycerophosphodiester phosphodiesterase%2C cytoplasmic",60,21,189,1.67,1,4,0,113,0,127,316,"Glycerophosphodiester phosphodiesterase%2C cytoplasmic(213):hypothetical protein(103)","ugpQ(213):NA(103)",285,804,634.62,1858,1,NA,NA,NA,"CFBP5507_00542;CFBP5507_00583",NA,NA,NA
"g000222_2","g000222_2","potA","Spermidine/putrescine import ATP-binding protein PotA",50,36,188,1.04,1,3,5,7,5,8,196,"Spermidine/putrescine import ATP-binding protein PotA(105):Vitamin B12 import ATP-binding protein BtuD(92):Sulfate/thiosulfate import ATP-binding protein CysA(3):Putative 2-aminoethylphosphonate import ATP-binding protein PhnT(1)","potA(105):btuD(92):cysA(3):phnT(1)",987,1152,1018.6,1859,1,NA,NA,NA,NA,NA,"NCPPB2657_01810",NA
"g000283","g000283",NA,"hypothetical protein",50,66,188,1.16,1,3,0,28,0,31,219,"hypothetical protein(219)","NA(219)",243,411,397.55,1860,1,"AGR1_1_04999;AGR1_1_05438;AGR1_1_05609",NA,NA,"CFBP5507_00283;CFBP5507_00499",NA,"NCPPB2657_02198","GBBC3283_03777;GBBC3283_04200"
"g000886_1_000001","g000886_1","kdgK","2-dehydro-3-deoxygluconokinase",60,41,187,1.18,1,2,0,33,0,33,220,"2-dehydro-3-deoxygluconokinase(220)","kdgK(220)",978,1032,989.28,1861,1,"AGR1_1_03146",NA,NA,"CFBP5507_04252",NA,"NCPPB2657_02138",NA
"g000507","g000507",NA,"hypothetical protein",50,55,187,1,1,1,0,0,0,0,187,"hypothetical protein(187)","NA(187)",159,279,260.73,1862,1,"AGR1_1_02017","CFBP5506_01544","Hayward0363_01783","CFBP5507_01225","YIC5082_00831","NCPPB2657_00275","GBBC3283_02359"
"g000735","g000735",NA,"hypothetical protein",50,45,187,1.19,1,4,0,31,0,36,223,"hypothetical protein(223)","NA(223)",222,921,868.33,1863,1,"AGR1_1_05425",NA,NA,"CFBP5507_00503",NA,"NCPPB2657_02203","GBBC3283_03783;GBBC3283_04205"
"g003543_1_000001","g003543_1",NA,"hypothetical protein",60,18,187,1.01,1,2,0,2,0,2,189,"hypothetical protein(189)","NA(189)",546,987,572.83,1864,1,NA,"CFBP5506_00933","Hayward0363_03163","CFBP5507_00839","YIC5082_04643","NCPPB2657_04774",NA
"g006757_000001","g006757",NA,"Cytochrome P450-pinF1%2C plant-inducible",60,10,187,1.01,1,2,0,1,0,1,188,"Cytochrome P450-pinF1%2C plant-inducible(188)","NA(188)",894,1269,1247.95,1865,1,NA,NA,NA,"CFBP5507_00547",NA,"NCPPB2657_02355","GBBC3283_04268"
"g003966_1_000001","g003966_1","yecS","L-cystine transport system permease protein YecS",60,17,186,1.03,1,2,0,5,0,5,191,"L-cystine transport system permease protein YecS(162):Arginine transport system permease protein ArtQ(23):Octopine transport system permease protein OccM(6)","yecS(162):artQ(23):occM(6)",663,708,665.59,1866,1,"AGR1_1_04147","CFBP5506_02839","Hayward0363_02766","CFBP5507_03349","YIC5082_01181","NCPPB2657_04954","GBBC3283_04088"
"g000528_000001","g000528","ydeA","putative protease YdeA",60,54,186,1,1,1,0,0,0,0,186,"putative protease YdeA(185):hypothetical protein(1)","ydeA(185):NA(1)",435,591,565.56,1868,1,"AGR1_1_01814","CFBP5506_02454","Hayward0363_01575","CFBP5507_01428","YIC5082_04209","NCPPB2657_00482","GBBC3283_01647"
"g000890_1_000001","g000890_1","npcC","Hydroxyquinol 1%2C2-dioxygenase",60,31,186,1.04,1,3,0,6,0,8,194,"Hydroxyquinol 1%2C2-dioxygenase(194)","npcC(164):chqB(30)",882,933,890.35,1869,1,"AGR1_1_00123","CFBP5506_03623","Hayward0363_00040","CFBP5507_03193","YIC5082_01848","NCPPB2657_03985","GBBC3283_03482"
"g001414_1_000002","g001414_1",NA,"hypothetical protein",70,24,186,1.01,1,2,1,1,1,1,187,"hypothetical protein(188)","NA(188)",513,1485,1462.66,1870,1,"AGR1_1_03879","CFBP5506_00797","Hayward0363_03518","CFBP5507_03580","YIC5082_02639","NCPPB2657_03406","GBBC3283_03371"
"g002233_000002","g002233","puuB","Gamma-glutamylputrescine oxidoreductase",70,30,185,1,1,1,0,0,0,0,185,"Gamma-glutamylputrescine oxidoreductase(185)","puuB(185)",819,1308,1299.47,1871,1,"AGR1_1_02440","CFBP5506_01120","Hayward0363_02208","CFBP5507_00756","YIC5082_01011","NCPPB2657_04692","GBBC3283_03945"
"g004523_000002","g004523","puuA","Gamma-glutamylputrescine synthetase PuuA",70,16,185,1,1,1,1,0,1,0,185,"Gamma-glutamylputrescine synthetase PuuA(186)","puuA(186)",696,1398,1355.85,1871,2,"AGR1_1_02441","CFBP5506_01119","Hayward0363_02209","CFBP5507_00755","YIC5082_01012","NCPPB2657_04691","GBBC3283_03946"
"g006225_000001","g006225","virB1","hypothetical protein",60,11,185,1.01,1,2,0,2,0,2,187,"hypothetical protein(186):Type IV secretion system protein virB1(1)","NA(186):virB1(1)",540,738,728.28,1872,1,NA,NA,NA,"CFBP5507_00558",NA,"NCPPB2657_02358","GBBC3283_04271"
"g000152_2","g000152_2","yagT","Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit",50,45,185,1.06,1,3,0,9,0,12,197,"Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit(197)","yagT(197)",468,657,497.45,1873,1,"AGR1_1_03202;AGR1_1_04031;AGR1_1_04697",NA,NA,"CFBP5507_05473","YIC5082_00114","NCPPB2657_02598",NA
"g003729","g003729","galD","4-oxalomesaconate tautomerase",50,18,185,1,1,1,0,0,0,0,185,"4-oxalomesaconate tautomerase(185)","galD(185)",960,1083,1080.36,1874,1,"AGR1_1_05414","CFBP5506_03852","Hayward0363_03390","CFBP5507_05436","YIC5082_02758","NCPPB2657_04358","GBBC3283_03077"
"g002061_000002","g002061",NA,"hypothetical protein",70,32,184,1.01,1,2,0,2,0,2,186,"hypothetical protein(186)","NA(186)",273,408,383.74,1877,1,"AGR1_1_00880","CFBP5506_04118","Hayward0363_00670","CFBP5507_02581","YIC5082_03255","NCPPB2657_01586",NA
"g004177_1_000005","g004177_1","ribX","Riboflavin transport system permease protein RibX",80,15,184,1,1,1,0,0,0,0,184,"Riboflavin transport system permease protein RibX(134):Putative aliphatic sulfonates transport permease protein SsuC(47):hypothetical protein(3)","ribX(134):ssuC(47):NA(3)",192,777,769.89,1878,1,"AGR1_1_05417","CFBP5506_03849","Hayward0363_03393","CFBP5507_05439","YIC5082_02755","NCPPB2657_04355","GBBC3283_03074"
"g000715_1_000001","g000715_1",NA,"hypothetical protein",60,48,184,1.42,1,4,0,57,0,77,261,"hypothetical protein(261)","NA(261)",201,336,258.69,1879,1,NA,NA,NA,"CFBP5507_00520",NA,"NCPPB2657_05371","GBBC3283_04498"
"g006270_000001","g006270","virE2","Single-strand DNA-binding protein",60,11,184,1.01,1,2,0,2,0,2,186,"Single-strand DNA-binding protein(186)","virE2(186)",849,1671,1648.58,1880,1,NA,NA,NA,"CFBP5507_00577",NA,NA,NA
"g006039_000002","g006039",NA,"hypothetical protein",70,12,183,1,1,1,1,0,1,0,183,"hypothetical protein(184)","NA(184)",159,1002,996.38,1881,1,"AGR1_1_05415","CFBP5506_03851","Hayward0363_03391","CFBP5507_05437","YIC5082_02757","NCPPB2657_04357","GBBC3283_03076"
"g004199_1_000005","g004199_1","tauB","Taurine import ATP-binding protein TauB",80,13,183,1,1,1,0,0,0,0,183,"Taurine import ATP-binding protein TauB(183)","tauB(183)",822,831,822.2,1881,2,"AGR1_1_05416","CFBP5506_03850","Hayward0363_03392","CFBP5507_05438","YIC5082_02756","NCPPB2657_04356","GBBC3283_03075"
"g004414_000001","g004414",NA,"hypothetical protein",60,18,183,1,1,1,0,0,0,0,183,"hypothetical protein(183)","NA(183)",843,846,843.02,1882,1,"AGR1_1_03716","CFBP5506_00633","Hayward0363_03683","CFBP5507_03748","YIC5082_02513","NCPPB2657_03242","GBBC3283_04578"
"g001951","g001951",NA,"hypothetical protein",50,26,183,1,1,1,1,0,1,0,183,"hypothetical protein(184)","NA(184)",237,1707,1546.39,1883,1,"AGR1_1_02174","CFBP5506_01386","Hayward0363_01941","CFBP5507_01069","YIC5082_00586","NCPPB2657_00118","GBBC3283_02167"
"g005391_000002","g005391","cynR","HTH-type transcriptional regulator CynR",70,14,183,1,1,1,1,0,1,0,183,"HTH-type transcriptional regulator CynR(180):Hca operon transcriptional activator HcaR(3):hypothetical protein(1)","cynR(180):hcaR(3):NA(1)",384,951,897.11,1884,1,"AGR1_1_05413","CFBP5506_03853","Hayward0363_03389","CFBP5507_05435","YIC5082_02759","NCPPB2657_04359","GBBC3283_03078"
"g001410_1_000001","g001410_1","ada","Bifunctional transcriptional activator/DNA repair enzyme Ada",60,32,183,1,1,1,0,0,0,0,183,"Bifunctional transcriptional activator/DNA repair enzyme Ada(183)","ada(183)",1059,1188,1084.51,1885,1,"AGR1_1_01800","CFBP5506_02439","Hayward0363_01560","CFBP5507_01442","YIC5082_04195","NCPPB2657_00496","GBBC3283_01661"
"g002012_1_000001","g002012_1","noc","Nucleoid occlusion protein",60,25,183,1,1,1,0,0,0,0,183,"Nucleoid occlusion protein(183)","noc(183)",1011,1029,1013.84,1886,1,"AGR1_1_03974","CFBP5506_00899","Hayward0363_03416","CFBP5507_03497","YIC5082_00241","NCPPB2657_02319","GBBC3283_03446"
"g000496_1_000001","g000496_1","pgrR","HTH-type transcriptional regulator PgrR",60,45,183,1.01,1,2,4,2,4,2,185,"HTH-type transcriptional regulator PgrR(185):hypothetical protein(4)","pgrR(185):NA(4)",219,915,868.44,1888,1,"AGR1_1_01840","CFBP5506_01723","Hayward0363_01604","CFBP5507_01403","YIC5082_04234","NCPPB2657_00457","GBBC3283_01622"
"g008362","g008362","virE1","Protein virE1",50,8,182,1.01,1,2,0,1,0,1,183,"Protein virE1(183)","virE1(183)",189,198,192.23,1889,1,NA,NA,NA,"CFBP5507_00576",NA,NA,NA
"g004133_000001","g004133",NA,"Trans-3-hydroxy-L-proline dehydratase",60,19,182,1.02,1,2,1,3,1,3,185,"Trans-3-hydroxy-L-proline dehydratase(186)","NA(186)",243,1029,1016.45,1891,1,"AGR1_1_04142","CFBP5506_02844","Hayward0363_02761","CFBP5507_03344","YIC5082_01176","NCPPB2657_04959","GBBC3283_04083"
"g001813","g001813",NA,"hypothetical protein",50,34,182,1,1,1,0,0,0,0,182,"hypothetical protein(182)","NA(182)",435,513,437.82,1893,1,"AGR1_1_01098","CFBP5506_01768","Hayward0363_00888","CFBP5507_02300","YIC5082_03498","NCPPB2657_01368","GBBC3283_01431"
"g001028_1_000003","g001028_1",NA,"hypothetical protein",80,35,181,1.09,1,3,0,12,0,16,197,"hypothetical protein(197)","NA(197)",252,390,371.92,1894,1,"AGR1_1_03927","CFBP5506_00853","Hayward0363_03462",NA,NA,NA,NA
"g000434_2_000005","g000434_2",NA,"hypothetical protein",70,26,181,1,1,1,0,0,0,0,181,"hypothetical protein(181)","NA(181)",948,957,953.97,1895,1,"AGR1_1_04177","CFBP5506_02809","Hayward0363_02796","CFBP5507_03379","YIC5082_01211","NCPPB2657_04924","GBBC3283_04118"
"g000611_1_000001","g000611_1",NA,"hypothetical protein",60,47,181,1.2,1,3,0,33,0,37,218,"hypothetical protein(218)","NA(218)",195,1101,465.89,1896,1,"AGR1_1_05427",NA,NA,"CFBP5507_00502",NA,"NCPPB2657_02202","GBBC3283_03782;GBBC3283_04204"
"g004632","g004632",NA,"hypothetical protein",50,17,181,1,1,1,0,0,0,0,181,"hypothetical protein(181)","NA(181)",189,192,191.57,1897,1,"AGR1_1_01712","CFBP5506_02352","Hayward0363_01473","CFBP5507_01531","YIC5082_04103","NCPPB2657_00591","GBBC3283_01752"
"g001577_000002","g001577",NA,"hypothetical protein",70,36,181,1,1,1,0,0,0,0,181,"hypothetical protein(181)","NA(181)",177,192,186.15,1898,1,"AGR1_1_01271","CFBP5506_01917","Hayward0363_01037","CFBP5507_02049","YIC5082_03660","NCPPB2657_01201","GBBC3283_01278"
"g000111_3","g000111_3",NA,"Aspartate aminotransferase",50,48,181,1.34,1,4,2,47,2,61,242,"Aspartate aminotransferase(241):hypothetical protein(3)","NA(244)",318,1242,1152.3,1899,1,NA,"CFBP5506_00824","Hayward0363_03491",NA,NA,NA,"GBBC3283_03710"
"g001416","g001416","mnmC","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC",50,37,181,1,1,1,0,0,0,0,181,"tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC(94):Gamma-glutamylputrescine oxidoreductase(84):D-amino acid dehydrogenase(2):hypothetical protein(1)","mnmC(94):puuB(84):dadA(2):NA(1)",1074,1284,1232.37,1900,1,"AGR1_1_05229","CFBP5506_04022","Hayward0363_03220","CFBP5507_05273","YIC5082_00312","NCPPB2657_04521","GBBC3283_03240"
"g000422_000002","g000422",NA,"hypothetical protein",70,57,181,1.19,1,2,0,34,0,34,215,"hypothetical protein(215)","NA(215)",240,396,327.42,1901,1,"AGR1_1_01838","CFBP5506_01725","Hayward0363_01602","CFBP5507_01405","YIC5082_04232","NCPPB2657_00459","GBBC3283_01624"
"g003159_1_000001","g003159_1","araE","Alpha-ketoglutaric semialdehyde dehydrogenase",60,23,181,1.03,1,3,0,4,0,5,186,"Alpha-ketoglutaric semialdehyde dehydrogenase(180):NAD/NADP-dependent betaine aldehyde dehydrogenase(6)","araE(180):betB(6)",1437,2187,1502.61,1902,1,"AGR1_1_03555","CFBP5506_00437","Hayward0363_03879","CFBP5507_03919","YIC5082_02335","NCPPB2657_01815;NCPPB2657_03063","GBBC3283_00957"
"g001369_000001","g001369",NA,"hypothetical protein",60,37,181,1.21,1,4,0,28,0,38,219,"hypothetical protein(219)","NA(219)",342,558,461.3,1903,1,"AGR1_1_03002;AGR1_1_04926;AGR1_1_05069","CFBP5506_00948","Hayward0363_04323","CFBP5507_04756","YIC5082_00081;YIC5082_02705","NCPPB2657_02413",NA
"g001018","g001018",NA,"hypothetical protein",50,43,181,1,1,1,0,0,0,0,181,"hypothetical protein(181)","NA(181)",147,897,823.79,1904,1,"AGR1_1_05223","CFBP5506_04028","Hayward0363_03214","CFBP5507_05267","YIC5082_00306","NCPPB2657_04527","GBBC3283_03246"
"g004981","g004981","gsiB","Glutathione-binding protein GsiB",50,15,180,1,1,1,0,0,0,0,180,"Glutathione-binding protein GsiB(93):Periplasmic murein peptide-binding protein(86):Heme-binding protein A(1)","gsiB(93):mppA(86):hbpA(1)",1554,1566,1561.38,1905,1,"AGR1_1_04132","CFBP5506_02855","Hayward0363_02750","CFBP5507_03334","YIC5082_01165","NCPPB2657_04970","GBBC3283_04072"
"g004806_1_000005","g004806_1","dppB","Dipeptide transport system permease protein DppB",70,10,180,1,1,1,0,0,0,0,180,"Dipeptide transport system permease protein DppB(168):Glutathione transport system permease protein GsiC(12)","dppB(168):gsiC(12)",966,969,967.43,1905,2,"AGR1_1_04131","CFBP5506_02856","Hayward0363_02749","CFBP5507_03333","YIC5082_01164","NCPPB2657_04971","GBBC3283_04071"
"g003739_1_000001","g003739_1","dppC","Dipeptide transport system permease protein DppC",60,15,180,1,1,1,0,0,0,0,180,"Dipeptide transport system permease protein DppC(164):Oligopeptide transport system permease protein OppC(10):putative D%2CD-dipeptide transport system permease protein DdpC(6)","dppC(164):oppC(10):ddpC(6)",948,960,954.35,1905,3,"AGR1_1_04130","CFBP5506_02857","Hayward0363_02748","CFBP5507_03332","YIC5082_01163","NCPPB2657_04972","GBBC3283_04070"
"g002833","g002833","atzC","N-isopropylammelide isopropyl amidohydrolase",50,24,180,1,1,1,0,0,0,0,180,"N-isopropylammelide isopropyl amidohydrolase(179):hypothetical protein(1)","atzC(179):NA(1)",1194,1302,1194.6,1905,4,"AGR1_1_04129","CFBP5506_02858","Hayward0363_02747","CFBP5507_03331","YIC5082_01162","NCPPB2657_04973","GBBC3283_04069"
"g001519","g001519",NA,"8-oxoguanine deaminase",50,36,180,1,1,1,0,0,0,0,180,"8-oxoguanine deaminase(180)","NA(180)",1440,1506,1488.47,1905,5,"AGR1_1_04128","CFBP5506_02859","Hayward0363_02746","CFBP5507_03330","YIC5082_01161","NCPPB2657_04974","GBBC3283_04068"
"g003395_000002","g003395","cysP","Thiosulfate-binding protein",70,23,180,1,1,1,0,0,0,0,180,"Thiosulfate-binding protein(180)","cysP(180)",984,1020,987.13,1906,1,"AGR1_1_03560","CFBP5506_00442","Hayward0363_03874","CFBP5507_03914","YIC5082_02340","NCPPB2657_03068","GBBC3283_00962"
"g004192_000003","g004192","cysT","Sulfate transport system permease protein CysT",80,19,180,1,1,1,0,0,0,0,180,"Sulfate transport system permease protein CysT(180)","cysT(180)",792,843,832.25,1906,2,"AGR1_1_03559","CFBP5506_00441","Hayward0363_03875","CFBP5507_03915","YIC5082_02339","NCPPB2657_03067","GBBC3283_00961"
"g000374_2_000003","g000374_2","cysW","Sulfate transport system permease protein CysW",70,30,180,1,1,1,0,0,0,0,180,"Sulfate transport system permease protein CysW(180)","cysW(180)",879,894,887.72,1906,3,"AGR1_1_03558","CFBP5506_00440","Hayward0363_03876","CFBP5507_03916","YIC5082_02338","NCPPB2657_03066","GBBC3283_00960"
"g002646","g002646",NA,"hypothetical protein",50,27,180,1,1,1,0,0,0,0,180,"hypothetical protein(180)","NA(180)",1830,1896,1877.87,1907,1,"AGR1_1_05222","CFBP5506_04029","Hayward0363_03213","CFBP5507_05266","YIC5082_00305","NCPPB2657_04528","GBBC3283_03247"
"g003252_000001","g003252","gshB","Glutathione synthetase",60,24,180,1,1,1,1,0,1,0,180,"Glutathione synthetase(180):hypothetical protein(1)","gshB(180):NA(1)",153,1047,1041.23,1907,2,"AGR1_1_05221","CFBP5506_04030","Hayward0363_03212","CFBP5507_05265","YIC5082_00304","NCPPB2657_04529","GBBC3283_03248"
"g002128","g002128","purR","HTH-type transcriptional repressor PurR",50,31,180,1,1,1,1,0,1,0,180,"HTH-type transcriptional repressor PurR(98):HTH-type transcriptional repressor CytR(45):HTH-type transcriptional regulator DegA(38)","purR(98):cytR(45):degA(38)",432,1083,1056.23,1908,1,"AGR1_1_04392","CFBP5506_02591","Hayward0363_03016","CFBP5507_04497","YIC5082_04544","NCPPB2657_04164","GBBC3283_02900"
"g000303_000001","g000303",NA,"putative protein",60,64,180,1.01,1,2,0,1,0,1,181,"putative protein(167):hypothetical protein(14)","NA(181)",165,684,366.31,1910,1,"AGR1_1_01623",NA,NA,"CFBP5507_01619","YIC5082_04016","NCPPB2657_00679","GBBC3283_01853"
"g000665_000002","g000665",NA,"hypothetical protein",70,50,180,1,1,1,0,0,0,0,180,"hypothetical protein(180)","NA(180)",1725,1824,1735.18,1911,1,"AGR1_1_04326","CFBP5506_02658","Hayward0363_02949","CFBP5507_04564","YIC5082_04479","NCPPB2657_04229","GBBC3283_02835"
"g002275","g002275",NA,"hypothetical protein",50,30,180,1.07,1,2,0,13,0,13,193,"hypothetical protein(193)","NA(193)",612,663,626.36,1912,1,NA,NA,NA,"CFBP5507_00234",NA,NA,NA
"g001539","g001539",NA,"hypothetical protein",50,36,180,1,1,1,0,0,0,0,180,"hypothetical protein(180)","NA(180)",456,588,504.55,1913,1,"AGR1_1_01276","CFBP5506_01922","Hayward0363_01042","CFBP5507_02044","YIC5082_03665","NCPPB2657_01196","GBBC3283_01273"
"g002345","g002345","yknY","putative ABC transporter ATP-binding protein YknY",50,29,180,1,1,1,0,0,0,0,180,"putative ABC transporter ATP-binding protein YknY(179):Macrolide export ATP-binding/permease protein MacB(1)","yknY(179):macB(1)",540,2097,726.8,1914,1,"AGR1_1_00935","CFBP5506_04172","Hayward0363_00724","CFBP5507_02526","YIC5082_03310","NCPPB2657_01530","GBBC3283_05020"
"g000064_2","g000064_2","ttuD","Putative hydroxypyruvate reductase",50,49,180,1.03,1,2,3,6,3,6,186,"Putative hydroxypyruvate reductase(188):hypothetical protein(1)","ttuD(188):NA(1)",213,1362,1293.33,1915,1,"AGR1_1_05654",NA,NA,NA,NA,"NCPPB2657_05324",NA
"g001798","g001798",NA,"hypothetical protein",50,34,180,1.08,1,2,0,14,0,14,194,"hypothetical protein(194)","NA(194)",507,549,518.69,1916,1,NA,NA,NA,"CFBP5507_00477",NA,NA,NA
"g005311_000003","g005311","mfpsA","Mannosylfructose-phosphate synthase",80,14,179,1,1,1,0,0,0,0,179,"Mannosylfructose-phosphate synthase(179)","mfpsA(179)",1044,1374,1343.3,1917,1,"AGR1_1_02031","CFBP5506_01529","Hayward0363_01798","CFBP5507_01211","YIC5082_00845","NCPPB2657_00261","GBBC3283_02345"
"g000909","g000909","mfppA","Mannosylfructose-phosphate phosphatase",50,45,179,1,1,1,0,0,0,0,179,"Mannosylfructose-phosphate phosphatase(179)","mfppA(179)",555,786,761.83,1917,2,"AGR1_1_02032","CFBP5506_01528","Hayward0363_01799","CFBP5507_01210","YIC5082_00846","NCPPB2657_00260","GBBC3283_02344"
"g001959_000001","g001959",NA,"hypothetical protein",60,32,179,1,1,1,0,0,0,0,179,"hypothetical protein(179)","NA(179)",1575,1704,1661.93,1919,1,"AGR1_1_02072","CFBP5506_01488","Hayward0363_01839","CFBP5507_01170","YIC5082_00886","NCPPB2657_00220","GBBC3283_02304"
"g001487_000001","g001487",NA,"hypothetical protein",60,37,179,1,1,1,0,0,0,0,179,"hypothetical protein(179)","NA(179)",354,384,369.27,1920,1,"AGR1_1_02325","CFBP5506_01235","Hayward0363_02092","CFBP5507_00906","YIC5082_04602","NCPPB2657_04815","GBBC3283_03830"
"g003006_000001","g003006",NA,"hypothetical protein",60,25,179,1,1,1,0,0,0,0,179,"hypothetical protein(179)","NA(179)",1704,1833,1718.2,1921,1,"AGR1_1_01758","CFBP5506_02398","Hayward0363_01519","CFBP5507_01484","YIC5082_04148","NCPPB2657_00542","GBBC3283_01706"
"g003345","g003345","ydhC","Inner membrane transport protein YdhC",50,22,179,1,1,1,1,0,1,0,179,"Inner membrane transport protein YdhC(172):Bicyclomycin resistance protein(7):hypothetical protein(1)","ydhC(172):bcr(7):NA(1)",156,1230,1197.12,1922,1,"AGR1_1_01048","CFBP5506_04285","Hayward0363_00837","CFBP5507_02348","YIC5082_03450","NCPPB2657_01416","GBBC3283_01479"
"g002292_2","g002292_2",NA,"hypothetical protein",50,12,179,1.03,1,2,0,5,0,5,184,"hypothetical protein(184)","NA(184)",897,915,905.49,1923,1,"AGR1_1_04304",NA,NA,"CFBP5507_04584","YIC5082_04450",NA,NA
