"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","Kin002","NCPPB2659","MAFF210266"
"g003999_000002","g003999",NA,"hypothetical protein",70,18,178,1.01,1,2,0,2,0,2,180,"hypothetical protein(180)","NA(180)",339,369,354.25,1957,1,"Kin002_05019","NCPPB2659_04958","MAFF210266_04822"
"g000438_1_000008","g000438_1",NA,"putative oxidoreductase",70,42,178,1.02,1,2,0,3,0,3,181,"putative oxidoreductase(180):hypothetical protein(1)","NA(181)",246,816,724.38,1958,1,"Kin002_03551","NCPPB2659_03573","MAFF210266_04012"
"g003978_1_000001","g003978_1","hlyU","Transcriptional activator HlyU",60,11,177,1,1,1,0,0,0,0,177,"Transcriptional activator HlyU(175):hypothetical protein(2)","hlyU(175):NA(2)",282,423,321.8,1960,1,"Kin002_01982","NCPPB2659_01983","MAFF210266_02695"
"g002856","g002856","thiQ","hypothetical protein",50,24,177,1,1,1,175,0,175,0,177,"hypothetical protein(176):Thiamine import ATP-binding protein ThiQ(117):Energy-coupling factor transporter ATP-binding protein EcfA2(43):Methionine import ATP-binding protein MetN 2(9):High-affinity branched-chain amino acid transport ATP-binding protein LivF(5):Sulfate/thiosulfate import ATP-binding protein CysA(1):Vitamin B12 import ATP-binding protein BtuD(1)","NA(176):thiQ(117):ecfA2(43):metN2(9):livF(5):cysA(1):btuD(1)",552,1674,840.13,1962,1,"(Kin002_02434:Kin002_02435)","(NCPPB2659_02445:NCPPB2659_02446)","(MAFF210266_03513:MAFF210266_03514)"
"g003608_000001","g003608",NA,"hypothetical protein",60,22,177,1,1,1,0,0,0,0,177,"hypothetical protein(177)","NA(177)",351,390,369.73,1963,1,"Kin002_01863","NCPPB2659_01863","MAFF210266_02574"
"g000178_000001","g000178","arsC","Protein ArsC",60,73,177,1.27,1,4,0,43,0,48,225,"Protein ArsC(104):Arsenate reductase(99):hypothetical protein(22)","arsC(203):NA(22)",135,942,506.65,1964,1,NA,NA,"MAFF210266_05258"
"g000796_000001","g000796","petE","Plastocyanin",60,47,177,1,1,1,0,0,0,0,177,"Plastocyanin(115):Pseudoazurin(56):hypothetical protein(6)","petE(115):bcp(56):NA(6)",354,495,454.15,1965,1,"Kin002_04647","NCPPB2659_04586","MAFF210266_01553"
"g002757","g002757",NA,"hypothetical protein",50,27,177,1,1,1,0,0,0,0,177,"hypothetical protein(177)","NA(177)",135,138,135.1,1968,1,"Kin002_01404","NCPPB2659_01409","MAFF210266_04423"
"g002251","g002251",NA,"hypothetical protein",50,30,177,1,1,1,0,0,0,0,177,"hypothetical protein(177)","NA(177)",840,945,876.34,1969,1,"Kin002_02868","NCPPB2659_02853","MAFF210266_00188"
"g002712_000003","g002712","ribY","Riboflavin-binding protein RibY",80,27,177,1,1,1,0,0,0,0,177,"Riboflavin-binding protein RibY(177)","ribY(177)",1035,1080,1043.49,1970,1,"Kin002_00771","NCPPB2659_00716","MAFF210266_00950"
"g002319_1_000003","g002319_1",NA,"hypothetical protein",70,28,177,1,1,1,0,0,0,0,177,"hypothetical protein(177)","NA(177)",228,234,231.56,1971,1,"Kin002_00369","NCPPB2659_00339","MAFF210266_00567"
"g003194_000002","g003194","metN","Methionine import ATP-binding protein MetN",70,24,176,1,1,1,0,0,0,0,176,"Methionine import ATP-binding protein MetN(176)","metN(176)",1041,1116,1095.82,1972,1,"Kin002_03265","NCPPB2659_03288","MAFF210266_03099"
"g005799_000002","g005799","metQ","D-methionine-binding lipoprotein MetQ",70,13,176,1,1,1,0,0,0,0,176,"D-methionine-binding lipoprotein MetQ(176)","metQ(176)",777,780,779.56,1972,2,"Kin002_03263","NCPPB2659_03286","MAFF210266_03101"
"g003306_000002","g003306","sdh","Serine 3-dehydrogenase",70,21,176,1,1,1,0,0,0,0,176,"Serine 3-dehydrogenase(176)","sdh(176)",750,762,750.36,1973,1,"Kin002_03647","NCPPB2659_03698","MAFF210266_03906"
"g002548","g002548",NA,"hypothetical protein",50,28,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",900,1002,917.54,1974,1,"Kin002_00639","NCPPB2659_00583","MAFF210266_00817"
"g002070","g002070",NA,"hypothetical protein",50,29,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",1431,3123,2998.02,1975,1,"Kin002_01429","NCPPB2659_01434","MAFF210266_04398"
"g001498","g001498",NA,"hypothetical protein",50,37,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",261,276,268.11,1976,1,"Kin002_01951","NCPPB2659_01951","MAFF210266_02663"
"g002276","g002276",NA,"hypothetical protein",50,30,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",561,696,655.72,1977,1,"Kin002_01011","NCPPB2659_00961","MAFF210266_01188"
"g003607_000001","g003607",NA,"hypothetical protein",60,22,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",696,726,697.89,1978,1,"Kin002_04553","NCPPB2659_04481","MAFF210266_01657"
"g003189_000001","g003189","naiP","Putative niacin/nicotinamide transporter NaiP",60,24,176,1.02,1,2,0,4,0,4,180,"Putative niacin/nicotinamide transporter NaiP(179):hypothetical protein(1)","naiP(179):NA(1)",201,1353,1308.25,1979,1,"Kin002_01963","NCPPB2659_01963","MAFF210266_02675"
"g004818","g004818",NA,"hypothetical protein",50,16,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",954,981,954.15,1980,1,"Kin002_02436","NCPPB2659_02447","MAFF210266_03515"
"g001714","g001714","hcaB","hypothetical protein",50,34,176,1,1,1,0,0,0,0,176,"hypothetical protein(131):putative oxidoreductase(34):3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(7):putative oxidoreductase EphD(4)","NA(165):hcaB(7):ephD(4)",759,816,759.32,1981,1,"Kin002_00582","NCPPB2659_00525","MAFF210266_00759"
"g003291","g003291",NA,"hypothetical protein",50,24,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",222,255,249.85,1982,1,"Kin002_01363","NCPPB2659_01367","MAFF210266_04465"
"g002369_000002","g002369","dadA1","D-amino acid dehydrogenase 1",70,29,176,1,1,1,0,0,0,0,176,"D-amino acid dehydrogenase 1(176)","dadA1(176)",1245,1263,1254.46,1983,1,"Kin002_04697","NCPPB2659_04636","MAFF210266_01503"
"g003030_000001","g003030",NA,"hypothetical protein",60,23,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",1032,1164,1061.4,1984,1,"Kin002_02814","NCPPB2659_02799","MAFF210266_00134"
"g000059_2","g000059_2",NA,"hypothetical protein",50,30,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",165,246,193.67,1985,1,"Kin002_04534","NCPPB2659_04462",NA
"g000163","g000163","tilS","tRNA(Ile)-lysidine synthase",50,70,176,1,1,1,2,0,2,0,176,"tRNA(Ile)-lysidine synthase(177):hypothetical protein(1)","tilS(177):NA(1)",540,1341,1320.17,1986,1,"Kin002_04272","NCPPB2659_04253","MAFF210266_01881"
"g000483_2_000005","g000483_2","cysA","Sulfate/thiosulfate import ATP-binding protein CysA",70,25,176,1,1,1,0,0,0,0,176,"Sulfate/thiosulfate import ATP-binding protein CysA(176)","cysA(176)",1020,1035,1026.34,1987,1,"Kin002_04548","NCPPB2659_04476","MAFF210266_01663"
"g001015","g001015",NA,"hypothetical protein",50,39,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",240,486,355.88,1988,1,"Kin002_00593","NCPPB2659_00537","MAFF210266_00771"
"g003013_000001","g003013",NA,"hypothetical protein",60,25,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",540,1311,1275.92,1989,1,"Kin002_01774","NCPPB2659_01777","MAFF210266_02488"
"g001827_1_000005","g001827_1","hpcH","4-hydroxy-2-oxo-heptane-1%2C7-dioate aldolase",80,26,176,1,1,1,0,0,0,0,176,"4-hydroxy-2-oxo-heptane-1%2C7-dioate aldolase(176)","hpcH(176)",213,807,796.88,1991,1,"Kin002_00742","NCPPB2659_00687","MAFF210266_00921"
"g002690","g002690",NA,"hypothetical protein",50,26,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",513,618,578.57,1992,1,"Kin002_00757","NCPPB2659_00702","MAFF210266_00936"
"g004225","g004225",NA,"hypothetical protein",50,19,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",294,330,318.26,1993,1,"Kin002_02847","NCPPB2659_02832","MAFF210266_00167"
"g002912","g002912",NA,"hypothetical protein",50,26,176,1,1,1,0,0,0,0,176,"hypothetical protein(176)","NA(176)",552,681,656.49,1994,1,"Kin002_02315","NCPPB2659_02324","MAFF210266_03393"
"g006116_000003","g006116",NA,"hypothetical protein",80,12,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",177,345,180.77,1995,1,"Kin002_01122","NCPPB2659_01071","MAFF210266_01298"
"g000425","g000425","rhaR","hypothetical protein",50,58,175,1,1,1,0,0,0,0,175,"hypothetical protein(128):HTH-type transcriptional activator RhaR(33):HTH-type transcriptional activator RhaS(8):RCS-specific HTH-type transcriptional activator RclR(6)","NA(128):rhaR(33):rhaS(8):rclR(6)",732,795,736.3,1995,2,"Kin002_01121","NCPPB2659_01070","MAFF210266_01297"
"g002256_000002","g002256","ytfF","Inner membrane protein YtfF",70,30,175,1,1,1,0,0,0,0,175,"Inner membrane protein YtfF(175)","ytfF(175)",930,1011,933.12,1995,3,"Kin002_01120","NCPPB2659_01069","MAFF210266_01296"
"g003074_000002","g003074","fbpC","Fe(3+) ions import ATP-binding protein FbpC",70,25,175,1,1,1,0,0,0,0,175,"Fe(3+) ions import ATP-binding protein FbpC(170):Vitamin B12 import ATP-binding protein BtuD(5)","fbpC(170):btuD(5)",1047,1071,1051.77,1996,1,"Kin002_00084","NCPPB2659_00084","MAFF210266_00342"
"g003553_000003","g003553","idiA","Iron deficiency-induced protein A",80,22,175,1,1,1,0,0,0,0,175,"Iron deficiency-induced protein A(154):Iron uptake protein A2(15):Iron uptake protein A1(6)","idiA(154):futA2(15):futA1(6)",1008,1032,1017.55,1996,2,"Kin002_00085","NCPPB2659_00085","MAFF210266_00343"
"g002495_000003","g002495",NA,"hypothetical protein",80,28,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",1575,1788,1667.54,1996,3,"Kin002_00086","NCPPB2659_00086","MAFF210266_00344"
"g004219_000001","g004219",NA,"hypothetical protein",60,19,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",342,345,344.26,1997,1,"Kin002_03600","NCPPB2659_03651","MAFF210266_03954"
"g003296","g003296",NA,"hypothetical protein",50,24,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",417,438,434.98,1997,2,"Kin002_03601","NCPPB2659_03652","MAFF210266_03953"
"g000516_000003","g000516","cobN","hypothetical protein",80,53,175,1.01,1,2,1,1,1,1,176,"hypothetical protein(176):Aerobic cobaltochelatase subunit CobN(1)","NA(176):cobN(1)",255,3360,3313.46,1998,1,"Kin002_02567","NCPPB2659_02578","MAFF210266_03646"
"g000204","g000204",NA,"hypothetical protein",50,71,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",897,1491,1362.15,1998,2,"Kin002_02566","NCPPB2659_02577","MAFF210266_03645"
"g006171_000004","g006171",NA,"hypothetical protein",90,12,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",249,249,249,1999,1,"Kin002_01526","NCPPB2659_01532","MAFF210266_04271"
"g004945_000002","g004945",NA,"hypothetical protein",70,16,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",270,270,270,1999,2,"Kin002_01527","NCPPB2659_01533","MAFF210266_04270"
"g004426_000002","g004426",NA,"hypothetical protein",70,18,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",339,354,343.37,2000,1,"Kin002_00744","NCPPB2659_00689","MAFF210266_00923"
"g002445","g002445",NA,"hypothetical protein",50,29,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",177,189,177.07,2000,2,"Kin002_00743","NCPPB2659_00688","MAFF210266_00922"
"g001207_000002","g001207","rluA","Ribosomal large subunit pseudouridine synthase A",70,40,175,1,1,1,0,0,0,0,175,"Ribosomal large subunit pseudouridine synthase A(174):hypothetical protein(1)","rluA(174):NA(1)",516,684,668.28,2001,1,"Kin002_03714","NCPPB2659_03765","MAFF210266_03839"
"g002564_000002","g002564","rsmJ","Ribosomal RNA small subunit methyltransferase J",70,28,175,1,1,1,0,0,0,0,175,"Ribosomal RNA small subunit methyltransferase J(175)","rsmJ(175)",624,630,626.97,2001,2,"Kin002_03715","NCPPB2659_03766","MAFF210266_03838"
"g000550_000002","g000550",NA,"hypothetical protein",70,54,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",750,822,760.41,2002,1,"Kin002_01833","NCPPB2659_01836","MAFF210266_02547"
"g000944_1_000001","g000944_1","comR","HTH-type transcriptional repressor ComR",60,41,175,1,1,1,0,0,0,0,175,"HTH-type transcriptional repressor ComR(172):hypothetical protein(3)","comR(172):NA(3)",474,744,666.07,2002,2,"Kin002_01842","NCPPB2659_01842","MAFF210266_02553"
"g002621_1_000004","g002621_1",NA,"hypothetical protein",70,24,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",213,231,226.92,2003,1,"Kin002_01361","NCPPB2659_01365","MAFF210266_04467"
"g004180_000001","g004180",NA,"hypothetical protein",60,19,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",183,189,188.43,2003,2,"Kin002_01362","NCPPB2659_01366","MAFF210266_04466"
"g000852_000002","g000852","thiM","Hydroxyethylthiazole kinase",70,46,175,1,1,1,0,0,0,0,175,"Hydroxyethylthiazole kinase(175)","thiM(175)",657,756,739.61,2004,1,"Kin002_04770","NCPPB2659_04711","MAFF210266_01428"
"g001020_000002","g001020","thiE","Thiamine-phosphate synthase",70,43,175,1,1,1,0,0,0,0,175,"Thiamine-phosphate synthase(175)","thiE(175)",657,678,662.57,2004,2,"Kin002_04769","NCPPB2659_04710","MAFF210266_01429"
"g002822_000002","g002822","clsC","Cardiolipin synthase C",70,25,175,1,1,1,1,0,1,0,175,"Cardiolipin synthase C(176)","clsC(176)",786,1704,1546.93,2005,1,"Kin002_01353","NCPPB2659_01357","MAFF210266_05018"
"g004181_000002","g004181",NA,"hypothetical protein",70,19,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",189,246,189.33,2005,2,"Kin002_03665","NCPPB2659_03716","MAFF210266_03888"
"g002596_1_000003","g002596_1",NA,"hypothetical protein",70,25,175,1.01,1,2,0,1,0,1,176,"hypothetical protein(176)","NA(176)",183,351,201.07,2006,1,"Kin002_00600","NCPPB2659_00544","MAFF210266_00778"
"g001481_1_000003","g001481_1",NA,"hypothetical protein",70,36,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",678,735,713.16,2006,2,"Kin002_00601","NCPPB2659_00545","MAFF210266_00779"
"g002055_1_000001","g002055_1",NA,"hypothetical protein",60,28,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",243,246,243.48,2007,1,"Kin002_00091","NCPPB2659_00090","MAFF210266_00348"
"g002652_000002","g002652",NA,"hypothetical protein",70,27,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",1170,1329,1274.91,2008,1,"Kin002_01629","NCPPB2659_01634","MAFF210266_02342"
"g003112_000002","g003112",NA,"hypothetical protein",70,25,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",690,702,700.89,2009,1,"Kin002_02374","NCPPB2659_02384","MAFF210266_03452"
"g003168_2_000015","g003168_2","araC","L-arabonate dehydratase",95,7,175,1,1,1,0,0,0,0,175,"L-arabonate dehydratase(175)","araC(175)",1812,1821,1813.9,2011,1,"Kin002_03298","NCPPB2659_03321","MAFF210266_03067"
"g002844","g002844","rcsC","Sensor histidine kinase RcsC",50,25,175,1,1,1,0,0,0,0,175,"Sensor histidine kinase RcsC(175)","rcsC(175)",1461,1677,1660.9,2012,1,"Kin002_00395","NCPPB2659_00365","MAFF210266_00593"
"g002554_000001","g002554",NA,"hypothetical protein",60,27,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",432,954,921.99,2013,1,"Kin002_02779","NCPPB2659_02764","MAFF210266_00099"
"g002904_000001","g002904",NA,"hypothetical protein",60,25,175,1,1,1,4,0,4,0,175,"hypothetical protein(179)","NA(179)",255,771,746.45,2014,1,"Kin002_00779","NCPPB2659_00724","MAFF210266_00958"
"g001927_000002","g001927","eamA","putative amino-acid metabolite efflux pump",70,33,175,1,1,1,0,0,0,0,175,"putative amino-acid metabolite efflux pump(175)","eamA(175)",456,894,886.11,2015,1,"Kin002_01583","NCPPB2659_01588","MAFF210266_02297"
"g003492_000001","g003492",NA,"hypothetical protein",60,21,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",3339,3498,3399.12,2016,1,"Kin002_01552","NCPPB2659_01558","MAFF210266_02266"
"g002328","g002328",NA,"hypothetical protein",50,29,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",282,303,292.87,2017,1,"Kin002_00345","NCPPB2659_00315","MAFF210266_00544"
"g001742_000001","g001742",NA,"hypothetical protein",60,33,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",132,1419,1149.05,2018,1,"Kin002_00095","NCPPB2659_00094","MAFF210266_00352"
"g003015_000002","g003015",NA,"hypothetical protein",70,24,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",366,1296,1242.14,2019,1,"Kin002_04201","NCPPB2659_04182","MAFF210266_01951"
"g002605","g002605",NA,"hypothetical protein",50,28,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",675,681,677.06,2020,1,"Kin002_04447","NCPPB2659_04374","MAFF210266_01765"
"g003411_000002","g003411",NA,"hypothetical protein",70,23,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",981,996,985.73,2021,1,"Kin002_03605","NCPPB2659_03656","MAFF210266_03949"
"g004911_000003","g004911","uppP","Undecaprenyl-diphosphatase",80,16,175,1,1,1,0,0,0,0,175,"Undecaprenyl-diphosphatase(175)","uppP(175)",822,903,830.47,2022,1,"Kin002_00725","NCPPB2659_00671","MAFF210266_00904"
"g002009_000001","g002009",NA,"hypothetical protein",60,32,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",369,957,913.59,2023,1,"Kin002_00504","NCPPB2659_00472","MAFF210266_00703"
"g005334_000005","g005334","yhdG","hypothetical protein",95,9,175,1,1,1,1,0,1,0,175,"hypothetical protein(94):putative amino acid permease YhdG(82)","NA(94):yhdG(82)",429,1518,1506.46,2024,1,"Kin002_01847","NCPPB2659_01847","MAFF210266_02558"
"g002095_1_000006","g002095_1","trkI","Trk system potassium uptake protein TrkI",80,22,175,1,1,1,0,0,0,0,175,"Trk system potassium uptake protein TrkI(175)","trkI(175)",900,1461,1455.26,2025,1,"Kin002_00918","NCPPB2659_00867","MAFF210266_01097"
"g000668","g000668",NA,"hypothetical protein",50,49,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",459,1209,1117.29,2026,1,"Kin002_01374","NCPPB2659_01378","MAFF210266_04454"
"g001105_1_000009","g001105_1",NA,"hypothetical protein",80,22,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",987,1056,1021.15,2027,1,"Kin002_04730","NCPPB2659_04669","MAFF210266_01470"
"g004669_1_000005","g004669_1",NA,"hypothetical protein",80,13,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",315,339,323.88,2028,1,"Kin002_04174","NCPPB2659_04155","MAFF210266_01978"
"g002865_000001","g002865",NA,"hypothetical protein",60,26,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",582,612,595.27,2029,1,"Kin002_00054","NCPPB2659_00054","MAFF210266_00308"
"g002695_000002","g002695",NA,"hypothetical protein",70,27,175,1.01,1,2,0,1,0,1,176,"hypothetical protein(176)","NA(176)",198,969,958.4,2030,1,"Kin002_00561","NCPPB2659_00506","MAFF210266_00739"
"g004367_1_000005","g004367_1",NA,"hypothetical protein",80,17,175,1.01,1,2,0,1,0,1,176,"hypothetical protein(176)","NA(176)",630,639,632.83,2031,1,"Kin002_01688","NCPPB2659_01693","MAFF210266_02401"
"g003634_000001","g003634",NA,"hypothetical protein",60,22,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",150,318,317.04,2032,1,"Kin002_02742","NCPPB2659_02727","MAFF210266_00062"
"g000947_000001","g000947",NA,"hypothetical protein",60,44,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",144,492,471.03,2033,1,"Kin002_02056","NCPPB2659_02057","MAFF210266_02769"
"g002296_000001","g002296",NA,"hypothetical protein",60,30,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",870,891,885.17,2034,1,"Kin002_00928","NCPPB2659_00877","MAFF210266_01107"
"g004239_000001","g004239",NA,"hypothetical protein",60,19,175,1.01,1,2,0,2,0,2,177,"hypothetical protein(177)","NA(177)",456,477,458.19,2035,1,"Kin002_01711","NCPPB2659_01716","MAFF210266_02424"
"g004174","g004174",NA,"hypothetical protein",50,19,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",192,198,197.35,2036,1,"Kin002_04725","NCPPB2659_04664","MAFF210266_01475"
"g002544_000001","g002544",NA,"hypothetical protein",60,28,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",597,597,597,2037,1,"Kin002_00046","NCPPB2659_00046","MAFF210266_00300"
"g001372_000001","g001372","glpR","Glycerol-3-phosphate regulon repressor",60,38,175,1,1,1,0,0,0,0,175,"Glycerol-3-phosphate regulon repressor(134):HTH-type transcriptional regulator UlaR(31):HTH-type transcriptional repressor GlcR(10)","glpR(134):ulaR(31):glcR(10)",735,873,802.7,2038,1,"Kin002_02489","NCPPB2659_02500","MAFF210266_03568"
"g000934_1_000001","g000934_1",NA,"hypothetical protein",60,43,175,1,1,1,0,0,0,0,175,"hypothetical protein(162):Cytochrome c2(13)","NA(175)",237,453,394.56,2039,1,"Kin002_03727","NCPPB2659_03778","MAFF210266_03827"
"g005138_000003","g005138","nanR","Transcriptional regulator NanR",80,13,175,1,1,1,0,0,0,0,175,"Transcriptional regulator NanR(173):Putative L-lactate dehydrogenase operon regulatory protein(2)","nanR(173):lldR(2)",678,750,734.47,2040,1,"Kin002_03303","NCPPB2659_03326","MAFF210266_03062"
"g002035_000002","g002035",NA,"hypothetical protein",70,30,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",645,660,650.83,2041,1,"Kin002_01382","NCPPB2659_01387","MAFF210266_04445"
"g002090_000001","g002090",NA,"hypothetical protein",60,31,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",1068,1305,1099.97,2042,1,"Kin002_00487","NCPPB2659_00457","MAFF210266_00686"
"g000960","g000960",NA,"hypothetical protein",50,44,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",432,732,724.99,2043,1,"Kin002_00907","NCPPB2659_00856","MAFF210266_01086"
"g003788","g003788",NA,"hypothetical protein",50,21,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",693,747,697.2,2044,1,"Kin002_01320","NCPPB2659_01324","MAFF210266_05051"
"g003203","g003203",NA,"hypothetical protein",50,23,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",600,636,635.79,2045,1,"Kin002_01821","NCPPB2659_01824","MAFF210266_02535"
"g002622_000001","g002622",NA,"hypothetical protein",60,28,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",453,453,453,2046,1,"Kin002_01861","NCPPB2659_01861","MAFF210266_02572"
"g000310_2_000007","g000310_2","ribB","3%2C4-dihydroxy-2-butanone 4-phosphate synthase",70,33,175,1.07,1,2,0,13,0,13,188,"3%2C4-dihydroxy-2-butanone 4-phosphate synthase(185):hypothetical protein(3)","ribB(185):NA(3)",129,723,629.71,2047,1,"Kin002_01616","NCPPB2659_01621","MAFF210266_02329"
"g003574_000002","g003574",NA,"hypothetical protein",70,18,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",450,480,451.46,2048,1,"Kin002_00453","NCPPB2659_00423","MAFF210266_00651"
"g000244","g000244",NA,"hypothetical protein",50,69,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",330,432,411.05,2049,1,"Kin002_02560","NCPPB2659_02571","MAFF210266_03639"
"g003943_000002","g003943",NA,"hypothetical protein",70,20,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",348,501,461.28,2050,1,"Kin002_02733","NCPPB2659_02718","MAFF210266_00053"
"g002076_1_000003","g002076_1",NA,"hypothetical protein",70,25,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",327,2700,1668.15,2051,1,"Kin002_00669","NCPPB2659_00614","MAFF210266_00847"
"g001770_1_000001","g001770_1",NA,"hypothetical protein",60,30,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",459,714,612.99,2052,1,"Kin002_02236","NCPPB2659_02232","MAFF210266_02947"
"g000430","g000430",NA,"hypothetical protein",50,57,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",276,1485,1434.73,2053,1,"Kin002_02417","NCPPB2659_02428","MAFF210266_03496"
"g000470","g000470",NA,"hypothetical protein",50,56,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",378,516,392.54,2054,1,"Kin002_01148","NCPPB2659_01097","MAFF210266_01324"
"g002063","g002063",NA,"hypothetical protein",50,32,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",594,729,714.86,2055,1,"Kin002_01928","NCPPB2659_01928","MAFF210266_02640"
"g001016_000002","g001016",NA,"IS66 family transposase ISPpu30",70,42,175,1,1,1,0,0,0,0,175,"IS66 family transposase ISPpu30(174):hypothetical protein(1)","NA(175)",261,507,470.73,2056,1,"Kin002_01056","NCPPB2659_01006","MAFF210266_01233"
"g002615_000002","g002615",NA,"hypothetical protein",70,25,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",213,468,340.37,2057,1,"Kin002_01186","NCPPB2659_01134","MAFF210266_05133"
"g000421","g000421",NA,"hypothetical protein",50,58,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",264,804,720.89,2058,1,"Kin002_02728","NCPPB2659_02713","MAFF210266_00048"
"g001534_000002","g001534","nudK","GDP-mannose pyrophosphatase NudK",70,32,175,1,1,1,1,0,1,0,175,"GDP-mannose pyrophosphatase NudK(169):hypothetical protein(7)","nudK(169):NA(7)",288,723,620.68,2059,1,"Kin002_00862","NCPPB2659_00809","MAFF210266_01041"
"g002511","g002511","nrtA","Nitrate transport protein NrtA",50,28,175,1,1,1,0,0,0,0,175,"Nitrate transport protein NrtA(131):Bicarbonate transport ATP-binding protein CmpC(33):hypothetical protein(11)","nrtA(131):cmpC(33):NA(11)",1224,1242,1224.31,2060,1,"Kin002_00403","NCPPB2659_00373","MAFF210266_00601"
