"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","Tul003","S2","CFBP6927","M109cC1478"
"g004819_000004","g004819","yhfQ","hypothetical protein",90,16,124,1,1,1,0,0,0,0,124,"hypothetical protein(71):Putative ABC transporter substrate-binding lipoprotein YhfQ(53)","NA(71):yhfQ(53)",954,954,954,3074,4,"Tul003_04511","S2_04842","CFBP6927_04495","M109cC1478_00905"
"g003281_1_000005","g003281_1","yqjH","NADPH-dependent ferric-chelate reductase",80,22,124,1.01,1,2,0,1,0,1,125,"NADPH-dependent ferric-chelate reductase(125)","yqjH(125)",375,840,832.85,3074,5,"Tul003_04510","S2_04841","CFBP6927_04494","M109cC1478_00906"
"g006087_000004","g006087",NA,"hypothetical protein",90,12,124,1,1,1,0,0,0,0,124,"hypothetical protein(124)","NA(124)",429,633,457.69,3076,1,"Tul003_04275","S2_04040","CFBP6927_04255","M109cC1478_01136"
"g001309_000001","g001309",NA,"hypothetical protein",60,39,124,1,1,1,0,0,0,0,124,"hypothetical protein(124)","NA(124)",294,462,396.94,3076,2,"Tul003_04274","S2_04041","CFBP6927_04254","M109cC1478_01137"
"g002623_000002","g002623",NA,"hypothetical protein",70,28,124,1,1,1,0,0,0,0,124,"hypothetical protein(124)","NA(124)",414,426,414.97,3076,3,"Tul003_04273","S2_04042","CFBP6927_04253","M109cC1478_01138"
"g002304_000001","g002304","sodB","Superoxide dismutase [Fe]",60,30,124,1,1,1,0,0,0,0,124,"Superoxide dismutase [Fe](122):Superoxide dismutase [Mn/Fe](2)","sodB(124)",687,696,694.86,3077,1,"Tul003_02847","S2_03891","CFBP6927_04820","M109cC1478_04946"
"g000521_1_000004","g000521_1",NA,"hypothetical protein",70,44,124,1.01,1,2,1,1,1,1,125,"hypothetical protein(126)","NA(126)",417,1350,1293.43,3079,1,"Tul003_03456","S2_02776","CFBP6927_03409","M109cC1478_05712"
"g004638_000001","g004638","ubiE","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE",60,17,124,1.01,1,2,0,1,0,1,125,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE(123):hypothetical protein(1):Demethylmenaquinone methyltransferase(1)","ubiE(123):menG(1):NA(1)",177,861,775.06,3086,1,"Tul003_01149","S2_00040","CFBP6927_01392","M109cC1478_03871;M109cC1478_04970"
"g008090_000002","g008090",NA,"hypothetical protein",70,6,124,1.01,1,2,0,1,0,1,125,"hypothetical protein(125)","NA(125)",546,942,931.63,3087,1,"Tul003_05260",NA,NA,NA
"g002358_1_000001","g002358_1",NA,"hypothetical protein",60,27,124,1.01,1,2,0,1,0,1,125,"hypothetical protein(125)","NA(125)",237,1065,990.65,3088,1,"Tul003_03942","S2_03287","CFBP6927_03895","M109cC1478_03217"
"g000942","g000942","yfcG","Disulfide-bond oxidoreductase YfcG",50,44,123,1,1,1,1,0,1,0,123,"Disulfide-bond oxidoreductase YfcG(123):hypothetical protein(1)","yfcG(123):NA(1)",207,675,626.95,3097,1,"Tul003_03159","S2_01864","CFBP6927_03109","M109cC1478_05413"
"g002782_000003","g002782",NA,"hypothetical protein",80,27,122,1,1,1,0,0,0,0,122,"hypothetical protein(122)","NA(122)",228,279,239.09,3099,1,"Tul003_04509","S2_04840","CFBP6927_04493","M109cC1478_00907"
"g002988_000003","g002988",NA,"hypothetical protein",80,25,122,1,1,1,0,0,0,0,122,"hypothetical protein(122)","NA(122)",2823,2868,2839.38,3099,2,"Tul003_04508","S2_04839","CFBP6927_04492","M109cC1478_00908"
"g003033_000003","g003033","dhbF","Dimodular nonribosomal peptide synthase",80,25,122,1,1,1,0,0,0,0,122,"Dimodular nonribosomal peptide synthase(122)","dhbF(122)",1347,1347,1347,3099,3,"Tul003_04507","S2_04838","CFBP6927_04491","M109cC1478_00909"
"g000701_000003","g000701","dltA","D-alanine--poly(phosphoribitol) ligase subunit 1",80,48,122,1.01,1,2,1,1,1,1,123,"D-alanine--poly(phosphoribitol) ligase subunit 1(98):Linear gramicidin synthase subunit B(23):Tyrocidine synthase 3(2):hypothetical protein(1)","dltA(98):lgrB(23):tycC(2):NA(1)",297,4485,4361.83,3099,4,"Tul003_04506","S2_04837","CFBP6927_04490","M109cC1478_00910"
"g005316_000004","g005316","entC","Isochorismate synthase EntC",90,14,122,1,1,1,0,0,0,0,122,"Isochorismate synthase EntC(122)","entC(122)",1176,1176,1176,3099,5,"Tul003_04505","S2_04836","CFBP6927_04489","M109cC1478_00911"
"g002208_1_000004","g002208_1","nikA","hypothetical protein",80,16,122,1.08,1,2,0,10,0,10,132,"hypothetical protein(99):Nickel-binding periplasmic protein(33)","NA(99):nikA(33)",1623,1635,1623.18,3100,1,"Tul003_03724","S2_04776","CFBP6927_03677","M109cC1478_05913"
"g004799_000002","g004799","gsiC","Glutathione transport system permease protein GsiC",70,16,122,1.08,1,2,0,10,0,10,132,"Glutathione transport system permease protein GsiC(132)","gsiC(132)",1002,1047,1009.95,3100,2,"Tul003_03723","S2_04775","CFBP6927_03676","M109cC1478_05912"
"g004194_1_000003","g004194_1","gsiD","Glutathione transport system permease protein GsiD",70,18,122,1.08,1,2,0,10,0,10,132,"Glutathione transport system permease protein GsiD(130):hypothetical protein(2)","gsiD(130):NA(2)",867,873,872.86,3100,3,"Tul003_03722","S2_04774","CFBP6927_03675","M109cC1478_05911"
"g004278_1_000003","g004278_1","yejF","putative ABC transporter ATP-binding protein YejF",70,17,122,1.08,1,2,1,10,1,10,132,"putative ABC transporter ATP-binding protein YejF(86):Glutathione import ATP-binding protein GsiA(32):putative ABC transporter ATP-binding protein(14):hypothetical protein(1)","yejF(86):gsiA(32):NA(15)",504,1683,1656.47,3100,4,"Tul003_03721","S2_04773","CFBP6927_03674","(M109cC1478_05909:M109cC1478_05910)"
"g004583_000001","g004583",NA,"2-haloacrylate reductase",60,16,122,1.08,1,3,1,6,1,10,132,"2-haloacrylate reductase(130):hypothetical protein(3)","NA(133)",288,969,915.56,3101,1,NA,NA,NA,"M109cC1478_02280"
"g004246","g004246",NA,"hypothetical protein",50,19,122,1,1,1,0,0,0,0,122,"hypothetical protein(122)","NA(122)",282,291,290.51,3102,1,"Tul003_04667","S2_04241","CFBP6927_02902","M109cC1478_03696"
"g004018_000004","g004018","entA","2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase",90,20,122,1,1,1,0,0,0,0,122,"2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase(122)","entA(122)",726,792,756.1,3103,1,"Tul003_04502","S2_04833","CFBP6927_04486","M109cC1478_00914"
"g005893_000003","g005893","ygaU","putative protein YgaU",80,11,122,1,1,1,0,0,0,0,122,"putative protein YgaU(122)","ygaU(122)",450,474,450.44,3105,1,"Tul003_02559","S2_02464","CFBP6927_02815","M109cC1478_04443"
"g002318_2_000012","g002318_2","acpP","Acyl carrier protein AcpP",80,13,122,1,1,1,0,0,0,0,122,"Acyl carrier protein AcpP(121):Acyl carrier protein(1)","acpP(122)",237,309,237.59,3106,1,"Tul003_04658","S2_04250","CFBP6927_02911","M109cC1478_03687"
"g002529_1_000012","g002529_1","sasA","Adaptive-response sensory-kinase SasA",80,14,122,1,1,1,2,0,2,0,122,"Adaptive-response sensory-kinase SasA(121):hypothetical protein(2):Sensor histidine kinase CpxA(1)","sasA(121):NA(2):cpxA(1)",237,1341,1310.73,3108,1,"Tul003_02938","S2_03800","CFBP6927_04724","M109cC1478_04856"
"g000196_1_000001","g000196_1",NA,"Tn3 family transposase ISAzs17",60,56,121,1.35,1,5,29,30,36,42,163,"Tn3 family transposase ISAzs17(79):Tn3 family transposase ISAli20(62):hypothetical protein(46):Tn3 family transposase ISAcsp1(9):Tn3 family transposase ISSod9(5):Tn3 family transposase TnAs1(4):Tn3 family transposase ISMex38(1)","NA(206)",156,3099,1701.07,3109,1,"Tul003_04984","S2_05497",NA,"M109cC1478_01230;M109cC1478_03803;M109cC1478_04478"
"g006730_000003","g006730","braC","Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein",80,10,121,1,1,1,0,0,0,0,121,"Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein(118):hypothetical protein(3)","braC(118):NA(3)",210,1194,1168.98,3112,1,NA,"S2_00065","CFBP6927_01358","M109cC1478_01821"
"g012842_000001","g012842",NA,"hypothetical protein",60,4,121,1,1,1,0,0,0,0,121,"hypothetical protein(121)","NA(121)",1038,1617,1570.81,3113,1,"Tul003_05296",NA,NA,NA
"g002208_2_000003","g002208_2","nikA","hypothetical protein",70,14,121,1.08,1,2,0,10,0,10,131,"hypothetical protein(112):Nickel-binding periplasmic protein(19)","NA(112):nikA(19)",1629,1647,1636.24,3116,1,"Tul003_03725","S2_04777","CFBP6927_03678","M109cC1478_05914"
"g005218","g005218",NA,"hypothetical protein",50,15,121,1,1,1,0,0,0,0,121,"hypothetical protein(121)","NA(121)",255,279,268.34,3117,1,"Tul003_01650",NA,"CFBP6927_01896",NA
"g004108_000001","g004108","cra","Catabolite repressor/activator",60,15,121,1.01,1,2,1,1,1,1,122,"Catabolite repressor/activator(118):hypothetical protein(3):HTH-type transcriptional repressor PurR(2)","cra(118):NA(3):purR(2)",177,1158,1057.27,3119,1,"Tul003_04252","S2_04063","CFBP6927_04232","M109cC1478_01159"
"g001795","g001795","rcsC","hypothetical protein",50,32,121,1.02,1,2,1,3,1,3,124,"hypothetical protein(124):Sensor histidine kinase RcsC(1)","NA(124):rcsC(1)",174,573,266.95,3120,1,"Tul003_03416","S2_02121","CFBP6927_03368",NA
"g006878_000002","g006878","rbsC","Ribose import permease protein RbsC",70,10,120,1,1,1,0,0,0,0,120,"Ribose import permease protein RbsC(120)","rbsC(120)",999,1017,1016.58,3121,1,"Tul003_04255","S2_04060","CFBP6927_04235","M109cC1478_01156"
"g004821_000002","g004821","rbsC","Ribose import permease protein RbsC",70,16,120,1,1,1,0,0,0,0,120,"Ribose import permease protein RbsC(113):Autoinducer 2 import system permease protein LsrD(7)","rbsC(113):lsrD(7)",996,996,996,3121,2,"Tul003_04256","S2_04059","CFBP6927_04236","M109cC1478_01155"
"g001071_000001","g001071",NA,"L-ribulose 3-epimerase",60,42,120,1.02,1,2,1,2,1,2,122,"L-ribulose 3-epimerase(117):D-tagatose 3-epimerase(4):hypothetical protein(2)","NA(123)",360,858,842.05,3121,3,"Tul003_04257","S2_04058","CFBP6927_04237","M109cC1478_01154"
"g001266","g001266","udk","Uridine kinase",50,37,120,1,1,1,0,0,0,0,120,"Uridine kinase(108):Pantothenate kinase(11):hypothetical protein(1)","udk(108):coaA(11):NA(1)",453,696,644.9,3121,4,"Tul003_04258","S2_04057","CFBP6927_04238","M109cC1478_01153"
"g012338_000003","g012338",NA,"hypothetical protein",80,5,120,1.01,1,2,0,1,0,1,121,"hypothetical protein(121)","NA(121)",243,270,244.81,3122,1,"Tul003_05266",NA,NA,NA
"g000949_1_000001","g000949_1","ydfG","hypothetical protein",60,33,120,1.02,1,2,0,2,0,2,122,"hypothetical protein(89):NADP-dependent 3-hydroxy acid dehydrogenase YdfG(27):Dihydroanticapsin 7-dehydrogenase(2):2-(R)-hydroxypropyl-CoM dehydrogenase(2):3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase(1):Cyclopentanol dehydrogenase(1)","NA(89):ydfG(27):xecD(2):bacC(2):cpnA(1):fabG3(1)",312,753,734.58,3124,1,"Tul003_03007","S2_04504","CFBP6927_04653","M109cC1478_04719"
"g005598_1_000005","g005598_1","nepI","Purine ribonucleoside efflux pump NepI",80,9,120,1,1,1,1,0,1,0,120,"Purine ribonucleoside efflux pump NepI(121)","nepI(121)",360,1218,1202.08,3125,1,"Tul003_03128","S2_01833","CFBP6927_03077","M109cC1478_05382"
"g004033_000002","g004033","yehB","hypothetical protein",70,19,120,1,1,1,0,0,0,0,120,"hypothetical protein(95):Outer membrane usher protein YehB(19):Outer membrane usher protein FimD(6)","NA(95):yehB(19):fimD(6)",1596,2451,2420.62,3127,1,"Tul003_04405","S2_04354","CFBP6927_04390","M109cC1478_01011"
"g000842_000001","g000842","rhaR","HTH-type transcriptional activator RhaR",60,39,120,1,1,1,1,0,1,0,120,"HTH-type transcriptional activator RhaR(94):HTH-type transcriptional activator RhaS(26):hypothetical protein(1)","rhaR(94):rhaS(26):NA(1)",222,876,865.44,3129,1,"Tul003_02925","S2_03813","(CFBP6927_04740:CFBP6927_04741)","M109cC1478_04872"
"g002385","g002385","lptB","Lipopolysaccharide export system ATP-binding protein LptB",50,29,120,1.2,1,2,0,24,0,24,144,"Lipopolysaccharide export system ATP-binding protein LptB(144)","lptB(144)",720,786,735.79,3130,1,"Tul003_04895",NA,NA,NA
"g004339","g004339",NA,"hypothetical protein",50,18,120,1,1,1,0,0,0,0,120,"hypothetical protein(120)","NA(120)",306,960,941.95,3131,1,NA,NA,NA,"M109cC1478_00194"
"g004408_1_000005","g004408_1","galC","4-carboxy-4-hydroxy-2-oxoadipic acid aldolase",80,11,120,1.01,1,2,0,1,0,1,121,"4-carboxy-4-hydroxy-2-oxoadipic acid aldolase(100):4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase(21)","galC(100):proA(21)",672,672,672,3135,1,"Tul003_05046",NA,NA,NA
"g004666_1_000004","g004666_1",NA,"hypothetical protein",90,9,120,1.07,1,2,0,8,0,8,128,"hypothetical protein(128)","NA(128)",354,462,423.19,3136,1,"Tul003_05208",NA,NA,NA
"g003254_000002","g003254","phzF","Trans-2%2C3-dihydro-3-hydroxyanthranilate isomerase",70,24,120,1,1,1,0,0,0,0,120,"Trans-2%2C3-dihydro-3-hydroxyanthranilate isomerase(71):hypothetical protein(47):putative isomerase YddE(2)","phzF(71):NA(47):yddE(2)",333,858,837.65,3137,1,"Tul003_03920","S2_03309","CFBP6927_03873","M109cC1478_03194"
"g005860_000001","g005860","galB","4-oxalmesaconate hydratase",60,13,120,1.03,1,2,0,4,0,4,124,"4-oxalmesaconate hydratase(124)","galB(124)",729,747,734.95,3138,1,"Tul003_05048",NA,NA,NA
"g002701_1_000001","g002701_1",NA,"hypothetical protein",60,18,119,1,1,1,0,0,0,0,119,"hypothetical protein(119)","NA(119)",849,861,860.02,3139,1,"Tul003_04091","S2_03139","CFBP6927_04059","M109cC1478_03366"
"g001830","g001830",NA,"hypothetical protein",50,34,119,1,1,1,0,0,0,0,119,"hypothetical protein(119)","NA(119)",411,411,411,3139,2,"Tul003_04090","S2_03140","CFBP6927_04058","M109cC1478_03365"
"g006140_000004","g006140","dpe","D-psicose 3-epimerase",90,12,119,1,1,1,0,0,0,0,119,"D-psicose 3-epimerase(119)","dpe(119)",483,870,866.67,3141,1,"Tul003_04259","S2_04056","CFBP6927_04239","M109cC1478_01152"
"g006912_000005","g006912",NA,"hypothetical protein",95,9,119,1,1,1,1,0,1,0,119,"hypothetical protein(120)","NA(120)",351,1032,1023.98,3143,1,"Tul003_01684","S2_03355","CFBP6927_01946","(M109cC1478_00727:M109cC1478_00728)"
"g004186_000002","g004186",NA,"hypothetical protein",70,18,119,1,1,1,0,0,0,0,119,"hypothetical protein(119)","NA(119)",126,141,138.55,3145,1,"Tul003_04663","S2_04245","CFBP6927_02906",NA
"g001591_1_000001","g001591_1","mliC","hypothetical protein",60,33,119,1.01,1,2,0,1,0,1,120,"hypothetical protein(105):Membrane-bound lysozyme inhibitor of C-type lysozyme(15)","NA(105):mliC(15)",237,408,367.73,3146,1,"Tul003_01637","S2_03400","CFBP6927_01883","M109cC1478_00774"
"g004716_1_000004","g004716_1",NA,"hypothetical protein",90,9,119,1.05,1,2,3,6,3,6,125,"hypothetical protein(128)","NA(128)",177,1611,420.09,3147,1,"Tul003_05149",NA,NA,NA
"g007722_000003","g007722",NA,"hypothetical protein",80,9,119,1,1,1,0,0,0,0,119,"hypothetical protein(119)","NA(119)",222,222,222,3149,1,"Tul003_02145","S2_05352","CFBP6927_02404","M109cC1478_00264"
"g009928_000004","g009928","potA","Spermidine/putrescine import ATP-binding protein PotA",90,6,119,1,1,1,0,0,0,0,119,"Spermidine/putrescine import ATP-binding protein PotA(119)","potA(119)",906,1062,1060.69,3151,1,"Tul003_02210","S2_03586","CFBP6927_02468","M109cC1478_03901"
"g005043_000004","g005043","bepR","HTH-type transcriptional repressor BepR",90,12,119,1,1,1,1,0,1,0,119,"HTH-type transcriptional repressor BepR(118):hypothetical protein(2)","bepR(118):NA(2)",291,630,618.23,3152,1,"Tul003_03099","S2_01804","CFBP6927_03048","M109cC1478_05352"
"g007533_000004","g007533","feaR","Transcriptional activator FeaR",90,6,119,1,1,1,4,0,4,0,119,"Transcriptional activator FeaR(115):hypothetical protein(8)","feaR(115):NA(8)",195,1065,1007.05,3153,1,"Tul003_04084","S2_03146","CFBP6927_04052","M109cC1478_03359"
"g009324_000004","g009324","livH","High-affinity branched-chain amino acid transport system permease protein LivH",90,7,118,1,1,1,0,0,0,0,118,"High-affinity branched-chain amino acid transport system permease protein LivH(118)","livH(118)",873,873,873,3154,1,NA,"S2_00064","CFBP6927_01359","M109cC1478_01820"
"g009030_000003","g009030",NA,"hypothetical protein",80,7,118,1,1,1,0,0,0,0,118,"hypothetical protein(118)","NA(118)",987,987,987,3154,2,NA,"S2_00063","CFBP6927_01360","M109cC1478_01819"
"g010967_000003","g010967","lptB","Lipopolysaccharide export system ATP-binding protein LptB",80,6,118,1,1,1,0,0,0,0,118,"Lipopolysaccharide export system ATP-binding protein LptB(118)","lptB(118)",771,774,771.94,3154,3,NA,"S2_00062","CFBP6927_01361","M109cC1478_01818"
"g009589_000004","g009589","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",90,7,118,1,1,1,0,0,0,0,118,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(118)","livF(118)",741,744,743.85,3154,4,NA,"S2_00061","CFBP6927_01362","M109cC1478_01817"
"g008111_000002","g008111","cynR","HTH-type transcriptional regulator CynR",70,6,118,1,1,1,1,0,1,0,118,"HTH-type transcriptional regulator CynR(76):HTH-type transcriptional regulator ArgP(36):HTH-type transcriptional regulator GltC(3):HTH-type transcriptional regulator CysL(2):hypothetical protein(2)","cynR(76):argP(36):gltC(3):NA(2):cysL(2)",246,939,928.24,3154,5,NA,"S2_00059","CFBP6927_01364","M109cC1478_01815"
"g007863_000004","g007863","apc3","Acetophenone carboxylase gamma subunit",90,8,118,1,1,1,0,0,0,0,118,"Acetophenone carboxylase gamma subunit(118)","apc3(118)",2064,2064,2064,3154,6,NA,"S2_00058","CFBP6927_01365","M109cC1478_01814"
"g007318","g007318","braC","hypothetical protein",50,9,118,1,1,1,0,0,0,0,118,"hypothetical protein(115):Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein(3)","NA(115):braC(3)",1167,1176,1168.37,3155,1,"Tul003_05053",NA,NA,NA
"g007612_000001","g007612","livH","hypothetical protein",60,9,118,1,1,1,0,0,0,0,118,"hypothetical protein(69):High-affinity branched-chain amino acid transport system permease protein LivH(49)","NA(69):livH(49)",852,861,855.18,3155,2,"Tul003_05049",NA,NA,NA
"g005699","g005699",NA,"hypothetical protein",50,12,118,1,1,1,0,0,0,0,118,"hypothetical protein(118)","NA(118)",1029,1068,1049.62,3155,3,"Tul003_05050",NA,NA,NA
"g007152_000001","g007152","lptB","Lipopolysaccharide export system ATP-binding protein LptB",60,10,118,1,1,1,0,0,0,0,118,"Lipopolysaccharide export system ATP-binding protein LptB(117):Cobalt import ATP-binding protein CbiO(1)","lptB(117):cbiO(1)",747,756,755.19,3155,4,"Tul003_05051",NA,NA,NA
"g006454_000001","g006454","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",60,11,118,1,1,1,0,0,0,0,118,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(118)","livF(118)",702,771,736.14,3155,5,"Tul003_05052",NA,NA,NA
"g000103_3_000002","g000103_3","opuAA","Glycine betaine transport ATP-binding protein OpuAA",60,11,118,1,1,1,0,0,0,0,118,"Glycine betaine transport ATP-binding protein OpuAA(116):hypothetical protein(2)","opuAA(116):NA(2)",462,834,823.93,3160,1,"Tul003_04278","S2_05096","CFBP6927_04258","M109cC1478_01134"
"g002808","g002808","eryA","6-deoxyerythronolide-B synthase EryA2%2C modules 3 and 4",50,24,118,1,1,1,1,0,1,0,118,"6-deoxyerythronolide-B synthase EryA2%2C modules 3 and 4(74):L-threonine 3-dehydrogenase(38):hypothetical protein(6):Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC(1)","eryA(74):tdh(38):NA(6):ppsC(1)",1062,7470,3416.04,3161,1,NA,"S2_04971",NA,NA
"g003498","g003498",NA,"hypothetical protein",50,22,118,1,1,1,2,0,2,0,118,"hypothetical protein(120)","NA(120)",411,2106,1728.1,3162,1,"Tul003_03885","S2_05578","CFBP6927_03838","M109cC1478_03159"
"g000247_000001","g000247",NA,"hypothetical protein",60,63,118,1.39,1,7,34,31,38,46,164,"hypothetical protein(203)","NA(203)",165,1581,1058.28,3164,1,NA,NA,NA,"(M109cC1478_00201:M109cC1478_03874);M109cC1478_03029"
"g002841","g002841",NA,"hypothetical protein",50,23,117,1.01,1,2,4,1,4,1,118,"hypothetical protein(122)","NA(122)",171,1392,1188.25,3167,1,"Tul003_01321","S2_02970","(CFBP6927_01569:CFBP6927_01570)","M109cC1478_03519"
"g003054","g003054",NA,"hypothetical protein",50,25,117,1,1,1,0,0,0,0,117,"hypothetical protein(117)","NA(117)",435,594,554.49,3167,2,"Tul003_01320","S2_02971","CFBP6927_01568","M109cC1478_03518"
"g003897","g003897",NA,"hypothetical protein",50,19,117,1,1,1,0,0,0,0,117,"hypothetical protein(117)","NA(117)",495,618,584.31,3167,3,"Tul003_01319","S2_02972","CFBP6927_01567","M109cC1478_03517"
"g000950_000001","g000950",NA,"hypothetical protein",60,43,117,1,1,1,0,0,0,0,117,"hypothetical protein(117)","NA(117)",423,807,720.9,3171,1,"Tul003_03251","S2_01957","CFBP6927_03201","M109cC1478_05506"
"g002938","g002938","livH","High-affinity branched-chain amino acid transport system permease protein LivH",50,26,117,1.2,1,2,0,23,0,23,140,"High-affinity branched-chain amino acid transport system permease protein LivH(140)","livH(140)",684,867,856.61,3172,1,"Tul003_04897",NA,NA,NA
"g002359","g002359",NA,"hypothetical protein",50,28,117,1.05,1,2,0,6,0,6,123,"hypothetical protein(123)","NA(123)",381,1377,1195.8,3173,1,"Tul003_04167","S2_04153",NA,"M109cC1478_02247"
"g007351_000005","g007351","apc4","Acetophenone carboxylase delta subunit",95,4,117,1,1,1,2,0,2,0,117,"Acetophenone carboxylase delta subunit(108):hypothetical protein(11)","apc4(108):NA(11)",330,1677,1648.46,3174,1,NA,"S2_00057","CFBP6927_01366","M109cC1478_01813"
"g002613_1_000001","g002613_1",NA,"hypothetical protein",60,25,117,1.09,1,2,0,11,0,11,128,"hypothetical protein(128)","NA(128)",297,441,350.27,3176,1,"Tul003_04499","S2_04830","CFBP6927_04483","M109cC1478_00917"
"g002148_2_000067","g002148_2",NA,"hypothetical protein",95,5,117,1.06,1,2,0,7,0,7,124,"hypothetical protein(124)","NA(124)",210,516,212.47,3178,1,"Tul003_05216",NA,NA,NA
"g005418_000001","g005418","srpB","Protein SrpB",60,12,117,1,1,1,1,0,1,0,117,"Protein SrpB(111):hypothetical protein(7)","srpB(111):NA(7)",228,522,482.95,3179,1,"Tul003_04088","S2_03142","CFBP6927_04056","M109cC1478_03363"
"g008674","g008674","asnB","Asparagine synthetase [glutamine-hydrolyzing] 1",50,7,116,1,1,1,0,0,0,0,116,"Asparagine synthetase [glutamine-hydrolyzing] 1(116)","asnB(116)",1953,1986,1959.54,3180,1,"Tul003_04400","S2_04359","CFBP6927_04385","M109cC1478_01016"
"g010909","g010909",NA,"hypothetical protein",50,6,116,1,1,1,0,0,0,0,116,"hypothetical protein(116)","NA(116)",255,276,271.84,3180,2,"Tul003_04401","S2_04358","CFBP6927_04386","M109cC1478_01015"
"g008150_000001","g008150","nadE","NH(3)-dependent NAD(+) synthetase",60,8,116,1,1,1,0,0,0,0,116,"NH(3)-dependent NAD(+) synthetase(116)","nadE(116)",972,999,998.72,3180,3,"Tul003_04403","S2_04356","CFBP6927_04388","M109cC1478_01013"
"g003731_000004","g003731","ldhA","D-lactate dehydrogenase",90,21,116,1,1,1,0,0,0,0,116,"D-lactate dehydrogenase(116)","ldhA(116)",993,1014,1010.59,3183,1,"Tul003_03767","S2_03930","CFBP6927_03720","M109cC1478_05955"
"g006113_000002","g006113","decR","DNA-binding transcriptional activator DecR",70,12,116,1.03,1,2,0,3,0,3,119,"DNA-binding transcriptional activator DecR(78):hypothetical protein(29):HTH-type transcriptional regulator LrpC(12)","decR(78):NA(29):lrpC(12)",189,480,422.47,3190,1,"Tul003_04811",NA,NA,NA
"g000309_000001","g000309","doeA","Ectoine hydrolase",60,62,116,1,1,1,114,0,114,0,116,"Ectoine hydrolase(115):Delta(1)-pyrroline-2-carboxylate reductase(70):Alanine dehydrogenase(45)","doeA(115):arcB(58):ala(45):NA(12)",1014,2190,1101.65,3191,1,"(Tul003_04266:Tul003_04267)","(S2_04048:S2_04049)","(CFBP6927_04246:CFBP6927_04247)","(M109cC1478_01144:M109cC1478_01145)"
"g006048_000001","g006048","ousX","Glycine betaine-binding periplasmic protein OusX",60,11,116,1,1,1,1,0,1,0,116,"Glycine betaine-binding periplasmic protein OusX(103):hypothetical protein(13):Glycine betaine/proline betaine-binding periplasmic protein(1)","ousX(103):NA(13):proX(1)",381,1038,1028.31,3192,1,"Tul003_04280","S2_05094","CFBP6927_04260","M109cC1478_01132"
"g002405_000003","g002405","doeB","N-alpha-acetyl-L-2%2C4-diaminobutyric acid deacetylase",80,25,115,1,1,1,1,0,1,0,115,"N-alpha-acetyl-L-2%2C4-diaminobutyric acid deacetylase(115):hypothetical protein(1)","doeB(115):NA(1)",255,1020,1005.21,3193,1,"Tul003_04265","S2_04050","CFBP6927_04245","M109cC1478_01146"
"g005173_000001","g005173","argT","Lysine/arginine/ornithine-binding periplasmic protein",60,15,115,1,1,1,0,0,0,0,115,"Lysine/arginine/ornithine-binding periplasmic protein(100):hypothetical protein(12):putative amino-acid ABC transporter-binding protein(3)","argT(100):NA(15)",846,858,852.42,3193,2,"Tul003_04264","S2_04051","CFBP6927_04244","M109cC1478_01147"
"g005750_000001","g005750","glnP","Glutamine transport system permease protein GlnP",60,13,115,1,1,1,0,0,0,0,115,"Glutamine transport system permease protein GlnP(101):L-cystine transport system permease protein YecS(14)","glnP(101):yecS(14)",666,666,666,3193,3,"Tul003_04263","S2_04052","CFBP6927_04243","M109cC1478_01148"
"g005474_000002","g005474","artQ","Arginine transport system permease protein ArtQ",70,14,115,1,1,1,0,0,0,0,115,"Arginine transport system permease protein ArtQ(100):L-cystine transport system permease protein YecS(15)","artQ(100):yecS(15)",693,693,693,3193,4,"Tul003_04262","S2_04053","CFBP6927_04242","M109cC1478_01149"
"g003748_1_000001","g003748_1",NA,"hypothetical protein",60,13,115,1.06,1,2,0,7,0,7,122,"hypothetical protein(122)","NA(122)",399,432,401.48,3195,1,"Tul003_05230",NA,NA,NA
"g006042_1_000002","g006042_1","nit1","Deaminated glutathione amidase",70,8,115,1,1,1,3,0,3,0,115,"Deaminated glutathione amidase(118)","nit1(118)",411,885,781.91,3196,1,"Tul003_03874","S2_05589","CFBP6927_03827","M109cC1478_03148"
