"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DSM25558","DSM25559","B203","SBV_31","SBV_32","SBV33","NCPPB1650"
"g001301","g001301","ssuA","Putative aliphatic sulfonates-binding protein",50,39,208,1,1,1,0,0,0,0,208,"Putative aliphatic sulfonates-binding protein(146):hypothetical protein(62)","ssuA(146):NA(62)",771,879,856.79,1754,1,"DSM25558_00165","DSM25559_04566",NA,NA,NA,NA,NA
"g006333_000003","g006333","ssuD","Alkanesulfonate monooxygenase",80,11,208,1,1,1,0,0,0,0,208,"Alkanesulfonate monooxygenase(208)","ssuD(208)",1128,1134,1130.47,1754,2,"DSM25558_00164","DSM25559_04565",NA,NA,NA,NA,NA
"g000337_000001","g000337","dinB","DNA polymerase IV",60,61,208,1.08,1,3,2,16,3,17,225,"DNA polymerase IV(225):DNA polymerase IV 1(2):hypothetical protein(1)","dinB(225):dinB1(2):NA(1)",177,1164,1024.96,1755,1,"DSM25558_00657","DSM25559_02857","B203_03395","SBV_31_00691","SBV_32_00690","SBV33_00689","NCPPB1650_04845"
"g004479_000001","g004479","lmrA","Multidrug resistance ABC transporter ATP-binding and permease protein",60,17,208,1,1,1,0,0,0,0,208,"Multidrug resistance ABC transporter ATP-binding and permease protein(115):Lipid A export ATP-binding/permease protein MsbA(93)","lmrA(115):msbA(93)",1800,1938,1802.93,1758,1,"DSM25558_04202","DSM25559_00814","B203_03928","SBV_31_02500","SBV_32_02439","SBV33_02502","NCPPB1650_01788"
"g000024_1_000009","g000024_1","vgrG1","hypothetical protein",80,136,207,2.35,1,7,15,135,18,279,486,"hypothetical protein(486):Actin cross-linking toxin VgrG1(18)","NA(486):vgrG1(18)",123,2655,1955.92,1762,1,"(DSM25558_03359:DSM25558_03360);DSM25558_01690;DSM25558_04532","DSM25559_02375;DSM25559_05042;DSM25559_05236","B203_00571;B203_02320;B203_02917","(SBV_31_00212:SBV_31_00213);SBV_31_00898;SBV_31_01091;SBV_31_01511;SBV_31_03622","(SBV_32_00211:SBV_32_00212);SBV_32_00898;SBV_32_01091;SBV_32_01527;SBV_32_03655","(SBV33_00211:SBV33_00212);SBV33_00896;SBV33_01088;SBV33_01499;SBV33_03623","(NCPPB1650_04366:NCPPB1650_04367);NCPPB1650_00780;NCPPB1650_01155;NCPPB1650_03205"
"g001652_1_000001","g001652_1","pikAII","Narbonolide/10-deoxymethynolide synthase PikA2%2C modules 3 and 4",60,30,207,1.04,1,3,0,5,0,8,215,"Narbonolide/10-deoxymethynolide synthase PikA2%2C modules 3 and 4(161):Zinc-type alcohol dehydrogenase-like protein(51):Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC(3)","pikAII(161):NA(51):ppsC(3)",948,1101,1003.09,1763,1,"DSM25558_00012","DSM25559_01416","B203_03507","SBV_31_03293","SBV_32_03629","SBV33_03597","NCPPB1650_01026"
"g000105","g000105",NA,"hypothetical protein",50,83,206,1,1,1,0,0,0,0,206,"hypothetical protein(206)","NA(206)",519,897,882.87,1765,1,"DSM25558_01450","DSM25559_05006","B203_01769","SBV_31_01930","SBV_32_01949","SBV33_01919","NCPPB1650_03625"
"g004120_000001","g004120",NA,"hypothetical protein",60,19,205,1,1,2,0,1,0,1,206,"hypothetical protein(206)","NA(206)",540,759,544.76,1767,1,"DSM25558_00781","DSM25559_00896","B203_03847","SBV_31_02583","SBV_32_02356","SBV33_02585","NCPPB1650_01705"
"g005272_000002","g005272","dctM","C4-dicarboxylate TRAP transporter large permease protein DctM",70,14,205,1,1,2,1,1,1,1,206,"C4-dicarboxylate TRAP transporter large permease protein DctM(206):hypothetical protein(1)","dctM(206):NA(1)",141,1527,1480.72,1767,2,"DSM25558_00780","DSM25559_00897","B203_03846","SBV_31_02584","SBV_32_02355","SBV33_02586","NCPPB1650_01704"
"g003537_000001","g003537",NA,"hypothetical protein",60,22,205,1,1,1,2,0,2,0,205,"hypothetical protein(207)","NA(207)",189,1149,1122.71,1769,1,"DSM25558_03379","DSM25559_02394","B203_02936","SBV_31_00231","SBV_32_00230","SBV33_00230","NCPPB1650_04385"
"g000534_1_000001","g000534_1","yagS","Putative xanthine dehydrogenase YagS FAD-binding subunit",60,37,205,1.06,1,2,4,13,4,13,218,"Putative xanthine dehydrogenase YagS FAD-binding subunit(222)","yagS(222)",951,981,952.22,1771,1,"DSM25558_00029;DSM25558_02499","DSM25559_01188;DSM25559_01433","B203_03490;B203_03734","SBV_31_03276;SBV_31_03563","SBV_32_03359;SBV_32_03646","SBV33_03326;SBV33_03614","NCPPB1650_01043;NCPPB1650_03144"
"g001888","g001888",NA,"hypothetical protein",50,33,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",996,1026,1007.09,1772,1,"DSM25558_03372","DSM25559_02387","B203_02929","SBV_31_00224","SBV_32_00223","SBV33_00223","NCPPB1650_04378"
"g003660_000001","g003660",NA,"hypothetical protein",60,21,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",1782,1815,1782.56,1772,2,"DSM25558_03371","DSM25559_02386","B203_02928","SBV_31_00223","SBV_32_00222","SBV33_00222","NCPPB1650_04377"
"g003964_000001","g003964",NA,"hypothetical protein",60,20,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",510,540,510.47,1772,3,"DSM25558_03370","DSM25559_02385","B203_02927","SBV_31_00222","SBV_32_00221","SBV33_00221","NCPPB1650_04376"
"g001384","g001384",NA,"hypothetical protein",50,38,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",822,831,825.72,1772,4,"DSM25558_03369","DSM25559_02384","B203_02926","SBV_31_00221","SBV_32_00220","SBV33_00220","NCPPB1650_04375"
"g003180_000002","g003180",NA,"hypothetical protein",70,20,204,1,1,1,2,0,2,0,204,"hypothetical protein(206)","NA(206)",312,1434,1376.75,1772,5,"DSM25558_03368","DSM25559_02383","B203_02925","SBV_31_00220","SBV_32_00219","SBV33_00219","NCPPB1650_04374"
"g005922_1_000005","g005922_1",NA,"hypothetical protein",80,11,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",309,1482,1476.16,1772,6,"DSM25558_03367","DSM25559_02382","B203_02924","SBV_31_00219","SBV_32_00218","SBV33_00218","NCPPB1650_04373"
"g005449_000003","g005449",NA,"hypothetical protein",80,14,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",510,525,511.62,1772,7,"DSM25558_03366","DSM25559_02381","B203_02923","SBV_31_00218","SBV_32_00217","SBV33_00217","NCPPB1650_04372"
"g001892","g001892",NA,"hypothetical protein",50,32,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",768,1077,1013.28,1772,8,"DSM25558_03365","DSM25559_02380","B203_02922","SBV_31_00217","SBV_32_00216","SBV33_00216","NCPPB1650_04371"
"g001237_1_000001","g001237_1","clpV1","Protein ClpV1",60,36,204,1,1,2,2,1,2,1,205,"Protein ClpV1(203):Chaperone protein ClpB(3):hypothetical protein(1)","clpV1(203):clpB(3):NA(1)",585,2778,2631.74,1772,9,"DSM25558_03364","DSM25559_02379","B203_02921","SBV_31_00216","SBV_32_00215","SBV33_00215","NCPPB1650_04370"
"g007123_000003","g007123",NA,"hypothetical protein",80,10,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",477,477,477,1772,10,"DSM25558_03363","DSM25559_02378","B203_02920","SBV_31_00215","SBV_32_00214","SBV33_00214","NCPPB1650_04369"
"g003511_000001","g003511",NA,"hypothetical protein",60,22,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",1500,1548,1514.03,1773,1,"DSM25558_03375","DSM25559_02390","B203_02932","SBV_31_00227","SBV_32_00226","SBV33_00226","NCPPB1650_04381"
"g002978_000001","g002978",NA,"hypothetical protein",60,25,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",3477,3507,3485.53,1773,2,"DSM25558_03376","DSM25559_02391","B203_02933","SBV_31_00228","SBV_32_00227","SBV33_00227","NCPPB1650_04382"
"g000152_1_000005","g000152_1","yagT","Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit",70,31,204,1.07,1,2,0,14,0,14,218,"Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit(218)","yagT(218)",519,759,615.07,1774,2,"DSM25558_00028;DSM25558_02498","DSM25559_01187;DSM25559_01432","B203_03491;B203_03735","SBV_31_03277;SBV_31_03564","SBV_32_03358;SBV_32_03645","SBV33_03325;SBV33_03613","NCPPB1650_01042;NCPPB1650_03145"
"g000520","g000520","glmU","Bifunctional protein GlmU",50,54,204,1.04,1,2,0,8,0,8,212,"Bifunctional protein GlmU(163):Nicotine blue oxidoreductase(27):Purine catabolism protein PucB(13):hypothetical protein(8):Molybdenum cofactor cytidylyltransferase(1)","glmU(163):nboR(27):pucB(13):NA(8):mocA(1)",174,1662,1082.48,1775,1,"DSM25558_02494","DSM25559_01183","B203_03739","SBV_31_03568","SBV_32_03354","SBV33_03321","NCPPB1650_03149"
"g000576","g000576",NA,"hypothetical protein",50,53,204,1.1,1,3,4,20,4,21,225,"hypothetical protein(229)","NA(229)",168,519,381,1778,1,"DSM25558_03203",NA,"B203_01863","SBV_31_01885","SBV_32_01904","SBV33_01874","NCPPB1650_03580"
"g000159_2_000001","g000159_2","dkgB","2%2C5-diketo-D-gluconic acid reductase B",60,35,204,1,1,2,1,1,1,1,205,"2%2C5-diketo-D-gluconic acid reductase B(205):Glyoxal reductase(1)","dkgB(205):yvgN(1)",273,846,823.24,1779,1,"DSM25558_02957","DSM25559_02077","B203_01933","SBV_31_01817","SBV_32_01836","SBV33_01806","NCPPB1650_03512"
"g000529","g000529",NA,"hypothetical protein",50,52,203,1.33,1,3,2,65,2,66,269,"hypothetical protein(271)","NA(271)",756,1002,893.19,1781,1,NA,NA,"B203_00196",NA,NA,NA,NA
"g005465_1_000005","g005465_1","gno","Gluconate 5-dehydrogenase",80,13,202,1,1,2,0,1,0,1,203,"Gluconate 5-dehydrogenase(203)","gno(203)",789,789,789,1784,1,"DSM25558_05359","DSM25559_02478","B203_03020","SBV_31_00313","SBV_32_00312","SBV33_00312","NCPPB1650_04468"
"g003855_000001","g003855","rbsA","Ribose import ATP-binding protein RbsA",60,19,202,1,1,1,1,0,1,0,202,"Ribose import ATP-binding protein RbsA(202):Fructose import ATP-binding protein FrcA(1)","rbsA(202):frcA(1)",447,1494,1471.95,1784,2,"DSM25558_05360","DSM25559_02479","B203_03021","SBV_31_00314","SBV_32_00313","SBV33_00313","NCPPB1650_04469"
"g006016_000001","g006016","rbsB","Ribose import binding protein RbsB",60,12,202,1,1,1,0,0,0,0,202,"Ribose import binding protein RbsB(202)","rbsB(202)",927,1053,930.52,1784,3,"DSM25558_05361","DSM25559_02480","B203_03022","SBV_31_00315","SBV_32_00314","SBV33_00314","NCPPB1650_04470"
"g005073_000002","g005073","rbsC","Ribose import permease protein RbsC",70,15,202,1,1,1,0,0,0,0,202,"Ribose import permease protein RbsC(202)","rbsC(202)",975,984,981,1784,4,"DSM25558_05362","DSM25559_02481","B203_03023","SBV_31_00316","SBV_32_00315","SBV33_00315","NCPPB1650_04471"
"g003415_000003","g003415","tktB","Transketolase 2",80,20,202,1,1,2,2,1,2,1,203,"Transketolase 2(180):Ferredoxin fas2(16):1-deoxy-D-xylulose-5-phosphate synthase(6):hypothetical protein(2):Transketolase 1(1)","tktB(179):fas2(16):dxs(6):NA(2):tktA(1):cbbT(1)",201,924,805.08,1784,5,"DSM25558_05363","DSM25559_02482","B203_03024","SBV_31_00317","SBV_32_00316","SBV33_00316","NCPPB1650_04472"
"g004140_000003","g004140","dxs","1-deoxy-D-xylulose-5-phosphate synthase",80,19,202,1,1,2,0,1,0,1,203,"1-deoxy-D-xylulose-5-phosphate synthase(203)","dxs(203)",957,969,957.12,1784,6,"DSM25558_05364","DSM25559_02483","B203_03025","SBV_31_00318","SBV_32_00317","SBV33_00317","NCPPB1650_04473"
"g001247_000002","g001247","glpK","Glycerol kinase",70,39,202,1,1,2,0,1,0,1,203,"Glycerol kinase(203)","glpK(203)",1467,1554,1469.79,1784,7,"DSM25558_05365","DSM25559_02484","B203_03026","SBV_31_00319","SBV_32_00318","SBV33_00318","NCPPB1650_04474"
"g004810_000002","g004810","deoR","Deoxyribonucleoside regulator",70,15,202,1,1,2,1,1,1,1,203,"Deoxyribonucleoside regulator(203):hypothetical protein(1)","deoR(203):NA(1)",315,963,952.96,1784,8,"DSM25558_05366","DSM25559_02485","B203_03027","SBV_31_00320","SBV_32_00319","SBV33_00319","NCPPB1650_04475"
"g001612_000001","g001612","fhuA","Ferrichrome outer membrane transporter/phage receptor",60,28,202,1,1,2,2,1,2,1,203,"Ferrichrome outer membrane transporter/phage receptor(135):Ferric-pseudobactin 358 receptor(35):Fe(3+)-pyochelin receptor(15):putative TonB-dependent receptor BfrD(12):hypothetical protein(8):Ferric-pseudobactin BN7/BN8 receptor(1)","fhuA(135):pupA(35):fptA(15):bfrD(12):NA(8):pupB(1)",258,2208,2093.68,1785,1,"DSM25558_03275","DSM25559_04849","B203_02820","SBV_31_00121","SBV_32_00120","SBV33_00120","NCPPB1650_04275"
"g001371_1_000001","g001371_1","budC","Diacetyl reductase [(S)-acetoin forming]",60,31,202,1.34,1,2,1,68,1,68,270,"Diacetyl reductase [(S)-acetoin forming](96):L-2%2C3-butanediol dehydrogenase(94):Dihydroanticapsin 7-dehydrogenase(63):3-oxoacyl-[acyl-carrier-protein] reductase FabG(13):putative oxidoreductase(2):hypothetical protein(2):3-oxoacyl-[acyl-carrier-protein] reductase FabG1(1)","budC(190):bacC(63):fabG(13):NA(2):fabG2(2):fabG1(1)",177,795,776.48,1788,1,"DSM25558_05358","DSM25559_02477","B203_03019","SBV_31_00312","SBV_32_00311","SBV33_00311","NCPPB1650_04467"
"g004764_000003","g004764",NA,"hypothetical protein",80,16,202,1,1,1,0,0,0,0,202,"hypothetical protein(202)","NA(202)",1305,1341,1305.36,1789,1,"DSM25558_03374","DSM25559_02389","B203_02931","SBV_31_00226","SBV_32_00225","SBV33_00225","NCPPB1650_04380"
"g001194","g001194","pgrR","HTH-type transcriptional regulator PgrR",50,35,202,1.51,1,4,3,87,3,103,305,"HTH-type transcriptional regulator PgrR(228):HTH-type transcriptional regulator DmlR(80)","pgrR(228):dmlR(80)",315,951,884.95,1790,1,"DSM25558_00421;DSM25558_01108",NA,NA,NA,NA,NA,NA
"g004704_000001","g004704","virD4","Protein VirD4",60,16,201,1.02,1,2,0,5,0,5,206,"Protein VirD4(206)","virD4(206)",1686,2151,2029.69,1791,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00018"
"g002199_1_000002","g002199_1","yagR","Putative xanthine dehydrogenase YagR molybdenum-binding subunit",70,29,201,1.04,1,2,2,9,2,9,210,"Putative xanthine dehydrogenase YagR molybdenum-binding subunit(211):hypothetical protein(1)","yagR(211):NA(1)",177,2205,2161.94,1792,1,"DSM25558_00030;DSM25558_02500","DSM25559_01189;DSM25559_01434","B203_03489;B203_03733","SBV_31_03275;SBV_31_03562","SBV_32_03360;SBV_32_03647","SBV33_03327;SBV33_03615","NCPPB1650_01044;NCPPB1650_03143"
"g000515","g000515","pytH","hypothetical protein",50,51,201,1.15,1,2,1,31,1,31,232,"hypothetical protein(164):Pyrethroid hydrolase(69)","NA(164):pytH(69)",255,822,747.63,1793,1,NA,NA,"B203_04574",NA,NA,NA,NA
"g000109_1_000001","g000109_1","btuD","Vitamin B12 import ATP-binding protein BtuD",60,51,201,1.12,1,3,2,22,2,25,226,"Vitamin B12 import ATP-binding protein BtuD(194):Putative multidrug export ATP-binding/permease protein(22):hypothetical protein(10):Heterocyst differentiation ATP-binding protein HepA(1):putative ABC transporter ATP-binding protein(1)","btuD(194):NA(33):hepA(1)",201,1923,1784.63,1795,1,"DSM25558_00783;DSM25558_03851","DSM25559_00894","B203_03849","SBV_31_02581","SBV_32_02358","SBV33_02583","NCPPB1650_01707"
"g003380_000003","g003380",NA,"hypothetical protein",80,23,200,1,1,1,2,0,2,0,200,"hypothetical protein(202)","NA(202)",486,1134,1088.3,1798,1,"DSM25558_01676",NA,NA,"SBV_31_01077","SBV_32_01077","SBV33_01074","NCPPB1650_01437"
"g003264_000002","g003264",NA,"hypothetical protein",70,24,199,1.47,1,4,0,85,0,94,293,"hypothetical protein(293)","NA(293)",147,678,317.16,1803,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00123"
"g001975_000001","g001975",NA,"putative MFS-type transporter",60,31,199,1,1,1,7,0,7,0,199,"putative MFS-type transporter(197):hypothetical protein(9)","NA(206)",183,1341,1227.55,1804,1,"DSM25558_02057","DSM25559_00698","B203_00889","SBV_31_05009","SBV_32_04377","SBV33_04687","NCPPB1650_04130"
"g004615_1_000001","g004615_1",NA,"hypothetical protein",60,9,199,1,1,1,0,0,0,0,199,"hypothetical protein(199)","NA(199)",921,1059,1051.79,1805,1,NA,"DSM25559_00112",NA,NA,NA,NA,NA
"g004910_1_000013","g004910_1","ompR","Transcriptional regulatory protein OmpR",80,9,198,1.01,1,2,0,1,0,1,199,"Transcriptional regulatory protein OmpR(199)","ompR(199)",726,804,750.66,1806,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00012"
"g007461_000003","g007461",NA,"Type IV secretion system protein VirB11",80,9,198,1.01,1,2,0,1,0,1,199,"Type IV secretion system protein VirB11(199)","NA(199)",543,1041,1032.14,1806,2,NA,NA,NA,NA,NA,NA,"NCPPB1650_00011"
"g005912_000001","g005912",NA,"Protein virB10",60,12,198,1.01,1,2,0,1,0,1,199,"Protein virB10(199)","NA(199)",735,1134,1119.06,1806,3,NA,NA,NA,NA,NA,NA,"NCPPB1650_00010"
"g006550_000002","g006550","virB9","Protein virB9",70,11,198,1.01,1,2,0,1,0,1,199,"Protein virB9(199)","virB9(199)",876,882,881.58,1806,4,NA,NA,NA,NA,NA,NA,"NCPPB1650_00009"
"g006661_000002","g006661","virB8","Protein virB8",70,11,198,1.01,1,2,0,1,0,1,199,"Protein virB8(199)","virB8(199)",714,714,714,1806,5,NA,NA,NA,NA,NA,NA,"NCPPB1650_00008"
"g007654_000003","g007654","virB6","hypothetical protein",80,9,198,1.01,1,2,0,1,0,1,199,"hypothetical protein(197):Type IV secretion system protein VirB6(2)","NA(197):virB6(2)",888,888,888,1806,6,NA,NA,NA,NA,NA,NA,"NCPPB1650_00006"
"g006964_000002","g006964","virB5","Protein virB5",70,10,198,1.01,1,2,0,1,0,1,199,"Protein virB5(199)","virB5(199)",408,669,663.14,1806,7,NA,NA,NA,NA,NA,NA,"NCPPB1650_00005"
"g005873_000003","g005873","virB4","Protein virB4",80,10,198,1.01,1,2,1,2,1,2,200,"Protein virB4(200):hypothetical protein(1)","virB4(200):NA(1)",867,2370,2357.85,1806,8,NA,NA,NA,NA,NA,NA,"NCPPB1650_00004"
"g005183_1_000004","g005183_1","virC1","Protein virC1",80,8,198,1.01,1,2,0,1,0,1,199,"Protein virC1(199)","virC1(199)",405,696,693.51,1807,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00014"
"g006183_000001","g006183","virD1","T-DNA border endonuclease VirD1",60,12,198,1.01,1,2,0,1,0,1,199,"T-DNA border endonuclease VirD1(199)","virD1(199)",444,450,445.39,1807,2,NA,NA,NA,NA,NA,NA,"NCPPB1650_00015"
"g004967","g004967",NA,"hypothetical protein",50,15,198,1.01,1,2,0,2,0,2,200,"hypothetical protein(200)","NA(200)",1356,2055,1960.86,1810,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00022"
"g006151_000005","g006151","virB2","Protein virB2",95,9,198,1.02,1,2,0,3,0,3,201,"Protein virB2(201)","virB2(201)",243,372,365.45,1813,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00002"
"g007164_000003","g007164","virB3","hypothetical protein",80,10,197,1.01,1,2,0,2,0,2,199,"hypothetical protein(154):Type IV secretion system protein virB3(45)","NA(154):virB3(45)",192,327,318.84,1814,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00003"
"g002218","g002218","sasA","Adaptive-response sensory-kinase SasA",50,27,196,1,1,1,1,0,1,0,196,"Adaptive-response sensory-kinase SasA(195):hypothetical protein(1):Sensor protein EvgS(1)","sasA(195):evgS(1):NA(1)",261,1548,1457.73,1819,1,"DSM25558_03620","DSM25559_02677","B203_03217","SBV_31_00511","SBV_32_00510","SBV33_00509","NCPPB1650_04665"
"g004934_000003","g004934","rcp1","Response regulator rcp1",80,16,196,1,1,1,0,0,0,0,196,"Response regulator rcp1(196)","rcp1(196)",438,447,438.05,1819,2,"DSM25558_03619","DSM25559_02678","B203_03218","SBV_31_00512","SBV_32_00511","SBV33_00510","NCPPB1650_04666"
"g000394_1_000001","g000394_1","hcaB","hypothetical protein",60,25,196,1.03,1,2,3,6,3,6,202,"hypothetical protein(122):3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(83)","NA(122):hcaB(83)",165,849,776.69,1821,1,"DSM25558_00008","DSM25559_01413","B203_03510","SBV_31_03296","SBV_32_03626","SBV33_03594","NCPPB1650_01023"
"g005033_1_000001","g005033_1","virC2","Protein virC2",60,11,196,1.01,1,2,0,1,0,1,197,"Protein virC2(197)","virC2(197)",603,609,607.9,1823,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00013"
"g001114","g001114",NA,"hypothetical protein",50,41,196,1.49,1,5,11,84,11,96,292,"hypothetical protein(303)","NA(303)",216,630,391.7,1824,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00026"
"g000038","g000038",NA,"hypothetical protein",50,127,195,1.49,1,4,9,78,9,95,290,"hypothetical protein(299)","NA(299)",162,846,327.71,1829,1,"(DSM25558_04685:DSM25558_04875)","DSM25559_05106","B203_00416","SBV_31_00789;SBV_31_00988","SBV_32_00789;SBV_32_00988","SBV33_00787;SBV33_00986","NCPPB1650_01065;NCPPB1650_01263"
"g003743_000001","g003743","murR","hypothetical protein",60,21,195,1,1,1,0,0,0,0,195,"hypothetical protein(123):HTH-type transcriptional regulator MurR(57):putative HTH-type transcriptional regulator YbbH(15)","NA(123):murR(57):ybbH(15)",834,981,896.49,1830,1,"DSM25558_03270","DSM25559_04844","B203_02815","SBV_31_00116","SBV_32_00115","SBV33_00115","NCPPB1650_04270"
"g003058","g003058","gltI","Glutamate/aspartate import solute-binding protein",50,25,194,1,1,1,0,0,0,0,194,"Glutamate/aspartate import solute-binding protein(194)","gltI(194)",825,948,899.86,1831,1,"DSM25558_05342","DSM25559_02460","B203_03002","SBV_31_00295","SBV_32_00294","SBV33_00294","NCPPB1650_04450"
"g004132_000003","g004132","lacF","Lactose transport system permease protein LacF",80,19,193,1,1,1,1,0,1,0,193,"Lactose transport system permease protein LacF(163):sn-glycerol-3-phosphate transport system permease protein UgpA(29):hypothetical protein(2)","lacF(163):ugpA(29):NA(2)",456,927,905.03,1833,1,"DSM25558_03649","DSM25559_02648","B203_03188","SBV_31_00482","SBV_32_00481","SBV33_00480","NCPPB1650_04636"
"g002738_1_000015","g002738_1","lacG","Lactose transport system permease protein LacG",90,15,193,1.01,1,2,0,1,0,1,194,"Lactose transport system permease protein LacG(182):L-arabinose transport system permease protein AraQ(11):hypothetical protein(1)","lacG(182):araQ(11):NA(1)",192,822,817.78,1833,2,"DSM25558_03648","DSM25559_02649","B203_03189","SBV_31_00483","SBV_32_00482","SBV33_00481","NCPPB1650_04637"
"g006298_000003","g006298","ugpB","sn-glycerol-3-phosphate-binding periplasmic protein UgpB",80,11,193,1,1,1,0,0,0,0,193,"sn-glycerol-3-phosphate-binding periplasmic protein UgpB(193)","ugpB(193)",1293,1296,1293.56,1833,3,"DSM25558_03647","DSM25559_02650","B203_03190","SBV_31_00484","SBV_32_00483","SBV33_00482","NCPPB1650_04638"
"g001585_000002","g001585","cpdA","3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA",70,36,193,1,1,1,4,0,4,0,193,"3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA(197)","cpdA(197)",216,876,789.21,1833,4,"DSM25558_03646","DSM25559_02651","B203_03191","SBV_31_00485","SBV_32_00484","SBV33_00483","NCPPB1650_04639"
"g001720_1_000001","g001720_1","dmsA","Dimethyl sulfoxide/trimethylamine N-oxide reductase",60,30,193,1.01,1,2,9,1,9,1,194,"Dimethyl sulfoxide/trimethylamine N-oxide reductase(203)","dmsA(156):dorA(47)",246,2406,2320.18,1835,1,"DSM25558_01681",NA,NA,"SBV_31_01082","SBV_32_01082","SBV33_01079","NCPPB1650_01442"
"g001021_1_000001","g001021_1",NA,"hypothetical protein",60,40,193,1.06,1,3,0,11,0,12,205,"hypothetical protein(205)","NA(205)",123,255,153.28,1838,1,"DSM25558_04573","DSM25559_03342","B203_02360",NA,NA,NA,"NCPPB1650_00557"
"g002790","g002790","yvoA","HTH-type transcriptional repressor YvoA",50,27,192,1.01,1,2,0,1,0,1,193,"HTH-type transcriptional repressor YvoA(193)","yvoA(193)",738,831,757.68,1840,1,NA,NA,NA,"SBV_31_01144","SBV_32_01144","SBV33_01141","NCPPB1650_01298"
"g001129","g001129",NA,"hypothetical protein",50,41,192,1,1,1,0,0,0,0,192,"hypothetical protein(192)","NA(192)",351,549,391.44,1841,1,"DSM25558_01113","DSM25559_03674","B203_02688","SBV_31_04004","SBV_32_04036","SBV33_04005","NCPPB1650_00229"
"g002836_1_000004","g002836_1","nemA","N-ethylmaleimide reductase",70,21,192,1.02,1,2,1,3,1,3,195,"N-ethylmaleimide reductase(187):hypothetical protein(8):NADPH dehydrogenase(1)","nemA(187):NA(8):namA(1)",333,1188,1052.89,1843,1,"(DSM25558_00009:DSM25558_00010)","DSM25559_01414","B203_03509","SBV_31_03295","SBV_32_03627","SBV33_03595","NCPPB1650_01024"
"g000602","g000602","rfbC","dTDP-4-dehydrorhamnose 3%2C5-epimerase",50,52,192,1.06,1,3,0,10,0,11,203,"dTDP-4-dehydrorhamnose 3%2C5-epimerase(203)","rfbC(193):rmlC(10)",228,618,565.76,1844,1,NA,"DSM25559_04677","B203_00106","SBV_31_01294","SBV_32_01296","SBV33_01292","NCPPB1650_01514"
"g003542_1_000004","g003542_1",NA,"hypothetical protein",70,20,191,1,1,1,0,0,0,0,191,"hypothetical protein(191)","NA(191)",186,666,574.49,1847,1,"DSM25558_01683",NA,NA,"SBV_31_01084","SBV_32_01084","SBV33_01081","NCPPB1650_01444"
"g002687_1_000002","g002687_1","nsaD","2-hydroxychromene-2-carboxylate isomerase",70,26,191,1,1,1,0,0,0,0,191,"2-hydroxychromene-2-carboxylate isomerase(191)","nsaD(191)",603,603,603,1847,2,"DSM25558_01682",NA,NA,"SBV_31_01083","SBV_32_01083","SBV33_01080","NCPPB1650_01443"
"g000389_1_000001","g000389_1","rfbA","Glucose-1-phosphate thymidylyltransferase 1",60,44,191,1.07,1,2,1,14,1,14,205,"Glucose-1-phosphate thymidylyltransferase 1(171):Glucose-1-phosphate thymidylyltransferase(32):Glucose-1-phosphate thymidylyltransferase 2(3)","rfbA(171):rmlA(32):rffH(3)",312,936,851.53,1848,1,NA,"DSM25559_04674","B203_00103","SBV_31_01297","SBV_32_01299","SBV33_01295","NCPPB1650_01511"
"g000210","g000210",NA,"hypothetical protein",50,64,191,1,1,1,0,0,0,0,191,"hypothetical protein(191)","NA(191)",171,903,876.72,1850,1,NA,NA,NA,"SBV_31_02848","SBV_32_03201","SBV33_03168","NCPPB1650_02557"
