"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DE0009","KCJK1736"
"g000851_000001","g000851",NA,"hypothetical protein",60,46,228,1,1,1,0,0,0,0,228,"hypothetical protein(228)","NA(228)",507,540,526.39,1620,1,"DE0009_03022","KCJK1736_01986"
"g000623","g000623",NA,"hypothetical protein",50,50,228,1,1,1,1,0,1,0,228,"hypothetical protein(229)","NA(229)",204,2592,641.29,1621,1,"DE0009_01376","KCJK1736_04201"
"g000634_000001","g000634","lvr","putative NAD-dependent oxidoreductase",60,51,228,1.02,1,2,0,4,0,4,232,"putative NAD-dependent oxidoreductase(78):Levodione reductase(65):Dihydroanticapsin 7-dehydrogenase(62):3-oxoacyl-[acyl-carrier-protein] reductase FabG(25):Putative short-chain type dehydrogenase/reductase/MSMEI_5872(2)","NA(80):lvr(65):bacC(62):fabG(25)",774,945,784.64,1622,1,"DE0009_03597","KCJK1736_03222"
"g002791_000001","g002791","yfcA","putative membrane transporter protein YfcA",60,27,228,1,1,1,0,0,0,0,228,"putative membrane transporter protein YfcA(213):hypothetical protein(15)","yfcA(213):NA(15)",639,828,746.51,1623,1,"DE0009_03981","KCJK1736_04719"
"g003688_000001","g003688",NA,"hypothetical protein",60,21,227,1,1,1,0,0,0,0,227,"hypothetical protein(227)","NA(227)",372,438,406.35,1625,1,"DE0009_01513","KCJK1736_04066"
"g000199_000001","g000199","dap","D-aminopeptidase",60,70,227,1,1,1,0,0,0,0,227,"D-aminopeptidase(219):Penicillin-binding protein 4*(8)","dap(219):pbpE(8)",1500,1572,1512.96,1626,1,"DE0009_02752","KCJK1736_03480"
"g002997_000001","g002997",NA,"hypothetical protein",60,23,227,1.01,1,2,2,2,2,2,229,"hypothetical protein(231)","NA(231)",183,1878,1758.03,1628,1,"DE0009_01452","KCJK1736_04125"
"g000039_1_000001","g000039_1",NA,"hypothetical protein",60,85,227,1.47,1,4,10,86,10,106,333,"hypothetical protein(343)","NA(343)",198,483,461.51,1630,1,"DE0009_04701",NA
"g001456","g001456","ybaN","Inner membrane protein YbaN",50,37,227,1.01,1,2,0,2,0,2,229,"Inner membrane protein YbaN(205):hypothetical protein(24)","ybaN(205):NA(24)",324,483,361.27,1631,1,"DE0009_03027","KCJK1736_01991"
"g005066_000003","g005066","gntR","HTH-type transcriptional regulator GntR",80,4,226,1,1,1,0,0,0,0,226,"HTH-type transcriptional regulator GntR(226)","gntR(226)",555,1074,1054.33,1633,1,"DE0009_04398","KCJK1736_04954"
"g008471_1_000005","g008471_1",NA,"hypothetical protein",80,7,226,1,1,1,0,0,0,0,226,"hypothetical protein(226)","NA(226)",321,393,349.67,1633,2,"DE0009_04399","KCJK1736_04955"
"g006194_1_000005","g006194_1","fliY","L-cystine-binding protein FliY",80,8,226,1,1,1,0,0,0,0,226,"L-cystine-binding protein FliY(225):hypothetical protein(1)","fliY(225):NA(1)",243,831,801.64,1633,3,"DE0009_04400","KCJK1736_04956"
"g006137_1_000007","g006137_1","glnM","hypothetical protein",80,6,226,1,1,1,0,0,0,0,226,"hypothetical protein(144):putative glutamine ABC transporter permease protein GlnM(77):L-cystine transport system permease protein YecS(5)","NA(144):glnM(77):yecS(5)",702,705,704.95,1633,4,"DE0009_04401","KCJK1736_04957"
"g002728","g002728",NA,"hypothetical protein",50,27,226,1,1,1,0,0,0,0,226,"hypothetical protein(226)","NA(226)",468,510,506.68,1634,1,"DE0009_02522","KCJK1736_02815"
"g001197_1_000001","g001197_1",NA,"hypothetical protein",60,39,226,1,1,1,0,0,0,0,226,"hypothetical protein(226)","NA(226)",429,930,468.56,1635,1,"DE0009_01601","KCJK1736_01542"
"g000884_1_000002","g000884_1",NA,"2-ketogluconate reductase",70,30,226,1,1,1,0,0,0,0,226,"2-ketogluconate reductase(226)","NA(226)",936,936,936,1636,1,"DE0009_04404","KCJK1736_04960"
"g000388","g000388",NA,"hypothetical protein",50,59,226,1,1,2,0,1,0,1,227,"hypothetical protein(227)","NA(227)",762,984,958.8,1637,1,"DE0009_00237","KCJK1736_02163"
"g001746","g001746","dnaJ","Chaperone protein DnaJ",50,33,226,1,1,1,1,0,1,0,226,"Chaperone protein DnaJ(212):Chaperone protein DnaJ 1(15)","dnaJ(212):dnaJ1(15)",438,1290,1142.79,1638,1,"DE0009_01607","KCJK1736_01536"
"g002039","g002039",NA,"hypothetical protein",50,32,226,1,1,1,0,0,0,0,226,"hypothetical protein(226)","NA(226)",660,762,668.36,1639,1,"DE0009_00891","KCJK1736_00496"
"g003419_000003","g003419","decR","DNA-binding transcriptional activator DecR",80,23,226,1,1,1,0,0,0,0,226,"DNA-binding transcriptional activator DecR(192):hypothetical protein(34)","decR(192):NA(34)",438,492,450.69,1640,1,"DE0009_04330","KCJK1736_00853"
"g001187","g001187",NA,"hypothetical protein",50,40,226,1,1,1,1,0,1,0,226,"hypothetical protein(227)","NA(227)",573,699,587.38,1641,1,"DE0009_03224","KCJK1736_03932"
"g002306_000001","g002306","lldR","Putative L-lactate dehydrogenase operon regulatory protein",60,22,225,1,1,1,1,0,1,0,225,"Putative L-lactate dehydrogenase operon regulatory protein(223):HTH-type transcriptional regulator LutR(2):hypothetical protein(1)","lldR(223):lutR(2):NA(1)",348,720,686.96,1643,1,"DE0009_04094","KCJK1736_04832"
"g003000_000002","g003000","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,25,225,1,1,1,0,0,0,0,225,"Galactose/methyl galactoside import ATP-binding protein MglA(225)","mglA(225)",1557,1575,1568.04,1643,2,"DE0009_04093","KCJK1736_04831"
"g006021_000003","g006021","rbsC","Ribose import permease protein RbsC",80,11,225,1,1,1,0,0,0,0,225,"Ribose import permease protein RbsC(225)","rbsC(225)",873,1050,1028.15,1643,3,"DE0009_04092","KCJK1736_04830"
"g006374_000003","g006374","alsB","D-allose-binding periplasmic protein",80,11,225,1,1,1,0,0,0,0,225,"D-allose-binding periplasmic protein(175):Ribose import binding protein RbsB(50)","alsB(175):rbsB(50)",942,942,942,1643,4,"DE0009_04091","KCJK1736_04829"
"g001634_000001","g001634","pld1","Pyridoxal 4-dehydrogenase",60,35,225,1,1,1,0,0,0,0,225,"Pyridoxal 4-dehydrogenase(225)","pld1(225)",960,1137,1014.36,1643,5,"DE0009_04090","KCJK1736_04828"
"g000243_000001","g000243",NA,"hypothetical protein",60,69,225,1,1,1,0,0,0,0,225,"hypothetical protein(225)","NA(225)",813,846,820.93,1643,6,"DE0009_04089","KCJK1736_04827"
"g000095_1_000001","g000095_1","tmung","hypothetical protein",60,59,225,1.01,1,2,1,3,1,3,228,"hypothetical protein(228):Type-4 uracil-DNA glycosylase(1)","NA(228):tmung(1)",375,1491,1428.18,1645,1,"DE0009_03311","KCJK1736_03845"
"g004517_000003","g004517",NA,"hypothetical protein",80,17,225,1,1,1,0,0,0,0,225,"hypothetical protein(225)","NA(225)",1044,1272,1235.8,1645,2,"DE0009_03310","KCJK1736_03846"
"g001423_1_000001","g001423_1","gcvA","Glycine cleavage system transcriptional activator",60,24,225,1,1,1,0,0,0,0,225,"Glycine cleavage system transcriptional activator(225)","gcvA(225)",429,978,918.33,1646,1,"DE0009_02386","KCJK1736_00705"
"g000055_1_000006","g000055_1","lasI","hypothetical protein",70,74,225,1.44,1,3,4,87,4,100,325,"hypothetical protein(277):Acyl-homoserine-lactone synthase(52)","NA(277):lasI(52)",231,672,624.89,1647,1,"DE0009_04711",NA
"g002524_000002","g002524","wbpA","UDP-N-acetyl-D-glucosamine 6-dehydrogenase",70,28,225,1,1,2,2,1,2,1,226,"UDP-N-acetyl-D-glucosamine 6-dehydrogenase(228)","wbpA(228)",282,1401,1333.5,1648,1,"DE0009_00234","KCJK1736_02166"
"g000832_000001","g000832","ptlI","Pentalenene oxygenase",60,44,225,1,1,1,1,0,1,0,225,"Pentalenene oxygenase(220):hypothetical protein(4):Putative cytochrome P450 132(2)","ptlI(220):NA(6)",321,1395,1375.77,1649,1,"DE0009_00747","KCJK1736_00421"
"g000159_1_000003","g000159_1","dkgB","2%2C5-diketo-D-gluconic acid reductase B",70,39,225,1.01,1,2,0,2,0,2,227,"2%2C5-diketo-D-gluconic acid reductase B(227)","dkgB(227)",828,834,832.93,1650,1,"DE0009_03005","KCJK1736_01870"
"g005234_000004","g005234","abo","4-methylaminobutanoate oxidase (formaldehyde-forming)",90,10,225,1,1,1,2,0,2,0,225,"4-methylaminobutanoate oxidase (formaldehyde-forming)(225):Aminomethyltransferase(1):Dimethylglycine oxidase(1)","abo(225):dmg(1):gcvT(1)",396,2634,2486.22,1651,1,"DE0009_00697","KCJK1736_00371"
"g000070_2","g000070_2","yqjG","Glutathionyl-hydroquinone reductase YqjG",50,55,225,1.04,1,3,2,9,2,10,235,"Glutathionyl-hydroquinone reductase YqjG(210):Glutathionyl-hydroquinone reductase PcpF(27)","yqjG(210):pcpF(27)",378,1014,963.52,1653,1,"DE0009_04186","KCJK1736_00998"
"g001204_1_000001","g001204_1",NA,"hypothetical protein",60,23,225,1,1,2,0,1,0,1,226,"hypothetical protein(226)","NA(226)",402,450,418.08,1654,1,"DE0009_04238","KCJK1736_00945"
"g000280_000001","g000280",NA,"hypothetical protein",60,65,225,1.01,1,2,86,3,86,3,228,"hypothetical protein(314)","NA(314)",177,819,389.57,1655,1,"(DE0009_00775:DE0009_00776)","(KCJK1736_00449:KCJK1736_00450)"
"g000831_000001","g000831","oxyE","6-methylpretetramide 4-monooxygenase",60,45,224,1.01,1,2,0,2,0,2,226,"6-methylpretetramide 4-monooxygenase(226)","oxyE(226)",1227,1266,1255.7,1657,1,"DE0009_00261","KCJK1736_02139"
"g003649_000001","g003649",NA,"putative signaling protein",60,20,224,1,1,1,2,0,2,0,224,"putative signaling protein(129):hypothetical protein(97)","NA(226)",297,2145,1926.7,1658,1,"DE0009_02521","KCJK1736_02816"
"g002948_1_000003","g002948_1",NA,"hypothetical protein",80,25,224,1.05,1,3,0,11,0,12,236,"hypothetical protein(236)","NA(236)",294,465,300.11,1659,1,"DE0009_02398","KCJK1736_00693"
"g000450_1_000001","g000450_1",NA,"hypothetical protein",60,48,223,1.98,1,4,0,163,0,219,442,"hypothetical protein(442)","NA(442)",141,1557,1489.39,1660,1,"DE0009_02212","KCJK1736_01692;KCJK1736_01698;KCJK1736_02254"
"g002989_000001","g002989","mppA","Periplasmic murein peptide-binding protein",60,25,223,1,1,1,2,0,2,0,223,"Periplasmic murein peptide-binding protein(136):Periplasmic oligopeptide-binding protein(89)","mppA(136):oppA(89)",516,1758,1582.19,1662,1,"DE0009_02820","KCJK1736_03411"
"g003567_000003","g003567","rhtC","Threonine efflux protein",80,21,223,1,1,1,0,0,0,0,223,"Threonine efflux protein(219):Arginine exporter protein ArgO(4)","rhtC(219):argO(4)",612,654,642.91,1663,1,"DE0009_03910","KCJK1736_02117"
"g001525","g001525",NA,"hypothetical protein",50,36,223,1,1,1,0,0,0,0,223,"hypothetical protein(223)","NA(223)",1359,1506,1369.59,1664,1,"DE0009_02445","KCJK1736_00646"
"g001796_1_000003","g001796_1","yhbO","Protein/nucleic acid deglycase 2",70,33,223,1,1,1,1,0,1,0,223,"Protein/nucleic acid deglycase 2(222):hypothetical protein(2)","yhbO(222):NA(2)",201,561,557.81,1665,1,"DE0009_04194","KCJK1736_00990"
"g001243_000001","g001243","ydhC","Inner membrane transport protein YdhC",60,39,223,1,1,1,1,0,1,0,223,"Inner membrane transport protein YdhC(217):Bicyclomycin resistance protein(5):hypothetical protein(1):Multidrug resistance protein MdtL(1)","ydhC(217):bcr(5):mdtL(1):NA(1)",588,1254,1191.58,1666,1,"DE0009_03944","KCJK1736_04682"
"g000248_000001","g000248","anmK","Anhydro-N-acetylmuramic acid kinase",60,63,223,1,1,2,1,1,1,1,224,"Anhydro-N-acetylmuramic acid kinase(224):hypothetical protein(1)","anmK(224):NA(1)",162,1701,1230.67,1667,1,"DE0009_00511","KCJK1736_00186"
"g005387_000001","g005387","ycjO","Inner membrane ABC transporter permease protein YcjO",60,14,222,1,1,1,0,0,0,0,222,"Inner membrane ABC transporter permease protein YcjO(219):sn-glycerol-3-phosphate transport system permease protein UgpA(3)","ycjO(219):ugpA(3)",819,963,902.89,1668,1,"DE0009_02393","KCJK1736_00698"
"g004238_000001","g004238","ycjP","Inner membrane ABC transporter permease protein YcjP",60,19,222,1,1,1,0,0,0,0,222,"Inner membrane ABC transporter permease protein YcjP(216):Trehalose transport system permease protein SugB(6)","ycjP(216):sugB(6)",828,831,828.08,1668,2,"DE0009_02394","KCJK1736_00697"
"g001862_000001","g001862",NA,"hypothetical protein",60,32,222,1,1,1,1,0,1,0,222,"hypothetical protein(223)","NA(223)",333,1338,1240.08,1669,1,"DE0009_01383","KCJK1736_04194"
"g000565","g000565",NA,"hypothetical protein",50,46,222,1,1,1,220,0,220,0,222,"hypothetical protein(442)","NA(442)",318,957,453.19,1669,2,"(DE0009_01384:DE0009_01385)","(KCJK1736_04192:KCJK1736_04193)"
"g002056_000001","g002056",NA,"hypothetical protein",60,31,222,1,1,1,0,0,0,0,222,"hypothetical protein(222)","NA(222)",138,405,229.04,1670,1,"DE0009_01049","KCJK1736_04417"
"g000043","g000043",NA,"hypothetical protein",50,118,222,2.01,1,3,22,219,22,225,447,"hypothetical protein(469)","NA(469)",207,3858,1885.54,1671,1,"DE0009_01371;DE0009_01372","KCJK1736_04205;KCJK1736_04206"
"g000234_2_000001","g000234_2",NA,"putative acyl-CoA thioester hydrolase",60,22,222,1,1,2,0,1,0,1,223,"putative acyl-CoA thioester hydrolase(222):hypothetical protein(1)","NA(223)",381,432,391.41,1672,1,"DE0009_02818","KCJK1736_03413"
"g000736","g000736",NA,"hypothetical protein",50,45,222,1,1,1,1,0,1,0,222,"hypothetical protein(223)","NA(223)",429,1989,1927.87,1673,1,"DE0009_01891","KCJK1736_02596"
"g000107","g000107",NA,"hypothetical protein",50,81,222,1,1,1,0,0,0,0,222,"hypothetical protein(222)","NA(222)",750,1014,840.55,1676,1,"DE0009_01424","KCJK1736_04152"
"g000453_1_000003","g000453_1",NA,"hypothetical protein",70,54,222,1,1,1,4,0,4,0,222,"hypothetical protein(226)","NA(226)",402,1683,1289.99,1677,1,"(DE0009_01390:DE0009_01391)","KCJK1736_04187"
"g000766_000001","g000766",NA,"hypothetical protein",60,48,221,1,1,1,0,0,0,0,221,"hypothetical protein(221)","NA(221)",309,435,370.71,1680,1,"DE0009_01377","KCJK1736_04200"
"g000323_000001","g000323","traM","Transcriptional repressor TraM",60,63,221,1.39,1,3,0,74,0,87,308,"Transcriptional repressor TraM(308)","traM(308)",216,366,308.3,1681,1,"DE0009_04619",NA
"g003877","g003877","cycB","Cyclodextrin-binding protein",50,19,221,1,1,1,0,0,0,0,221,"Cyclodextrin-binding protein(200):hypothetical protein(14):sn-glycerol-3-phosphate-binding periplasmic protein UgpB(7)","cycB(200):NA(14):ugpB(7)",1206,1236,1232.48,1682,1,"DE0009_02392","KCJK1736_00699"
"g001747_000001","g001747",NA,"hypothetical protein",60,33,221,1,1,1,1,0,1,0,221,"hypothetical protein(222)","NA(222)",372,1326,1169.12,1683,1,"DE0009_01386","KCJK1736_04191"
"g000417_000001","g000417",NA,"hypothetical protein",60,58,221,1,1,1,0,0,0,0,221,"hypothetical protein(221)","NA(221)",345,726,636.96,1684,1,"DE0009_01375","KCJK1736_04202"
"g004630_000003","g004630",NA,"hypothetical protein",80,17,220,1,1,1,0,0,0,0,220,"hypothetical protein(220)","NA(220)",159,357,166.28,1685,1,"DE0009_01935","KCJK1736_02534"
"g002137","g002137","rutF","Flavin-dependent monooxygenase%2C reductase subunit HsaB",50,31,220,1,1,1,0,0,0,0,220,"Flavin-dependent monooxygenase%2C reductase subunit HsaB(97):FMN reductase (NADH) RutF(97):4-nitrophenol 4-monooxygenase/4-nitrocatechol 2-monooxygenase%2C reductase component(10):p-hydroxyphenylacetate 3-hydroxylase%2C reductase component(9):FMN reductase (NADH) NtaB(7)","rutF(97):hsaB(97):npcB(10):C1-hpah(9):ntaB(7)",522,660,545.43,1686,1,"DE0009_02606","KCJK1736_03674"
"g000084_1_000001","g000084_1",NA,"hypothetical protein",60,70,220,1.26,1,4,0,50,0,57,277,"hypothetical protein(277)","NA(277)",123,357,170.14,1687,1,NA,"KCJK1736_01122"
"g001055","g001055","lutR","HTH-type transcriptional regulator LutR",50,40,220,1.51,1,3,4,111,4,112,332,"HTH-type transcriptional regulator LutR(227):Transcriptional regulator NanR(53):Putative L-lactate dehydrogenase operon regulatory protein(44):Fatty acid metabolism regulator protein(6):putative HTH-type transcriptional regulator YurK(4):hypothetical protein(2)","lutR(227):nanR(53):lldR(44):fadR(6):yurK(4):NA(2)",249,897,746.54,1688,1,"DE0009_03762","KCJK1736_03062"
"g001101","g001101","guaB","Inosine-5'-monophosphate dehydrogenase",50,41,220,1,1,1,4,0,4,0,220,"Inosine-5'-monophosphate dehydrogenase(169):hypothetical protein(55)","guaB(169):NA(55)",426,1200,1134.64,1689,1,"DE0009_00798","KCJK1736_00472"
"g000081_000001","g000081","traR","Transcriptional activator protein TraR",60,84,220,2.3,1,6,18,175,18,286,506,"Transcriptional activator protein TraR(388):hypothetical protein(136)","traR(388):NA(136)",129,705,593.46,1690,1,"DE0009_04620",NA
"g003375_1_000007","g003375_1","glnP","Glutamine transport system permease protein GlnP",80,17,219,1,1,2,0,1,0,1,220,"Glutamine transport system permease protein GlnP(219):hypothetical protein(1)","glnP(219):NA(1)",420,669,667.45,1692,1,"DE0009_02338","KCJK1736_00754"
"g001808_1_000008","g001808_1","artQ","Arginine transport system permease protein ArtQ",80,24,219,1,1,2,1,1,1,1,220,"Arginine transport system permease protein ArtQ(220):hypothetical protein(1)","artQ(220):NA(1)",243,651,647.58,1692,2,"DE0009_02339","KCJK1736_00753"
"g001306_1_000007","g001306_1","glnH","ABC transporter glutamine-binding protein GlnH",80,25,219,1.01,1,2,1,3,2,3,222,"ABC transporter glutamine-binding protein GlnH(182):Membrane-bound lytic murein transglycosylase F(35):hypothetical protein(7)","glnH(182):mltF(35):NA(7)",249,855,824.73,1692,3,"DE0009_02340","KCJK1736_00752"
"g001698_1_000001","g001698_1","kduD","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase",60,30,219,1,1,2,0,1,0,1,220,"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase(220)","kduD(220)",744,774,745.94,1693,1,"DE0009_03766","KCJK1736_03058"
"g003452","g003452","kduI","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase",50,23,219,1.01,1,2,0,3,0,3,222,"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase(151):4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1(71)","kduI(151):kduI1(71)",822,882,825.95,1693,2,"DE0009_03765","KCJK1736_03059"
"g000833","g000833","hemN","Oxygen-independent coproporphyrinogen III oxidase",50,41,219,1,1,1,0,0,0,0,219,"Oxygen-independent coproporphyrinogen III oxidase(219)","hemN(219)",1347,1353,1350.62,1694,1,"DE0009_00721","KCJK1736_00395"
"g001396","g001396",NA,"hypothetical protein",50,29,219,1,1,1,4,0,4,0,219,"hypothetical protein(215):putative signaling protein(8)","NA(223)",567,2043,1915.08,1695,1,"DE0009_02397","KCJK1736_00694"
"g003421_000002","g003421","nicS","HTH-type transcriptional repressor NicS",70,23,219,1,1,1,0,0,0,0,219,"HTH-type transcriptional repressor NicS(212):hypothetical protein(7)","nicS(212):NA(7)",687,741,701.75,1696,1,"DE0009_02344","KCJK1736_00748"
"g002173","g002173",NA,"hypothetical protein",50,31,219,1,1,2,0,1,0,1,220,"hypothetical protein(220)","NA(220)",144,288,220.16,1697,1,"DE0009_04193","KCJK1736_00991"
"g001495_000002","g001495",NA,"hypothetical protein",70,37,218,1,1,1,0,0,0,0,218,"hypothetical protein(218)","NA(218)",408,456,408.91,1700,1,"DE0009_01378","KCJK1736_04199"
"g000033_1_000001","g000033_1",NA,"hypothetical protein",60,83,218,1.59,1,5,0,86,0,129,347,"hypothetical protein(347)","NA(347)",252,540,516.66,1702,1,"DE0009_04616",NA
"g006122_000001","g006122",NA,"hypothetical protein",60,12,218,1.03,1,2,0,6,0,6,224,"hypothetical protein(224)","NA(224)",168,225,168.88,1705,1,"DE0009_00761","KCJK1736_00435"
"g002566_1_000006","g002566_1","thyA","Thymidylate synthase",80,25,217,1,1,1,0,0,0,0,217,"Thymidylate synthase(217)","thyA(217)",303,840,790.67,1708,1,"DE0009_03438","KCJK1736_03717"
"g002992_1_000005","g002992_1","fixN","Cytochrome c oxidase subunit 1 %2C bacteroid",80,22,216,1,1,1,0,0,0,0,216,"Cytochrome c oxidase subunit 1 %2C bacteroid(216)","fixN(216)",1599,1674,1632.9,1709,1,"DE0009_00771","KCJK1736_00445"
"g004025_1_000005","g004025_1",NA,"hypothetical protein",80,17,216,1,1,1,0,0,0,0,216,"hypothetical protein(216)","NA(216)",732,777,738.04,1709,2,"DE0009_00772","KCJK1736_00446"
"g004882_000002","g004882",NA,"hypothetical protein",70,16,216,1,1,1,0,0,0,0,216,"hypothetical protein(216)","NA(216)",153,162,155.08,1709,3,"DE0009_00773","KCJK1736_00447"
"g002768_000002","g002768","ccoP","Cbb3-type cytochrome c oxidase subunit CcoP",70,27,216,1,1,1,0,0,0,0,216,"Cbb3-type cytochrome c oxidase subunit CcoP(216)","ccoP(216)",864,867,864.04,1709,4,"DE0009_00774","KCJK1736_00448"
"g002349_000002","g002349",NA,"hypothetical protein",70,27,216,1,1,1,1,0,1,0,216,"hypothetical protein(218)","NA(218)",360,1587,1569.01,1709,5,"DE0009_00778","KCJK1736_00452"
"g001453","g001453",NA,"hypothetical protein",50,37,216,1,1,1,0,0,0,0,216,"hypothetical protein(216)","NA(216)",489,501,499.43,1709,6,"DE0009_00779","KCJK1736_00453"
"g001377","g001377",NA,"hypothetical protein",50,37,216,1,1,2,19,1,19,1,217,"hypothetical protein(236)","NA(236)",318,744,365.21,1710,1,"DE0009_03697","KCJK1736_03127"
"g002656_000002","g002656","rfnT","Riboflavin transporter RfnT",70,25,216,1,1,1,1,0,1,0,216,"Riboflavin transporter RfnT(217)","rfnT(217)",327,1236,1218.68,1711,1,"DE0009_01173","KCJK1736_04554"
"g003483_1_000003","g003483_1","fixK","Nitrogen fixation regulation protein FixK",70,22,216,1,1,1,0,0,0,0,216,"Nitrogen fixation regulation protein FixK(210):hypothetical protein(6)","fixK(210):NA(6)",726,816,729.9,1712,1,"DE0009_00720","KCJK1736_00394"
"g000700_000001","g000700","copA","Copper-exporting P-type ATPase",60,49,216,1,1,1,0,0,0,0,216,"Copper-exporting P-type ATPase(180):putative copper-importing P-type ATPase A(32):putative copper-transporting ATPase PacS(4)","copA(212):pacS(4)",492,2364,2269,1713,1,"DE0009_00780","KCJK1736_00454"
"g003142_000001","g003142","uspF","Universal stress protein F",60,25,215,1,1,1,0,0,0,0,215,"Universal stress protein F(215)","uspF(215)",411,411,411,1717,1,"DE0009_01438","KCJK1736_04138"
"g000356_000001","g000356","cysG","Siroheme synthase",60,59,215,1,1,1,0,0,0,0,215,"Siroheme synthase(215)","cysG(215)",1116,1638,1476.18,1718,1,"DE0009_02794","KCJK1736_03437"
"g002423","g002423",NA,"hypothetical protein",50,19,215,1,1,1,0,0,0,0,215,"hypothetical protein(215)","NA(215)",246,297,271.31,1719,1,"DE0009_03579","KCJK1736_03240"
"g000301_1_000003","g000301_1","blh","Beta-lactamase hydrolase-like protein",70,59,214,1.03,1,3,1,5,1,7,221,"Beta-lactamase hydrolase-like protein(222)","blh(222)",627,1368,1277.54,1721,1,"DE0009_02615","KCJK1736_03665"
"g000129","g000129",NA,"hypothetical protein",50,79,214,1.21,1,4,9,29,9,45,259,"hypothetical protein(268)","NA(268)",438,960,620.6,1722,1,"DE0009_01388","KCJK1736_04189"
"g002928_1_000003","g002928_1",NA,"hypothetical protein",70,23,214,1,1,1,0,0,0,0,214,"hypothetical protein(214)","NA(214)",150,177,157.54,1723,1,"DE0009_00781","KCJK1736_00455"
"g005361_000001","g005361","gsiC","Glutathione transport system permease protein GsiC",60,13,213,1,1,1,0,0,0,0,213,"Glutathione transport system permease protein GsiC(124):Nickel transport system permease protein NikB(89)","gsiC(124):nikB(89)",942,945,944.99,1724,1,"DE0009_01158","KCJK1736_04539"
"g003925_000001","g003925","gsiD","Glutathione transport system permease protein GsiD",60,20,213,1,1,1,0,0,0,0,213,"Glutathione transport system permease protein GsiD(213)","gsiD(213)",882,954,899.52,1724,2,"DE0009_01157","KCJK1736_04538"
"g004475","g004475","oppD","Oligopeptide transport ATP-binding protein OppD",50,17,213,1,1,1,0,0,0,0,213,"Oligopeptide transport ATP-binding protein OppD(124):Dipeptide transport ATP-binding protein DppD(89)","oppD(124):dppD(89)",969,1098,1065.23,1724,3,"DE0009_01156","KCJK1736_04537"
"g004053_000001","g004053","btuD","Vitamin B12 import ATP-binding protein BtuD",60,19,213,1,1,1,0,0,0,0,213,"Vitamin B12 import ATP-binding protein BtuD(206):Oligopeptide transport ATP-binding protein OppF(4):Glutathione import ATP-binding protein GsiA(3)","btuD(206):oppF(4):gsiA(3)",1011,1101,1019.37,1724,4,"DE0009_01155","KCJK1736_04536"
"g000350","g000350",NA,"hypothetical protein",50,61,213,1,1,1,0,0,0,0,213,"hypothetical protein(213)","NA(213)",183,315,251.06,1725,1,"DE0009_03079","KCJK1736_02044"
"g002008","g002008","rhaR","HTH-type transcriptional activator RhaR",50,31,213,1,1,1,1,0,1,0,213,"HTH-type transcriptional activator RhaR(122):HTH-type transcriptional activator RhaS(86):hypothetical protein(3):HTH-type transcriptional activator Btr(3)","rhaR(122):rhaS(86):btr(3):NA(3)",312,936,842.87,1726,1,"DE0009_01260","KCJK1736_04320"
"g002307_000001","g002307","ompW","hypothetical protein",60,29,213,1,1,2,0,1,0,1,214,"hypothetical protein(197):Outer membrane protein W(17)","NA(197):ompW(17)",684,702,697.79,1727,1,"DE0009_03732","KCJK1736_03091"
"g000318_000001","g000318",NA,"hypothetical protein",60,61,213,1,1,1,0,0,0,0,213,"hypothetical protein(213)","NA(213)",132,543,488.44,1728,1,"DE0009_02650","KCJK1736_03579"
"g004859_000003","g004859",NA,"Peroxiredoxin",80,16,213,1,1,1,0,0,0,0,213,"Peroxiredoxin(213)","NA(213)",537,540,537.72,1729,1,"DE0009_03086","KCJK1736_02051"
"g000472","g000472",NA,"hypothetical protein",50,56,212,1,1,1,0,0,0,0,212,"hypothetical protein(212)","NA(212)",336,342,336.72,1733,1,"DE0009_01381","KCJK1736_04196"
"g000240_1_000001","g000240_1","tfdF","Maleylacetate reductase",60,57,212,1.03,1,3,1,6,1,7,219,"Maleylacetate reductase(219):hypothetical protein(1)","tfdF(219):NA(1)",222,1083,1053.85,1735,1,"DE0009_02766","KCJK1736_03466"
"g003072","g003072",NA,"hypothetical protein",50,25,212,1,1,1,1,0,1,0,212,"hypothetical protein(213)","NA(213)",213,501,495.62,1737,1,"DE0009_04446","KCJK1736_05003"
"g000278_000002","g000278","bapA","Beta-peptidyl aminopeptidase BapA",70,64,212,1,1,1,1,0,1,0,212,"Beta-peptidyl aminopeptidase BapA(212):hypothetical protein(1)","NA(201):bapA(12)",456,1113,1056.24,1738,1,"DE0009_02749","KCJK1736_03483"
"g000276_1_000001","g000276_1",NA,"hypothetical protein",60,64,211,1,1,1,1,0,1,0,211,"hypothetical protein(212)","NA(212)",189,576,567.25,1741,1,"DE0009_01382","KCJK1736_04195"
