"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DE0067","DE0068","ICMP17598","TPD7009","TPD7005","RZME10"
"g002870_000001","g002870","ribN","Riboflavin transporter",60,26,229,1,1,1,0,0,0,0,229,"Riboflavin transporter(229)","ribN(229)",936,954,941,1572,1,"DE0067_01537","DE0068_02143","ICMP17598_01397","TPD7009_03842","TPD7005_03322","RZME10_00502"
"g002818","g002818",NA,"hypothetical protein",50,26,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",1467,1659,1540.57,1573,1,"DE0067_01075","DE0068_01075","ICMP17598_00309","TPD7009_01916","TPD7005_02395","RZME10_00950"
"g002222_000001","g002222","acrA","Multidrug efflux pump subunit AcrA",60,29,229,1,1,2,1,1,1,1,230,"Multidrug efflux pump subunit AcrA(94):Multidrug resistance protein MexA(60):Multidrug/solvent efflux pump periplasmic linker protein MepA(59):Multidrug export protein AcrE(13):Antibiotic efflux pump periplasmic linker protein ArpA(3):Toluene efflux pump periplasmic linker protein TtgD(1):hypothetical protein(1)","acrA(94):mexA(60):mepA(59):acrE(13):arpA(3):ttgD(1):NA(1)",141,1242,1201,1574,1,"DE0067_04021","DE0068_04021","ICMP17598_03888","TPD7009_03081","TPD7005_03620","RZME10_00755"
"g003767","g003767","slyA","hypothetical protein",50,21,229,1,1,1,0,0,0,0,229,"hypothetical protein(120):Transcriptional regulator SlyA(107):Transcriptional repressor MprA(2)","NA(120):slyA(107):mprA(2)",408,522,499.48,1575,1,"DE0067_02626","DE0068_02625","ICMP17598_02577","TPD7009_00845","TPD7005_00408","RZME10_00271"
"g003314_000002","g003314","rcsC","Sensor histidine kinase RcsC",70,23,229,1,1,1,5,0,5,0,229,"Sensor histidine kinase RcsC(174):Adaptive-response sensory-kinase SasA(55):hypothetical protein(5)","rcsC(174):sasA(55):NA(5)",690,3630,3430.47,1576,1,"DE0067_03393","DE0068_03276","ICMP17598_03345","TPD7009_02544","TPD7005_01860","RZME10_02546"
"g002607_000002","g002607","murR","HTH-type transcriptional regulator MurR",70,23,229,1,1,1,1,0,1,0,229,"HTH-type transcriptional regulator MurR(227):hypothetical protein(2):HTH-type transcriptional regulator HexR(1)","murR(227):NA(2):hexR(1)",342,864,817.75,1578,1,"DE0067_00540","DE0068_00540","ICMP17598_00824","TPD7009_01406","TPD7005_01126","RZME10_04453"
"g000500_2","g000500_2",NA,"hypothetical protein",50,29,229,1,1,1,2,0,2,0,229,"hypothetical protein(231)","NA(231)",240,648,635.97,1579,1,"DE0067_03327","DE0068_03342","ICMP17598_03280","TPD7009_02482","TPD7005_01798","RZME10_02481"
"g002099","g002099",NA,"hypothetical protein",50,29,229,1.05,1,2,1,11,1,11,240,"hypothetical protein(241)","NA(241)",723,1428,1351.51,1580,1,"DE0067_00564","DE0068_00564","ICMP17598_00801","TPD7009_01430","TPD7005_01150","RZME10_04429"
"g002915","g002915",NA,"hypothetical protein",50,26,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",573,828,666.54,1582,1,"DE0067_03204","DE0068_03465","ICMP17598_03155","TPD7009_02335","TPD7005_01651","RZME10_02342"
"g001769_000001","g001769","glmS","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]",60,34,229,1.03,1,2,1,8,1,8,237,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing](233):hypothetical protein(5)","glmS(233):NA(5)",432,1053,1019.03,1584,1,"DE0067_00971","DE0068_00971","ICMP17598_00413","TPD7009_01748","TPD7005_02563","RZME10_01056"
"g002015_1_000001","g002015_1","ribN","Riboflavin transporter",60,28,229,1,1,2,0,1,0,1,230,"Riboflavin transporter(230)","ribN(230)",915,963,923.9,1585,1,"DE0067_03047","DE0068_03622","ICMP17598_02998","TPD7009_02178","TPD7005_01494","RZME10_00701"
"g003107_000001","g003107",NA,"hypothetical protein",60,15,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",150,228,163.23,1586,1,"DE0067_01746","DE0068_01934","ICMP17598_01664","TPD7009_03471","TPD7005_03524","RZME10_03986"
"g000268","g000268",NA,"hypothetical protein",50,67,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",747,765,764.57,1587,1,"DE0067_03506","DE0068_03162","ICMP17598_03460","TPD7009_02659","TPD7005_01975","RZME10_02689"
"g003077","g003077",NA,"hypothetical protein",50,25,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",609,822,649.17,1588,1,"DE0067_03522","DE0068_03146","ICMP17598_03476","TPD7009_02675","TPD7005_01991","RZME10_02705"
"g000853","g000853","tspO","Tryptophan-rich sensory protein",50,45,229,1,1,1,0,0,0,0,229,"Tryptophan-rich sensory protein(207):Tryptophan-rich protein TspO(21):hypothetical protein(1)","tspO(207):crtK-2(21):NA(1)",453,507,456.54,1589,1,"DE0067_00467","DE0068_00467","ICMP17598_00896","TPD7009_01333","TPD7005_01053","RZME10_04528"
"g003575_000002","g003575","degU","Transcriptional regulatory protein DegU",70,21,229,1,1,1,0,0,0,0,229,"Transcriptional regulatory protein DegU(227):Response regulator protein TmoT(1):HTH-type transcriptional regulator MalT(1)","degU(227):tmoT(1):malT(1)",381,651,648.43,1590,1,"DE0067_03320","DE0068_03349","ICMP17598_03272","TPD7009_02475","TPD7005_01791","RZME10_02474"
"g001554_1_000004","g001554_1","iolE","Inosose dehydratase",80,27,229,1,1,1,3,0,3,0,229,"Inosose dehydratase(232)","iolE(232)",210,954,898.69,1591,1,"DE0067_00537","DE0068_00537","ICMP17598_00827","TPD7009_01403","TPD7005_01123","RZME10_04456"
"g001097_1_000007","g001097_1","hipO","Hippurate hydrolase",70,34,229,1,1,1,0,0,0,0,229,"Hippurate hydrolase(229)","hipO(229)",1164,1368,1178.71,1592,1,"DE0067_04263","DE0068_04263","ICMP17598_04119","TPD7009_02842","TPD7005_03860","RZME10_03669"
"g000542_000001","g000542",NA,"hypothetical protein",60,53,229,1,1,2,0,1,0,1,230,"hypothetical protein(230)","NA(230)",684,699,690.42,1593,1,"DE0067_02948","DE0068_02947","ICMP17598_02261","TPD7009_01205","TPD7005_00049","RZME10_03529"
"g003630_000002","g003630",NA,"hypothetical protein",70,22,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",762,777,765.86,1594,1,"DE0067_02798","DE0068_02797","ICMP17598_02401","TPD7009_01018","TPD7005_00236","RZME10_00445"
"g001435_000001","g001435","polC","DNA polymerase III PolC-type",60,37,229,1,1,1,0,0,0,0,229,"DNA polymerase III PolC-type(178):DNA polymerase III subunit epsilon(50):putative ATP-dependent helicase DinG (1)","polC(178):dnaQ(50):dinG(1)",591,738,624.31,1595,1,"DE0067_02343","DE0068_02342","ICMP17598_02861","TPD7009_00557","TPD7005_00696","RZME10_01680"
"g004662","g004662",NA,"Outer membrane lipoprotein omp10",50,17,229,1,1,1,0,0,0,0,229,"Outer membrane lipoprotein omp10(153):hypothetical protein(76)","NA(229)",363,429,374.32,1597,1,"DE0067_02819","DE0068_02818","ICMP17598_02382","TPD7009_01041","TPD7005_00213","RZME10_00465"
"g000885_1_000003","g000885_1",NA,"putative 5-dehydro-4-deoxyglucarate dehydratase",70,28,229,1,1,1,0,0,0,0,229,"putative 5-dehydro-4-deoxyglucarate dehydratase(229)","NA(229)",897,1014,899.93,1598,1,"DE0067_03971","DE0068_03711","ICMP17598_03879","TPD7009_03162","TPD7005_04744",NA
"g000449_000001","g000449","thlA","Acetyl-CoA acetyltransferase",60,56,229,1.06,1,2,0,14,0,14,243,"Acetyl-CoA acetyltransferase(242):putative acetyl-CoA acyltransferase(1)","thlA(157):NA(81):phaA(5)",1140,1209,1183.67,1599,1,"DE0067_03699","DE0068_03983","ICMP17598_03586","TPD7009_04377","TPD7005_04602","RZME10_01444"
"g003285_000001","g003285",NA,"hypothetical protein",60,24,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",345,354,349.91,1601,1,"DE0067_01586","DE0068_02094","ICMP17598_01446","TPD7009_03793","TPD7005_03371","RZME10_03876"
"g001792","g001792",NA,"hypothetical protein",50,34,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",342,609,352.06,1602,1,"DE0067_01984","DE0068_01696","ICMP17598_01906","TPD7009_00147","TPD7005_02788","RZME10_02087"
"g001805_000001","g001805","ybaK","hypothetical protein",60,34,229,1,1,1,0,0,0,0,229,"hypothetical protein(228):Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK(1)","NA(228):ybaK(1)",363,555,458.63,1603,1,"DE0067_03087","DE0068_03582","ICMP17598_03038","TPD7009_02218","TPD7005_01534","RZME10_00661"
"g001690_1_000001","g001690_1","ligE","Beta-etherase",60,34,229,1,1,1,0,0,0,0,229,"Beta-etherase(227):hypothetical protein(2)","ligE(227):NA(2)",618,843,693.04,1604,1,"DE0067_01699","DE0068_01981","ICMP17598_01561","TPD7009_03512","TPD7005_03483","RZME10_03936"
"g000825","g000825","cbiD","Cobalt-precorrin-5B C(1)-methyltransferase",50,46,229,1,1,1,0,0,0,0,229,"Cobalt-precorrin-5B C(1)-methyltransferase(229)","cbiD(229)",1107,1188,1143.66,1605,1,"DE0067_04202","DE0068_04202","ICMP17598_04066","TPD7009_02902","TPD7005_03800","RZME10_03722"
"g001344","g001344",NA,"hypothetical protein",50,36,229,1.01,1,2,1,2,1,2,231,"hypothetical protein(232)","NA(232)",261,930,695.56,1606,1,"DE0067_00076","DE0068_00076","ICMP17598_02909","TPD7009_00509","TPD7005_00744","RZME10_01729"
"g005440_000003","g005440","nspC","Carboxynorspermidine/carboxyspermidine decarboxylase",80,14,228,1,1,1,0,0,0,0,228,"Carboxynorspermidine/carboxyspermidine decarboxylase(228)","nspC(228)",1098,1107,1098.99,1608,1,"DE0067_04360","DE0068_04506","ICMP17598_04391","TPD7009_04087","TPD7005_04271","RZME10_02845"
"g005961_000003","g005961",NA,"Carboxynorspermidine synthase",80,12,228,1,1,1,0,0,0,0,228,"Carboxynorspermidine synthase(228)","NA(228)",1239,1242,1239.66,1608,2,"DE0067_04359","DE0068_04507","ICMP17598_04390","TPD7009_04088","TPD7005_04272","RZME10_02846"
"g003335_000001","g003335",NA,"hypothetical protein",60,23,228,1,1,1,1,0,1,0,228,"hypothetical protein(229)","NA(229)",390,1233,1193.58,1610,1,"DE0067_02746","DE0068_02745","ICMP17598_02454","TPD7009_00966","TPD7005_00288","RZME10_00391"
"g001311","g001311","crcB","Putative fluoride ion transporter CrcB",50,39,228,1,1,1,0,0,0,0,228,"Putative fluoride ion transporter CrcB(228)","crcB(228)",369,378,377.96,1611,1,"DE0067_02041","DE0068_01639","ICMP17598_01963","TPD7009_00205","TPD7005_02846","RZME10_02028"
"g001605_000001","g001605","hmuV","Hemin import ATP-binding protein HmuV",60,36,228,1,1,1,0,0,0,0,228,"Hemin import ATP-binding protein HmuV(228)","hmuV(228)",783,795,784.66,1612,1,"DE0067_02718","DE0068_02717","ICMP17598_02481","TPD7009_00943","TPD7005_00311","RZME10_00367"
"g000797","g000797",NA,"hypothetical protein",50,47,228,1.01,1,2,0,2,0,2,230,"hypothetical protein(230)","NA(230)",411,492,417.09,1613,1,"DE0067_04095","DE0068_04095","ICMP17598_03961","TPD7009_03008","TPD7005_03694","RZME10_00835"
"g002189","g002189","bphP","hypothetical protein",50,29,228,1,1,1,1,0,1,0,228,"hypothetical protein(221):Bacteriophytochrome(8)","NA(221):bphP(8)",645,2610,2543.21,1616,1,"DE0067_02435","DE0068_02434","ICMP17598_02772","TPD7009_00644","TPD7005_00609","RZME10_00069"
"g002716_000002","g002716","yfkO","Putative NAD(P)H nitroreductase YfkO",70,26,228,1,1,1,0,0,0,0,228,"Putative NAD(P)H nitroreductase YfkO(158):Major NAD(P)H-flavin oxidoreductase(65):malonic semialdehyde reductase RutE(3):Oxygen-insensitive NAD(P)H nitroreductase(2)","yfkO(158):NA(65):rutE(3):nfsB(2)",579,816,640.33,1617,1,"DE0067_02958","DE0068_02957","ICMP17598_02251","TPD7009_01216","TPD7005_00038","RZME10_03541"
"g001781","g001781",NA,"hypothetical protein",50,33,228,1,1,1,1,0,1,0,228,"hypothetical protein(229)","NA(229)",303,1113,920.07,1618,1,"DE0067_02704","DE0068_02703","ICMP17598_02494","TPD7009_00929","TPD7005_00325","RZME10_00353"
"g000317_1_000001","g000317_1","ahpF","hypothetical protein",60,48,228,1,1,1,0,0,0,0,228,"hypothetical protein(108):NADH dehydrogenase(92):Ferredoxin--NADP reductase(20):Thioredoxin reductase(7):Alkyl hydroperoxide reductase subunit F(1)","NA(128):ahpF(93):trxB(7)",885,900,892.32,1619,1,"DE0067_03094","DE0068_03575","ICMP17598_03045","TPD7009_02225","TPD7005_01541","RZME10_00654"
"g000851_000001","g000851",NA,"hypothetical protein",60,46,228,1,1,1,0,0,0,0,228,"hypothetical protein(228)","NA(228)",507,540,526.39,1620,1,"DE0067_02722","DE0068_02721","ICMP17598_02477","TPD7009_00947","TPD7005_00307","RZME10_00371"
"g000634_000001","g000634","lvr","putative NAD-dependent oxidoreductase",60,51,228,1.02,1,2,0,4,0,4,232,"putative NAD-dependent oxidoreductase(78):Levodione reductase(65):Dihydroanticapsin 7-dehydrogenase(62):3-oxoacyl-[acyl-carrier-protein] reductase FabG(25):Putative short-chain type dehydrogenase/reductase/MSMEI_5872(2)","NA(80):lvr(65):bacC(62):fabG(25)",774,945,784.64,1622,1,"DE0067_00910","DE0068_00910","ICMP17598_00474","TPD7009_01684","TPD7005_01404","RZME10_01118"
"g002791_000001","g002791","yfcA","putative membrane transporter protein YfcA",60,27,228,1,1,1,0,0,0,0,228,"putative membrane transporter protein YfcA(213):hypothetical protein(15)","yfcA(213):NA(15)",639,828,746.51,1623,1,"DE0067_04161","DE0068_04161","ICMP17598_04026","TPD7009_02942","TPD7005_03760","RZME10_03762"
"g000199_000001","g000199","dap","D-aminopeptidase",60,70,227,1,1,1,0,0,0,0,227,"D-aminopeptidase(219):Penicillin-binding protein 4*(8)","dap(219):pbpE(8)",1500,1572,1512.96,1626,1,"DE0067_00567","DE0068_00567","ICMP17598_00798","TPD7009_01433","TPD7005_01153","RZME10_04426"
"g002997_000001","g002997",NA,"hypothetical protein",60,23,227,1.01,1,2,2,2,2,2,229,"hypothetical protein(231)","NA(231)",183,1878,1758.03,1628,1,"DE0067_02970","DE0068_02969","ICMP17598_02240","TPD7009_01229","TPD7005_00025","RZME10_03552"
"g000039_1_000001","g000039_1",NA,"hypothetical protein",60,85,227,1.47,1,4,10,86,10,106,333,"hypothetical protein(343)","NA(343)",198,483,461.51,1630,1,NA,NA,NA,"TPD7009_04112","TPD7005_04548",NA
"g001456","g001456","ybaN","Inner membrane protein YbaN",50,37,227,1.01,1,2,0,2,0,2,229,"Inner membrane protein YbaN(205):hypothetical protein(24)","ybaN(205):NA(24)",324,483,361.27,1631,1,"DE0067_02717","DE0068_02716","ICMP17598_02482","TPD7009_00942","TPD7005_00312","RZME10_00366"
"g002728","g002728",NA,"hypothetical protein",50,27,226,1,1,1,0,0,0,0,226,"hypothetical protein(226)","NA(226)",468,510,506.68,1634,1,"DE0067_01600","DE0068_02080","ICMP17598_01459","TPD7009_03781","TPD7005_03383","RZME10_03862"
"g001197_1_000001","g001197_1",NA,"hypothetical protein",60,39,226,1,1,1,0,0,0,0,226,"hypothetical protein(226)","NA(226)",429,930,468.56,1635,1,"DE0067_03622","DE0068_03046","ICMP17598_01203","TPD7009_04638","TPD7005_03126","RZME10_03239"
"g000388","g000388",NA,"hypothetical protein",50,59,226,1,1,2,0,1,0,1,227,"hypothetical protein(227)","NA(227)",762,984,958.8,1637,1,"DE0067_04061","DE0068_04061","ICMP17598_03927","TPD7009_03042","TPD7005_03659","RZME10_00799"
"g001746","g001746","dnaJ","Chaperone protein DnaJ",50,33,226,1,1,1,1,0,1,0,226,"Chaperone protein DnaJ(212):Chaperone protein DnaJ 1(15)","dnaJ(212):dnaJ1(15)",438,1290,1142.79,1638,1,"DE0067_03617","DE0068_03051","ICMP17598_01198","TPD7009_04643","TPD7005_03121","RZME10_03244"
"g002039","g002039",NA,"hypothetical protein",50,32,226,1,1,1,0,0,0,0,226,"hypothetical protein(226)","NA(226)",660,762,668.36,1639,1,"DE0067_02076","DE0068_01604","ICMP17598_01994","TPD7009_00239","TPD7005_02880","RZME10_01995"
"g003419_000003","g003419","decR","DNA-binding transcriptional activator DecR",80,23,226,1,1,1,0,0,0,0,226,"DNA-binding transcriptional activator DecR(192):hypothetical protein(34)","decR(192):NA(34)",438,492,450.69,1640,1,"DE0067_00614","DE0068_00614","ICMP17598_00768","TPD7009_01455","TPD7005_01175","RZME10_04389"
"g001187","g001187",NA,"hypothetical protein",50,40,226,1,1,1,1,0,1,0,226,"hypothetical protein(227)","NA(227)",573,699,587.38,1641,1,"DE0067_02544","DE0068_02543","ICMP17598_02661","TPD7009_00762","TPD7005_00491","RZME10_00184"
"g002306_000001","g002306","lldR","Putative L-lactate dehydrogenase operon regulatory protein",60,22,225,1,1,1,1,0,1,0,225,"Putative L-lactate dehydrogenase operon regulatory protein(223):HTH-type transcriptional regulator LutR(2):hypothetical protein(1)","lldR(223):lutR(2):NA(1)",348,720,686.96,1643,1,"DE0067_04286","DE0068_04286","ICMP17598_04142","TPD7009_02819","TPD7005_03883","RZME10_03646"
"g003000_000002","g003000","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,25,225,1,1,1,0,0,0,0,225,"Galactose/methyl galactoside import ATP-binding protein MglA(225)","mglA(225)",1557,1575,1568.04,1643,2,"DE0067_04285","DE0068_04285","ICMP17598_04141","TPD7009_02820","TPD7005_03882","RZME10_03647"
"g006021_000003","g006021","rbsC","Ribose import permease protein RbsC",80,11,225,1,1,1,0,0,0,0,225,"Ribose import permease protein RbsC(225)","rbsC(225)",873,1050,1028.15,1643,3,"DE0067_04284","DE0068_04284","ICMP17598_04140","TPD7009_02821","TPD7005_03881","RZME10_03648"
"g006374_000003","g006374","alsB","D-allose-binding periplasmic protein",80,11,225,1,1,1,0,0,0,0,225,"D-allose-binding periplasmic protein(175):Ribose import binding protein RbsB(50)","alsB(175):rbsB(50)",942,942,942,1643,4,"DE0067_04283","DE0068_04283","ICMP17598_04139","TPD7009_02822","TPD7005_03880","RZME10_03649"
"g001634_000001","g001634","pld1","Pyridoxal 4-dehydrogenase",60,35,225,1,1,1,0,0,0,0,225,"Pyridoxal 4-dehydrogenase(225)","pld1(225)",960,1137,1014.36,1643,5,"DE0067_04282","DE0068_04282","ICMP17598_04138","TPD7009_02823","TPD7005_03879","RZME10_03650"
"g000243_000001","g000243",NA,"hypothetical protein",60,69,225,1,1,1,0,0,0,0,225,"hypothetical protein(225)","NA(225)",813,846,820.93,1643,6,"DE0067_04281","DE0068_04281","ICMP17598_04137","TPD7009_02824","TPD7005_03878","RZME10_03651"
"g000095_1_000001","g000095_1","tmung","hypothetical protein",60,59,225,1.01,1,2,1,3,1,3,228,"hypothetical protein(228):Type-4 uracil-DNA glycosylase(1)","NA(228):tmung(1)",375,1491,1428.18,1645,1,"DE0067_02452","DE0068_02451","ICMP17598_02756","TPD7009_00661","TPD7005_00592","RZME10_00086"
"g004517_000003","g004517",NA,"hypothetical protein",80,17,225,1,1,1,0,0,0,0,225,"hypothetical protein(225)","NA(225)",1044,1272,1235.8,1645,2,"DE0067_02453","DE0068_02452","ICMP17598_02755","TPD7009_00662","TPD7005_00591","RZME10_00087"
"g001423_1_000001","g001423_1","gcvA","Glycine cleavage system transcriptional activator",60,24,225,1,1,1,0,0,0,0,225,"Glycine cleavage system transcriptional activator(225)","gcvA(225)",429,978,918.33,1646,1,"DE0067_00323","DE0068_00323","ICMP17598_01019","TPD7009_03698","TPD7005_00922","RZME10_04664"
"g000055_1_000006","g000055_1","lasI","hypothetical protein",70,74,225,1.44,1,3,4,87,4,100,325,"hypothetical protein(277):Acyl-homoserine-lactone synthase(52)","NA(277):lasI(52)",231,672,624.89,1647,1,NA,NA,NA,"TPD7009_04102","TPD7005_04558",NA
"g002524_000002","g002524","wbpA","UDP-N-acetyl-D-glucosamine 6-dehydrogenase",70,28,225,1,1,2,2,1,2,1,226,"UDP-N-acetyl-D-glucosamine 6-dehydrogenase(228)","wbpA(228)",282,1401,1333.5,1648,1,"DE0067_04057","DE0068_04057","ICMP17598_03923","TPD7009_03046","TPD7005_03655","RZME10_00795"
"g000832_000001","g000832","ptlI","Pentalenene oxygenase",60,44,225,1,1,1,1,0,1,0,225,"Pentalenene oxygenase(220):hypothetical protein(4):Putative cytochrome P450 132(2)","ptlI(220):NA(6)",321,1395,1375.77,1649,1,"DE0067_00413","DE0068_00413","ICMP17598_00949","TPD7009_01279","TPD7005_00999","RZME10_04580"
"g005234_000004","g005234","abo","4-methylaminobutanoate oxidase (formaldehyde-forming)",90,10,225,1,1,1,2,0,2,0,225,"4-methylaminobutanoate oxidase (formaldehyde-forming)(225):Aminomethyltransferase(1):Dimethylglycine oxidase(1)","abo(225):dmg(1):gcvT(1)",396,2634,2486.22,1651,1,"DE0067_02168","DE0068_01512","ICMP17598_02087","TPD7009_00331","TPD7005_02972","RZME10_01906"
"g002664_000003","g002664","ntaA","Nitrilotriacetate monooxygenase component A",80,24,225,1,1,2,2,1,2,1,226,"Nitrilotriacetate monooxygenase component A(226):hypothetical protein(2)","ntaA(226):NA(2)",384,1365,1321.39,1652,1,"DE0067_03862","DE0068_03820","ICMP17598_03770","TPD7009_03270","TPD7005_04040","RZME10_01594"
"g000280_000001","g000280",NA,"hypothetical protein",60,65,225,1.01,1,2,86,3,86,3,228,"hypothetical protein(314)","NA(314)",177,819,389.57,1655,1,"DE0067_01103","DE0068_01103","ICMP17598_00282","TPD7009_01943","TPD7005_02368","RZME10_00923"
"g000831_000001","g000831","oxyE","6-methylpretetramide 4-monooxygenase",60,45,224,1.01,1,2,0,2,0,2,226,"6-methylpretetramide 4-monooxygenase(226)","oxyE(226)",1227,1266,1255.7,1657,1,"DE0067_04069","DE0068_04069","ICMP17598_03935","TPD7009_03034","TPD7005_03668","RZME10_00808"
"g003649_000001","g003649",NA,"putative signaling protein",60,20,224,1,1,1,2,0,2,0,224,"putative signaling protein(129):hypothetical protein(97)","NA(226)",297,2145,1926.7,1658,1,"DE0067_01601","DE0068_02079","ICMP17598_01460","TPD7009_03780","TPD7005_03384","RZME10_03861"
"g002948_1_000003","g002948_1",NA,"hypothetical protein",80,25,224,1.05,1,3,0,11,0,12,236,"hypothetical protein(236)","NA(236)",294,465,300.11,1659,1,"DE0067_00579","DE0068_00579","ICMP17598_00786","TPD7009_01445","TPD7005_01165","RZME10_04408"
"g000450_1_000001","g000450_1",NA,"hypothetical protein",60,48,223,1.98,1,4,0,163,0,219,442,"hypothetical protein(442)","NA(442)",141,1557,1489.39,1660,1,"DE0067_01256;DE0067_03075","DE0068_01256;DE0068_03594","ICMP17598_03026","TPD7009_02206;TPD7009_03106","TPD7005_01522;TPD7005_04688","RZME10_00673;RZME10_02978"
"g002989_000001","g002989","mppA","Periplasmic murein peptide-binding protein",60,25,223,1,1,1,2,0,2,0,223,"Periplasmic murein peptide-binding protein(136):Periplasmic oligopeptide-binding protein(89)","mppA(136):oppA(89)",516,1758,1582.19,1662,1,"DE0067_01024","DE0068_01024","ICMP17598_00359","TPD7009_01801","TPD7005_02510","RZME10_01001"
"g003567_000003","g003567","rhtC","Threonine efflux protein",80,21,223,1,1,1,0,0,0,0,223,"Threonine efflux protein(219):Arginine exporter protein ArgO(4)","rhtC(219):argO(4)",612,654,642.91,1663,1,"DE0067_04094","DE0068_04094","ICMP17598_03960","TPD7009_03009","TPD7005_03693","RZME10_00834"
"g001525","g001525",NA,"hypothetical protein",50,36,223,1,1,1,0,0,0,0,223,"hypothetical protein(223)","NA(223)",1359,1506,1369.59,1664,1,"DE0067_03281","DE0068_03388","ICMP17598_03232","TPD7009_02412","TPD7005_01728","RZME10_02435"
"g001796_1_000003","g001796_1","yhbO","Protein/nucleic acid deglycase 2",70,33,223,1,1,1,1,0,1,0,223,"Protein/nucleic acid deglycase 2(222):hypothetical protein(2)","yhbO(222):NA(2)",201,561,557.81,1665,1,"DE0067_00979","DE0068_00979","ICMP17598_00405","TPD7009_01756","TPD7005_02555","RZME10_01048"
"g005387_000001","g005387","ycjO","Inner membrane ABC transporter permease protein YcjO",60,14,222,1,1,1,0,0,0,0,222,"Inner membrane ABC transporter permease protein YcjO(219):sn-glycerol-3-phosphate transport system permease protein UgpA(3)","ycjO(219):ugpA(3)",819,963,902.89,1668,1,"DE0067_00835","DE0068_00835","ICMP17598_00549","TPD7009_01609","TPD7005_01329","RZME10_01193"
"g004238_000001","g004238","ycjP","Inner membrane ABC transporter permease protein YcjP",60,19,222,1,1,1,0,0,0,0,222,"Inner membrane ABC transporter permease protein YcjP(216):Trehalose transport system permease protein SugB(6)","ycjP(216):sugB(6)",828,831,828.08,1668,2,"DE0067_00836","DE0068_00836","ICMP17598_00548","TPD7009_01610","TPD7005_01330","RZME10_01192"
"g000234_2_000001","g000234_2",NA,"putative acyl-CoA thioester hydrolase",60,22,222,1,1,2,0,1,0,1,223,"putative acyl-CoA thioester hydrolase(222):hypothetical protein(1)","NA(223)",381,432,391.41,1672,1,"DE0067_02863","DE0068_02862","ICMP17598_02340","TPD7009_01127","TPD7005_00127","RZME10_03454"
"g000323_000001","g000323","traM","Transcriptional repressor TraM",60,63,221,1.39,1,3,0,74,0,87,308,"Transcriptional repressor TraM(308)","traM(308)",216,366,308.3,1681,1,NA,NA,NA,"TPD7009_04166","TPD7005_04495",NA
"g003877","g003877","cycB","Cyclodextrin-binding protein",50,19,221,1,1,1,0,0,0,0,221,"Cyclodextrin-binding protein(200):hypothetical protein(14):sn-glycerol-3-phosphate-binding periplasmic protein UgpB(7)","cycB(200):NA(14):ugpB(7)",1206,1236,1232.48,1682,1,"DE0067_00834","DE0068_00834","ICMP17598_00550","TPD7009_01608","TPD7005_01328","RZME10_01194"
"g004630_000003","g004630",NA,"hypothetical protein",80,17,220,1,1,1,0,0,0,0,220,"hypothetical protein(220)","NA(220)",159,357,166.28,1685,1,"DE0067_03285","DE0068_03384","ICMP17598_03236","TPD7009_02416","TPD7005_01732","RZME10_02439"
"g002137","g002137","rutF","Flavin-dependent monooxygenase%2C reductase subunit HsaB",50,31,220,1,1,1,0,0,0,0,220,"Flavin-dependent monooxygenase%2C reductase subunit HsaB(97):FMN reductase (NADH) RutF(97):4-nitrophenol 4-monooxygenase/4-nitrocatechol 2-monooxygenase%2C reductase component(10):p-hydroxyphenylacetate 3-hydroxylase%2C reductase component(9):FMN reductase (NADH) NtaB(7)","rutF(97):hsaB(97):npcB(10):C1-hpah(9):ntaB(7)",522,660,545.43,1686,1,"DE0067_00288","DE0068_00288","ICMP17598_01054","TPD7009_03663","TPD7005_00887","RZME10_02190"
"g000084_1_000001","g000084_1",NA,"hypothetical protein",60,70,220,1.26,1,4,0,50,0,57,277,"hypothetical protein(277)","NA(277)",123,357,170.14,1687,1,NA,NA,NA,"TPD7009_04178","TPD7005_04483",NA
"g001101","g001101","guaB","Inosine-5'-monophosphate dehydrogenase",50,41,220,1,1,1,4,0,4,0,220,"Inosine-5'-monophosphate dehydrogenase(169):hypothetical protein(55)","guaB(169):NA(55)",426,1200,1134.64,1689,1,"DE0067_02087","DE0068_01593","ICMP17598_02006","TPD7009_00250","TPD7005_02891","RZME10_01984"
