"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP6625","CFBP6626"
"g005125_1_000005","g005125_1","livH","High-affinity branched-chain amino acid transport system permease protein LivH",80,13,247,1,1,1,0,0,0,0,247,"High-affinity branched-chain amino acid transport system permease protein LivH(246):hypothetical protein(1)","livH(246):NA(1)",411,927,862.66,1415,4,"CFBP6625_04491","CFBP6626_04339"
"g002852_1_000007","g002852_1","braC","Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein",80,23,247,1,1,1,0,0,0,0,247,"Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein(240):hypothetical protein(7)","braC(240):NA(7)",1173,1176,1173.06,1415,5,"CFBP6625_04492","CFBP6626_04340"
"g001320_1_000002","g001320_1","scpA","Methylmalonyl-CoA mutase",70,30,247,1.02,1,2,0,6,0,6,253,"Methylmalonyl-CoA mutase(248):hypothetical protein(5)","scpA(248):NA(5)",150,2151,2086.8,1417,1,"CFBP6625_03615","CFBP6626_03423"
"g000010_2_000005","g000010_2","dppD","Dipeptide transport ATP-binding protein DppD",60,16,247,1,1,1,0,0,0,0,247,"Dipeptide transport ATP-binding protein DppD(247)","dppD(247)",840,1017,899.9,1418,1,"CFBP6625_04145","CFBP6626_04005"
"g000057_1_000003","g000057_1",NA,"hypothetical protein",70,73,247,1.43,1,3,0,89,0,105,352,"hypothetical protein(352)","NA(352)",165,834,595.72,1419,1,"CFBP6625_04862;CFBP6625_05321","CFBP6626_05004"
"g001659_1_000005","g001659_1","ttuC'","putative tartrate dehydrogenase/decarboxylase TtuC'",80,30,247,1.01,1,2,0,2,0,2,249,"putative tartrate dehydrogenase/decarboxylase TtuC'(201):D-malate dehydrogenase [decarboxylating](43):putative tartrate dehydrogenase/decarboxylase TtuC(5)","ttuC'(201):dmlA(43):ttuC(5)",993,1050,1044.08,1420,1,"CFBP6625_03381","CFBP6626_03249"
"g002504_000001","g002504","rfbD","UDP-galactopyranose mutase",60,27,247,1,1,2,0,1,0,1,248,"UDP-galactopyranose mutase(247):hypothetical protein(1)","rfbD(247):NA(1)",171,1224,1146.56,1421,1,"CFBP6625_04257","CFBP6626_04100"
"g000031_000001","g000031","noc","Nucleoid occlusion protein",60,107,247,1.45,1,5,24,83,24,111,358,"Nucleoid occlusion protein(196):hypothetical protein(187)","noc(196):NA(187)",240,2145,1626.3,1422,1,"(CFBP6625_05323:CFBP6625_05324);CFBP6625_04861","(CFBP6626_04997:CFBP6626_05003)"
"g000004_8_000067","g000004_8","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",70,21,247,1,1,1,0,0,0,0,247,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(246):Maltose/maltodextrin import ATP-binding protein MalK(1)","ugpC(246):malK(1)",1011,1074,1072.75,1423,1,"CFBP6625_03194","CFBP6626_03063"
"g002723_1_000001","g002723_1","soxR","Redox-sensitive transcriptional activator SoxR",60,23,247,1,1,2,0,1,0,1,248,"Redox-sensitive transcriptional activator SoxR(247):hypothetical protein(1)","soxR(247):NA(1)",441,582,459.71,1425,1,"CFBP6625_03887","CFBP6626_03770"
"g001201_000001","g001201","marR","hypothetical protein",60,40,246,1,1,1,0,0,0,0,246,"hypothetical protein(220):Multiple antibiotic resistance protein MarR(26)","NA(220):marR(26)",444,573,507.66,1426,1,"CFBP6625_02953","CFBP6626_02789"
"g001351_1_000002","g001351_1","yedA","hypothetical protein",70,37,246,1,1,1,10,0,10,0,246,"hypothetical protein(245):putative inner membrane transporter YedA(11)","NA(245):yedA(11)",171,909,842.12,1426,2,"CFBP6625_02954","CFBP6626_02790"
"g000416","g000416",NA,"hypothetical protein",50,56,246,1,1,1,0,0,0,0,246,"hypothetical protein(246)","NA(246)",519,819,669.05,1428,1,"CFBP6625_02164","CFBP6626_02076"
"g000719_000001","g000719","mmsB","putative 3-hydroxyisobutyrate dehydrogenase",60,47,246,1,1,1,1,0,1,0,246,"putative 3-hydroxyisobutyrate dehydrogenase(247):hypothetical protein(1)","mmsB(247):NA(1)",165,936,877.56,1430,1,"CFBP6625_04158","CFBP6626_04018"
"g002053_1_000001","g002053_1","emrE","Multidrug transporter EmrE",60,25,246,1,1,1,0,0,0,0,246,"Multidrug transporter EmrE(245):Multidrug transporter(1)","emrE(245):NA(1)",228,345,343.52,1431,1,"CFBP6625_02092","CFBP6626_02003"
"g000690_000001","g000690",NA,"hypothetical protein",60,50,245,1.01,1,2,0,2,0,2,247,"hypothetical protein(247)","NA(247)",453,519,470.77,1432,1,"CFBP6625_02931","CFBP6626_02767"
"g001442","g001442","cmpR","HTH-type transcriptional activator CmpR",50,37,245,1,1,1,0,0,0,0,245,"HTH-type transcriptional activator CmpR(245)","cmpR(245)",555,894,881.67,1434,1,"CFBP6625_00536","CFBP6626_00518"
"g001628_1_000001","g001628_1","yjdJ","hypothetical protein",60,31,245,1,1,1,0,0,0,0,245,"hypothetical protein(159):putative protein YjdJ(86)","NA(159):yjdJ(86)",267,318,282.34,1435,1,"CFBP6625_02194","CFBP6626_02107"
"g000346_000001","g000346","gpr","L-glyceraldehyde 3-phosphate reductase",60,61,245,1,1,2,1,1,1,1,246,"L-glyceraldehyde 3-phosphate reductase(191):Aldo-keto reductase YhdN(51):Protein tas(3):hypothetical protein(1):Aldo-keto reductase IolS(1)","gpr(191):yhdN(51):tas(3):iolS(1):NA(1)",489,1125,1038.81,1436,1,"CFBP6625_04547","CFBP6626_04405"
"g002872_000002","g002872","dmlR","HTH-type transcriptional regulator DmlR",70,24,245,1,1,1,0,0,0,0,245,"HTH-type transcriptional regulator DmlR(245)","dmlR(245)",558,939,898.59,1437,1,"CFBP6625_00325","CFBP6626_00303"
"g001267","g001267",NA,"hypothetical protein",50,39,245,1,1,1,0,0,0,0,245,"hypothetical protein(245)","NA(245)",618,954,923.03,1438,1,"CFBP6625_03044","CFBP6626_02880"
"g004547","g004547","rhaS","HTH-type transcriptional activator RhaS",50,17,245,1,1,2,0,1,0,1,246,"HTH-type transcriptional activator RhaS(159):HTH-type transcriptional activator RhaR(87)","rhaS(159):rhaR(87)",882,888,885.24,1439,1,"CFBP6625_04318","CFBP6626_04166"
"g000648_000001","g000648","yqaA","Inner membrane protein YqaA",60,50,245,1.07,1,3,1,16,1,17,262,"Inner membrane protein YqaA(251):hypothetical protein(12)","yqaA(251):NA(12)",330,513,439.29,1440,1,"CFBP6625_03140","CFBP6626_02976;CFBP6626_04779;CFBP6626_04827"
"g001192","g001192","rhaS","HTH-type transcriptional activator RhaS",50,39,245,1,1,1,0,0,0,0,245,"HTH-type transcriptional activator RhaS(154):hypothetical protein(91)","rhaS(154):NA(91)",687,1023,827.08,1442,1,"CFBP6625_02920","CFBP6626_02756"
"g001310","g001310","ahpD","hypothetical protein",50,35,245,1,1,1,0,0,0,0,245,"hypothetical protein(242):Alkyl hydroperoxide reductase AhpD(3)","NA(242):ahpD(3)",300,420,411.59,1443,1,"CFBP6625_01836","CFBP6626_01748"
"g001465_000002","g001465",NA,"hypothetical protein",70,34,244,1,1,2,0,1,0,1,245,"hypothetical protein(245)","NA(245)",330,657,407.2,1446,1,"CFBP6625_02921","CFBP6626_02757"
"g000049","g000049","yokF","hypothetical protein",50,115,244,1.48,1,4,13,94,13,118,362,"hypothetical protein(373):SPBc2 prophage-derived endonuclease YokF(1):Endonuclease YncB(1)","NA(373):yokF(1):yncB(1)",297,822,578.15,1447,1,"CFBP6625_04970","CFBP6626_05022"
"g001995_000002","g001995",NA,"hypothetical protein",70,32,243,1.03,1,3,0,6,0,7,250,"hypothetical protein(162):Cell surface glycolipoprotein MPB83(59):Immunogenic protein MPB70(29)","NA(250)",276,648,553.37,1450,1,"CFBP6625_01107","CFBP6626_01087"
"g001030_1_000001","g001030_1","phnG","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG",60,30,243,1,1,1,0,0,0,0,243,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG(242):hypothetical protein(1)","phnG(242):NA(1)",459,477,467.02,1451,1,"CFBP6625_02865","CFBP6626_02702"
"g003587_1_000003","g003587_1",NA,"hypothetical protein",80,21,243,1,1,1,0,0,0,0,243,"hypothetical protein(243)","NA(243)",510,522,518.85,1452,1,"CFBP6625_02058","CFBP6626_01970"
"g000366","g000366",NA,"hypothetical protein",50,60,243,1,1,1,1,0,1,0,243,"hypothetical protein(244)","NA(244)",168,600,591.31,1453,1,"CFBP6625_02114","CFBP6626_02025"
"g000328_2","g000328_2","ftsI","putative peptidoglycan D%2CD-transpeptidase FtsI",50,38,243,1.12,1,3,3,25,3,28,271,"putative peptidoglycan D%2CD-transpeptidase FtsI(266):hypothetical protein(8)","ftsI(266):NA(8)",270,1773,1688.81,1454,1,"CFBP6625_00731;CFBP6625_04229","CFBP6626_00714;CFBP6626_04074"
"g000263","g000263","cobK","Precorrin-6A reductase",50,67,242,1,1,1,0,0,0,0,242,"Precorrin-6A reductase(242)","cobK(242)",630,894,735.71,1455,1,"CFBP6625_02654","CFBP6626_02493"
"g000028_1_000001","g000028_1",NA,"hypothetical protein",60,104,242,1.32,1,4,1,60,1,77,319,"hypothetical protein(320)","NA(320)",153,777,568.41,1456,1,"CFBP6625_04856;CFBP6625_05328","CFBP6626_04991"
"g000468_000001","g000468","dmlR","HTH-type transcriptional regulator DmlR",60,56,242,1,1,1,0,0,0,0,242,"HTH-type transcriptional regulator DmlR(241):HTH-type transcriptional regulator PgrR(1)","dmlR(241):pgrR(1)",861,918,903.51,1457,1,"CFBP6625_04548","CFBP6626_04406"
"g001227","g001227",NA,"hypothetical protein",50,40,241,1.05,1,2,0,11,0,11,252,"hypothetical protein(252)","NA(252)",204,411,213.35,1458,1,"CFBP6625_02139","CFBP6626_02050"
"g002736_000002","g002736",NA,"hypothetical protein",70,26,241,1,1,1,0,0,0,0,241,"hypothetical protein(241)","NA(241)",474,657,475.21,1459,1,"CFBP6625_03048","CFBP6626_02884"
"g004069_000002","g004069","nagC","N-acetylglucosamine repressor",70,13,241,1,1,1,1,0,1,0,241,"N-acetylglucosamine repressor(159):Protein mlc(75):N-acetyl-D-glucosamine kinase(5):hypothetical protein(3)","nagC(159):mlc(75):nagK(5):NA(3)",351,1218,1188.33,1461,1,"CFBP6625_03198","CFBP6626_03067"
"g000319","g000319",NA,"hypothetical protein",50,60,241,1.38,1,3,1,90,1,92,333,"hypothetical protein(334)","NA(334)",162,393,374.12,1462,1,"CFBP6625_01804;CFBP6625_03953","CFBP6626_01718;CFBP6626_03824"
"g003212_000001","g003212","rhaS","HTH-type transcriptional activator RhaS",60,23,240,1.01,1,2,1,2,1,2,242,"HTH-type transcriptional activator RhaS(167):Exoenzyme S synthesis regulatory protein ExsA(75):hypothetical protein(1)","rhaS(167):exsA(75):NA(1)",426,945,905.65,1463,1,"CFBP6625_01796","CFBP6626_01710"
"g001566_000001","g001566","gno","Gluconate 5-dehydrogenase",60,34,240,1,1,1,1,0,1,0,240,"Gluconate 5-dehydrogenase(240):5-keto-D-gluconate 5-reductase(1)","gno(240):idnO(1)",261,777,767.65,1464,1,"CFBP6625_02181","CFBP6626_02094"
"g003119","g003119","rpaR","HTH-type quorum sensing-dependent transcriptional regulator RpaR",50,25,240,1,1,1,0,0,0,0,240,"HTH-type quorum sensing-dependent transcriptional regulator RpaR(163):hypothetical protein(59):Transcriptional activator protein LasR(17):Transcriptional activator protein LuxR(1)","rpaR(163):NA(59):lasR(17):luxR(1)",726,795,756.33,1465,1,"CFBP6625_00372","CFBP6626_00351"
"g005380","g005380","gpr","L-glyceraldehyde 3-phosphate reductase",50,14,240,1,1,1,0,0,0,0,240,"L-glyceraldehyde 3-phosphate reductase(224):Aldo-keto reductase IolS(16)","gpr(224):iolS(16)",1017,1059,1056.41,1466,1,"CFBP6625_03417","CFBP6626_03285"
"g002982_000001","g002982","stcD","putative N-methylproline demethylase",60,25,240,1,1,2,0,1,0,1,241,"putative N-methylproline demethylase(241)","stcD(241)",2037,2046,2037.2,1467,1,"CFBP6625_02354","CFBP6626_02216"
"g000908","g000908",NA,"hypothetical protein",50,45,240,1,1,1,0,0,0,0,240,"hypothetical protein(240)","NA(240)",255,468,455.09,1468,1,"CFBP6625_01098","CFBP6626_01078"
"g000586","g000586",NA,"hypothetical protein",50,47,240,1.02,1,2,1,6,1,6,246,"hypothetical protein(247)","NA(247)",927,2073,1947.3,1469,1,"CFBP6625_00301","CFBP6626_00279"
"g001210_1_000001","g001210_1","ywnA","hypothetical protein",60,31,240,1.03,1,2,0,8,0,8,248,"hypothetical protein(219):Putative HTH-type transcriptional regulator YwnA(29)","NA(219):ywnA(29)",312,531,459.3,1470,1,"CFBP6625_02918","CFBP6626_02754"
"g003728_1_000007","g003728_1","gsiC","Glutathione transport system permease protein GsiC",80,13,239,1,1,1,2,0,2,0,239,"Glutathione transport system permease protein GsiC(238):Dipeptide transport system permease protein DppB(2):hypothetical protein(1)","gsiC(238):dppB(2):NA(1)",339,1029,981.86,1471,1,"CFBP6625_03413","CFBP6626_03281"
"g001438_1_000005","g001438_1","dppC","Dipeptide transport system permease protein DppC",70,23,239,1,1,1,1,0,1,0,239,"Dipeptide transport system permease protein DppC(167):hypothetical protein(72):putative D%2CD-dipeptide transport system permease protein DdpC(1)","dppC(167):NA(72):ddpC(1)",255,1014,995.41,1471,2,"CFBP6625_03414","CFBP6626_03282"
"g000010_3_000066","g000010_3","oppD","Oligopeptide transport ATP-binding protein OppD",70,21,239,1,1,1,0,0,0,0,239,"Oligopeptide transport ATP-binding protein OppD(239)","oppD(239)",540,999,996.15,1471,3,"CFBP6625_03415","CFBP6626_03283"
"g000010_4_000067","g000010_4","oppF","Oligopeptide transport ATP-binding protein OppF",70,18,239,1,1,1,0,0,0,0,239,"Oligopeptide transport ATP-binding protein OppF(239)","oppF(239)",933,942,936.3,1471,4,"CFBP6625_03416","CFBP6626_03284"
"g000292","g000292",NA,"hypothetical protein",50,56,239,1.02,1,2,1,4,1,4,243,"hypothetical protein(244)","NA(244)",144,825,791.24,1472,1,"CFBP6625_04525","CFBP6626_04373"
"g003163","g003163","dppA","Periplasmic dipeptide transport protein",50,24,239,1.05,1,2,2,11,2,11,250,"Periplasmic dipeptide transport protein(106):hypothetical protein(103):Oligopeptide-binding protein AppA(34):HTH-type transcriptional regulator SgrR(8):Glutathione-binding protein GsiB(1)","dppA(106):NA(103):appA(34):sgrR(8):gsiB(1)",1605,1629,1610,1473,1,"CFBP6625_03412","CFBP6626_03280"
"g003283","g003283",NA,"hypothetical protein",50,24,239,1,1,1,0,0,0,0,239,"hypothetical protein(239)","NA(239)",309,372,354.9,1475,1,"CFBP6625_02168","CFBP6626_02080"
"g002493","g002493","appA","Oligopeptide-binding protein AppA",50,27,239,1.38,1,2,1,90,1,90,329,"Oligopeptide-binding protein AppA(178):Glutathione-binding protein GsiB(89):putative D%2CD-dipeptide-binding periplasmic protein DdpA(48):Periplasmic dipeptide transport protein(13):hypothetical protein(2)","appA(178):gsiB(89):ddpA(48):dppA(13):NA(2)",483,1893,1595.34,1476,1,"CFBP6625_03422","CFBP6626_03289"
"g000895_1_000001","g000895_1",NA,"D-xylulose reductase",60,36,239,1.28,1,2,0,68,0,68,307,"D-xylulose reductase(307)","NA(307)",1032,1053,1047.04,1477,1,"CFBP6625_02385;CFBP6625_04317","CFBP6626_02228;CFBP6626_04165"
"g000151_1_000003","g000151_1","soxB","2'-hydroxybiphenyl-2-sulfinate desulfinase",70,36,239,1,1,1,0,0,0,0,239,"2'-hydroxybiphenyl-2-sulfinate desulfinase(164):hypothetical protein(75)","soxB(164):NA(75)",297,1101,817.59,1478,1,"CFBP6625_03411","CFBP6626_03279"
"g002360_000001","g002360","soxC","Dibenzothiophene desulfurization enzyme C",60,28,239,1,1,1,1,0,1,0,239,"Dibenzothiophene desulfurization enzyme C(239):hypothetical protein(1)","soxC(239):NA(1)",516,1242,1234.19,1479,1,"CFBP6625_03418","CFBP6626_03286"
"g002388_000002","g002388","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",70,21,239,1,1,1,0,0,0,0,239,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(236):Glucose-6-phosphate 3-dehydrogenase(3)","iolG(236):ntdC(3)",969,1131,1124.23,1480,1,"CFBP6625_04480","CFBP6626_04327"
"g000044_1_000001","g000044_1",NA,"hypothetical protein",60,121,239,1.41,1,4,5,77,5,97,336,"hypothetical protein(342)","NA(342)",144,1290,945.26,1481,1,"CFBP6625_04855;CFBP6625_05329","CFBP6626_04990"
"g000250_2_000010","g000250_2","dppB","Dipeptide transport system permease protein DppB",70,13,238,1.01,1,2,0,3,0,3,241,"Dipeptide transport system permease protein DppB(148):putative D%2CD-dipeptide transport system permease protein DdpB(93)","dppB(148):ddpB(93)",1029,1029,1029,1482,1,"CFBP6625_04596","CFBP6626_04437"
"g000137_2_000005","g000137_2","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",70,15,238,1.02,1,2,0,4,0,4,242,"putative D%2CD-dipeptide transport system permease protein DdpC(242)","ddpC(242)",240,903,898.23,1482,2,"CFBP6625_04595","CFBP6626_04436"
"g000068_2_000013","g000068_2","dppD","Dipeptide transport ATP-binding protein DppD",70,18,238,1.02,1,2,0,4,0,4,242,"Dipeptide transport ATP-binding protein DppD(221):Oligopeptide transport ATP-binding protein OppD(21)","dppD(221):oppD(21)",834,852,845.89,1482,3,"CFBP6625_04594","CFBP6626_04435"
"g000040_2_000018","g000040_2","oppF","Oligopeptide transport ATP-binding protein OppF",70,31,238,1.01,1,2,0,3,0,3,241,"Oligopeptide transport ATP-binding protein OppF(241)","oppF(241)",738,783,739.73,1482,4,"CFBP6625_04593","CFBP6626_04434"
"g002541_1_000001","g002541_1","mdtA","Multidrug resistance protein MdtA",60,21,238,1,1,1,0,0,0,0,238,"Multidrug resistance protein MdtA(128):Multidrug resistance protein MdtE(82):Multidrug resistance protein MexA(22):Macrolide export protein MacA(6)","mdtA(128):mdtE(82):mexA(22):macA(6)",1077,1092,1078.16,1483,1,"CFBP6625_03782","CFBP6626_03646"
"g002448_1_000001","g002448_1","mdtA","Multidrug resistance protein MdtA",60,23,238,1,1,1,0,0,0,0,238,"Multidrug resistance protein MdtA(214):Multidrug resistance protein MdtE(22):Efflux pump periplasmic linker BepF(2)","mdtA(214):mdtE(22):bepF(2)",1059,1086,1085.65,1483,2,"CFBP6625_03781","CFBP6626_03645"
"g003140_1_000003","g003140_1",NA,"hypothetical protein",70,22,238,1,1,1,0,0,0,0,238,"hypothetical protein(238)","NA(238)",462,462,462,1485,1,"CFBP6625_00132","CFBP6626_00138"
"g000758_1_000001","g000758_1",NA,"hypothetical protein",60,38,238,1,1,2,1,1,1,1,239,"hypothetical protein(240)","NA(240)",339,528,356.88,1486,1,"CFBP6625_03423","CFBP6626_03290"
"g000078_1_000003","g000078_1","arsH","NADPH-dependent FMN reductase ArsH",70,90,238,1.3,1,4,0,59,0,71,309,"NADPH-dependent FMN reductase ArsH(301):hypothetical protein(8)","arsH(301):NA(8)",285,744,703.11,1487,1,"CFBP6625_01108;CFBP6625_05114","CFBP6626_01088;CFBP6626_04814;CFBP6626_04836"
"g003840_000001","g003840","ddpA","putative D%2CD-dipeptide-binding periplasmic protein DdpA",60,20,238,1.01,1,2,0,3,0,3,241,"putative D%2CD-dipeptide-binding periplasmic protein DdpA(241)","ddpA(241)",1587,1602,1590.8,1488,1,"CFBP6625_04599","CFBP6626_04440"
"g001993","g001993",NA,"Putative acetyltransferase OgpAT",50,32,238,1,1,1,4,0,4,0,238,"Putative acetyltransferase OgpAT(234):hypothetical protein(8)","NA(242)",216,630,603.56,1489,1,"CFBP6625_00965","CFBP6626_00945"
"g002426_000002","g002426","nsrR","HTH-type transcriptional repressor NsrR",70,29,238,1.1,1,3,0,23,0,24,262,"HTH-type transcriptional repressor NsrR(203):Putative HTH-type transcriptional regulator(49):HTH-type transcriptional regulator IscR(6):hypothetical protein(4)","nsrR(203):NA(53):iscR(6)",498,558,504.7,1490,1,"CFBP6625_00133","CFBP6626_00139"
"g001322_1_000008","g001322_1","pntA","NAD(P) transhydrogenase subunit alpha",90,14,238,1.03,1,2,1,6,1,6,244,"NAD(P) transhydrogenase subunit alpha(244):hypothetical protein(2)","pntA(244):NA(2)",429,1767,1584.26,1491,1,"CFBP6625_02311","CFBP6626_02172"
"g003028_000001","g003028","acdA","Acyl-CoA dehydrogenase",60,25,238,1,1,1,0,0,0,0,238,"Acyl-CoA dehydrogenase(238)","acdA(238)",687,1173,1167.57,1492,1,"CFBP6625_03455","CFBP6626_03322"
"g000349_000001","g000349",NA,"hypothetical protein",60,58,238,1.01,1,2,1,2,1,2,240,"hypothetical protein(241)","NA(241)",198,558,438.56,1493,1,"CFBP6625_01780","CFBP6626_01694"
"g002974","g002974","degU","Transcriptional regulatory protein DegU",50,25,237,1.02,1,2,5,4,5,4,241,"Transcriptional regulatory protein DegU(111):hypothetical protein(78):HTH-type transcriptional regulator MalT(32):CsgBAC operon transcriptional regulatory protein(24):Response regulator protein TodT(1)","degU(111):NA(78):malT(32):csgD(24):todT(1)",264,780,753.8,1494,1,"CFBP6625_03278","CFBP6626_03146"
"g002514","g002514",NA,"hypothetical protein",50,28,237,1.02,1,2,0,5,0,5,242,"hypothetical protein(242)","NA(242)",1032,1221,1093.19,1495,1,"CFBP6625_02758;CFBP6625_04239","CFBP6626_02597"
"g002277","g002277","leuE","hypothetical protein",50,30,237,1,1,2,0,1,0,1,238,"hypothetical protein(196):Leucine efflux protein(20):Threonine efflux protein(18):Homoserine/homoserine lactone efflux protein(4)","NA(196):leuE(20):rhtC(18):rhtB(4)",444,636,627.52,1496,1,"CFBP6625_00838","CFBP6626_00819"
"g000140_2","g000140_2","ntaA","Nitrilotriacetate monooxygenase component A",50,54,237,1.39,1,6,0,54,0,93,330,"Nitrilotriacetate monooxygenase component A(329):hypothetical protein(1)","ntaA(329):NA(1)",177,1401,1346.35,1497,1,"CFBP6625_03420;CFBP6625_03421","CFBP6626_03288"
"g000495","g000495","rhaS","HTH-type transcriptional activator RhaS",50,53,237,1.01,1,2,3,3,3,3,240,"HTH-type transcriptional activator RhaS(143):hypothetical protein(55):HTH-type transcriptional activator RhaR(42):RCS-specific HTH-type transcriptional activator RclR(3)","rhaS(143):NA(55):rhaR(42):rclR(3)",228,987,806.09,1498,1,"CFBP6625_00527","CFBP6626_00509"
"g007067_000004","g007067",NA,"hypothetical protein",90,10,235,1,1,1,0,0,0,0,235,"hypothetical protein(235)","NA(235)",1077,1077,1077,1499,1,"CFBP6625_03345","CFBP6626_03213"
"g001515_2_000013","g001515_2",NA,"hypothetical protein",90,19,235,1,1,1,0,0,0,0,235,"hypothetical protein(235)","NA(235)",1539,1635,1539.41,1499,2,"CFBP6625_03344","CFBP6626_03212"
"g002745","g002745",NA,"hypothetical protein",50,27,235,1,1,1,0,0,0,0,235,"hypothetical protein(235)","NA(235)",660,753,696.55,1500,1,"CFBP6625_00989","CFBP6626_00969"
"g000656_000001","g000656",NA,"hypothetical protein",60,51,235,1,1,1,0,0,0,0,235,"hypothetical protein(235)","NA(235)",219,375,366.69,1500,2,"CFBP6625_00991","CFBP6626_00971"
"g003945_000002","g003945","cymR","Putative HTH-type transcriptional regulator",70,20,235,1,1,1,0,0,0,0,235,"Putative HTH-type transcriptional regulator(155):HTH-type transcriptional regulator CymR(80)","NA(155):cymR(80)",372,498,443.12,1501,1,"CFBP6625_00481","CFBP6626_00463"
"g005038","g005038",NA,"hypothetical protein",50,15,235,1,1,1,0,0,0,0,235,"hypothetical protein(235)","NA(235)",399,597,570.93,1502,1,"CFBP6625_00246","CFBP6626_00227"
"g000093","g000093","pgrR","HTH-type transcriptional regulator PgrR",50,85,235,2.03,1,6,0,148,0,242,477,"HTH-type transcriptional regulator PgrR(475):HTH-type transcriptional regulator DmlR(1):HTH-type transcriptional regulator ArgP(1)","pgrR(475):dmlR(1):argP(1)",147,1854,885.14,1503,1,"CFBP6625_01598","CFBP6626_01513;CFBP6626_04787"
"g001082_000001","g001082",NA,"hypothetical protein",60,41,235,1,1,1,0,0,0,0,235,"hypothetical protein(235)","NA(235)",699,795,720.8,1504,1,"CFBP6625_02912","CFBP6626_02748"
"g001406_1_000004","g001406_1","hipO","Hippurate hydrolase",70,25,235,1.04,1,2,1,9,1,9,244,"Hippurate hydrolase(245)","hipO(245)",543,1209,1195.8,1505,1,"CFBP6625_03425","CFBP6626_03292"
"g002683","g002683",NA,"hypothetical protein",50,25,235,1,1,1,1,0,1,0,235,"hypothetical protein(234):putative signaling protein(2)","NA(236)",330,1131,1027.94,1506,1,"CFBP6625_00776","CFBP6626_00759"
"g002217_1_000008","g002217_1","pntB","NAD(P) transhydrogenase subunit beta",80,17,235,1.03,1,2,1,6,1,6,241,"NAD(P) transhydrogenase subunit beta(241):hypothetical protein(1)","pntB(241):NA(1)",390,1449,1417.62,1507,1,"CFBP6625_02312","CFBP6626_02173"
"g000225_1_000004","g000225_1","yciF","Protein YciF",70,56,235,1.54,1,4,0,99,0,127,362,"Protein YciF(338):hypothetical protein(24)","yciF(338):NA(24)",132,597,477.05,1508,1,"CFBP6625_04163","CFBP6626_04023;CFBP6626_04939"
"g000167_2","g000167_2","mglB","D-galactose-binding periplasmic protein",50,57,235,1.76,1,5,10,121,10,179,414,"D-galactose-binding periplasmic protein(210):D-threitol-binding protein(186):Xylitol-binding protein(21):hypothetical protein(5):Ribose import binding protein RbsB(2)","mglB(210):thpA(186):xypA(21):NA(5):rbsB(2)",183,978,924.77,1509,1,"CFBP6625_04522","CFBP6626_04370"
"g003147_000002","g003147","malT","HTH-type transcriptional regulator MalT",70,24,235,1,1,1,0,0,0,0,235,"HTH-type transcriptional regulator MalT(235)","malT(235)",2085,2403,2354.55,1510,1,"CFBP6625_03352","CFBP6626_03220"
"g000492","g000492","yigZ","IMPACT family member YigZ",50,54,235,1,1,1,0,0,0,0,235,"IMPACT family member YigZ(225):hypothetical protein(10)","yigZ(225):NA(10)",360,663,590.85,1511,1,"CFBP6625_04061","CFBP6626_03932"
"g002706","g002706","eamA","hypothetical protein",50,26,234,1,1,2,1,1,1,1,235,"hypothetical protein(222):putative amino-acid metabolite efflux pump(14)","NA(222):eamA(14)",246,1020,893.63,1513,1,"CFBP6625_02110","CFBP6626_02021"
"g001545_000002","g001545",NA,"hypothetical protein",70,36,234,1,1,1,0,0,0,0,234,"hypothetical protein(234)","NA(234)",846,936,855.06,1514,1,"CFBP6625_01022","CFBP6626_01002"
"g000610","g000610","virC1","hypothetical protein",50,51,234,1.5,1,3,11,108,11,118,352,"hypothetical protein(314):Protein virC1(49)","NA(314):virC1(49)",345,759,715.44,1515,1,"CFBP6625_01909","CFBP6626_01819"
"g002799_000001","g002799","fixK","Nitrogen fixation regulation protein FixK",60,27,234,1,1,2,0,1,0,1,235,"Nitrogen fixation regulation protein FixK(221):Transcriptional activatory protein AadR(12):hypothetical protein(2)","fixK(221):aadR(12):NA(2)",447,780,754.43,1516,1,"CFBP6625_00700","CFBP6626_00683"
"g002054_000001","g002054",NA,"hypothetical protein",60,32,234,1,1,1,0,0,0,0,234,"hypothetical protein(234)","NA(234)",324,345,328.36,1517,1,"CFBP6625_00990","CFBP6626_00970"
