"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","UMA610","ICMP6402","SBV_302782"
"g001476_000001","g001476","mntB","Manganese transport system membrane protein MntB",60,37,258,1,1,2,0,1,0,1,259,"Manganese transport system membrane protein MntB(259)","mntB(259)",765,897,851.71,1253,4,"UMA610_04430","ICMP6402_01904","SBV_302782_02445"
"g003043","g003043",NA,"hypothetical protein",50,19,258,1,1,1,0,0,0,0,258,"hypothetical protein(258)","NA(258)",795,1149,1037.33,1254,1,"UMA610_00550","ICMP6402_00681","SBV_302782_00833"
"g001332_000002","g001332",NA,"hypothetical protein",70,36,258,1,1,1,0,0,0,0,258,"hypothetical protein(258)","NA(258)",1062,1362,1357.8,1254,2,"UMA610_00551","ICMP6402_00680","SBV_302782_00834"
"g001620","g001620",NA,"hypothetical protein",50,34,258,1,1,1,0,0,0,0,258,"hypothetical protein(258)","NA(258)",1641,1758,1706.29,1255,1,"UMA610_00618","ICMP6402_00617","SBV_302782_00899"
"g002110","g002110","slyA","Transcriptional regulator SlyA",50,18,258,1,1,2,4,1,4,1,259,"Transcriptional regulator SlyA(255):hypothetical protein(8)","slyA(255):NA(8)",171,606,447.26,1255,2,"UMA610_00619","ICMP6402_00616","SBV_302782_00900"
"g000197","g000197","prsD","Type I secretion system ATP-binding protein PrsD",50,70,258,1.79,1,3,5,141,6,204,462,"Type I secretion system ATP-binding protein PrsD(464):hypothetical protein(3):Vitamin B12 import ATP-binding protein BtuD(1)","prsD(464):NA(3):btuD(1)",273,1959,1768.67,1256,1,"UMA610_02566;UMA610_04035","ICMP6402_03143;ICMP6402_04669","SBV_302782_02610;SBV_302782_04347"
"g001780_1_000001","g001780_1","ytfT","Inner membrane ABC transporter permease protein YtfT",60,28,258,1,1,2,1,1,1,1,259,"Inner membrane ABC transporter permease protein YtfT(259):hypothetical protein(1)","ytfT(259):NA(1)",177,1050,1035.46,1257,1,"UMA610_04457","ICMP6402_01876","SBV_302782_02418"
"g000325","g000325",NA,"hypothetical protein",50,63,258,1,1,1,0,0,0,0,258,"hypothetical protein(258)","NA(258)",444,447,444.02,1258,1,"UMA610_03297","ICMP6402_03829","SBV_302782_01591"
"g000027_1_000001","g000027_1",NA,"hypothetical protein",60,130,258,1.65,1,4,0,114,0,168,426,"hypothetical protein(426)","NA(426)",192,1296,1080.96,1259,1,NA,"ICMP6402_02410;ICMP6402_05220","SBV_302782_01209"
"g001412","g001412","yhhT","Putative transport protein",50,36,258,1,1,1,2,0,2,0,258,"Putative transport protein(115):hypothetical protein(100):Putative transport protein YhhT(45):AI-2 transport protein TqsA(1)","NA(215):yhhT(45):tqsA(1)",210,1197,1164.71,1260,1,"UMA610_00806","ICMP6402_00427","SBV_302782_02218"
"g001868","g001868",NA,"hypothetical protein",50,33,258,1,1,1,0,0,0,0,258,"hypothetical protein(258)","NA(258)",1074,1338,1185.95,1261,1,"UMA610_04220","ICMP6402_04498","SBV_302782_04741"
"g001608","g001608",NA,"hypothetical protein",50,35,258,1.01,1,3,0,1,0,2,260,"hypothetical protein(260)","NA(260)",354,4188,4125.31,1262,1,"UMA610_03538","ICMP6402_04292","SBV_302782_04020"
"g000149_1_000001","g000149_1","ygfZ","tRNA-modifying protein YgfZ",60,63,258,1,1,2,0,1,0,1,259,"tRNA-modifying protein YgfZ(258):hypothetical protein(1)","ygfZ(258):NA(1)",186,990,857.78,1263,1,"UMA610_00651","ICMP6402_00583","SBV_302782_00932"
"g001867_1_000003","g001867_1","bauA","Beta-alanine--pyruvate aminotransferase",70,25,258,1,1,1,0,0,0,0,258,"Beta-alanine--pyruvate aminotransferase(258)","bauA(258)",1329,1347,1335.07,1264,1,"UMA610_01636","ICMP6402_02551","SBV_302782_02535"
"g000514","g000514","ydeP","Protein YdeP",50,53,258,1.76,1,4,0,193,0,197,455,"Protein YdeP(452):putative oxidoreductase(3)","ydeP(452):NA(3)",354,2478,2293.29,1265,1,"UMA610_00150","ICMP6402_01068","SBV_302782_00430"
"g001064_1_000001","g001064_1",NA,"hypothetical protein",60,37,258,1.01,1,2,1,2,1,2,260,"hypothetical protein(261)","NA(261)",345,948,935.71,1266,1,"UMA610_04224","ICMP6402_04494","SBV_302782_04745"
"g003834","g003834",NA,"hypothetical protein",50,20,258,1.01,1,2,1,2,1,2,260,"hypothetical protein(261)","NA(261)",702,786,746.38,1267,1,"UMA610_01516","ICMP6402_00053","SBV_302782_01844"
"g000568_1_000001","g000568_1","czcD","Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter",60,44,258,1.01,1,2,0,2,0,2,260,"Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter(250):Zinc transporter ZitB(10)","czcD(250):zitB(10)",951,1077,996.85,1268,1,"UMA610_00816","ICMP6402_00416","SBV_302782_02206"
"g002069","g002069",NA,"hypothetical protein",50,25,258,1,1,2,3,1,3,1,259,"hypothetical protein(262)","NA(262)",813,3762,3653.76,1269,1,"UMA610_02238","ICMP6402_03567","SBV_302782_03675"
"g001727","g001727","yfkN","hypothetical protein",50,33,258,1,1,1,0,0,0,0,258,"hypothetical protein(184):Trifunctional nucleotide phosphoesterase protein YfkN(74)","NA(184):yfkN(74)",1878,2133,1968.22,1270,1,"UMA610_02904","ICMP6402_02807","SBV_302782_02945"
"g001408","g001408",NA,"hypothetical protein",50,37,258,1,1,2,0,1,0,1,259,"hypothetical protein(259)","NA(259)",552,1278,1180.39,1271,1,"UMA610_02018","ICMP6402_03344","SBV_302782_03435"
"g001358_1_000001","g001358_1","rhmR","putative HTH-type transcriptional regulator RhmR",60,34,258,1,1,2,1,1,1,1,259,"putative HTH-type transcriptional regulator RhmR(238):Transcriptional regulator KdgR(14):hypothetical protein(8)","rhmR(238):kdgR(14):NA(8)",201,840,776.54,1272,1,"UMA610_04427","ICMP6402_01907","SBV_302782_02448"
"g000329_1_000001","g000329_1",NA,"hypothetical protein",60,60,258,1.01,1,2,0,2,0,2,260,"hypothetical protein(260)","NA(260)",519,1242,1187.72,1273,1,"UMA610_04222","ICMP6402_04496","SBV_302782_04743"
"g001962_1_000005","g001962_1","ydhP","Inner membrane transport protein YdhP",80,31,258,1.01,1,2,0,2,0,2,260,"Inner membrane transport protein YdhP(260)","ydhP(260)",1182,1347,1219.63,1274,1,"UMA610_01761","ICMP6402_01702","SBV_302782_03238"
"g001702_1_000001","g001702_1",NA,"hypothetical protein",60,34,258,1.58,1,2,0,149,0,149,407,"hypothetical protein(407)","NA(407)",249,312,253.47,1275,1,"UMA610_00075;UMA610_04182","ICMP6402_01167;ICMP6402_04535","SBV_302782_00357;SBV_302782_04703"
"g000983","g000983",NA,"hypothetical protein",50,42,258,1,1,1,0,0,0,0,258,"hypothetical protein(258)","NA(258)",1434,1683,1558.48,1276,1,"UMA610_00659","ICMP6402_00575","SBV_302782_00940"
"g001557_1_000003","g001557_1","dgoA","2-dehydro-3-deoxy-6-phosphogalactonate aldolase",70,26,257,1,1,1,0,0,0,0,257,"2-dehydro-3-deoxy-6-phosphogalactonate aldolase(256):hypothetical protein(1)","dgoA(256):NA(1)",561,699,633.53,1277,1,"UMA610_01002","ICMP6402_00229","SBV_302782_02020"
"g002257_000001","g002257","dgoK1","putative 2-dehydro-3-deoxygalactonokinase DgoK1",60,30,257,1,1,1,0,0,0,0,257,"putative 2-dehydro-3-deoxygalactonokinase DgoK1(257)","dgoK1(257)",915,933,921.05,1277,2,"UMA610_01001","ICMP6402_00230","SBV_302782_02021"
"g001232_000001","g001232","xylB","Sulfoquinovose 1-dehydrogenase",60,40,257,1,1,1,0,0,0,0,257,"Sulfoquinovose 1-dehydrogenase(151):D-xylose 1-dehydrogenase(106)","NA(151):xylB(106)",765,798,770.54,1277,3,"UMA610_01000","ICMP6402_00231","SBV_302782_02022"
"g000716","g000716","kdgR","Transcriptional regulator KdgR",50,49,257,1,1,1,0,0,0,0,257,"Transcriptional regulator KdgR(102):hypothetical protein(92):Transcriptional repressor IclR(63)","kdgR(102):NA(92):iclR(63)",699,945,839.78,1277,4,"UMA610_00999","ICMP6402_00232","SBV_302782_02023"
"g003562_000002","g003562",NA,"putative protein",70,22,257,1.01,1,2,0,2,0,2,259,"putative protein(259)","NA(259)",978,987,983.04,1278,1,"UMA610_02282","ICMP6402_03611","SBV_302782_01309;SBV_302782_03719"
"g001737_1_000001","g001737_1",NA,"hypothetical protein",60,33,257,1.01,1,2,2,3,2,3,260,"hypothetical protein(262)","NA(262)",132,1695,1672.83,1278,2,"UMA610_02283","ICMP6402_03612","SBV_302782_01308;SBV_302782_03720"
"g000589_1_000003","g000589_1","btuD","Vitamin B12 import ATP-binding protein BtuD",70,50,257,1.01,1,2,0,2,0,2,259,"Vitamin B12 import ATP-binding protein BtuD(158):Maltose/maltodextrin import ATP-binding protein MalK(59):Spermidine/putrescine import ATP-binding protein PotA(40):Sulfate/thiosulfate import ATP-binding protein CysA(1):hypothetical protein(1)","btuD(158):malK(59):potA(40):NA(1):cysA(1)",246,1032,1026.49,1278,3,"UMA610_02284","ICMP6402_03613","SBV_302782_01307;SBV_302782_03721"
"g001942_000001","g001942","cobI","Precorrin-2 C(20)-methyltransferase",60,30,257,1,1,1,0,0,0,0,257,"Precorrin-2 C(20)-methyltransferase(257)","cobI(257)",738,783,759.82,1279,1,"UMA610_03722","ICMP6402_04107","SBV_302782_03837"
"g000699_000001","g000699","cobJ","Precorrin-3B C(17)-methyltransferase",60,50,257,1,1,1,0,0,0,0,257,"Precorrin-3B C(17)-methyltransferase(257)","cobJ(257)",762,774,763.24,1279,2,"UMA610_03721","ICMP6402_04108","SBV_302782_03838"
"g001433_1_000001","g001433_1","kdgK","2-dehydro-3-deoxygluconokinase",60,34,257,1,1,1,1,0,1,0,257,"2-dehydro-3-deoxygluconokinase(258)","kdgK(258)",390,1005,923.36,1280,1,"UMA610_01999","ICMP6402_03325","SBV_302782_03416"
"g002761_000002","g002761",NA,"hypothetical protein",70,27,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",822,1080,838.31,1281,1,"UMA610_00458","ICMP6402_00773","SBV_302782_00682"
"g001284_000002","g001284",NA,"hypothetical protein",70,39,257,1,1,2,0,1,0,1,258,"hypothetical protein(258)","NA(258)",609,609,609,1282,1,"UMA610_01996","ICMP6402_03322","SBV_302782_03413"
"g000653_1_000001","g000653_1",NA,"hypothetical protein",60,33,257,1.02,1,2,0,5,0,5,262,"hypothetical protein(262)","NA(262)",384,393,390.71,1283,1,"UMA610_01960","ICMP6402_03286","SBV_302782_03377"
"g001125_1_000003","g001125_1","ycgM","putative protein YcgM",70,39,257,1,1,1,0,0,0,0,257,"putative protein YcgM(133):Fumarylpyruvate hydrolase(124)","ycgM(133):nagK(124)",615,696,691.28,1284,1,"UMA610_00177","ICMP6402_01041","SBV_302782_00457"
"g001831","g001831",NA,"hypothetical protein",50,34,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",258,258,258,1285,1,"UMA610_00389","ICMP6402_00842","SBV_302782_00612"
"g003656_000002","g003656","rhlE","ATP-dependent RNA helicase RhlE",70,19,257,1,1,1,3,0,3,0,257,"ATP-dependent RNA helicase RhlE(260)","rhlE(260)",486,1770,1554.68,1286,1,"UMA610_01962","ICMP6402_03288","SBV_302782_03379"
"g000939_1_000001","g000939_1","epsH","hypothetical protein",60,32,257,1,1,1,1,0,1,0,257,"hypothetical protein(256):Putative glycosyltransferase EpsH(2)","NA(256):epsH(2)",339,1065,993.92,1287,1,"UMA610_04216","ICMP6402_04502","SBV_302782_04737"
"g003248_000002","g003248",NA,"hypothetical protein",70,23,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",642,663,650.04,1288,1,"UMA610_00397","ICMP6402_00834","SBV_302782_00620"
"g000791_1_000004","g000791_1",NA,"Zinc-type alcohol dehydrogenase-like protein",70,37,257,1,1,1,0,0,0,0,257,"Zinc-type alcohol dehydrogenase-like protein(256):hypothetical protein(1)","NA(257)",216,1017,1012.93,1289,1,"UMA610_00705","ICMP6402_00530","SBV_302782_02321"
"g001437_1_000010","g001437_1","rihB","Pyrimidine-specific ribonucleoside hydrolase RihB",90,18,257,1,1,1,1,0,1,0,257,"Pyrimidine-specific ribonucleoside hydrolase RihB(257):Non-specific ribonucleoside hydrolase RihC(1)","rihB(257):rihC(1)",171,1077,953.43,1290,1,"UMA610_00114","ICMP6402_01104","SBV_302782_00394"
"g000480_1_000001","g000480_1",NA,"hypothetical protein",60,39,257,1,1,2,0,1,0,1,258,"hypothetical protein(258)","NA(258)",288,1248,1187.29,1291,1,"UMA610_03694","ICMP6402_04135","SBV_302782_03865"
"g000070_1_000006","g000070_1","yqjG","Glutathionyl-hydroquinone reductase YqjG",70,40,257,1,1,1,0,0,0,0,257,"Glutathionyl-hydroquinone reductase YqjG(257)","yqjG(257)",984,1005,990.5,1292,1,"UMA610_02036","ICMP6402_03362","SBV_302782_03451"
"g002267","g002267",NA,"hypothetical protein",50,30,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",1002,1014,1005.83,1293,1,"UMA610_02781","ICMP6402_02931","SBV_302782_02823"
"g003215_000001","g003215","gbpR","HTH-type transcriptional regulator GbpR",60,21,257,1,1,1,0,0,0,0,257,"HTH-type transcriptional regulator GbpR(256):hypothetical protein(1)","gbpR(256):NA(1)",915,1047,1005.13,1294,1,"UMA610_01947","ICMP6402_03273","SBV_302782_03364"
"g000620","g000620",NA,"hypothetical protein",50,52,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",762,831,792,1295,1,"UMA610_03178","ICMP6402_03948","SBV_302782_01456"
"g001065_000001","g001065",NA,"hypothetical protein",60,41,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",699,888,789.82,1296,1,"UMA610_02084","ICMP6402_03411","SBV_302782_03498"
"g000220_000001","g000220","cobL","Precorrin-6Y C(5%2C15)-methyltransferase [decarboxylating]",60,70,257,1,1,1,2,0,2,0,257,"Precorrin-6Y C(5%2C15)-methyltransferase [decarboxylating](259)","cobL(259)",300,1296,1187.71,1297,1,"UMA610_03719","ICMP6402_04110","SBV_302782_03840"
"g001979","g001979","qseC","Sensor protein QseC",50,32,257,1,1,1,0,0,0,0,257,"Sensor protein QseC(256):hypothetical protein(1)","qseC(256):NA(1)",1056,1413,1337.68,1298,1,"UMA610_04256","ICMP6402_04461","SBV_302782_04778"
"g002376_000001","g002376","emrA","Multidrug export protein EmrA",60,28,257,1,1,1,1,0,1,0,257,"Multidrug export protein EmrA(200):putative multidrug resistance protein EmrK(57):p-hydroxybenzoic acid efflux pump subunit AaeA(1)","emrA(200):emrK(57):aaeA(1)",393,1113,1064.45,1299,1,"UMA610_00617","ICMP6402_00618","SBV_302782_00898"
"g002412_000002","g002412","sppA","hypothetical protein",70,28,257,1,1,1,1,0,1,0,257,"hypothetical protein(252):Putative signal peptide peptidase SppA(6)","NA(252):sppA(6)",468,957,951.07,1300,1,"UMA610_03370","ICMP6402_03755","SBV_302782_01664"
"g000126","g000126","ade2","Adenine deaminase 2",50,78,257,1,1,1,1,0,1,0,257,"Adenine deaminase 2(258)","ade2(258)",471,1797,1783.84,1301,1,"UMA610_04063","ICMP6402_04641","SBV_302782_04375"
"g001454_1_000001","g001454_1",NA,"hypothetical protein",60,35,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",459,480,472.91,1302,1,"UMA610_00697","ICMP6402_00537","SBV_302782_02328"
"g001471_1_000002","g001471_1",NA,"hypothetical protein",70,27,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",192,192,192,1303,1,"UMA610_00925","ICMP6402_00307","SBV_302782_02097"
"g005152_000002","g005152",NA,"hypothetical protein",70,15,257,1,1,2,1,1,1,1,258,"hypothetical protein(259)","NA(259)",174,354,182.83,1304,1,"UMA610_04429","ICMP6402_01905","SBV_302782_02446"
"g001469_1_000005","g001469_1",NA,"hypothetical protein",70,14,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",189,195,192.32,1305,1,"UMA610_03480","ICMP6402_04350","SBV_302782_04078"
"g000397_1_000001","g000397_1","yieH","6-phosphogluconate phosphatase",60,36,257,1,1,2,0,1,0,1,258,"6-phosphogluconate phosphatase(160):Phosphoglycolate phosphatase(98)","yieH(160):gph(98)",555,750,710.09,1306,1,"UMA610_01415","ICMP6402_02251","SBV_302782_01166"
"g000439_000001","g000439","btuD","Vitamin B12 import ATP-binding protein BtuD",60,57,257,1,1,1,0,0,0,0,257,"Vitamin B12 import ATP-binding protein BtuD(257)","btuD(257)",1074,1083,1076.02,1307,1,"UMA610_03486","ICMP6402_04344","SBV_302782_04072"
"g002543","g002543",NA,"hypothetical protein",50,26,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",600,645,613,1308,1,"UMA610_02096","ICMP6402_03423","SBV_302782_03510"
"g002509_1_000001","g002509_1",NA,"hypothetical protein",60,26,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",1221,1317,1246.12,1309,1,"UMA610_04259","ICMP6402_04458","SBV_302782_04781"
"g000005_7_000003","g000005_7","glnQ","Glutamine transport ATP-binding protein GlnQ",60,30,257,1.44,1,3,9,108,9,114,371,"Glutamine transport ATP-binding protein GlnQ(212):Octopine permease ATP-binding protein P(162):Arginine transport ATP-binding protein ArtM(6)","glnQ(212):occP(162):artM(6)",726,768,731.31,1310,1,"UMA610_01250","ICMP6402_04944","SBV_302782_04501"
"g003600","g003600","rspR","hypothetical protein",50,22,257,1,1,1,0,0,0,0,257,"hypothetical protein(148):HTH-type transcriptional repressor RspR(108):HTH-type transcriptional regulator McbR(1)","NA(148):rspR(108):mcbR(1)",699,741,704.11,1311,1,"UMA610_01235","ICMP6402_04929","SBV_302782_04486"
"g000721_1_000004","g000721_1",NA,"hypothetical protein",70,27,257,1.12,1,3,0,30,0,32,289,"hypothetical protein(289)","NA(289)",147,1014,264.37,1312,1,"UMA610_02892","ICMP6402_01451;ICMP6402_02820","SBV_302782_02933"
"g000859","g000859",NA,"hypothetical protein",50,45,257,1,1,1,0,0,0,0,257,"hypothetical protein(257)","NA(257)",657,828,766.42,1313,1,"UMA610_02023","ICMP6402_03349","SBV_302782_03440"
"g001775_000001","g001775","melR","Melibiose operon regulatory protein",60,34,256,1,1,1,0,0,0,0,256,"Melibiose operon regulatory protein(256)","melR(256)",888,945,907.23,1314,1,"UMA610_04669","ICMP6402_01990","SBV_302782_04997"
"g003191_000002","g003191","lacE","Lactose-binding protein",70,24,256,1,1,1,0,0,0,0,256,"Lactose-binding protein(256)","lacE(256)",1272,1275,1273.2,1314,2,"UMA610_04668","ICMP6402_01991","SBV_302782_04996"
"g005172_000003","g005172","lacF","Lactose transport system permease protein LacF",80,15,256,1,1,1,0,0,0,0,256,"Lactose transport system permease protein LacF(256)","lacF(256)",408,861,859.23,1314,3,"UMA610_04667","ICMP6402_01992","SBV_302782_04995"
"g003622_000003","g003622","araQ","L-arabinose transport system permease protein AraQ",80,22,256,1,1,1,0,0,0,0,256,"L-arabinose transport system permease protein AraQ(181):Lactose transport system permease protein LacG(75)","araQ(181):lacG(75)",444,837,835.46,1314,4,"UMA610_04666","ICMP6402_01993","SBV_302782_04994"
"g002272_000002","g002272","lutR","HTH-type transcriptional regulator LutR",70,28,256,1,1,1,1,0,1,0,256,"HTH-type transcriptional regulator LutR(196):Pyruvate dehydrogenase complex repressor(34):Putative L-lactate dehydrogenase operon regulatory protein(15):Transcriptional regulator NanR(7):HTH-type transcriptional regulator Mce2R(4):hypothetical protein(1)","lutR(196):pdhR(34):lldR(15):nanR(7):mce2R(4):NA(1)",354,954,711.48,1315,1,"UMA610_02930","ICMP6402_02781","SBV_302782_02971"
"g003343_000003","g003343","ansP1","L-asparagine permease 1",80,21,256,1,1,1,0,0,0,0,256,"L-asparagine permease 1(236):L-asparagine permease 2(20)","ansP1(236):ansP2(20)",1452,1479,1459.73,1315,2,"UMA610_02928","ICMP6402_02783","SBV_302782_02969"
"g002797_000001","g002797",NA,"hypothetical protein",60,27,256,1,1,1,0,0,0,0,256,"hypothetical protein(256)","NA(256)",381,393,384.22,1316,1,"UMA610_00856","ICMP6402_00375","SBV_302782_02166"
"g001072_000002","g001072",NA,"hypothetical protein",70,42,256,1,1,1,0,0,0,0,256,"hypothetical protein(256)","NA(256)",663,774,748.84,1316,2,"UMA610_00855","ICMP6402_00376","SBV_302782_02167"
"g000635_000001","g000635","ansA","putative L-asparaginase",60,51,256,1,1,2,0,1,0,1,257,"putative L-asparaginase(257)","ansA(257)",936,996,952.94,1317,1,"UMA610_02927","ICMP6402_02784","SBV_302782_02968"
"g000405_1_000001","g000405_1","araB","Ribulokinase",60,43,256,1,1,2,1,1,1,1,257,"Ribulokinase(258)","araB(258)",270,1584,1571.85,1318,1,"UMA610_01414","ICMP6402_02250","SBV_302782_01165"
"g001230_1_000001","g001230_1","rcnR","Transcriptional repressor RcnR",60,25,256,1,1,1,0,0,0,0,256,"Transcriptional repressor RcnR(256)","rcnR(256)",273,273,273,1319,1,"UMA610_00817","ICMP6402_00415","SBV_302782_02205"
"g001685_000001","g001685",NA,"hypothetical protein",60,34,256,1,1,2,1,1,1,1,257,"hypothetical protein(258)","NA(258)",171,885,709.33,1320,1,"UMA610_03194","ICMP6402_03932","SBV_302782_01472"
"g001517","g001517",NA,"hypothetical protein",50,36,256,1,1,1,0,0,0,0,256,"hypothetical protein(256)","NA(256)",1146,1617,1496.18,1321,1,"UMA610_02910","ICMP6402_02801","SBV_302782_02951"
"g000032_1_000001","g000032_1",NA,"hypothetical protein",60,124,256,1.56,1,4,16,109,16,144,400,"hypothetical protein(416)","NA(416)",123,651,618.75,1322,1,NA,"ICMP6402_02411;ICMP6402_05219","SBV_302782_01210"
"g000578_1_000007","g000578_1",NA,"hypothetical protein",70,34,256,1,1,1,0,0,0,0,256,"hypothetical protein(256)","NA(256)",390,474,396.57,1323,1,"UMA610_00704","ICMP6402_00531","SBV_302782_02322"
"g000068_3_000001","g000068_3","oppD","Oligopeptide transport ATP-binding protein OppD",60,39,256,1.7,1,4,0,155,0,180,436,"Oligopeptide transport ATP-binding protein OppD(435):Dipeptide transport ATP-binding protein DppD(1)","oppD(435):dppD(1)",432,885,838.74,1324,1,"UMA610_01726;UMA610_02637","ICMP6402_01667;ICMP6402_03072","SBV_302782_02682;SBV_302782_03203"
"g001088","g001088","flgE","Flagellar hook protein FlgE",50,41,256,1.02,1,2,0,4,0,4,260,"Flagellar hook protein FlgE(256):hypothetical protein(4)","flgE(256):NA(4)",1266,2067,1288.37,1325,1,"UMA610_01131","ICMP6402_00101","SBV_302782_01893"
"g002249","g002249","slyA","Transcriptional regulator SlyA",50,30,256,1,1,1,0,0,0,0,256,"Transcriptional regulator SlyA(242):hypothetical protein(14)","slyA(242):NA(14)",330,588,468.49,1326,1,"UMA610_03587","ICMP6402_04242","SBV_302782_03971"
"g000600","g000600","mobA","Molybdenum cofactor guanylyltransferase",50,52,256,1,1,1,0,0,0,0,256,"Molybdenum cofactor guanylyltransferase(256)","mobA(256)",597,657,639.36,1327,1,"UMA610_00012","ICMP6402_01232","SBV_302782_00294"
"g000479_1_000005","g000479_1","uxuA","Mannonate dehydratase",70,43,256,1.03,1,2,0,8,0,8,264,"Mannonate dehydratase(264)","uxuA(264)",1197,1236,1205.24,1328,1,"UMA610_04418","ICMP6402_01916","SBV_302782_02459"
"g000545_000001","g000545",NA,"hypothetical protein",60,54,256,1.19,1,3,0,45,0,49,305,"hypothetical protein(305)","NA(305)",333,384,361.89,1329,1,"UMA610_00240","ICMP6402_00990",NA
"g004773_000003","g004773","puuR","HTH-type transcriptional regulator PuuR",80,16,256,1,1,1,0,0,0,0,256,"HTH-type transcriptional regulator PuuR(255):hypothetical protein(1)","puuR(255):NA(1)",519,606,549.11,1330,1,"UMA610_01637","ICMP6402_02552","SBV_302782_02534"
"g000237","g000237",NA,"hypothetical protein",50,69,255,1,1,1,0,0,0,0,255,"hypothetical protein(255)","NA(255)",504,579,542.52,1331,1,"UMA610_00582","ICMP6402_00652","SBV_302782_00864"
"g000896","g000896",NA,"hypothetical protein",50,44,255,1,1,1,0,0,0,0,255,"hypothetical protein(255)","NA(255)",498,522,510.91,1331,2,"UMA610_00583","ICMP6402_00651","SBV_302782_00865"
"g000795","g000795","yfkJ","Low molecular weight protein-tyrosine-phosphatase YfkJ",50,46,255,1,1,1,0,0,0,0,255,"Low molecular weight protein-tyrosine-phosphatase YfkJ(255)","yfkJ(255)",384,507,478.75,1332,1,"UMA610_03599","ICMP6402_04230","SBV_302782_03959"
"g000459_1_000001","g000459_1","ghrA","Glyoxylate/hydroxypyruvate reductase A",60,52,255,1.1,1,2,0,25,0,25,280,"Glyoxylate/hydroxypyruvate reductase A(279):hypothetical protein(1)","ghrA(279):NA(1)",300,945,939.33,1333,1,"UMA610_04228","ICMP6402_04490","SBV_302782_04749"
"g000343_1_000001","g000343_1","glxR","2-hydroxy-3-oxopropionate reductase",60,47,255,1,1,2,0,1,0,1,256,"2-hydroxy-3-oxopropionate reductase(256)","glxR(255):garR(1)",219,918,892.3,1334,1,"UMA610_03658","ICMP6402_04171","SBV_302782_03901"
"g000048_2_000011","g000048_2","cspA","Cold shock protein CspA",80,13,255,1.06,1,2,0,15,0,15,270,"Cold shock protein CspA(270)","cspA(270)",204,210,209.8,1335,1,"UMA610_03148","ICMP6402_03978","SBV_302782_01426"
"g000004_5_000059","g000004_5","malK","Maltose/maltodextrin import ATP-binding protein MalK",70,38,255,1,1,1,0,0,0,0,255,"Maltose/maltodextrin import ATP-binding protein MalK(255)","malK(255)",849,1089,1085.95,1336,1,"UMA610_04665","ICMP6402_01994","SBV_302782_04993"
"g001278_1_000001","g001278_1","dmlR","HTH-type transcriptional regulator DmlR",60,27,255,1.01,1,2,0,2,0,2,257,"HTH-type transcriptional regulator DmlR(257)","dmlR(257)",879,927,894.15,1337,1,"UMA610_01760","ICMP6402_01701","SBV_302782_03237"
"g003223_000001","g003223","yehZ","Glycine betaine-binding protein YehZ",60,24,255,1,1,2,0,1,0,1,256,"Glycine betaine-binding protein YehZ(256)","yehZ(256)",909,951,911.19,1338,1,"UMA610_03235","ICMP6402_03891","SBV_302782_01514"
"g000080_1_000003","g000080_1","ihfA","Integration host factor subunit alpha",70,85,255,1.73,1,6,3,126,3,186,441,"Integration host factor subunit alpha(233):DNA-binding protein HU(68):DNA-binding protein HU-alpha(51):DNA-binding protein HU 1(46):DNA-binding protein HU-beta(33):hypothetical protein(13)","ihfA(233):hupA(97):hup(68):hupB(33):NA(13)",153,345,273.74,1339,1,NA,"ICMP6402_02367;ICMP6402_02402;ICMP6402_05227","SBV_302782_01200"
"g000959","g000959",NA,"hypothetical protein",50,44,254,1.09,1,2,0,22,0,22,276,"hypothetical protein(276)","NA(276)",504,732,724.52,1340,1,"UMA610_00852","ICMP6402_00379","SBV_302782_02170"
"g002176_000001","g002176","slyA","hypothetical protein",60,31,254,1,1,1,0,0,0,0,254,"hypothetical protein(253):Transcriptional regulator SlyA(1)","NA(253):slyA(1)",234,450,431.6,1340,2,"UMA610_00853","ICMP6402_00378","SBV_302782_02169"
"g000444","g000444","acsA","Acetyl-coenzyme A synthetase",50,54,254,1.11,1,3,1,25,1,27,281,"Acetyl-coenzyme A synthetase(282)","acsA(181):acs(101)",582,1956,1947.61,1341,1,"UMA610_04129","ICMP6402_04576","SBV_302782_04668"
