"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP5877","CFBP5499","NCPPB925"
"g000862_000001","g000862",NA,"hypothetical protein",60,46,253,1,1,1,0,0,0,0,253,"hypothetical protein(253)","NA(253)",273,291,274.51,1362,1,"CFBP5877_00525","CFBP5499_00618","NCPPB925_01702"
"g000304","g000304","liuE","3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase",50,64,253,1.01,1,2,0,2,0,2,255,"3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase(255)","liuE(255)",867,927,905.42,1364,1,"CFBP5877_03419","CFBP5499_03520","NCPPB925_04356"
"g001447_1_000001","g001447_1",NA,"Inorganic triphosphatase",60,25,253,1,1,1,1,0,1,0,253,"Inorganic triphosphatase(252):hypothetical protein(2)","NA(254)",186,585,495.69,1365,1,"CFBP5877_03151","CFBP5499_03251","NCPPB925_04625"
"g000622_000001","g000622","maa","Maltose O-acetyltransferase",60,51,253,1,1,1,0,0,0,0,253,"Maltose O-acetyltransferase(252):hypothetical protein(1)","maa(252):NA(1)",489,573,559.53,1366,1,"CFBP5877_02787","CFBP5499_02887","NCPPB925_02334"
"g000016_1_000051","g000016_1","gsiA","Glutathione import ATP-binding protein GsiA",80,21,253,1,1,1,1,0,1,0,253,"Glutathione import ATP-binding protein GsiA(254)","gsiA(254)",648,1911,1828.67,1367,1,"CFBP5877_03208","CFBP5499_03308","NCPPB925_04568"
"g000363_2_000006","g000363_2",NA,"hypothetical protein",70,22,252,1,1,2,0,1,0,1,253,"hypothetical protein(253)","NA(253)",540,1281,1003.9,1368,1,"CFBP5877_04032","CFBP5499_04137","NCPPB925_03737"
"g000937_2_000013","g000937_2","ousW","Glycine betaine/choline transport system permease protein OusW",80,17,252,1,1,2,0,1,0,1,253,"Glycine betaine/choline transport system permease protein OusW(253)","ousW(253)",888,888,888,1368,2,"CFBP5877_04031","CFBP5499_04136","NCPPB925_03738"
"g000103_2_000001","g000103_2","btuD","Vitamin B12 import ATP-binding protein BtuD",60,24,252,1.01,1,3,0,1,0,2,254,"Vitamin B12 import ATP-binding protein BtuD(227):Glycine betaine/proline betaine transport system ATP-binding protein ProV(20):Glycine betaine transport ATP-binding protein OpuAA(6):Glycine betaine/carnitine transport ATP-binding protein GbuA(1)","btuD(227):proV(20):opuAA(6):gbuA(1)",831,1092,1065.18,1368,3,"CFBP5877_04030","CFBP5499_04135","NCPPB925_03739"
"g000321_1_000002","g000321_1","rutD","Putative aminoacrylate hydrolase RutD",70,62,252,1,1,1,0,0,0,0,252,"Putative aminoacrylate hydrolase RutD(252)","rutD(252)",777,867,790.9,1369,1,"CFBP5877_02164","CFBP5499_02264","NCPPB925_00048"
"g001059","g001059","nimR","HTH-type transcriptional regulator NimR",50,40,252,1,1,1,2,0,2,0,252,"HTH-type transcriptional regulator NimR(170):hypothetical protein(84)","nimR(170):NA(84)",342,930,842.86,1370,1,"CFBP5877_04606","CFBP5499_04764","NCPPB925_03106"
"g000490","g000490","mshD","Mycothiol acetyltransferase",50,54,252,1,1,1,0,0,0,0,252,"Mycothiol acetyltransferase(228):hypothetical protein(19):L-amino acid N-acetyltransferase AaaT(4):N-alpha-acetyltransferase RimI(1)","mshD(228):NA(19):aaaT(4):rimI(1)",198,540,504.51,1371,1,"CFBP5877_01957","CFBP5499_02057","NCPPB925_00254"
"g001271_1_000001","g001271_1","gcvA","Glycine cleavage system transcriptional activator",60,27,252,1,1,1,0,0,0,0,252,"Glycine cleavage system transcriptional activator(237):HTH-type transcriptional regulator PerR(15)","gcvA(237):perR(15)",903,921,908.68,1372,1,"CFBP5877_04135","CFBP5499_04293","NCPPB925_03579"
"g000858","g000858",NA,"hypothetical protein",50,44,252,1,1,1,0,0,0,0,252,"hypothetical protein(252)","NA(252)",228,300,267.77,1373,1,"CFBP5877_02018","CFBP5499_02118","NCPPB925_00194"
"g000998_1_000002","g000998_1","eamB","Cysteine/O-acetylserine efflux protein",70,42,252,1.01,1,2,5,2,5,2,254,"Cysteine/O-acetylserine efflux protein(241):hypothetical protein(18)","eamB(241):NA(18)",264,594,579.54,1374,1,"CFBP5877_01708","CFBP5499_01808","NCPPB925_00504"
"g004251_000002","g004251","cheB","Chemotaxis response regulator protein-glutamate methylesterase",70,19,251,1,1,1,0,0,0,0,251,"Chemotaxis response regulator protein-glutamate methylesterase(234):DNA-binding transcriptional activator DevR/DosR(9):Oxygen regulatory protein NreC(3):Transcriptional regulatory protein LiaR(3):hypothetical protein(2)","cheB(234):devR(9):nreC(3):liaR(3):NA(2)",720,768,736.97,1375,1,"CFBP5877_04022","CFBP5499_04127","NCPPB925_03747"
"g002512_000001","g002512",NA,"hypothetical protein",60,28,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",1197,1464,1304.16,1375,2,"CFBP5877_04021","CFBP5499_04126","NCPPB925_03748"
"g003730_1_000005","g003730_1",NA,"hypothetical protein",80,17,251,1,1,1,1,0,1,0,251,"hypothetical protein(252)","NA(252)",126,1017,1012.73,1375,3,"CFBP5877_04020","CFBP5499_04125","NCPPB925_03749"
"g001856_000001","g001856","rbsA","Ribose import ATP-binding protein RbsA",60,32,251,1,1,1,0,0,0,0,251,"Ribose import ATP-binding protein RbsA(247):Fructose import ATP-binding protein FruK(2):Arabinose import ATP-binding protein AraG(1):Galactose/methyl galactoside import ATP-binding protein MglA(1)","rbsA(247):fruK(2):mglA(1):araG(1)",1356,1515,1473.33,1375,4,"CFBP5877_04019","CFBP5499_04124","NCPPB925_03750"
"g002538_1_000005","g002538_1","rbsC","hypothetical protein",80,17,251,1,1,1,2,0,2,0,251,"hypothetical protein(92):Ribose import permease protein RbsC(84):Autoinducer 2 import system permease protein LsrC(77)","NA(92):rbsC(84):lsrC(77)",444,1134,936.58,1375,5,"CFBP5877_04018","CFBP5499_04123","NCPPB925_03751"
"g003896_000002","g003896","rbsC","hypothetical protein",70,19,251,1,1,1,1,0,1,0,251,"hypothetical protein(247):Ribose import permease protein RbsC(5)","NA(247):rbsC(5)",345,954,944.64,1375,6,"CFBP5877_04017","CFBP5499_04122","NCPPB925_03752"
"g000396_1_000004","g000396_1","gnl","Gluconolactonase",70,38,251,1,1,1,0,0,0,0,251,"Gluconolactonase(251)","gnl(251)",912,924,920.89,1375,7,"CFBP5877_04016","CFBP5499_04121","NCPPB925_03753"
"g002177_1_000001","g002177_1",NA,"hypothetical protein",60,30,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",822,828,823.33,1376,1,"CFBP5877_04644","CFBP5499_04802","NCPPB925_03069"
"g000743_1_000001","g000743_1",NA,"hypothetical protein",60,46,251,1.01,1,2,2,2,2,2,253,"hypothetical protein(255)","NA(255)",243,1176,1158.72,1376,2,"CFBP5877_04645","CFBP5499_04803","NCPPB925_03068"
"g001821_1_000001","g001821_1","nicS","HTH-type transcriptional repressor NicS",60,28,251,1,1,1,0,0,0,0,251,"HTH-type transcriptional repressor NicS(251)","nicS(251)",315,747,702.93,1376,3,"CFBP5877_04647","CFBP5499_04805","NCPPB925_03066"
"g003727_1_000004","g003727_1",NA,"putative protein",80,18,251,1,1,2,1,1,1,1,252,"putative protein(253)","NA(253)",351,1089,1023.7,1377,1,"CFBP5877_02831","CFBP5499_02931","NCPPB925_04945"
"g002637_000002","g002637",NA,"hypothetical protein",70,27,251,1,1,2,1,1,1,1,252,"hypothetical protein(253)","NA(253)",822,2256,2220.78,1377,2,"CFBP5877_02830","CFBP5499_02930","NCPPB925_04946"
"g003087_000003","g003087","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",80,25,251,1,1,1,2,0,2,0,251,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(251):3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))(2)","fabG(251):NA(2)",204,765,729.51,1378,1,"CFBP5877_03249","CFBP5499_03350","NCPPB925_04526"
"g000698","g000698","cobV","Adenosylcobinamide-GDP ribazoletransferase",50,50,251,1,1,1,0,0,0,0,251,"Adenosylcobinamide-GDP ribazoletransferase(251)","cobV(251)",765,786,784.64,1379,1,"CFBP5877_01586","CFBP5499_01686","NCPPB925_00628"
"g002050_2_000003","g002050_2","gtaB","UTP--glucose-1-phosphate uridylyltransferase",70,11,251,1,1,1,0,0,0,0,251,"UTP--glucose-1-phosphate uridylyltransferase(251)","gtaB(251)",717,906,905.25,1380,1,"CFBP5877_04036","CFBP5499_04141","NCPPB925_03732"
"g002681_1_000002","g002681_1","xdh","D-xylose dehydrogenase",70,24,251,1.32,1,2,0,80,0,80,331,"D-xylose dehydrogenase(330):hypothetical protein(1)","xdh(330):NA(1)",198,1158,1140.45,1381,1,"CFBP5877_04646","CFBP5499_04804","NCPPB925_03067"
"g000052_1_000001","g000052_1","ampR","HTH-type transcriptional activator AmpR",60,28,251,1.06,1,2,3,14,3,14,265,"HTH-type transcriptional activator AmpR(265):Glycine cleavage system transcriptional activator(3)","ampR(265):gcvA(3)",189,933,834.07,1382,1,"CFBP5877_04680","CFBP5499_04839","NCPPB925_03032"
"g002294_000001","g002294",NA,"hypothetical protein",60,30,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",132,267,223.59,1383,1,"CFBP5877_01211","CFBP5499_01311","NCPPB925_01005"
"g001047_000002","g001047",NA,"hypothetical protein",70,42,251,1,1,2,1,1,1,1,252,"hypothetical protein(253)","NA(253)",240,1191,941.86,1384,1,"CFBP5877_03770","CFBP5499_03874","NCPPB925_04000"
"g001889","g001889",NA,"hypothetical protein",50,32,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",1011,1089,1037.69,1385,1,"CFBP5877_00364","CFBP5499_00457","NCPPB925_01864"
"g001687_000001","g001687","dapA","4-hydroxy-tetrahydrodipicolinate synthase",60,30,250,1,1,1,0,0,0,0,250,"4-hydroxy-tetrahydrodipicolinate synthase(249):hypothetical protein(1)","dapA(249):NA(1)",234,888,882.41,1386,1,"CFBP5877_02169","CFBP5499_02269","NCPPB925_00043"
"g004540_000003","g004540","eltP","Erythritol/L-threitol-binding protein",80,17,250,1,1,1,1,0,1,0,250,"Erythritol/L-threitol-binding protein(249):hypothetical protein(2)","eltP(249):NA(2)",390,1332,1324.46,1386,2,"CFBP5877_02171","CFBP5499_02271","NCPPB925_00041"
"g004127_000003","g004127","ycjO","hypothetical protein",80,11,250,1,1,1,0,0,0,0,250,"hypothetical protein(247):Inner membrane ABC transporter permease protein YcjO(3)","NA(247):ycjO(3)",684,939,937.88,1386,3,"CFBP5877_02172","CFBP5499_02272","NCPPB925_00040"
"g008531_000004","g008531","sugB","Trehalose transport system permease protein SugB",90,8,250,1,1,1,0,0,0,0,250,"Trehalose transport system permease protein SugB(250)","sugB(250)",816,837,831.61,1386,4,"CFBP5877_02173","CFBP5499_02273","NCPPB925_00039"
"g000226_000001","g000226","yihV","Sulfofructose kinase",60,67,250,1,1,1,0,0,0,0,250,"Sulfofructose kinase(250)","yihV(250)",924,1002,957.98,1386,5,"CFBP5877_02175","CFBP5499_02275","NCPPB925_00037"
"g003518_000002","g003518",NA,"hypothetical protein",70,22,250,1.06,1,2,0,15,0,15,265,"hypothetical protein(265)","NA(265)",1224,1260,1259.77,1387,1,"CFBP5877_04593","CFBP5499_04751","NCPPB925_03119"
"g005049_1_000003","g005049_1","ycjO","Inner membrane ABC transporter permease protein YcjO",80,12,250,1,1,1,0,0,0,0,250,"Inner membrane ABC transporter permease protein YcjO(230):Trehalose transport system permease protein SugA(19):sn-glycerol-3-phosphate transport system permease protein UgpA(1)","ycjO(230):sugA(19):ugpA(1)",924,945,938.09,1387,2,"CFBP5877_04594","CFBP5499_04752","NCPPB925_03118"
"g005210_1_000003","g005210_1","sugB","Trehalose transport system permease protein SugB",80,11,250,1,1,1,0,0,0,0,250,"Trehalose transport system permease protein SugB(250)","sugB(250)",831,834,831.01,1387,3,"CFBP5877_04595","CFBP5499_04753","NCPPB925_03117"
"g001988","g001988","celY","hypothetical protein",50,31,250,1,1,1,0,0,0,0,250,"hypothetical protein(158):Minor endoglucanase Y(82):putative endoglucanase(6):Endoglucanase(4)","NA(162):celY(82):cmcAX(6)",855,1134,1051.72,1388,1,"CFBP5877_03253","CFBP5499_03354","NCPPB925_04522"
"g000696_000001","g000696",NA,"hypothetical protein",60,50,250,1,1,1,1,0,1,0,250,"hypothetical protein(251)","NA(251)",183,414,400.17,1389,1,"CFBP5877_01238","CFBP5499_01338","NCPPB925_00978"
"g001627_1_000001","g001627_1","aspA","Aspartate ammonia-lyase",60,27,250,1,1,2,1,1,1,1,251,"Aspartate ammonia-lyase(252)","aspA(252)",372,1473,1421.57,1390,1,"CFBP5877_03757","CFBP5499_03861","NCPPB925_04013"
"g005469","g005469","sugB","Trehalose transport system permease protein SugB",50,14,250,1,1,1,0,0,0,0,250,"Trehalose transport system permease protein SugB(250)","sugB(250)",792,894,846.49,1391,1,"CFBP5877_03286","CFBP5499_03387","NCPPB925_04489"
"g002071_000001","g002071",NA,"hypothetical protein",60,30,250,1.03,1,2,0,7,0,7,257,"hypothetical protein(257)","NA(257)",216,2187,2055.85,1392,1,"CFBP5877_03963","CFBP5499_04068","NCPPB925_03806"
"g000018_000001","g000018",NA,"hypothetical protein",60,161,250,1.55,1,5,50,96,51,137,387,"hypothetical protein(442)","NA(442)",138,5127,3783.31,1393,1,"(CFBP5877_05546:CFBP5877_05547)","(CFBP5499_05721:CFBP5499_05722)","(NCPPB925_05493:NCPPB925_05494)"
"g000094_1_000001","g000094_1",NA,"hypothetical protein",60,81,250,1,1,1,0,0,0,0,250,"hypothetical protein(250)","NA(250)",279,630,530.46,1394,1,"CFBP5877_02083","CFBP5499_02183","NCPPB925_00130"
"g004866_000003","g004866","ahpC","Alkyl hydroperoxide reductase C",80,12,250,1,1,2,0,1,0,1,251,"Alkyl hydroperoxide reductase C(227):Peroxiredoxin(21):Selenocysteine-containing peroxiredoxin PrxU(3)","ahpC(227):NA(21):prxU(3)",504,660,657.68,1395,1,"CFBP5877_01173","CFBP5499_01266","NCPPB925_01050"
"g003922_1_000001","g003922_1","cysL","HTH-type transcriptional regulator CysL",60,18,250,1,1,1,0,0,0,0,250,"HTH-type transcriptional regulator CysL(250)","cysL(250)",879,948,906.04,1396,1,"CFBP5877_00365","CFBP5499_00458","NCPPB925_01863"
"g001966_1_000003","g001966_1","mdeA","L-methionine gamma-lyase",80,24,249,1.08,1,2,0,21,0,21,270,"L-methionine gamma-lyase(187):Cystathionine gamma-synthase(82):hypothetical protein(1)","mdeA(187):metB(82):NA(1)",231,1176,1167.11,1398,1,"CFBP5877_04592","CFBP5499_04750","NCPPB925_03120"
"g004171_000002","g004171",NA,"hypothetical protein",70,19,249,1,1,1,0,0,0,0,249,"hypothetical protein(249)","NA(249)",657,660,658.22,1399,1,"CFBP5877_02170","CFBP5499_02270","NCPPB925_00042"
"g000652","g000652",NA,"hypothetical protein",50,38,249,1,1,1,0,0,0,0,249,"hypothetical protein(249)","NA(249)",156,306,296.64,1400,1,"CFBP5877_00524","CFBP5499_00617","NCPPB925_01703"
"g002227_1_000008","g002227_1","spuC","Putrescine--pyruvate aminotransferase",80,21,249,1,1,1,1,0,1,0,249,"Putrescine--pyruvate aminotransferase(249):Adenosylmethionine-8-amino-7-oxononanoate aminotransferase(1)","spuC(249):bioA(1)",612,1356,1347.16,1401,1,"CFBP5877_03248","CFBP5499_03349","NCPPB925_04527"
"g001013","g001013",NA,"hypothetical protein",50,43,249,1,1,1,66,0,66,0,249,"hypothetical protein(316)","NA(316)",123,657,338.28,1402,1,"CFBP5877_00500","CFBP5499_00593","NCPPB925_01727"
"g002551","g002551","oxyR","Hydrogen peroxide-inducible genes activator",50,28,249,1.08,1,2,3,19,3,19,268,"Hydrogen peroxide-inducible genes activator(267):Glycine cleavage system transcriptional activator(3):putative hydrogen peroxide-inducible genes activator(1)","oxyR(268):gcvA(3)",837,1020,926.39,1403,1,"CFBP5877_02992","CFBP5499_03093","NCPPB925_04782"
"g000375","g000375",NA,"hypothetical protein",50,57,249,1,1,2,0,1,0,1,250,"hypothetical protein(250)","NA(250)",282,855,802.7,1404,1,"CFBP5877_01155","CFBP5499_01248","NCPPB925_01068"
"g003031_000001","g003031","msmE","hypothetical protein",60,24,248,1,1,1,2,0,2,0,248,"hypothetical protein(240):Multiple sugar-binding protein(10)","NA(240):msmE(10)",321,1326,1293.89,1405,1,"CFBP5877_03182","CFBP5499_03282","NCPPB925_04594"
"g005056_1_000003","g005056_1","lacF","Lactose transport system permease protein LacF",70,14,248,1,1,1,1,0,1,0,248,"Lactose transport system permease protein LacF(203):hypothetical protein(46)","lacF(203):NA(46)",174,996,935.25,1405,2,"CFBP5877_03181","CFBP5499_03281","NCPPB925_04595"
"g006572_1_000005","g006572_1","araQ","L-arabinose transport system permease protein AraQ",80,10,248,1,1,1,1,0,1,0,248,"L-arabinose transport system permease protein AraQ(247):hypothetical protein(2)","araQ(247):NA(2)",324,852,844.34,1405,3,"CFBP5877_03180","CFBP5499_03280","NCPPB925_04596"
"g001339_1_000005","g001339_1",NA,"NAD(P)H dehydrogenase (quinone)",80,27,248,1.01,1,2,0,2,0,2,250,"NAD(P)H dehydrogenase (quinone)(250)","NA(250)",597,672,618.67,1407,1,"CFBP5877_01407","CFBP5499_01507","NCPPB925_00808"
"g001390","g001390",NA,"hypothetical protein",50,36,248,1.01,1,2,3,2,3,2,250,"hypothetical protein(253)","NA(253)",198,2430,2270.68,1408,1,"CFBP5877_03252","CFBP5499_03353","NCPPB925_04523"
"g000004_7_000251","g000004_7","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",80,19,248,1,1,1,0,0,0,0,248,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(248)","ugpC(248)",561,1062,1055.27,1409,1,"CFBP5877_02174","CFBP5499_02274","NCPPB925_00038"
"g000186_1_000001","g000186_1","vdh","Vanillin dehydrogenase",60,46,248,1.27,1,3,0,67,0,68,316,"Vanillin dehydrogenase(316)","vdh(316)",516,1584,1435.17,1410,1,"CFBP5877_02988","CFBP5499_03089","NCPPB925_04786"
"g000887_1_000002","g000887_1","denD","D-erythronate dehydrogenase",70,23,248,1,1,1,0,0,0,0,248,"D-erythronate dehydrogenase(246):hypothetical protein(2)","denD(246):NA(2)",219,987,983,1411,1,"CFBP5877_02400","CFBP5499_02500","NCPPB925_02717"
"g000275","g000275","todT","Response regulator protein TodT",50,66,248,1.44,1,4,13,77,13,108,356,"Response regulator protein TodT(228):Response regulator protein TmoT(130):hypothetical protein(8):Tetrathionate response regulatory protein TtrR(2):Oxygen regulatory protein NreC(1)","todT(228):tmoT(130):NA(8):ttrR(2):nreC(1)",171,744,633.77,1412,1,"CFBP5877_02854","CFBP5499_02954","NCPPB925_04922"
"g001480","g001480",NA,"hypothetical protein",50,37,248,1.32,1,2,0,79,0,79,327,"hypothetical protein(327)","NA(327)",756,852,804.23,1413,1,"CFBP5877_02106","CFBP5499_02206","NCPPB925_00107"
"g000235_1_000001","g000235_1","phnN","Ribose 1%2C5-bisphosphate phosphokinase PhnN",60,41,248,1,1,1,0,0,0,0,248,"Ribose 1%2C5-bisphosphate phosphokinase PhnN(248)","phnN(248)",579,633,602.82,1414,1,"CFBP5877_02659","CFBP5499_02759","NCPPB925_02462"
"g002942_1_000003","g002942_1","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",70,24,247,1,1,1,0,0,0,0,247,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(247)","livF(247)",717,756,719.17,1415,1,"CFBP5877_03127","CFBP5499_03228","NCPPB925_04648"
"g004319_000002","g004319","lptB","Lipopolysaccharide export system ATP-binding protein LptB",70,18,247,1,1,1,0,0,0,0,247,"Lipopolysaccharide export system ATP-binding protein LptB(246):Tungstate uptake system ATP-binding protein TupC(1)","lptB(246):tupC(1)",765,765,765,1415,2,"CFBP5877_03126","CFBP5499_03227","NCPPB925_04649"
"g002011_1_000002","g002011_1",NA,"hypothetical protein",70,31,247,1,1,1,0,0,0,0,247,"hypothetical protein(247)","NA(247)",837,1026,1006.79,1415,3,"CFBP5877_03125","CFBP5499_03226","NCPPB925_04650"
"g005125_1_000005","g005125_1","livH","High-affinity branched-chain amino acid transport system permease protein LivH",80,13,247,1,1,1,0,0,0,0,247,"High-affinity branched-chain amino acid transport system permease protein LivH(246):hypothetical protein(1)","livH(246):NA(1)",411,927,862.66,1415,4,"CFBP5877_03124","CFBP5499_03225","NCPPB925_04651"
"g002852_1_000007","g002852_1","braC","Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein",80,23,247,1,1,1,0,0,0,0,247,"Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein(240):hypothetical protein(7)","braC(240):NA(7)",1173,1176,1173.06,1415,5,"CFBP5877_03123","CFBP5499_03224","NCPPB925_04652"
"g004908","g004908","lutR","HTH-type transcriptional regulator LutR",50,16,247,1,1,1,0,0,0,0,247,"HTH-type transcriptional regulator LutR(243):Transcriptional regulator NanR(3):Pyruvate dehydrogenase complex repressor(1)","lutR(243):nanR(3):pdhR(1)",702,780,731.39,1416,1,"CFBP5877_03807","CFBP5499_03912","NCPPB925_03962"
"g001530","g001530","adh1","Long-chain-alcohol dehydrogenase 1",50,36,247,1,1,1,0,0,0,0,247,"Long-chain-alcohol dehydrogenase 1(247)","adh1(247)",1113,1134,1126.29,1416,2,"CFBP5877_03806","CFBP5499_03911","NCPPB925_03963"
"g002707_000001","g002707","pdxA2","D-threonate 4-phosphate dehydrogenase",60,26,247,1,1,1,0,0,0,0,247,"D-threonate 4-phosphate dehydrogenase(246):4-hydroxythreonine-4-phosphate dehydrogenase(1)","pdxA2(246):pdxA(1)",282,990,963.58,1416,3,"CFBP5877_03805","CFBP5499_03910","NCPPB925_03964"
"g001320_1_000002","g001320_1","scpA","Methylmalonyl-CoA mutase",70,30,247,1.02,1,2,0,6,0,6,253,"Methylmalonyl-CoA mutase(248):hypothetical protein(5)","scpA(248):NA(5)",150,2151,2086.8,1417,1,"CFBP5877_03518","CFBP5499_03619","NCPPB925_04257"
"g000010_2_000005","g000010_2","dppD","Dipeptide transport ATP-binding protein DppD",60,16,247,1,1,1,0,0,0,0,247,"Dipeptide transport ATP-binding protein DppD(247)","dppD(247)",840,1017,899.9,1418,1,"CFBP5877_04102","CFBP5499_04207","NCPPB925_03665"
"g000057_1_000003","g000057_1",NA,"hypothetical protein",70,73,247,1.43,1,3,0,89,0,105,352,"hypothetical protein(352)","NA(352)",165,834,595.72,1419,1,"CFBP5877_05559","CFBP5499_05734","NCPPB925_05480"
"g001659_1_000005","g001659_1","ttuC'","putative tartrate dehydrogenase/decarboxylase TtuC'",80,30,247,1.01,1,2,0,2,0,2,249,"putative tartrate dehydrogenase/decarboxylase TtuC'(201):D-malate dehydrogenase [decarboxylating](43):putative tartrate dehydrogenase/decarboxylase TtuC(5)","ttuC'(201):dmlA(43):ttuC(5)",993,1050,1044.08,1420,1,"CFBP5877_03347","CFBP5499_03448","NCPPB925_04428"
"g002504_000001","g002504","rfbD","UDP-galactopyranose mutase",60,27,247,1,1,2,0,1,0,1,248,"UDP-galactopyranose mutase(247):hypothetical protein(1)","rfbD(247):NA(1)",171,1224,1146.56,1421,1,"CFBP5877_03962","CFBP5499_04067","NCPPB925_03807"
"g000031_000001","g000031","noc","Nucleoid occlusion protein",60,107,247,1.45,1,5,24,83,24,111,358,"Nucleoid occlusion protein(196):hypothetical protein(187)","noc(196):NA(187)",240,2145,1626.3,1422,1,"CFBP5877_05557","CFBP5499_05732","NCPPB925_05482"
"g000004_8_000067","g000004_8","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",70,21,247,1,1,1,0,0,0,0,247,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(246):Maltose/maltodextrin import ATP-binding protein MalK(1)","ugpC(246):malK(1)",1011,1074,1072.75,1423,1,"CFBP5877_03179","CFBP5499_03279","NCPPB925_04597"
"g000741_2_000003","g000741_2","soxB","Sarcosine oxidase subunit beta",70,29,247,1.2,1,3,34,49,34,50,297,"Sarcosine oxidase subunit beta(331)","soxB(331)",453,1416,1250.12,1424,1,"CFBP5877_04173","CFBP5499_04331","NCPPB925_03540"
"g002723_1_000001","g002723_1","soxR","Redox-sensitive transcriptional activator SoxR",60,23,247,1,1,2,0,1,0,1,248,"Redox-sensitive transcriptional activator SoxR(247):hypothetical protein(1)","soxR(247):NA(1)",441,582,459.71,1425,1,"CFBP5877_03864","CFBP5499_03969","NCPPB925_03905"
"g001201_000001","g001201","marR","hypothetical protein",60,40,246,1,1,1,0,0,0,0,246,"hypothetical protein(220):Multiple antibiotic resistance protein MarR(26)","NA(220):marR(26)",444,573,507.66,1426,1,"CFBP5877_02756","CFBP5499_02856","NCPPB925_02365"
"g001351_1_000002","g001351_1","yedA","hypothetical protein",70,37,246,1,1,1,10,0,10,0,246,"hypothetical protein(245):putative inner membrane transporter YedA(11)","NA(245):yedA(11)",171,909,842.12,1426,2,"CFBP5877_02757","CFBP5499_02857","NCPPB925_02364"
"g002049_000003","g002049","purF","Amidophosphoribosyltransferase",80,32,246,1,1,1,0,0,0,0,246,"Amidophosphoribosyltransferase(246)","purF(246)",906,909,907.01,1427,1,"CFBP5877_04176","CFBP5499_04334","NCPPB925_03537"
"g003601_000002","g003601",NA,"hypothetical protein",70,22,246,1,1,1,0,0,0,0,246,"hypothetical protein(246)","NA(246)",687,687,687,1427,2,"CFBP5877_04177","CFBP5499_04335","NCPPB925_03536"
"g000416","g000416",NA,"hypothetical protein",50,56,246,1,1,1,0,0,0,0,246,"hypothetical protein(246)","NA(246)",519,819,669.05,1428,1,"CFBP5877_02063","CFBP5499_02163","NCPPB925_00150"
"g003313_1_000006","g003313_1","glnT","Glutamine synthetase",80,19,246,1,1,2,22,1,22,1,247,"Glutamine synthetase(246):Formyltetrahydrofolate deformylase(23)","glnT(246):purU(23)",330,2280,1282.7,1429,1,"(CFBP5877_04179:CFBP5877_04180)","(CFBP5499_04337:CFBP5499_04338)","(NCPPB925_03533:NCPPB925_03534)"
"g000719_000001","g000719","mmsB","putative 3-hydroxyisobutyrate dehydrogenase",60,47,246,1,1,1,1,0,1,0,246,"putative 3-hydroxyisobutyrate dehydrogenase(247):hypothetical protein(1)","mmsB(247):NA(1)",165,936,877.56,1430,1,"CFBP5877_04114","CFBP5499_04272","NCPPB925_03600"
"g002053_1_000001","g002053_1","emrE","Multidrug transporter EmrE",60,25,246,1,1,1,0,0,0,0,246,"Multidrug transporter EmrE(245):Multidrug transporter(1)","emrE(245):NA(1)",228,345,343.52,1431,1,"CFBP5877_01986","CFBP5499_02086","NCPPB925_00225"
"g000690_000001","g000690",NA,"hypothetical protein",60,50,245,1.01,1,2,0,2,0,2,247,"hypothetical protein(247)","NA(247)",453,519,470.77,1432,1,"CFBP5877_02734","CFBP5499_02834","NCPPB925_02387"
"g003430_1_000003","g003430_1",NA,"hypothetical protein",80,20,245,1,1,1,0,0,0,0,245,"hypothetical protein(245)","NA(245)",660,684,670.16,1433,1,"CFBP5877_04175","CFBP5499_04333","NCPPB925_03538"
"g001442","g001442","cmpR","HTH-type transcriptional activator CmpR",50,37,245,1,1,1,0,0,0,0,245,"HTH-type transcriptional activator CmpR(245)","cmpR(245)",555,894,881.67,1434,1,"CFBP5877_00563","CFBP5499_00656","NCPPB925_01664"
